レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),天候,風向,風速(m),波の高さ(cm),決まり手,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気,1着_着順,1着_艇番,1着_登録番号,1着_選手名,1着_モーター番号,1着_ボート番号,1着_展示タイム,1着_進入コース,1着_スタートタイミング,1着_レースタイム,2着_着順,2着_艇番,2着_登録番号,2着_選手名,2着_モーター番号,2着_ボート番号,2着_展示タイム,2着_進入コース,2着_スタートタイミング,2着_レースタイム,3着_着順,3着_艇番,3着_登録番号,3着_選手名,3着_モーター番号,3着_ボート番号,3着_展示タイム,3着_進入コース,3着_スタートタイミング,3着_レースタイム,4着_着順,4着_艇番,4着_登録番号,4着_選手名,4着_モーター番号,4着_ボート番号,4着_展示タイム,4着_進入コース,4着_スタートタイミング,4着_レースタイム,5着_着順,5着_艇番,5着_登録番号,5着_選手名,5着_モーター番号,5着_ボート番号,5着_展示タイム,5着_進入コース,5着_スタートタイミング,5着_レースタイム,6着_着順,6着_艇番,6着_登録番号,6着_選手名,6着_モーター番号,6着_ボート番号,6着_展示タイム,6着_進入コース,6着_スタートタイミング,6着_レースタイム
202205272401,富士通フロンテック杯,第2日,2022/05/27,大村,01R,予選,1800,晴,北,3,2,逃げ,1,100,1,120,3,130,1-3,750,3,1-3,380,2,1-3,210,3,1-6,190,2,3-6,520,9,1-3-6,1680,7,1-3-6,760,4,1,1,3871,池 田 紫 乃,48,13,6.86,1,0.21,109.0,2,3,3567,吉 岡 誠,76,51,6.95,3,0.16,111.9,3,6,4966,田 川 大 貴,55,70,6.94,6,0.16,112.7,4,2,4724,吉 田 祐 貴,21,54,6.9,2,0.25,112.7,5,5,3243,佐 野 隆 仁,12,57,6.93,4,0.19,,6,4,5192,中 尾 優 香,65,25,6.87,5,0.23,
202205272402,富士通フロンテック杯,第2日,2022/05/27,大村,02R,予選,1800,晴,北西,2,1,まくり,2,250,2,100,4,100,2-4,580,1,2-4,340,1,2-4,160,1,2-3,270,6,3-4,200,3,2-4-3,1750,3,2-3-4,490,2,1,2,4572,渡 部 悟,59,31,6.96,2,0.02,109.3,2,4,4330,奈 須 啓 太,39,43,6.85,4,0.02,111.5,3,3,4952,吉 武 真 也,51,50,6.86,3,0.01,112.6,4,1,3976,内 田 圭,31,36,6.93,1,0.14,113.6,5,5,4955,福 田 慶 尚,47,23,6.89,5,0.08,,6,6,4241,大 串 重 幸,32,19,6.94,6,0.09,
202205272403,富士通フロンテック杯,第2日,2022/05/27,大村,03R,予選,1800,晴,西,2,1,逃げ,1,270,1,180,4,110,1-4,1020,5,1-4,410,2,1-4,190,4,1-3,200,5,3-4,130,1,1-4-3,1600,4,1-3-4,270,1,1,1,3741,松 尾 基 成,37,22,6.95,1,0.15,110.2,2,4,4278,藤 岡 俊 介,69,33,6.91,4,0.13,111.7,3,3,4653,小 野 達 哉,34,53,6.88,3,0.08,112.4,4,5,3025,山 口 哲 治,24,66,6.92,5,0.16,113.5,5,2,4574,東 潤 樹,74,56,6.92,2,0.15,,6,6,5250,嶋 田 有 里,13,69,6.89,6,0.23,
202205272404,富士通フロンテック杯,第2日,2022/05/27,大村,04R,予選,1800,晴,南西,4,3,差し,6,670,6,170,1,140,6-1,2520,9,1-6,790,5,1-6,180,2,3-6,300,7,1-3,150,1,6-1-3,11730,36,1-3-6,970,4,1,6,4685,島 村 隆 幸,28,71,6.89,6,0.16,109.8,2,1,4224,大 橋 栄里佳,56,30,6.88,1,0.08,111.1,3,3,3273,石 田 豪,26,58,6.93,3,0.12,112.8,4,2,4557,松 尾 光 広,71,15,7.01,2,0.13,114.5,5,4,4040,廣 瀬 将 亨,57,40,6.87,5,0.13,,6,5,2912,尾 崎 鉄 也,49,32,6.94,4,0.19,
202205272405,富士通フロンテック杯,第2日,2022/05/27,大村,05R,予選,1800,晴,南西,4,3,逃げ,1,250,1,180,3,150,1-3,660,3,1-3,300,1,1-3,150,2,1-2,310,6,2-3,140,1,1-3-2,1840,4,1-2-3,410,1,1,1,3989,熊 本 英 一,68,37,6.92,1,0.11,109.9,2,3,3743,林 美 憲,11,21,6.93,3,0.12,110.8,3,2,4518,大須賀 友,23,68,6.86,2,0.09,113.2,4,4,4661,中 島 昂 章,29,72,6.92,4,0.24,113.8,5,5,4252,松 下 哲 也,70,49,7.01,5,0.23,,6,6,4239,竹 田 辰 也,25,55,6.95,6,0.25,
202205272406,富士通フロンテック杯,第2日,2022/05/27,大村,06R,予選,1800,晴,南西,2,1,逃げ,1,100,1,100,2,250,1-2,520,3,1-2,350,3,1-2,100,1,1-6,120,2,2-6,520,8,1-2-6,1150,6,1-2-6,450,3,1,1,4762,藤 原 啓史朗,33,59,6.88,1,0.17,109.9,2,2,4955,福 田 慶 尚,47,23,6.89,2,0.22,111.6,3,6,4171,榎 幸 司,63,35,6.94,5,0.14,112.6,4,4,5055,眞 鳥 章 太,50,20,6.97,4,0.17,114.8,5,3,4423,坂 口 貴 彦,58,67,6.92,3,0.19,,6,5,5192,中 尾 優 香,65,25,6.92,6,0.11,
202205272407,富士通フロンテック杯,第2日,2022/05/27,大村,07R,予選  進入固定,1800,晴,南西,1,1,まくり,4,330,4,120,1,100,4-1,760,4,1-4,120,1,1-4,100,1,2-4,380,7,1-2,220,5,4-1-2,3370,13,1-2-4,340,2,1,4,4734,安河内 将,40,74,6.98,4,0.04,109.4,2,1,3251,平 石 和 男,30,11,6.98,1,0.11,112.3,3,2,3243,佐 野 隆 仁,12,57,7.02,2,0.13,112.9,4,5,4523,中 村 辰 也,19,60,6.92,5,0.02,115.2,5,3,3976,内 田 圭,31,36,7.04,3,0.06,,,,,,,,,,,
202205272408,富士通フロンテック杯,第2日,2022/05/27,大村,08R,予選,1800,晴,南西,3,2,逃げ,1,120,1,110,4,160,1-4,280,1,1-4,200,1,1-4,120,1,1-2,210,4,2-4,300,6,1-4-2,1190,5,1-2-4,480,3,1,1,4738,清 埜 翔 子,45,63,6.9,1,0.25,109.2,2,4,4746,大豆生田 蒼,17,38,6.93,4,0.27,110.2,3,2,3802,森 岡 ま き,20,24,6.99,2,0.3,112.6,4,3,4224,大 橋 栄里佳,56,30,6.95,3,0.32,113.3,5,5,3871,池 田 紫 乃,48,13,6.95,5,0.35,,6,6,5250,嶋 田 有 里,13,69,6.93,6,0.51,
202205272409,富士通フロンテック杯,第2日,2022/05/27,大村,09R,予選特賞,1800,晴,南,1,1,差し,5,450,5,110,1,100,5-1,940,5,1-5,200,1,1-5,160,2,3-5,460,9,1-3,340,6,5-1-3,6080,20,1-3-5,610,3,1,5,4685,島 村 隆 幸,28,71,6.92,5,0.16,109.0,2,1,4278,藤 岡 俊 介,69,33,6.89,1,0.14,111.3,3,3,3989,熊 本 英 一,68,37,6.92,3,0.22,112.5,4,4,4709,岡 村 将 也,35,76,6.99,4,0.19,112.7,5,6,4630,岩 永 雅 人,22,48,6.94,6,0.2,,6,2,4952,吉 武 真 也,51,50,6.89,2,0.19,
202205272410,富士通フロンテック杯,第2日,2022/05/27,大村,10R,予選特賞,1800,晴,南,1,1,逃げ,1,120,1,100,2,140,1-2,150,1,1-2,130,1,1-2,100,1,1-3,160,2,2-3,260,6,1-2-3,350,1,1-2-3,240,1,1,1,4330,奈 須 啓 太,39,43,6.89,1,0.07,109.0,2,2,4239,竹 田 辰 也,25,55,6.9,2,0.12,110.5,3,3,4574,東 潤 樹,74,56,6.96,3,0.14,112.3,4,6,3304,烏 野 賢 太,41,75,6.98,6,0.08,114.3,5,5,4557,松 尾 光 広,71,15,6.98,5,0.1,,6,4,3567,吉 岡 誠,76,51,7.01,4,0.13,
