レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202512272401,2025-12-27,24,01R,,,,抜　き,3,勝浦　　真帆,"1'47""9",2,宇野　　弥生,"1'50""0",4,藤原　　菜希,"1'51""7",1,寺島　　美里,"1'52""9",5,刑部　亜里紗,,6,角　　ひとみ,,1,0.12,,2,0.14,,3,0.1,,4,0.18,,5,0.22,,6,0.2,,1,1,1.0,1.0,3.0,11.0
202512272402,2025-12-27,24,02R,,,,逃　げ,1,武井　莉里佳,"1'48""3",5,海野　ゆかり,"1'50""1",3,津田　　裕絵,"1'50""5",2,西村　　　歩,"1'51""8",6,中川　　りな,,4,湯淺　　紀香,,1,0.19,,2,0.18,,3,0.24,,4,0.23,,5,0.24,,6,0.22,,1,1,3.0,2.0,6.0,11.0
202512272403,2025-12-27,24,03R,,,,まくり差し,4,三浦　　永理,"1'47""0",1,山下　　夏鈴,"1'49""6",2,山田　　理央,"1'50""5",6,平川　　香織,"1'51""0",5,平田　さやか,,3,小池　　礼乃,,1,0.18,,2,0.14,,3,0.31,,4,0.15,,5,0.18,,6,0.34,,1,1,3.0,2.0,6.0,11.0
202512272404,2025-12-27,24,04R,,,,差　し,2,落合　　直子,"1'47""9",1,岩崎　　芳美,"1'49""2",3,山口　真喜子,"1'50""3",4,松尾　　夏海,"1'51""3",6,富樫　　麗加,,5,喜井　つかさ,,1,0.23,,2,0.16,,3,0.24,,4,0.22,,5,0.25,,6,0.25,,1,1,3.0,2.0,6.0,11.0
202512272405,2025-12-27,24,05R,,,,差　し,2,堀之内紀代子,"1'47""4",1,前田　　紗希,"1'49""2",5,深川　麻奈美,"1'50""5",3,大瀧　明日香,"1'51""3",6,櫻本　あゆみ,,4,関野　　　文,,1,0.2,,2,0.22,,3,0.2,,4,0.23,,5,0.21,,6,0.18,,1,1,3.0,2.0,6.0,11.0
202512272406,2025-12-27,24,06R,,,,まくり差し,4,向井　　美鈴,"1'48""6",5,黒澤　めぐみ,"1'48""9",6,勝浦　　真帆,"1'51""4",1,井上　　遥妃,"1'52""7",3,清水　　沙樹,,2,今井　　裕梨,,1,0.2,,2,0.2,,3,0.16,,4,0.22,,5,0.27,,6,0.24,,1,1,4.0,3.0,6.0,11.0
202512272407,2025-12-27,24,07R,,,,逃　げ,1,刑部　亜里紗,"1'47""1",3,平川　　香織,"1'49""5",6,小芦　るり華,"1'50""8",5,津田　　裕絵,"1'52""2",4,細川　　裕子,,2,樋口　由加里,,1,0.18,,2,0.16,,3,0.2,,4,0.23,,5,0.2,,6,0.15,,1,1,3.0,2.0,6.0,11.0
202512272408,2025-12-27,24,08R,,,,逃　げ,1,中田　　夕貴,"1'47""0",2,富樫　　麗加,"1'49""3",3,米丸　　乃絵,"1'50""7",4,角　　ひとみ,"1'51""7",6,三浦　　永理,,5,武井　莉里佳,,1,0.11,,2,0.15,,3,0.17,,4,0.23,,5,0.22,,6,0.24,,1,1,2.0,1.0,6.0,11.0
202512272409,2025-12-27,24,09R,,,,差　し,3,寺島　　美里,"1'48""7",1,喜井　つかさ,"1'50""3",4,深川　麻奈美,"1'51""8",2,海野　ゆかり,"1'52""7",6,平田　さやか,,5,若狭　奈美子,,1,0.03,,2,0.07,,3,0.07,,4,0.14,,5,0.2,,6,0.22,,1,1,2.0,1.0,5.0,11.0
202512272410,2025-12-27,24,10R,,,,逃　げ,1,櫻本　あゆみ,"1'47""8",4,西村　　　歩,"1'51""1",2,山下　　夏鈴,"1'53""7",5,宇野　　弥生,"1'54""9",6,清水　　沙樹,,3,岩崎　　芳美,,1,0.14,,2,0.11,,3,0.11,,4,0.19,,5,0.21,,6,0.21,,1,1,2.0,1.0,4.0,11.0
202512272411,2025-12-27,24,11R,,,,逃　げ,1,松尾　　夏海,"1'47""1",5,藤原　　菜希,"1'49""0",6,向井　　美鈴,"1'50""6",2,大瀧　明日香,"1'51""2",3,湯淺　　紀香,,4,小池　　礼乃,,1,0.13,,2,0.19,,3,0.18,,4,0.13,,5,0.2,,6,0.2,,1,1,2.0,1.0,4.0,11.0
202512272412,2025-12-27,24,12R,,,,逃　げ,1,細川　　裕子,"1'47""0",4,井上　　遥妃,"1'48""4",2,中川　　りな,"1'50""0",3,関野　　　文,"1'50""3",5,山口　真喜子,,6,山田　　理央,,1,0.19,,2,0.21,,3,0.27,,4,0.22,,5,0.25,,6,0.22,,1,1,1.0,1.0,3.0,11.0
202512272301,2025-12-27,23,01R,,,,逃　げ,1,山田　　康二,"1'46""1",3,浦田　　晃嗣,"1'50""3",2,笠　　　雅雄,"1'50""3",4,田中　　宏典,"1'51""3",6,日高　龍之介,"1'53""2",5,尾崎　　雄二,"1'55""7",1,0.11,,3,0.11,,4,0.25,,5,0.22,,6,0.23,,2,0.13,,2,2,1.0,1.0,6.0,9.0
