レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202512282401,2025-12-28,24,01R,,,,逃　げ,1,平川　　香織,"1'48""3",2,米丸　　乃絵,"1'49""7",6,堀之内紀代子,"1'51""1",3,井上　　遥妃,"1'51""5",5,細川　　裕子,,4,小芦　るり華,,1,0.13,,2,0.09,,3,0.08,,4,0.2,,5,0.14,,6,0.09,,1,1,1.0,1.0,7.0,11.0
202512282402,2025-12-28,24,02R,,,,逃　げ,1,宇野　　弥生,"1'49""0",3,樋口　由加里,"1'50""5",6,落合　　直子,"1'52""4",4,清水　　沙樹,"1'53""9",5,角　　ひとみ,,2,今井　　裕梨,,1,0.07,,2,0.07,,3,0.05,,4,0.14,,5,0.13,,6,0.04,,1,4,2.0,1.0,10.0,11.0
202512282403,2025-12-28,24,03R,,,,抜　き,1,若狭　奈美子,"1'48""4",2,大瀧　明日香,"1'49""8",3,富樫　　麗加,"1'51""1",4,中田　　夕貴,"1'52""6",6,津田　　裕絵,,5,寺島　　美里,,1,0.19,,2,0.2,,3,0.18,,4,0.12,,5,0.18,,6,0.16,,1,8,1.0,1.0,10.0,11.0
202512282404,2025-12-28,24,04R,,,,差　し,2,山口　真喜子,"1'48""3",1,深川　麻奈美,"1'49""5",4,海野　ゆかり,"1'51""7",3,向井　　美鈴,"1'52""8",5,小池　　礼乃,,6,山下　　夏鈴,,1,0.16,,2,0.16,,3,0.25,,4,0.32,,5,0.23,,6,0.27,,1,7,1.0,1.0,10.0,11.0
202512282405,2025-12-28,24,05R,,,,差　し,2,井上　　遥妃,"1'47""2",1,湯淺　　紀香,"1'49""1",3,中川　　りな,"1'50""4",5,勝浦　　真帆,"1'51""7",4,平田　さやか,,6,前田　　紗希,,1,0.08,,2,0.09,,3,0.15,,4,0.13,,5,0.14,,6,0.15,,1,6,1.0,1.0,11.0,11.0
202512282406,2025-12-28,24,06R,,,,逃　げ,1,三浦　　永理,"1'47""7",2,平川　　香織,"1'50""0",6,武井　莉里佳,"1'51""2",3,西村　　　歩,"1'52""1",4,黒澤　めぐみ,,5,岩崎　　芳美,,1,0.16,,2,0.21,,3,0.21,,4,0.17,,5,0.16,,6,0.18,,1,4,1.0,1.0,11.0,11.0
202512282407,2025-12-28,24,07R,,,,逃　げ,1,山田　　理央,"1'48""4",2,櫻本　あゆみ,"1'50""3",4,喜井　つかさ,"1'51""5",5,落合　　直子,"1'52""5",3,細川　　裕子,,6,寺島　　美里,,1,0.15,,2,0.15,,3,0.11,,4,0.15,,5,0.15,,6,0.16,,1,1,1.0,1.0,10.0,11.0
202512282408,2025-12-28,24,08R,,,,差　し,2,刑部　亜里紗,"1'47""6",3,角　　ひとみ,"1'49""5",4,堀之内紀代子,"1'50""8",1,関野　　　文,"1'51""6",5,富樫　　麗加,,6,松尾　　夏海,,1,0.16,,2,0.12,,3,0.12,,4,0.06,,5,0.06,,6,0.08,,1,1,1.0,1.0,9.0,11.0
202512282409,2025-12-28,24,09R,,,,逃　げ,1,勝浦　　真帆,"1'48""4",2,藤原　　菜希,"1'49""0",5,小芦　るり華,"1'50""7",3,深川　麻奈美,"1'51""2",6,中田　　夕貴,,4,樋口　由加里,,1,0.13,,2,0.07,,3,0.08,,4,0.07,,5,0.1,,6,0.07,,1,1,1.0,1.0,8.0,11.0
202512282410,2025-12-28,24,10R,,,,まくり差し,3,若狭　奈美子,"1'48""0",1,海野　ゆかり,"1'49""9",4,前田　　紗希,"1'50""7",5,米丸　　乃絵,"1'51""6",2,黒澤　めぐみ,,6,今井　　裕梨,,1,0.16,,2,0.48,,3,0.17,,4,0.15,,5,0.19,,6,0.11,,1,1,1.0,1.0,7.0,11.0
