レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202512312401,2025-12-31,24,01R,,,,逃　げ,1,小芦　るり華,"1'48""1",3,角　　ひとみ,"1'50""2",2,喜井　つかさ,"1'51""6",6,富樫　　麗加,"1'52""1",5,櫻本　あゆみ,,4,山田　　理央,,1,0.18,,2,0.17,,3,0.14,,4,0.07,,5,0.12,,6,0.13,,1,1,2.0,1.0,6.0,12.0
202512312402,2025-12-31,24,02R,,,,逃　げ,1,落合　　直子,"1'47""5",2,深川　麻奈美,"1'50""2",5,松尾　　夏海,"1'51""6",4,平川　　香織,"1'53""4",6,山下　　夏鈴,,3,今井　　裕梨,,1,0.1,,2,0.16,,3,0.11,,4,0.25,,5,0.23,,6,0.22,,1,1,4.0,3.0,9.0,12.0
202512312403,2025-12-31,24,03R,,,,逃　げ,1,細川　　裕子,"1'47""4",2,刑部　亜里紗,"1'48""0",5,井上　　遥妃,"1'50""7",4,清水　　沙樹,"1'51""0",3,寺島　　美里,,6,西村　　　歩,,1,0.06,,2,0.05,,3,0.06,,4,0.09,,5,0.11,,6,0.24,,1,1,3.0,2.0,9.0,12.0
202512312404,2025-12-31,24,04R,,,,抜　き,1,山口　真喜子,"1'48""9",2,大瀧　明日香,"1'50""0",3,平田　さやか,"1'51""7",4,樋口　由加里,"1'52""7",5,湯淺　　紀香,,6,宇野　　弥生,,1,0.27,,2,0.24,,3,0.2,,4,0.16,,5,0.21,,6,0.26,,1,1,2.0,1.0,9.0,12.0
202512312405,2025-12-31,24,05R,,,,逃　げ,1,藤原　　菜希,"1'48""1",3,小池　　礼乃,"1'49""4",4,中川　　りな,"1'51""5",5,黒澤　めぐみ,"1'51""5",2,岩崎　　芳美,,6,角　　ひとみ,,1,0.13,,2,0.09,,3,0.14,,4,0.15,,5,0.19,,6,0.18,,1,1,4.0,3.0,9.0,12.0
202512312406,2025-12-31,24,06R,,,,逃　げ,1,米丸　　乃絵,"1'48""7",3,山下　　夏鈴,"1'51""6",6,山田　　理央,"1'52""0",2,関野　　　文,"1'52""7",4,武井　莉里佳,,5,津田　　裕絵,,1,0.25,,2,0.18,,3,0.2,,4,0.22,,5,0.23,,6,0.17,,1,1,3.0,2.0,9.0,12.0
202512312407,2025-12-31,24,07R,,,,逃　げ,1,前田　　紗希,"1'48""9",3,富樫　　麗加,"1'50""7",6,松尾　　夏海,"1'52""7",4,井上　　遥妃,"1'53""5",2,勝浦　　真帆,,5,西村　　　歩,,1,0.2,,2,0.19,,3,0.17,,4,0.21,,5,0.38,,6,0.29,,1,1,5.0,4.0,8.0,12.0
202512312408,2025-12-31,24,08R,,,,逃　げ,1,櫻本　あゆみ,"1'48""2",2,小芦　るり華,"1'50""6",4,落合　　直子,"1'51""6",5,深川　麻奈美,"1'53""0",3,細川　　裕子,,6,大瀧　明日香,,1,0.13,,2,0.11,,3,0.12,,4,0.1,,5,0.14,,6,0.15,,1,1,5.0,4.0,7.0,12.0
202512312409,2025-12-31,24,09R,,,,逃　げ,1,平川　　香織,"1'48""0",4,山口　真喜子,"1'50""1",2,米丸　　乃絵,"1'50""6",5,刑部　亜里紗,"1'51""1",3,藤原　　菜希,,6,喜井　つかさ,,1,0.11,,2,0.08,,3,0.1,,4,0.13,,5,0.16,,6,0.13,,1,1,6.0,5.0,7.0,12.0
202512312410,2025-12-31,24,10R,,,,逃　げ,1,浜田　亜理沙,"1'48""1",5,西橋　　奈未,"1'49""9",3,高憧　　四季,"1'50""0",2,守屋　　美穂,"1'51""2",6,實森　　美祐,,4,平山　　智加,,1,0.22,,2,0.18,,3,0.14,,4,0.12,,5,0.13,,6,0.14,,1,1,4.0,3.0,7.0,12.0
202512312411,2025-12-31,24,11R,,,,逃　げ,1,若狭　奈美子,"1'47""4",4,中田　　夕貴,"1'48""6",5,堀之内紀代子,"1'51""7",3,向井　　美鈴,"1'52""5",6,海野　ゆかり,,2,三浦　　永理,,1,0.13,,2,0.19,,3,0.13,,4,0.1,,5,0.08,,6,0.15,,1,1,3.0,2.0,7.0,12.0
202512312412,2025-12-31,24,12R,,,,逃　げ,1,鎌倉　　　涼,"1'46""0",5,渡邉　　優美,"1'48""0",3,川野　　芽唯,"1'48""7",4,遠藤　　エミ,"1'49""7",2,小野　　生奈,,6,平高　　奈菜,,1,0.07,,2,0.07,,3,0.09,,4,0.07,,6,0.14,,5,0.13,,1,1,3.0,2.0,7.0,12.0
202512312301,2025-12-31,23,01R,,,,逃　げ,1,松江　　秀徳,"1'49""3",3,竹田　　広樹,"1'50""3",6,小柳　　勝希,"1'51""2",4,小野　　勇作,"1'52""9",5,山一　　鉄也,"1'53""2",2,田中　太一郎,"1'55""7",1,0.21,,2,0.23,,3,0.21,,4,0.22,,5,0.23,,6,0.2,,1,3,8.0,8.0,9.0,8.0
202512312302,2025-12-31,23,02R,,,,逃　げ,1,藤田　　浩人,"1'49""3",3,横田　　貴満,"1'50""5",2,富永　夏哉人,"1'51""3",6,重富　　伸也,"1'52""8",5,冨成　　謙児,"1'54""1",4,笠　　　雅雄,"1'56""0",1,0.14,,2,0.18,,3,0.17,,4,0.18,,5,0.21,,6,0.13,,1,3,5.0,5.0,8.0,8.0
202512312303,2025-12-31,23,03R,,,,差　し,4,常住　　　蓮,"1'48""3",3,松尾　　基成,"1'50""2",1,古賀　　繁輝,"1'53""3",2,堤　　　啓輔,"1'53""8",5,尾崎　　雄二,"1'54""1",6,吉川　　颯汰,"1'56""0",2,0.12,,1,0.13,,3,0.12,,4,0.12,,5,0.16,,6,0.41,,1,1,6.0,6.0,,
202512312304,2025-12-31,23,04R,,,,差　し,5,宮地　　元輝,"1'48""3",6,山田　　康二,"1'49""8",1,吉田　　　光,"1'51""5",4,中野　　和裕,"1'52""9",3,安河内　　健,"1'54""5",2,上之　　晃弘,"1'56""4",1,0.19,,2,0.21,,3,0.19,,5,0.25,,6,0.21,,4,0.21,,1,3,6.0,6.0,9.0,8.0
202512312305,2025-12-31,23,05R,,,,まくり,5,深川　　真二,"1'48""5",6,峰　　　竜太,"1'48""8",3,久富　　政弘,"1'51""0",1,北川　　太一,"1'52""7",4,小柳　　勝希,"1'53""3",2,浦田　　晃嗣,"1'54""0",1,0.16,,5,0.09,,2,0.14,,6,0.1,,3,0.2,,4,0.21,,1,3,6.0,6.0,9.0,8.0
