レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202512122101,2025-12-12,21,01R,,,,差　し,2,岩川　　仁士,"1'48""9",3,中田　　友也,"1'50""4",1,浜野　　孝志,"1'52""0",4,池田　　雷太,"1'53""0",5,牟田　　奨太,,6,冨名腰　桃奈,,1,0.29,,2,0.19,,3,0.23,,4,0.23,,5,0.27,,6,0.39,,1,1,5.0,5.0,11.0,10.0
202512122102,2025-12-12,21,02R,,,,まくり,3,伏田　　裕隆,"1'49""2",1,福田　　宗平,"1'50""4",4,片橋　　幸貴,"1'51""8",6,倉田　　茂将,"1'52""2",2,入澤　　友治,,5,吉原　　快誓,,1,0.16,,2,0.17,,4,0.23,,6,0.18,,3,0.11,,5,0.18,,1,1,7.0,7.0,10.0,10.0
202512122103,2025-12-12,21,03R,,,,逃　げ,1,大野　　芳顕,"1'48""5",3,新田　　泰章,"1'49""1",4,宮地　　博士,"1'50""7",5,大串　　重幸,"1'51""6",2,梶原　　　正,,6,西原　　明生,,1,0.19,,2,0.13,,3,0.18,,4,0.21,,5,0.2,,6,0.24,,1,1,7.0,7.0,10.0,10.0
202512122104,2025-12-12,21,04R,,,,逃　げ,1,佐藤　　　航,"1'47""4",3,草場　　康幸,"1'50""2",2,和田　　操拓,"1'52""1",4,横田　　貴満,"1'53""6",6,本村　　　大,,5,土屋　実沙希,,1,0.1,,2,0.11,,3,0.09,,4,0.17,,5,0.17,,6,0.12,,1,1,6.0,6.0,10.0,10.0
202512122105,2025-12-12,21,05R,,,,逃　げ,1,若狭　奈美子,"1'52""1",4,冨名腰　桃奈,"1'55""2",2,内山　　七海,"1'58""6",3,樋口　由加里,"2'00""3",5,星田　　夢結,,,,,1,0.24,,2,0.26,,3,0.29,,4,0.23,,6,0.16,,5,0.32,,1,1,7.0,7.0,10.0,10.0
202512122106,2025-12-12,21,06R,,,,抜　き,5,上田　　龍星,"1'46""4",1,木村　紗友希,"1'47""9",3,齊藤　　　優,"1'49""6",6,森　　　竜也,"1'51""7",2,山田　　雄太,,4,入澤　　友治,,1,0.04,,2,0.05,,3,0.03,,5,0.05,,6,0.06,,4,0.03,,1,1,6.0,6.0,10.0,10.0
202512122107,2025-12-12,21,07R,,,,まくり,4,片岡　　秀樹,"1'58""9",1,宮地　　博士,"2'02""5",5,伏田　　裕隆,"2'07""0",6,中山　　鷹輔,"2'09""8",3,谷口　　　丞,,,,,1,0.26,,2,0.25,,3,0.25,,4,0.17,,5,0.39,,6,0.25,,1,1,6.0,6.0,10.0,10.0
202512122108,2025-12-12,21,08R,,,,逃　げ,1,土屋　実沙希,"1'48""5",6,高橋　　竜矢,"1'49""4",5,梶原　　　正,"1'51""1",3,一色　　凌雅,"1'52""0",4,吉原　　快誓,,2,桑原　　将光,,1,0.08,,2,0.12,,5,0.08,,3,0.08,,6,0.03,,4,0.09,,1,1,6.0,6.0,10.0,10.0
202512122109,2025-12-12,21,09R,,,,逃　げ,1,濱野　　斗馬,"1'48""5",2,草場　　康幸,"1'50""5",3,山崎　　善庸,"1'52""9",4,藤田　　浩人,"1'53""8",5,本村　　　大,,6,星田　　夢結,,1,0.15,,2,0.16,,3,0.23,,4,0.21,,5,0.29,,6,0.39,,1,1,5.0,5.0,10.0,10.0
202512122110,2025-12-12,21,10R,,,,逃　げ,1,中田　　友也,"1'47""4",2,新田　　泰章,"1'48""2",3,若狭　奈美子,"1'50""1",6,和田　　操拓,"1'51""0",4,内山　　七海,,5,木村　紗友希,,1,0.03,,2,0.04,,3,0.11,,4,0.11,,5,0.16,,6,0.18,,1,1,6.0,6.0,11.0,10.0
