レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202512192401,2025-12-19,24,01R,,,,逃　げ,1,中島　　浩哉,"1'49""8",3,西岡　　蒼志,"1'50""7",6,近藤　　稔也,"1'52""8",2,花本　　夏樹,"1'53""9",4,三原　　　司,,5,谷　　海夏人,,1,0.15,,2,0.29,,3,0.29,,4,0.24,,6,0.2,,5,0.17,,3,1,0.0,1.0,14.0,13.0
202512192402,2025-12-19,24,02R,,,,抜　き,5,大澤　　普司,"1'49""4",4,浦田　　信義,"1'50""8",2,森安　　弘雅,"1'52""8",3,飯田　　庄吾,"1'54""1",1,宮嵜　隆太郎,,6,得山　　大輝,,1,0.1,,2,0.2,,3,0.24,,4,0.16,,5,0.2,,6,0.15,,1,1,2.0,1.0,18.0,13.0
202512192403,2025-12-19,24,03R,,,,まくり,3,胡本　　悟志,"1'49""7",6,山本　　修一,"1'50""2",4,中村　　将隆,"1'50""9",5,沢田　　昭宏,"1'52""8",2,田代　　達也,,1,鶴田　　勇雄,,1,0.21,,2,0.24,,3,0.14,,4,0.18,,5,0.26,,6,0.29,,1,1,2.0,1.0,18.0,13.0
202512192404,2025-12-19,24,04R,,,,まくり差し,5,安河内　　健,"1'49""5",1,井芹　　大志,"1'50""6",4,妹尾　　忠幸,"1'52""5",3,常盤　　海心,"1'53""5",2,渡　　　修平,,6,藤山　　湧太,,1,0.29,,2,0.23,,3,0.34,,4,0.24,,5,0.25,,6,0.31,,1,1,1.0,1.0,18.0,13.0
202512192405,2025-12-19,24,05R,,,,逃　げ,1,橋本　　　明,"1'49""1",3,小林　　孝弘,"1'50""6",5,木山　　大聖,"1'52""0",2,森永　　　淳,"1'54""2",4,野中　　一平,,6,谷　　海夏人,,1,0.02,,2,0.07,,3,0.08,,4,0.02,,5,0.06,,6,0.09,,1,1,2.0,1.0,18.0,13.0
202512192406,2025-12-19,24,06R,,,,差　し,3,金子　　拓矢,"1'49""8",4,中島　　浩哉,"1'50""3",5,宮嵜　隆太郎,"1'52""9",6,北川　　敏弘,"1'52""9",1,増田　　　進,,2,池田　　雄祐,,1,0.22,,2,0.15,,3,0.14,,4,0.12,,5,0.13,,6,0.22,,1,1,2.0,1.0,16.0,13.0
202512192407,2025-12-19,24,07R,,,,逃　げ,1,鈴木　　智啓,"1'49""7",5,飯田　　庄吾,"1'51""0",4,田代　　達也,"1'53""2",2,石川　　哲秀,"1'53""7",3,三原　　　司,,6,吉田　　翔悟,,1,0.14,,2,0.13,,3,0.12,,4,0.11,,5,0.07,,6,0.12,,1,1,2.0,1.0,16.0,13.0
202512192408,2025-12-19,24,08R,,,,差　し,2,常盤　　海心,"1'48""4",1,山本　　修一,"1'49""6",4,井芹　　大志,"1'51""7",3,花本　　夏樹,"1'53""2",6,前川　　守嗣,,5,得山　　大輝,,1,0.17,,2,0.22,,3,0.16,,4,0.14,,6,0.16,,5,0.09,,1,2,3.0,2.0,14.0,13.0
202512192409,2025-12-19,24,09R,,,,逃　げ,1,大澤　　普司,"1'48""6",2,中村　　将隆,"1'50""5",4,松本　　博昭,"1'52""1",5,西岡　　蒼志,"1'52""9",3,眞鳥　　章太,,6,木山　　大聖,,1,0.14,,2,0.16,,3,0.1,,4,0.11,,5,0.12,,6,0.14,,2,2,3.0,2.0,14.0,13.0
202512192410,2025-12-19,24,10R,,,,逃　げ,1,野中　　一平,"1'48""9",5,金子　　拓矢,"1'49""7",2,鶴田　　勇雄,"1'51""0",4,森永　　　淳,"1'51""5",3,妹尾　　忠幸,,6,森安　　弘雅,,1,0.15,,2,0.14,,3,0.1,,4,0.1,,5,0.14,,6,0.25,,2,2,2.0,1.0,14.0,13.0
202512192411,2025-12-19,24,11R,,,,逃　げ,1,安河内　　健,"1'49""8",4,沢田　　昭宏,"1'50""7",2,浦田　　信義,"1'52""5",3,橋本　　　明,"1'52""6",6,鈴木　　智啓,,5,池田　　雄祐,,1,0.19,,2,0.18,,3,0.17,,4,0.16,,5,0.11,,6,0.15,,3,1,0.0,1.0,14.0,13.0
202512192412,2025-12-19,24,12R,,,,まくり,2,本多　　宏和,"1'48""4",6,野間　　大樹,"1'49""3",1,坂口　　　周,"1'51""4",4,大神　　康司,"1'53""4",5,後藤　　翔之,,3,西島　　義則,,1,0.12,,3,0.14,,4,0.13,,2,0.03,,5,0.11,,6,0.16,,3,2,1.0,1.0,14.0,13.0
202512192201,2025-12-19,22,01R,,,,差　し,2,湯淺　　紀香,"1'48""5",3,小川　日紀太,"1'50""3",1,河野　　真也,"1'51""5",6,木下　　大將,"1'52""0",5,藤本　　佳史,,4,川尻　　泰輔,,1,0.17,,2,0.16,,3,0.16,,4,0.08,,5,0.09,,6,0.13,,1,2,3.0,3.0,18.0,14.0
202512192202,2025-12-19,22,02R,,,,逃　げ,1,大平　誉史明,"1'49""2",6,平尾　　崇典,"1'50""2",5,濱本　　優一,"1'52""3",2,原　　加央理,"1'53""0",3,安河内鈴之介,,4,日隈　　　茜,,1,0.16,,2,0.14,,3,0.16,,4,0.2,,5,0.14,,6,0.11,,1,1,3.0,3.0,14.0,14.0
202512192203,2025-12-19,22,03R,,,,まくり,3,山本　　隆幸,"1'49""5",4,越智　　照浩,"1'51""4",6,宮内　由紀英,"1'52""4",2,石井　　伸長,"1'52""5",1,海老澤　泰行,,5,加木　　　郁,,1,0.21,,2,0.21,,3,0.16,,4,0.25,,5,0.17,,6,0.24,,1,1,2.0,2.0,15.0,14.0
202512192204,2025-12-19,22,04R,,,,まくり差し,5,松村　　　敏,"1'48""6",6,藤岡　　俊介,"1'50""5",1,河野　　主樹,"1'52""1",3,堀之内紀代子,"1'52""8",4,守屋　　大地,,2,上野　　拓馬,,1,0.18,,2,0.23,,3,0.22,,5,0.19,,6,0.19,,4,0.24,,1,2,3.0,3.0,15.0,14.0
