レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202512262401,2025-12-26,24,01R,,,,まくり,3,黒澤　めぐみ,"1'48""5",2,小芦　るり華,"1'50""6",1,落合　　直子,"1'52""4",5,樋口　由加里,"1'52""9",6,深川　麻奈美,,4,今井　　裕梨,,1,0.12,,2,0.1,,3,0.16,,4,0.1,,5,0.13,,6,0.12,,1,1,3.0,2.0,1.0,12.0
202512262402,2025-12-26,24,02R,,,,逃　げ,1,堀之内紀代子,"1'48""4",3,松尾　　夏海,"1'50""7",6,米丸　　乃絵,"1'52""0",4,岩崎　　芳美,"1'52""9",2,関野　　　文,,5,清水　　沙樹,,1,0.19,,2,0.25,,3,0.15,,4,0.11,,5,0.08,,6,0.16,,1,1,5.0,4.0,3.0,12.0
202512262403,2025-12-26,24,03R,,,,抜　き,1,角　　ひとみ,"1'49""1",2,寺田　　千恵,"1'50""4",4,櫻本　あゆみ,"1'51""8",5,山田　　理央,"1'53""2",3,平田　さやか,,6,宇野　　弥生,,1,0.1,,2,0.06,,3,0.1,,4,0.12,,5,0.13,,6,0.16,,1,1,6.0,5.0,3.0,12.0
202512262404,2025-12-26,24,04R,,,,逃　げ,1,西村　　　歩,"1'52""6",2,向井　　美鈴,"1'55""3",5,富樫　　麗加,"1'57""0",6,刑部　亜里紗,"2'00""3",4,山口　真喜子,,,,,1,0.25,,2,0.22,,3,0.23,,4,0.5,,5,0.4,,6,0.4,,1,1,6.0,5.0,3.0,12.0
202512262405,2025-12-26,24,05R,,,,差　し,2,若狭　奈美子,"1'49""3",1,中川　　りな,"1'51""1",6,細川　　裕子,"1'51""9",4,前田　　紗希,"1'53""2",3,武井　莉里佳,,5,寺島　　美里,,1,0.26,,2,0.25,,3,0.28,,4,0.3,,5,0.32,,6,0.33,,1,1,6.0,5.0,3.0,12.0
202512262406,2025-12-26,24,06R,,,,まくり,2,勝浦　　真帆,"1'48""6",3,中田　　夕貴,"1'49""4",1,小池　　礼乃,"1'52""2",4,落合　　直子,"1'53""0",5,大瀧　明日香,,6,井上　　遥妃,,1,0.2,,2,0.12,,3,0.26,,4,0.22,,5,0.26,,6,0.4,,1,1,7.0,6.0,3.0,12.0
202512262407,2025-12-26,24,07R,,,,差　し,2,喜井　つかさ,"1'49""7",4,津田　　裕絵,"1'50""8",3,三浦　　永理,"1'52""0",6,岩崎　　芳美,"1'52""8",5,平川　　香織,,1,黒澤　めぐみ,,1,0.21,,2,0.19,,3,0.21,,4,0.25,,5,0.21,,6,0.18,,1,1,6.0,5.0,3.0,12.0
202512262408,2025-12-26,24,08R,,,,まくり,3,櫻本　あゆみ,"1'48""2",2,深川　麻奈美,"1'50""5",6,山口　真喜子,"1'51""5",5,山下　　夏鈴,"1'52""0",4,堀之内紀代子,,1,藤原　　菜希,,1,0.2,,2,0.25,,3,0.17,,4,0.15,,5,0.12,,6,0.23,,1,1,5.0,4.0,2.0,12.0
202512262409,2025-12-26,24,09R,,,,逃　げ,1,樋口　由加里,"1'49""2",2,前田　　紗希,"1'50""3",5,向井　　美鈴,"1'51""5",3,宇野　　弥生,"1'53""5",4,米丸　　乃絵,,6,湯淺　　紀香,,1,0.15,,2,0.22,,3,0.15,,4,0.24,,5,0.2,,6,0.2,,1,1,5.0,4.0,2.0,12.0
202512262410,2025-12-26,24,10R,,,,抜　き,5,中田　　夕貴,"1'47""6",2,平田　さやか,"1'50""1",4,刑部　亜里紗,"1'51""3",3,中川　　りな,"1'51""5",1,今井　　裕梨,,6,関野　　　文,,1,0.14,,2,0.13,,3,0.18,,4,0.26,,5,0.17,,6,0.2,,1,1,3.0,2.0,2.0,12.0
