レースコード,レース日,レース場,レース回,締切時刻,取得日時,結果記録時刻,決まり手,1着_艇番,1着_選手名,1着_レースタイム,2着_艇番,2着_選手名,2着_レースタイム,3着_艇番,3着_選手名,3着_レースタイム,4着_艇番,4着_選手名,4着_レースタイム,5着_艇番,5着_選手名,5着_レースタイム,6着_艇番,6着_選手名,6着_レースタイム,1コース_艇番,1コース_スタートタイミング,1コース_F,2コース_艇番,2コース_スタートタイミング,2コース_F,3コース_艇番,3コース_スタートタイミング,3コース_F,4コース_艇番,4コース_スタートタイミング,4コース_F,5コース_艇番,5コース_スタートタイミング,5コース_F,6コース_艇番,6コース_スタートタイミング,6コース_F,天候,風向,風速(m),波の高さ(cm),気温(℃),水温(℃)
202604302401,2026-04-30,24,01R,,,,まくり,4,笠　　　雅雄,"1'49""2",2,寺嶋　　　雄,"1'51""6",5,上田　　紗奈,"1'53""7",1,内山　　峻輔,"1'54""5",3,伊藤　　玲奈,,6,中嶋　誠一郎,,1,0.33,,2,0.32,,3,0.36,,4,0.2,,5,0.19,,6,0.27,,3,1,1.0,1.0,17.0,19.0
202604302402,2026-04-30,24,02R,,,,抜　き,2,四宮　　与寛,"1'50""3",6,眞鳥　　章太,"1'52""1",5,野中　　義生,"1'53""6",3,中野　　夢斗,"1'54""9",4,泉　　　啓文,,1,吉原　　聖人,,1,0.18,,2,0.09,,3,0.21,,4,0.16,,5,0.07,,6,0.07,,3,1,1.0,1.0,16.0,19.0
202604302403,2026-04-30,24,03R,,,,差　し,2,佐々木　英樹,"1'51""0",1,鳥飼　　　眞,"1'52""1",3,川原　　正明,"1'53""7",5,吉田　　俊彦,"1'54""3",4,石塚　　裕介,,6,渡邊　　哲也,,1,0.14,,2,0.13,,3,0.15,,4,0.32,,5,0.3,,6,0.36,,3,1,1.0,1.0,16.0,19.0
202604302404,2026-04-30,24,04R,,,,逃　げ,1,赤坂　　俊輔,"1'51""2",2,大石　　真央,"1'52""3",4,森　　　智也,"1'53""2",3,長谷川　　充,"1'53""4",5,長谷川　雅和,,6,山下　　和彦,,1,0.15,,2,0.16,,3,0.2,,4,0.24,,5,0.3,,6,0.34,,3,8,1.0,1.0,16.0,19.0
202604302405,2026-04-30,24,05R,,,,抜　き,5,北川　　太一,"1'50""2",2,坪井　　爽佑,"1'52""3",3,真庭　　明志,"1'53""5",6,飯山　　晃三,"1'54""7",4,樅山　　拓馬,,1,前田　　篤哉,,1,0.09,,3,0.16,,5,0.12,,2,0.19,,4,0.18,,6,0.23,,3,7,1.0,1.0,16.0,19.0
202604302406,2026-04-30,24,06R,,,,まくり,4,小宮　　涼雅,"1'50""0",3,森下　　愛梨,"1'51""5",1,後藤　　盛也,"1'52""2",5,伊藤　　玲奈,"1'54""3",6,菅　　　章哉,,2,八戸　　琉楓,,1,0.21,,2,0.58,,3,0.23,,4,0.07,,5,0.19,,6,0.16,,3,8,1.0,1.0,16.0,19.0
202604302407,2026-04-30,24,07R,,,,まくり差し,4,谷川　　祐一,"1'50""3",5,笠　　　雅雄,"1'51""5",1,柳橋　　宏紀,"1'52""8",2,宮内　　直哉,"1'55""1",3,眞鳥　　章太,,6,日高　龍之介,,1,0.17,,2,0.22,,3,0.19,,4,0.12,,5,0.14,,6,0.54,,3,7,2.0,1.0,16.0,19.0
202604302408,2026-04-30,24,08R,,,,逃　げ,1,今村　　暢孝,"1'50""7",2,古川　　　健,"1'52""1",4,野中　　義生,"1'53""6",6,樫葉　　次郎,"1'55""0",5,長谷川　　充,,3,石塚　　裕介,,1,0.18,,6,0.17,,2,0.19,,3,0.21,,4,0.19,,5,0.18,,3,1,1.0,1.0,15.0,19.0
202604302409,2026-04-30,24,09R,,,,差　し,2,前田　　篤哉,"1'49""9",1,吉田　　俊彦,"1'51""8",3,赤坂　　俊輔,"1'52""7",4,中野　　夢斗,"1'54""4",6,内山　　峻輔,,5,佐々木　英樹,,1,0.06,,2,0.03,,3,0.07,,4,0.08,,5,0.13,,6,0.11,,3,8,1.0,1.0,16.0,19.0
202604302410,2026-04-30,24,10R,,,,恵まれ,2,吉原　　聖人,"1'50""5",3,長谷川　雅和,"1'51""4",6,鳥飼　　　眞,"1'53""6",4,真庭　　明志,"1'54""1",5,寺嶋　　　雄,,,,,1,-0.07,F,2,0.06,,3,0.06,,4,0.07,,6,0.11,,5,0.06,,3,8,1.0,1.0,15.0,19.0
202604302411,2026-04-30,24,11R,,,,まくり差し,4,川原　　正明,"1'50""1",2,柳橋　　宏紀,"1'51""0",6,後藤　　盛也,"1'52""9",1,北川　　太一,"1'53""1",5,四宮　　与寛,,3,上田　　紗奈,,1,0.13,,2,0.09,,3,0.14,,4,0.13,,5,0.33,,6,0.14,,3,8,1.0,1.0,16.0,19.0
202604302412,2026-04-30,24,12R,,,,逃　げ,1,飯山　　晃三,"1'51""8",2,小宮　　涼雅,"1'52""2",6,生方　　靖亜,"1'53""1",4,大石　　真央,"1'54""8",5,泉　　　啓文,,3,宮内　　直哉,,1,0.15,,2,0.14,,3,0.15,,4,0.19,,5,0.22,,6,0.22,,3,1,1.0,1.0,16.0,19.0
202604302201,2026-04-30,22,01R,,,,抜　き,3,大山　　千広,"1'49""6",2,柴田　　友和,"1'50""7",1,三原　　　司,"1'52""2",5,坂井　　滉哉,"1'54""3",6,山本　　幸也,,4,安武　　一也,,1,0.09,,2,0.14,,3,0.11,,4,0.16,,5,0.14,,6,0.17,,2,2,2.0,2.0,,
202604302202,2026-04-30,22,02R,,,,差　し,2,城間　　盛渚,"1'49""1",1,中尾　　彩香,"1'51""8",5,香月　　大輝,"1'52""6",4,黒田　　　剛,"1'53""0",3,嘉手苅　徹哉,,6,齊藤　　　廉,,1,0.32,,2,0.23,,3,0.21,,4,0.18,,5,0.09,,6,0.1,,2,2,2.0,2.0,,
202604302203,2026-04-30,22,03R,,,,まくり差し,3,井上　　未都,"1'49""2",5,溝口　海義也,"1'50""9",2,古澤　　光紀,"1'52""5",6,占部　　一真,"1'53""7",4,山下　　心一,,1,柴田　　直哉,,1,0.18,,2,0.14,,3,0.13,,4,0.24,,5,0.22,,6,0.24,,2,2,3.0,3.0,16.0,18.0
202604302204,2026-04-30,22,04R,,,,逃　げ,1,大島　隆乃介,"1'49""6",2,野相　　弘司,"1'51""5",6,竹下　　大樹,"1'52""6",4,奥村　明日香,"1'54""6",3,松尾　　昂明,,5,宮本　　琉正,,1,0.11,,2,0.13,,3,0.25,,4,0.21,,5,0.27,,6,0.18,,2,2,3.0,3.0,16.0,18.0
202604302205,2026-04-30,22,05R,,,,抜　き,4,篠原　　晟弥,"1'49""2",1,國崎　　良春,"1'49""8",2,山ノ内　雅人,"1'52""0",5,三原　　　司,"1'53""6",6,大野　　芳顕,,3,仲本　　　舜,,1,0.09,,2,0.1,,3,0.08,,4,0.13,,5,0.18,,6,0.19,,2,2,3.0,3.0,,
202604302206,2026-04-30,22,06R,,,,まくり,6,仲谷　　颯仁,"1'49""1",3,宮脇　　遼太,"1'51""9",2,竹之内　　極,"1'53""6",4,坂井　　滉哉,"1'54""5",1,田中　　京介,,5,星田　　夢結,,1,0.08,,2,0.13,,3,0.25,,4,0.25,,6,0.09,,5,0.19,,2,2,3.0,3.0,15.0,18.0
202604302207,2026-04-30,22,07R,,,,逃　げ,1,安東　　幸治,"1'49""6",3,新開　　　航,"1'50""7",2,黒田　　　剛,"1'52""0",4,山本　　幸也,"1'53""7",6,井上　　未都,,5,中尾　　優香,,1,0.19,,2,0.15,,3,0.15,,4,0.24,,5,0.19,,6,0.21,,2,2,3.0,3.0,,
202604302208,2026-04-30,22,08R,,,,逃　げ,1,渡辺　　浩司,"1'49""9",2,香月　　大輝,"1'50""6",3,中川　　りな,"1'52""1",6,富永　　大一,"1'53""9",4,柴田　　直哉,,5,安武　　一也,,1,0.15,,2,0.18,,3,0.17,,4,0.29,,5,0.21,,6,0.21,,2,2,3.0,3.0,15.0,18.0
202604302209,2026-04-30,22,09R,,,,逃　げ,1,溝口　海義也,"1'48""7",3,野相　　弘司,"1'51""5",6,松村　　　敏,"1'52""3",2,嘉手苅　徹哉,"1'53""4",5,柴田　　友和,,4,山ノ内　雅人,,1,0.08,,2,0.12,,3,0.08,,4,0.14,,6,0.11,,5,0.22,,3,2,3.0,3.0,15.0,18.0
202604302210,2026-04-30,22,10R,,,,逃　げ,1,出畑　　孝典,"1'50""0",2,篠原　　飛翔,"1'51""0",3,大野　　芳顕,"1'52""9",4,藤森　　拓海,"1'54""2",5,仲谷　　颯仁,,6,奥村　明日香,,1,0.08,,2,0.08,,3,0.05,,4,0.11,,5,0.13,,6,0.16,,3,2,2.0,2.0,15.0,18.0
202604302211,2026-04-30,22,11R,,,,逃　げ,1,植田　　太一,"1'50""4",4,竹下　　大樹,"1'51""6",5,田中　　京介,"1'53""0",3,西川　　拓利,"1'53""4",6,楠原　　翔太,,2,中尾　　優香,,1,0.11,,2,0.15,,3,0.11,,4,0.16,,5,0.19,,6,0.22,,3,2,2.0,2.0,15.0,18.0
202604302212,2026-04-30,22,12R,,,,逃　げ,1,新開　　　航,"1'48""3",5,篠原　　晟弥,"1'50""3",2,渡辺　　浩司,"1'52""0",4,松尾　　昂明,"1'53""3",3,古澤　　光紀,,6,宮脇　　遼太,,1,0.12,,2,0.17,,3,0.14,,4,0.19,,5,0.13,,6,0.19,,3,2,2.0,2.0,15.0,18.0
202604302101,2026-04-30,21,01R,,,,逃　げ,1,岡村　　将也,"1'48""0",2,田中　　宏樹,"1'49""4",3,梶原　　　正,"1'51""0",5,西村　　秀樹,"1'52""0",4,林　　　恵祐,,6,田中　　孝明,,1,0.07,,2,0.09,,3,0.07,,4,0.14,,5,0.18,,6,0.2,,3,3,3.0,3.0,,
202604302102,2026-04-30,21,02R,,,,逃　げ,1,長野　壮志郎,"1'47""5",4,三川　　昂暁,"1'48""2",2,待鳥　　雄紀,"1'49""5",3,松尾　　宣邦,"1'50""8",6,出畑　　孝成,,5,上野　　秀和,,1,0.05,,2,0.05,,3,0.07,,4,0.08,,5,0.1,,6,0.12,,3,4,1.0,1.0,,
202604302103,2026-04-30,21,03R,,,,逃　げ,1,里岡　　右貴,"1'46""3",5,西山　　貴浩,"1'48""3",2,下河　　誉史,"1'49""5",3,池田　　剛規,"1'51""4",4,山口　　修路,,6,桂林　　　寛,,1,0.06,,2,0.13,,3,0.09,,4,0.29,,5,0.13,,6,0.15,,2,3,1.0,1.0,,
202604302104,2026-04-30,21,04R,,,,逃　げ,1,篠崎　　仁志,"1'46""4",4,河野　　真也,"1'47""6",3,小林　　遼太,"1'49""9",2,川添　　英正,"1'51""1",6,森口　　和紀,,5,山田　　　丈,,1,0.1,,2,0.12,,3,0.1,,4,0.14,,5,0.17,,6,0.15,,3,3,1.0,1.0,,
202604302105,2026-04-30,21,05R,,,,逃　げ,1,枝尾　　　賢,"1'47""3",3,山一　　鉄也,"1'48""1",5,稗田　　聖也,"1'48""7",4,小野　　京平,"1'50""6",2,花田　　凱成,,6,郷原　　章平,,1,0.16,,2,0.23,,3,0.18,,4,0.25,,5,0.13,,6,0.3,,2,3,3.0,3.0,,
202604302106,2026-04-30,21,06R,,,,まくり,5,中　　　亮太,"1'46""3",3,永田　　啓二,"1'48""9",4,田中　　孝明,"1'50""6",2,上野　　秀和,"1'51""4",1,西村　　秀樹,,6,浦野　　　海,,1,0.24,,3,0.21,,2,0.24,,4,0.22,,5,0.17,,6,0.26,,3,3,2.0,2.0,,
