レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),電話投票締切予定,1枠_艇番,1枠_登録番号,1枠_選手名,1枠_年齢,1枠_支部,1枠_体重,1枠_級別,1枠_全国勝率,1枠_全国2連対率,1枠_当地勝率,1枠_当地2連対率,1枠_モーター番号,1枠_モーター2連対率,1枠_ボート番号,1枠_ボート2連対率,1枠_今節成績_1-1,1枠_今節成績_1-2,1枠_今節成績_2-1,1枠_今節成績_2-2,1枠_今節成績_3-1,1枠_今節成績_3-2,1枠_今節成績_4-1,1枠_今節成績_4-2,1枠_今節成績_5-1,1枠_今節成績_5-2,1枠_今節成績_6-1,1枠_今節成績_6-2,1枠_早見,2枠_艇番,2枠_登録番号,2枠_選手名,2枠_年齢,2枠_支部,2枠_体重,2枠_級別,2枠_全国勝率,2枠_全国2連対率,2枠_当地勝率,2枠_当地2連対率,2枠_モーター番号,2枠_モーター2連対率,2枠_ボート番号,2枠_ボート2連対率,2枠_今節成績_1-1,2枠_今節成績_1-2,2枠_今節成績_2-1,2枠_今節成績_2-2,2枠_今節成績_3-1,2枠_今節成績_3-2,2枠_今節成績_4-1,2枠_今節成績_4-2,2枠_今節成績_5-1,2枠_今節成績_5-2,2枠_今節成績_6-1,2枠_今節成績_6-2,2枠_早見,3枠_艇番,3枠_登録番号,3枠_選手名,3枠_年齢,3枠_支部,3枠_体重,3枠_級別,3枠_全国勝率,3枠_全国2連対率,3枠_当地勝率,3枠_当地2連対率,3枠_モーター番号,3枠_モーター2連対率,3枠_ボート番号,3枠_ボート2連対率,3枠_今節成績_1-1,3枠_今節成績_1-2,3枠_今節成績_2-1,3枠_今節成績_2-2,3枠_今節成績_3-1,3枠_今節成績_3-2,3枠_今節成績_4-1,3枠_今節成績_4-2,3枠_今節成績_5-1,3枠_今節成績_5-2,3枠_今節成績_6-1,3枠_今節成績_6-2,3枠_早見,4枠_艇番,4枠_登録番号,4枠_選手名,4枠_年齢,4枠_支部,4枠_体重,4枠_級別,4枠_全国勝率,4枠_全国2連対率,4枠_当地勝率,4枠_当地2連対率,4枠_モーター番号,4枠_モーター2連対率,4枠_ボート番号,4枠_ボート2連対率,4枠_今節成績_1-1,4枠_今節成績_1-2,4枠_今節成績_2-1,4枠_今節成績_2-2,4枠_今節成績_3-1,4枠_今節成績_3-2,4枠_今節成績_4-1,4枠_今節成績_4-2,4枠_今節成績_5-1,4枠_今節成績_5-2,4枠_今節成績_6-1,4枠_今節成績_6-2,4枠_早見,5枠_艇番,5枠_登録番号,5枠_選手名,5枠_年齢,5枠_支部,5枠_体重,5枠_級別,5枠_全国勝率,5枠_全国2連対率,5枠_当地勝率,5枠_当地2連対率,5枠_モーター番号,5枠_モーター2連対率,5枠_ボート番号,5枠_ボート2連対率,5枠_今節成績_1-1,5枠_今節成績_1-2,5枠_今節成績_2-1,5枠_今節成績_2-2,5枠_今節成績_3-1,5枠_今節成績_3-2,5枠_今節成績_4-1,5枠_今節成績_4-2,5枠_今節成績_5-1,5枠_今節成績_5-2,5枠_今節成績_6-1,5枠_今節成績_6-2,5枠_早見,6枠_艇番,6枠_登録番号,6枠_選手名,6枠_年齢,6枠_支部,6枠_体重,6枠_級別,6枠_全国勝率,6枠_全国2連対率,6枠_当地勝率,6枠_当地2連対率,6枠_モーター番号,6枠_モーター2連対率,6枠_ボート番号,6枠_ボート2連対率,6枠_今節成績_1-1,6枠_今節成績_1-2,6枠_今節成績_2-1,6枠_今節成績_2-2,6枠_今節成績_3-1,6枠_今節成績_3-2,6枠_今節成績_4-1,6枠_今節成績_4-2,6枠_今節成績_5-1,6枠_今節成績_5-2,6枠_今節成績_6-1,6枠_今節成績_6-2,6枠_早見
202501150101,創刊７６周年記念・スポーツニッポン杯,第2日,2025-01-15,ボートレース福岡,1R,カタメン１予,1800,11:03,1,4485,楠原正剛,38,福岡,58.0,A2,5.84,43.27,5.82,39.44,30,34.76123,38.02,55.0,1,1,,,,,,,,,,,,2,4330,奈須啓太,41,福岡,51.0,B2,2.0,,5.55,39.62,46,35.21117,31.77,6.0,8,,,,,,,,,,,,,3,4299,中島浩哉,42,長崎,57.0,B1,4.75,25.0,4.47,23.33,70,35.05166,35.90,6.0,9,,,,,,,,,,,,,4,3372,加藤雅之,58,広島,51.0,B1,3.42,18.42,4.21,26.32,61,37.66167,35.75,4.0,7,,,,,,,,,,,,,5,5067,山田真聖,26,山口,57.0,B1,4.08,21.05,3.72,22.22,47,31.97133,38.82,5.0,5,,,,,,,,,,,,,6,5215,石丸小槙,24,香川,43.0,B2,4.02,19.64,,,52,36.36147,33.85,3.0,6,,,,,,,,,,,,
202501150102,創刊７６周年記念・スポーツニッポン杯,第2日,2025-01-15,ボートレース福岡,2R,予選,1800,11:33,1,4268,和合俊介,39,福岡,60.0,B1,3.67,16.87,2.64,9.09,17,38.13144,33.54,25.0,,,,,,,,,,,,,,2,4967,中村魁生,26,大阪,51.0,A2,6.0,44.09,4.67,22.22,32,33.7814,28.25,53.0,1,0,,,,,,,,,,,,3,4957,竹之内極,29,福岡,55.0,B1,4.29,26.15,5.23,30.14,24,41.67163,40.20,4.0,1,2,,,,,,,,,,,,4,4098,赤澤文香,42,岡山,47.0,B1,3.8,12.2,,,37,33.72118,26.97,3.0,6,,,,,,,,,,,,,5,4762,藤原啓史,34,岡山,50.0,A1,6.8,47.1,6.33,37.04,38,34.08146,39.09,21.0,8,,,,,,,,,,,,,6,3569,増田 進,53,東京,55.0,B1,4.49,26.8,,,59,37.81113,31.05,1.0,1,1,,,,,,,,,,,
202501150103,創刊７６周年記念・スポーツニッポン杯,第2日,2025-01-15,ボートレース福岡,3R,カタメン３予,1800,12:03,1,3444,香月大介,55,福岡,53.0,B1,4.33,24.39,4.64,24.0,71,36.10132,25.58,26.0,8,,,,,,,,,,,,,2,3663,木山和幸,55,広島,51.0,B1,5.14,30.65,4.23,20.0,69,31.14158,31.87,6.0,1,0,,,,,,,,,,,,3,4958,溝口海義,29,福岡,56.0,A1,6.3,42.34,4.78,24.32,34,33.21173,33.70,23.0,1,2,,,,,,,,,,,,4,3207,田村美和,59,東京,52.0,B1,4.17,22.22,4.44,22.22,49,35.15162,29.44,2.0,9,,,,,,,,,,,,,5,4116,川田正人,43,徳島,51.0,B1,4.83,29.55,4.74,23.53,58,32.56109,30.34,3.0,1,1,,,,,,,,,,,,6,5020,宮村勇哉,32,三重,54.0,B1,4.62,28.42,4.56,22.22,73,31.41101,42.62,44.0,,,,,,,,,,,,,
202501150104,創刊７６周年記念・スポーツニッポン杯,第2日,2025-01-15,ボートレース福岡,4R,予選,1800,12:33,1,3827,今泉 徹,51,群馬,51.0,B1,4.72,24.62,,,65,38.27122,27.13,56.0,,,,,,,,,,,,,,2,5180,藤本紗弥,26,山口,45.0,B2,3.1,9.68,4.65,10.0,14,34.9816,29.90,54.0,,,,,,,,,,,,,,3,4966,田川大貴,27,長崎,55.0,A2,5.64,38.74,5.91,39.39,66,41.83104,25.60,2.0,1,2,,,,,,,,,,,,4,4154,森安弘雅,44,香川,53.0,B1,5.33,31.11,5.04,34.78,12,29.10157,30.18,2.0,1,0,,,,,,,,,,,,5,5266,石田勇斗,24,愛知,52.0,B1,2.91,11.39,,,22,38.53145,35.43,6.0,8,,,,,,,,,,,,,6,3898,平田忠則,48,福岡,55.0,A1,6.9,49.6,5.89,42.17,27,31.97135,33.15,14.0,9,,,,,,,,,,,,
202501150105,創刊７６周年記念・スポーツニッポン杯,第2日,2025-01-15,ボートレース福岡,5R,予選,1800,13:00,1,5067,山田真聖,26,山口,57.0,B1,4.08,21.05,3.72,22.22,47,31.97133,38.82,5.0,1,,,,,,,,,,,,,2,4530,小野生奈,36,福岡,46.0,A2,6.75,45.1,6.26,31.58,16,35.66156,30.98,15.0,1,0,,,,,,,,,,,,3,4274,長畑友輔,42,東京,51.0,B1,4.77,28.57,4.71,35.29,18,42.86141,32.95,32.0,,,,,,,,,,,,,,4,4351,里岡右貴,38,福岡,55.0,A1,6.84,51.32,6.66,49.35,31,36.04106,38.33,36.0,1,2,,,,,,,,,,,,5,4553,坪口竜也,35,長崎,51.0,A1,6.52,49.41,5.65,40.0,55,33.9417,38.20,4.0,1,1,,,,,,,,,,,,6,3855,大熊辰弥,52,香川,52.0,B1,3.26,11.11,4.0,11.11,25,37.84107,37.22,2.0,9,,,,,,,,,,,,
202501150106,創刊７６周年記念・スポーツニッポン杯,第2日,2025-01-15,ボートレース福岡,6R,予選,1800,13:27,1,4592,小林孝弘,44,山口,52.0,B1,4.42,25.88,4.86,27.66,51,37.68148,38.10,36.0,,,,,,,,,,,,,,2,4098,赤澤文香,42,岡山,47.0,B1,3.8,12.2,,,37,33.72118,26.97,3.0,2,,,,,,,,,,,,,3,4796,春園功太,33,三重,53.0,A2,6.08,43.86,,,26,31.9115,38.12,45.0,1,2,,,,,,,,,,,,4,5215,石丸小槙,24,香川,43.0,B2,4.02,19.64,,,52,36.36147,33.85,3.0,1,,,,,,,,,,,,,5,5054,佐々木大,29,大阪,52.0,B1,5.05,27.1,,,72,31.62161,34.46,11.0,1,0,,,,,,,,,,,,6,4044,湯川浩司,45,大阪,53.0,A1,6.67,46.46,8.19,76.19,43,30.87116,34.72,32.0,1,1,,,,,,,,,,,
202501150107,創刊７６周年記念・スポーツニッポン杯,第2日,2025-01-15,ボートレース福岡,7R,予選,1800,13:55,1,4245,高橋直哉,43,東京,53.0,B1,4.76,23.47,5.36,38.46,19,39.4113,31.84,43.0,,,,,,,,,,,,,,2,4424,松尾昂明,39,福岡,52.0,A2,6.22,50.0,6.39,44.83,48,33.49172,36.26,52.0,1,1,,,,,,,,,,,,3,3441,土屋太朗,55,群馬,53.0,B1,4.62,20.0,3.23,7.69,42,35.29152,35.52,41.0,,,,,,,,,,,,,,4,5241,門田 栞,24,香川,48.0,B1,5.06,29.81,3.03,8.82,41,32.4611,32.63,66.0,,,,,,,,,,,,,,5,3372,加藤雅之,58,広島,51.0,B1,3.42,18.42,4.21,26.32,61,37.66167,35.75,4.0,1,,,,,,,,,,,,,6,4590,渡邉優美,32,福岡,50.0,A1,6.64,44.29,6.58,44.62,63,28.81121,34.03,13.0,,,,,,,,,,,,,
202501150108,創刊７６周年記念・スポーツニッポン杯,第2日,2025-01-15,ボートレース福岡,8R,予選,1800,14:23,1,5266,石田勇斗,24,愛知,52.0,B1,2.91,11.39,,,22,38.53145,35.43,6.0,4,,,,,,,,,,,,,2,4762,藤原啓史,34,岡山,50.0,A1,6.8,47.1,6.33,37.04,38,34.08146,39.09,21.0,2,,,,,,,,,,,,,3,3444,香月大介,55,福岡,53.0,B1,4.33,24.39,4.64,24.0,71,36.10132,25.58,26.0,3,,,,,,,,,,,,,4,4330,奈須啓太,41,福岡,51.0,B2,2.0,,5.55,39.62,46,35.21117,31.77,6.0,1,,,,,,,,,,,,,5,4538,笠置博之,34,大阪,55.0,A2,5.77,42.16,4.04,20.83,39,23.98105,28.93,4.0,1,2,,,,,,,,,,,,6,4111,奥田 誠,44,広島,56.0,B1,5.22,29.9,5.29,28.57,15,29.46126,28.40,11.0,,,,,,,,,,,,,
202501150109,創刊７６周年記念・スポーツニッポン杯,第2日,2025-01-15,ボートレース福岡,9R,予選特賞,1800,14:52,1,4377,濱本優一,40,大阪,50.0,A2,5.73,40.87,5.57,38.1,57,29.83111,34.86,26.0,,,,,,,,,,,,,,2,4299,中島浩哉,42,長崎,57.0,B1,4.75,25.0,4.47,23.33,70,35.05166,35.90,6.0,1,,,,,,,,,,,,,3,3944,山口裕二,45,長崎,53.0,A2,5.94,40.48,6.72,44.68,36,35.14165,34.55,11.0,,,,,,,,,,,,,,4,3855,大熊辰弥,52,香川,52.0,B1,3.26,11.11,4.0,11.11,25,37.84137,36.79,2.0,5,,,,,,,,,,,,,5,3898,平田忠則,48,福岡,55.0,A1,6.9,49.6,5.89,42.17,27,31.97135,33.15,14.0,4,,,,,,,,,,,,,6,3207,田村美和,59,東京,52.0,B1,4.17,22.22,4.44,22.22,49,35.15162,29.44,2.0,3,,,,,,,,,,,,
202501150110,創刊７６周年記念・スポーツニッポン杯,第2日,2025-01-15,ボートレース福岡,10R,予選特賞,1800,15:22,1,4530,小野生奈,36,福岡,46.0,A2,6.75,45.1,6.26,31.58,16,35.66156,30.98,15.0,5,,,,,,,,,,,,,2,4154,森安弘雅,44,香川,53.0,B1,5.33,31.11,5.04,34.78,12,29.10157,30.18,2.0,4,,,,,,,,,,,,,3,5054,佐々木大,29,大阪,52.0,B1,5.05,27.1,,,72,31.62161,34.46,11.0,6,,,,,,,,,,,,,4,3663,木山和幸,55,広島,51.0,B1,5.14,30.65,4.23,20.0,69,31.14158,31.87,6.0,3,,,,,,,,,,,,,5,5013,山下夏鈴,27,三重,44.0,A2,5.05,29.03,4.21,15.79,45,33.16136,32.56,35.0,,,,,,,,,,,,,,6,4967,中村魁生,26,大阪,51.0,A2,6.0,44.09,4.67,22.22,32,33.7814,28.25,53.0,2,,,,,,,,,,,,
