レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202603050401,2026-03-05,04,01R,,backfill-from-daily,1,0.06,2,0.06,3,0.09,4,0.1,5,0.08,6,0.1
202603050402,2026-03-05,04,02R,,backfill-from-daily,1,0.01,2,-0.02,3,-0.09,4,-0.16,5,-0.15,6,-0.13
202603050403,2026-03-05,04,03R,,backfill-from-daily,1,0.01,2,-0.02,3,0.01,4,0.07,5,-0.03,6,0.08
202603050404,2026-03-05,04,04R,,backfill-from-daily,1,-0.01,2,-0.1,3,0.05,4,0.01,5,0.04,6,-0.01
202603050405,2026-03-05,04,05R,,backfill-from-daily,1,0.09,2,0.06,3,0.05,4,0.09,5,0.13,6,0.11
202603050406,2026-03-05,04,06R,,backfill-from-daily,1,0.03,2,0.01,3,-0.07,4,-0.01,5,0.2,6,0.03
202603050407,2026-03-05,04,07R,,backfill-from-daily,1,0.07,2,0.09,3,0.05,4,0.09,5,0.09,6,0.09
202603050408,2026-03-05,04,08R,,backfill-from-daily,1,0.3,2,0.08,3,0.26,4,0.17,6,0.05,5,0.12
202603050409,2026-03-05,04,09R,,backfill-from-daily,1,0.06,2,0.13,3,0.15,4,0.04,5,-0.1,6,-0.02
202603050410,2026-03-05,04,10R,,backfill-from-daily,1,-0.01,2,0.1,3,-0.01,4,-0.04,5,-0.07,6,-0.04
202603050411,2026-03-05,04,11R,,backfill-from-daily,1,-0.04,2,0.08,3,-0.02,4,-0.02,5,0.05,6,0.22
202603050412,2026-03-05,04,12R,,backfill-from-daily,1,0.09,2,0.05,3,0.01,4,-0.13,5,0.04,6,0.02
202603050601,2026-03-05,06,01R,,backfill-from-daily,1,0.03,2,0.11,3,0.04,4,0.05,5,0.17,6,0.08
202603050602,2026-03-05,06,02R,,backfill-from-daily,1,-0.05,2,0.08,3,0.12,4,0.05,5,0.07,6,0.24
202603050603,2026-03-05,06,03R,,backfill-from-daily,1,0.09,2,0.11,3,0.11,4,0.04,5,0.03,6,0.08
202603050604,2026-03-05,06,04R,,backfill-from-daily,1,0.1,2,0.11,3,0.16,4,0.0,5,0.05,6,0.04
202603050605,2026-03-05,06,05R,,backfill-from-daily,1,0.06,2,-0.15,3,-0.12,4,-0.01,5,-0.05,6,0.08
202603050606,2026-03-05,06,06R,,backfill-from-daily,1,0.09,2,-0.04,3,0.04,5,-0.04,6,0.21,4,-0.06
202603050607,2026-03-05,06,07R,,backfill-from-daily,1,-0.07,2,-0.18,3,-0.16,4,0.02,5,-0.04,6,0.03
202603050608,2026-03-05,06,08R,,backfill-from-daily,1,0.01,2,0.09,3,0.07,4,0.01,5,0.04,6,-0.04
202603050609,2026-03-05,06,09R,,backfill-from-daily,1,0.2,2,-0.01,3,0.07,5,0.24,6,0.23,4,0.05
202603050610,2026-03-05,06,10R,,backfill-from-daily,1,-0.02,2,0.05,3,0.01,4,0.11,5,0.23,6,-0.02
