レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーター2連率pt,1枠_寄与_モーター2連率pt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーター2連率pt,2枠_寄与_モーター2連率pt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーター2連率pt,3枠_寄与_モーター2連率pt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーター2連率pt,4枠_寄与_モーター2連率pt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーター2連率pt,5枠_寄与_モーター2連率pt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーター2連率pt,6枠_寄与_モーター2連率pt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607050101,2026-07-05,01,1R,daily,67.18,24.53,46.24,10.65,41.56,3.7,50.0,10.88,50.0,4.89,54.66,48.68,17.78,42.32,9.75,41.64,3.71,50.0,10.88,50.0,4.89,47.01,50.87,18.58,46.24,10.65,34.84,3.1,50.0,10.88,50.0,4.89,48.1,50.2,18.33,52.12,12.0,52.87,4.71,50.0,10.88,50.0,4.89,50.82,46.88,17.12,48.2,11.1,45.0,4.0,50.0,10.88,50.0,4.89,48.0,35.49,12.96,48.2,11.1,33.61,2.99,50.0,10.88,50.0,4.89,42.83
202607050102,2026-07-05,01,2R,daily,67.18,24.53,44.28,10.2,43.37,3.86,50.0,10.88,50.0,4.89,54.37,48.68,17.78,50.16,11.55,45.33,4.03,50.0,10.88,50.0,4.89,49.14,50.87,18.58,48.2,11.1,49.43,4.4,50.0,10.88,50.0,4.89,49.85,50.2,18.33,42.32,9.75,51.32,4.57,50.0,10.88,50.0,4.89,48.42,46.88,17.12,34.48,7.94,50.01,4.45,50.0,10.88,50.0,4.89,45.29,35.49,12.96,56.04,12.91,53.28,4.74,50.0,10.88,50.0,4.89,46.38
202607050103,2026-07-05,01,3R,daily,67.18,24.53,42.32,9.75,44.92,4.0,50.0,10.88,50.0,4.89,54.06,48.68,17.78,48.2,11.1,39.92,3.55,50.0,10.88,50.0,4.89,48.21,50.87,18.58,61.92,14.26,50.33,4.48,50.0,10.88,50.0,4.89,53.09,50.2,18.33,42.32,9.75,40.74,3.63,50.0,10.88,50.0,4.89,47.48,46.88,17.12,44.28,10.2,53.37,4.75,50.0,10.88,50.0,4.89,47.84,35.49,12.96,54.08,12.46,49.92,4.44,50.0,10.88,50.0,4.89,45.63
202607050104,2026-07-05,01,4R,daily,67.18,24.53,46.24,10.65,47.96,4.27,50.0,10.88,50.0,4.89,55.23,48.68,17.78,50.16,11.55,45.41,4.04,50.0,10.88,50.0,4.89,49.15,50.87,18.58,46.24,10.65,49.6,4.41,50.0,10.88,50.0,4.89,49.42,50.2,18.33,58.0,13.36,56.24,5.0,50.0,10.88,50.0,4.89,52.47,46.88,17.12,42.32,9.75,53.45,4.76,50.0,10.88,50.0,4.89,47.4,35.49,12.96,48.2,11.1,43.53,3.87,50.0,10.88,50.0,4.89,43.71
202607050105,2026-07-05,01,5R,daily,67.18,24.53,48.2,11.1,55.42,4.93,50.0,10.88,50.0,4.89,56.34,48.68,17.78,42.32,9.75,54.27,4.83,50.0,10.88,50.0,4.89,48.13,50.87,18.58,44.28,10.2,43.53,3.87,50.0,10.88,50.0,4.89,48.43,50.2,18.33,58.0,13.36,53.04,4.72,50.0,10.88,50.0,4.89,52.18,46.88,17.12,46.24,10.65,36.81,3.28,50.0,10.88,50.0,4.89,46.82,35.49,12.96,54.08,12.46,47.55,4.23,50.0,10.88,50.0,4.89,45.42
202607050106,2026-07-05,01,6R,daily,67.18,24.53,58.0,13.36,46.48,4.14,50.0,10.88,50.0,4.89,57.81,48.68,17.78,50.16,11.55,53.61,4.77,50.0,10.88,50.0,4.89,49.88,50.87,18.58,42.32,9.75,51.07,4.54,50.0,10.88,50.0,4.89,48.65,50.2,18.33,42.32,9.75,45.58,4.06,50.0,10.88,50.0,4.89,47.91,46.88,17.12,46.24,10.65,41.56,3.7,50.0,10.88,50.0,4.89,47.24,35.49,12.96,34.48,7.94,50.01,4.45,50.0,10.88,50.0,4.89,41.13
202607050107,2026-07-05,01,7R,daily,67.18,24.53,48.2,11.1,58.78,5.23,50.0,10.88,50.0,4.89,56.64,48.68,17.78,42.32,9.75,44.92,4.0,50.0,10.88,50.0,4.89,47.3,50.87,18.58,58.0,13.36,48.53,4.32,50.0,10.88,50.0,4.89,52.03,50.2,18.33,48.2,11.1,52.63,4.68,50.0,10.88,50.0,4.89,49.89,46.88,17.12,42.32,9.75,46.48,4.14,50.0,10.88,50.0,4.89,46.78,35.49,12.96,42.32,9.75,41.64,3.71,50.0,10.88,50.0,4.89,42.19
202607050108,2026-07-05,01,8R,daily,67.18,24.53,52.12,12.0,52.87,4.71,50.0,10.88,50.0,4.89,57.02,48.68,17.78,42.32,9.75,51.32,4.57,50.0,10.88,50.0,4.89,47.87,50.87,18.58,44.28,10.2,53.37,4.75,50.0,10.88,50.0,4.89,49.3,50.2,18.33,42.32,9.75,53.45,4.76,50.0,10.88,50.0,4.89,48.61,46.88,17.12,61.92,14.26,40.17,3.57,50.0,10.88,50.0,4.89,50.73,35.49,12.96,46.24,10.65,48.37,4.3,50.0,10.88,50.0,4.89,43.69
202607050109,2026-07-05,01,9R,daily,67.18,24.53,48.2,11.1,45.0,4.0,50.0,10.88,50.0,4.89,55.42,48.68,17.78,54.08,12.46,49.92,4.44,50.0,10.88,50.0,4.89,50.45,50.87,18.58,50.16,11.55,45.41,4.04,50.0,10.88,50.0,4.89,49.95,50.2,18.33,42.32,9.75,54.27,4.83,50.0,10.88,50.0,4.89,48.68,46.88,17.12,48.2,11.1,49.43,4.4,50.0,10.88,50.0,4.89,48.39,35.49,12.96,42.32,9.75,47.55,4.23,50.0,10.88,50.0,4.89,42.71
202607050110,2026-07-05,01,10R,daily,67.18,24.53,52.12,12.0,54.1,4.81,50.0,10.88,50.0,4.89,57.13,48.68,17.78,54.08,12.46,47.55,4.23,50.0,10.88,50.0,4.89,50.24,50.87,18.58,58.0,13.36,46.48,4.14,50.0,10.88,50.0,4.89,51.85,50.2,18.33,52.12,12.0,39.43,3.51,50.0,10.88,50.0,4.89,49.62,46.88,17.12,42.32,9.75,50.42,4.49,50.0,10.88,50.0,4.89,47.13,35.49,12.96,46.24,10.65,34.84,3.1,50.0,10.88,50.0,4.89,42.49
202607050111,2026-07-05,01,11R,daily,67.18,24.53,56.04,12.91,45.09,4.01,50.0,10.88,50.0,4.89,57.23,48.68,17.78,56.04,12.91,53.28,4.74,50.0,10.88,50.0,4.89,51.2,50.87,18.58,48.2,11.1,33.61,2.99,50.0,10.88,50.0,4.89,48.45,50.2,18.33,44.28,10.2,54.43,4.84,50.0,10.88,50.0,4.89,49.15,46.88,17.12,46.24,10.65,47.96,4.27,50.0,10.88,50.0,4.89,47.81,35.49,12.96,48.2,11.1,39.92,3.55,50.0,10.88,50.0,4.89,43.39
202607050112,2026-07-05,01,12R,daily,67.18,24.53,58.0,13.36,56.24,5.0,50.0,10.88,50.0,4.89,58.67,48.68,17.78,61.92,14.26,50.33,4.48,50.0,10.88,50.0,4.89,52.29,50.87,18.58,46.24,10.65,48.37,4.3,50.0,10.88,50.0,4.89,49.31,50.2,18.33,48.2,11.1,58.78,5.23,50.0,10.88,50.0,4.89,50.44,46.88,17.12,48.2,11.1,55.42,4.93,50.0,10.88,50.0,4.89,48.93,35.49,12.96,50.16,11.55,45.33,4.03,50.0,10.88,50.0,4.89,44.32
202607050401,2026-07-05,04,1R,daily,67.74,21.25,44.76,13.13,88.84,9.73,50.0,10.95,50.0,3.23,58.28,53.79,16.87,42.31,12.41,26.69,2.92,50.0,10.95,50.0,3.23,46.38,51.51,16.15,47.21,13.85,33.24,3.64,50.0,10.95,50.0,3.23,47.82,50.38,15.8,47.21,13.85,54.04,5.92,50.0,10.95,50.0,3.23,49.74,42.01,13.18,42.31,12.41,36.63,4.01,50.0,10.95,50.0,3.23,43.77,34.13,10.7,32.51,9.54,42.85,4.69,50.0,10.95,50.0,3.23,39.11
202607050402,2026-07-05,04,2R,daily,67.74,21.25,83.96,24.63,10.65,1.17,50.0,10.95,50.0,3.23,61.22,53.79,16.87,44.76,13.13,75.16,8.23,50.0,10.95,50.0,3.23,52.41,51.51,16.15,39.86,11.69,38.89,4.26,50.0,10.95,50.0,3.23,46.28,50.38,15.8,32.51,9.54,42.85,4.69,50.0,10.95,50.0,3.23,44.2,42.01,13.18,49.66,14.57,42.85,4.69,50.0,10.95,50.0,3.23,46.61,34.13,10.7,49.66,14.57,10.65,1.17,50.0,10.95,50.0,3.23,40.61
202607050403,2026-07-05,04,3R,daily,67.74,21.25,44.76,13.13,10.65,1.17,50.0,10.95,50.0,3.23,49.72,53.79,16.87,49.66,14.57,75.16,8.23,50.0,10.95,50.0,3.23,53.84,51.51,16.15,39.86,11.69,59.01,6.46,50.0,10.95,50.0,3.23,48.48,50.38,15.8,54.56,16.01,75.16,8.23,50.0,10.95,50.0,3.23,54.21,42.01,13.18,44.76,13.13,60.81,6.66,50.0,10.95,50.0,3.23,47.14,34.13,10.7,30.06,8.82,59.01,6.46,50.0,10.95,50.0,3.23,40.16
202607050404,2026-07-05,04,4R,daily,67.74,21.25,39.86,11.69,42.85,4.69,50.0,10.95,50.0,3.23,51.81,53.79,16.87,52.11,15.29,48.27,5.29,50.0,10.95,50.0,3.23,51.62,51.51,16.15,52.11,15.29,59.01,6.46,50.0,10.95,50.0,3.23,52.08,50.38,15.8,42.31,12.41,10.65,1.17,50.0,10.95,50.0,3.23,43.55,42.01,13.18,64.36,18.88,59.01,6.46,50.0,10.95,50.0,3.23,52.69,34.13,10.7,37.41,10.98,42.85,4.69,50.0,10.95,50.0,3.23,40.54
