レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーター2連率pt,1枠_寄与_モーター2連率pt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーター2連率pt,2枠_寄与_モーター2連率pt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーター2連率pt,3枠_寄与_モーター2連率pt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーター2連率pt,4枠_寄与_モーター2連率pt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーター2連率pt,5枠_寄与_モーター2連率pt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーター2連率pt,6枠_寄与_モーター2連率pt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607140101,2026-07-14,01,1R,daily,67.18,24.53,38.4,8.84,50.82,4.52,50.0,10.88,50.0,4.89,53.68,48.68,17.78,48.2,11.1,56.56,5.03,50.0,10.88,50.0,4.89,49.69,50.87,18.58,40.36,9.3,48.28,4.3,50.0,10.88,50.0,4.89,47.95,50.2,18.33,48.2,11.1,43.69,3.89,50.0,10.88,50.0,4.89,49.1,46.88,17.12,32.52,7.49,50.33,4.48,50.0,10.88,50.0,4.89,44.86,35.49,12.96,42.32,9.75,55.42,4.93,50.0,10.88,50.0,4.89,43.41
202607140102,2026-07-14,01,2R,daily,67.18,24.53,44.28,10.2,49.19,4.38,50.0,10.88,50.0,4.89,54.89,48.68,17.78,48.2,11.1,50.01,4.45,50.0,10.88,50.0,4.89,49.1,50.87,18.58,50.16,11.55,54.35,4.84,50.0,10.88,50.0,4.89,50.74,50.2,18.33,42.32,9.75,52.38,4.66,50.0,10.88,50.0,4.89,48.52,46.88,17.12,58.0,13.36,61.65,5.49,50.0,10.88,50.0,4.89,51.74,35.49,12.96,36.44,8.39,49.1,4.37,50.0,10.88,50.0,4.89,41.5
202607140103,2026-07-14,01,3R,daily,67.18,24.53,44.28,10.2,53.78,4.79,50.0,10.88,50.0,4.89,55.29,48.68,17.78,46.24,10.65,60.25,5.36,50.0,10.88,50.0,4.89,49.56,50.87,18.58,48.2,11.1,52.63,4.68,50.0,10.88,50.0,4.89,50.14,50.2,18.33,50.16,11.55,47.71,4.25,50.0,10.88,50.0,4.89,49.91,46.88,17.12,40.36,9.3,51.56,4.59,50.0,10.88,50.0,4.89,46.78,35.49,12.96,46.24,10.65,49.02,4.36,50.0,10.88,50.0,4.89,43.75
202607140104,2026-07-14,01,4R,daily,67.18,24.53,44.28,10.2,57.38,5.11,50.0,10.88,50.0,4.89,55.62,48.68,17.78,48.2,11.1,55.09,4.9,50.0,10.88,50.0,4.89,49.56,50.87,18.58,42.32,9.75,54.43,4.84,50.0,10.88,50.0,4.89,48.95,50.2,18.33,50.16,11.55,47.96,4.27,50.0,10.88,50.0,4.89,49.93,46.88,17.12,40.36,9.3,61.07,5.43,50.0,10.88,50.0,4.89,47.62,35.49,12.96,44.28,10.2,58.61,5.22,50.0,10.88,50.0,4.89,44.15
202607140105,2026-07-14,01,5R,daily,67.18,24.53,48.2,11.1,47.96,4.27,50.0,10.88,50.0,4.89,55.68,48.68,17.78,48.2,11.1,39.51,3.52,50.0,10.88,50.0,4.89,48.17,50.87,18.58,44.28,10.2,57.55,5.12,50.0,10.88,50.0,4.89,49.67,50.2,18.33,40.36,9.3,48.28,4.3,50.0,10.88,50.0,4.89,47.7,46.88,17.12,42.32,9.75,61.15,5.44,50.0,10.88,50.0,4.89,48.08,35.49,12.96,54.08,12.46,58.86,5.24,50.0,10.88,50.0,4.89,46.43
202607140106,2026-07-14,01,6R,daily,67.18,24.53,54.08,12.46,55.25,4.92,50.0,10.88,50.0,4.89,57.68,48.68,17.78,42.32,9.75,54.92,4.89,50.0,10.88,50.0,4.89,48.19,50.87,18.58,42.32,9.75,52.38,4.66,50.0,10.88,50.0,4.89,48.76,50.2,18.33,42.32,9.75,49.35,4.39,50.0,10.88,50.0,4.89,48.25,46.88,17.12,44.28,10.2,58.69,5.22,50.0,10.88,50.0,4.89,48.32,35.49,12.96,32.52,7.49,50.33,4.48,50.0,10.88,50.0,4.89,40.7
202607140107,2026-07-14,01,7R,daily,67.18,24.53,50.16,11.55,47.71,4.25,50.0,10.88,50.0,4.89,56.11,48.68,17.78,36.44,8.39,49.1,4.37,50.0,10.88,50.0,4.89,46.32,50.87,18.58,48.2,11.1,54.51,4.85,50.0,10.88,50.0,4.89,50.31,50.2,18.33,38.4,8.84,50.82,4.52,50.0,10.88,50.0,4.89,47.47,46.88,17.12,42.32,9.75,52.87,4.71,50.0,10.88,50.0,4.89,47.35,35.49,12.96,38.4,8.84,59.27,5.27,50.0,10.88,50.0,4.89,42.85
202607140108,2026-07-14,01,8R,daily,67.18,24.53,50.16,11.55,54.35,4.84,50.0,10.88,50.0,4.89,56.7,48.68,17.78,42.32,9.75,55.42,4.93,50.0,10.88,50.0,4.89,48.23,50.87,18.58,46.24,10.65,49.02,4.36,50.0,10.88,50.0,4.89,49.37,50.2,18.33,44.28,10.2,57.38,5.11,50.0,10.88,50.0,4.89,49.41,46.88,17.12,83.48,19.23,45.5,4.05,50.0,10.88,50.0,4.89,56.17,35.49,12.96,34.48,7.94,45.58,4.06,50.0,10.88,50.0,4.89,40.73
202607140109,2026-07-14,01,9R,daily,67.18,24.53,40.36,9.3,61.07,5.43,50.0,10.88,50.0,4.89,55.04,48.68,17.78,48.2,11.1,53.04,4.72,50.0,10.88,50.0,4.89,49.37,50.87,18.58,40.36,9.3,51.56,4.59,50.0,10.88,50.0,4.89,48.24,50.2,18.33,54.08,12.46,49.92,4.44,50.0,10.88,50.0,4.89,51.0,46.88,17.12,48.2,11.1,39.51,3.52,50.0,10.88,50.0,4.89,47.51,35.49,12.96,48.2,11.1,56.56,5.03,50.0,10.88,50.0,4.89,44.87
202607140110,2026-07-14,01,10R,daily,67.18,24.53,50.16,11.55,47.96,4.27,50.0,10.88,50.0,4.89,56.13,48.68,17.78,58.0,13.36,61.65,5.49,50.0,10.88,50.0,4.89,52.4,50.87,18.58,50.16,11.55,49.27,4.38,50.0,10.88,50.0,4.89,50.29,50.2,18.33,48.2,11.1,48.37,4.3,50.0,10.88,50.0,4.89,49.51,46.88,17.12,46.24,10.65,60.25,5.36,50.0,10.88,50.0,4.89,48.91,35.49,12.96,48.2,11.1,43.69,3.89,50.0,10.88,50.0,4.89,43.73
