レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーター2連率pt,1枠_寄与_モーター2連率pt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーター2連率pt,2枠_寄与_モーター2連率pt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーター2連率pt,3枠_寄与_モーター2連率pt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーター2連率pt,4枠_寄与_モーター2連率pt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーター2連率pt,5枠_寄与_モーター2連率pt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーター2連率pt,6枠_寄与_モーター2連率pt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607020401,2026-07-02,04,1R,daily,67.74,21.25,44.76,13.13,60.81,6.66,50.0,10.95,50.0,3.23,55.21,53.79,16.87,42.31,12.41,36.63,4.01,50.0,10.95,50.0,3.23,47.47,51.51,16.15,47.21,13.85,59.01,6.46,50.0,10.95,50.0,3.23,50.64,50.38,15.8,52.11,15.29,59.01,6.46,50.0,10.95,50.0,3.23,51.72,42.01,13.18,47.21,13.85,10.65,1.17,50.0,10.95,50.0,3.23,42.37,34.13,10.7,37.41,10.98,42.85,4.69,50.0,10.95,50.0,3.23,40.54
202607020402,2026-07-02,04,2R,daily,67.74,21.25,64.36,18.88,59.01,6.46,50.0,10.95,50.0,3.23,60.76,53.79,16.87,49.66,14.57,10.65,1.17,50.0,10.95,50.0,3.23,46.78,51.51,16.15,44.76,13.13,10.65,1.17,50.0,10.95,50.0,3.23,44.63,50.38,15.8,44.76,13.13,88.84,9.73,50.0,10.95,50.0,3.23,52.83,42.01,13.18,44.76,13.13,83.19,9.11,50.0,10.95,50.0,3.23,49.59,34.13,10.7,39.86,11.69,42.85,4.69,50.0,10.95,50.0,3.23,41.26
202607020403,2026-07-02,04,3R,daily,67.74,21.25,44.76,13.13,59.01,6.46,50.0,10.95,50.0,3.23,55.01,53.79,16.87,39.86,11.69,38.89,4.26,50.0,10.95,50.0,3.23,47.0,51.51,16.15,54.56,16.01,59.01,6.46,50.0,10.95,50.0,3.23,52.8,50.38,15.8,42.31,12.41,26.69,2.92,50.0,10.95,50.0,3.23,45.31,42.01,13.18,30.06,8.82,59.01,6.46,50.0,10.95,50.0,3.23,42.63,34.13,10.7,49.66,14.57,75.16,8.23,50.0,10.95,50.0,3.23,47.68
202607020404,2026-07-02,04,4R,daily,67.74,21.25,49.66,14.57,42.85,4.69,50.0,10.95,50.0,3.23,54.68,53.79,16.87,49.66,14.57,10.65,1.17,50.0,10.95,50.0,3.23,46.78,51.51,16.15,83.96,24.63,10.65,1.17,50.0,10.95,50.0,3.23,56.13,50.38,15.8,47.21,13.85,42.85,4.69,50.0,10.95,50.0,3.23,48.52,42.01,13.18,52.11,15.29,48.27,5.29,50.0,10.95,50.0,3.23,47.92,34.13,10.7,42.31,12.41,42.85,4.69,50.0,10.95,50.0,3.23,41.98
202607020405,2026-07-02,04,5R,daily,67.74,21.25,49.66,14.57,54.04,5.92,50.0,10.95,50.0,3.23,55.91,53.79,16.87,47.21,13.85,59.01,6.46,50.0,10.95,50.0,3.23,51.36,51.51,16.15,44.76,13.13,75.16,8.23,50.0,10.95,50.0,3.23,51.69,50.38,15.8,49.66,14.57,59.01,6.46,50.0,10.95,50.0,3.23,51.01,42.01,13.18,101.11,29.66,10.65,1.17,50.0,10.95,50.0,3.23,58.18,34.13,10.7,32.51,9.54,42.85,4.69,50.0,10.95,50.0,3.23,39.11
202607020406,2026-07-02,04,6R,daily,67.74,21.25,47.21,13.85,54.04,5.92,50.0,10.95,50.0,3.23,55.19,53.79,16.87,91.31,26.79,29.4,3.22,50.0,10.95,50.0,3.23,61.05,51.51,16.15,42.31,12.41,36.63,4.01,50.0,10.95,50.0,3.23,46.75,50.38,15.8,39.86,11.69,59.01,6.46,50.0,10.95,50.0,3.23,48.13,42.01,13.18,49.66,14.57,59.01,6.46,50.0,10.95,50.0,3.23,48.38,34.13,10.7,42.31,12.41,10.65,1.17,50.0,10.95,50.0,3.23,38.46
202607020407,2026-07-02,04,7R,daily,67.74,21.25,42.31,12.41,107.48,11.77,50.0,10.95,50.0,3.23,59.6,53.79,16.87,49.66,14.57,42.85,4.69,50.0,10.95,50.0,3.23,50.31,51.51,16.15,39.86,11.69,42.85,4.69,50.0,10.95,50.0,3.23,46.71,50.38,15.8,52.11,15.29,59.01,6.46,50.0,10.95,50.0,3.23,51.72,42.01,13.18,37.41,10.98,42.85,4.69,50.0,10.95,50.0,3.23,43.02,34.13,10.7,54.56,16.01,75.16,8.23,50.0,10.95,50.0,3.23,49.11
202607020408,2026-07-02,04,8R,daily,67.74,21.25,47.21,13.85,33.24,3.64,50.0,10.95,50.0,3.23,52.91,53.79,16.87,44.76,13.13,59.01,6.46,50.0,10.95,50.0,3.23,50.64,51.51,16.15,44.76,13.13,60.81,6.66,50.0,10.95,50.0,3.23,50.12,50.38,15.8,66.81,19.6,29.4,3.22,50.0,10.95,50.0,3.23,52.8,42.01,13.18,49.66,14.57,10.65,1.17,50.0,10.95,50.0,3.23,43.08,34.13,10.7,32.51,9.54,42.85,4.69,50.0,10.95,50.0,3.23,39.11
202607020409,2026-07-02,04,9R,daily,67.74,21.25,52.11,15.29,26.69,2.92,50.0,10.95,50.0,3.23,53.63,53.79,16.87,54.56,16.01,59.01,6.46,50.0,10.95,50.0,3.23,53.51,51.51,16.15,49.66,14.57,42.85,4.69,50.0,10.95,50.0,3.23,49.59,50.38,15.8,44.76,13.13,10.65,1.17,50.0,10.95,50.0,3.23,44.27,42.01,13.18,49.66,14.57,10.65,1.17,50.0,10.95,50.0,3.23,43.08,34.13,10.7,52.11,15.29,59.01,6.46,50.0,10.95,50.0,3.23,46.63
202607020410,2026-07-02,04,10R,daily,67.74,21.25,52.11,15.29,48.27,5.29,50.0,10.95,50.0,3.23,55.99,53.79,16.87,61.91,18.16,59.01,6.46,50.0,10.95,50.0,3.23,55.67,51.51,16.15,54.56,16.01,42.85,4.69,50.0,10.95,50.0,3.23,51.03,50.38,15.8,47.21,13.85,59.01,6.46,50.0,10.95,50.0,3.23,50.29,42.01,13.18,49.66,14.57,75.16,8.23,50.0,10.95,50.0,3.23,50.15,34.13,10.7,47.21,13.85,59.01,6.46,50.0,10.95,50.0,3.23,45.19
