レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーター2連率pt,1枠_寄与_モーター2連率pt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーター2連率pt,2枠_寄与_モーター2連率pt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーター2連率pt,3枠_寄与_モーター2連率pt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーター2連率pt,4枠_寄与_モーター2連率pt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーター2連率pt,5枠_寄与_モーター2連率pt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーター2連率pt,6枠_寄与_モーター2連率pt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607130301,2026-07-13,03,1R,daily,67.0,30.48,49.1,13.97,44.92,2.96,50.0,3.79,50.0,5.95,57.14,55.59,25.28,44.41,12.64,59.38,3.91,50.0,3.79,50.0,5.95,51.57,50.17,22.82,32.69,9.3,54.37,3.58,50.0,3.79,50.0,5.95,45.44,48.14,21.9,37.38,10.64,59.01,3.89,50.0,3.79,50.0,5.95,46.16,42.82,19.48,30.35,8.64,53.91,3.55,50.0,3.79,50.0,5.95,41.4,34.71,15.79,44.41,12.64,49.37,3.25,50.0,3.79,50.0,5.95,41.41
202607130301,2026-07-13,03,1R,realtime,67.0,30.48,49.1,13.97,44.92,2.96,58.44,4.43,52.3,6.22,58.05,55.59,25.28,44.41,12.64,59.38,3.91,51.21,3.88,44.93,5.35,51.06,50.17,22.82,32.69,9.3,54.37,3.58,60.25,4.56,45.31,5.39,45.66,48.14,21.9,37.38,10.64,59.01,3.89,51.21,3.88,45.61,5.43,45.72,42.82,19.48,30.35,8.64,53.91,3.55,49.4,3.74,57.13,6.8,42.2,34.71,15.79,44.41,12.64,49.37,3.25,29.5,2.23,54.95,6.54,40.45
202607130302,2026-07-13,03,2R,daily,67.0,30.48,39.72,11.3,49.37,3.25,50.0,3.79,50.0,5.95,54.77,55.59,25.28,37.38,10.64,47.42,3.12,50.0,3.79,50.0,5.95,48.78,50.17,22.82,44.41,12.64,45.38,2.99,50.0,3.79,50.0,5.95,48.18,48.14,21.9,51.44,14.64,40.93,2.7,50.0,3.79,50.0,5.95,48.96,42.82,19.48,32.69,9.3,41.67,2.75,50.0,3.79,50.0,5.95,41.26,34.71,15.79,44.41,12.64,51.13,3.37,50.0,3.79,50.0,5.95,41.53
202607130302,2026-07-13,03,2R,realtime,67.0,30.48,39.72,11.3,49.37,3.25,45.23,3.43,52.3,6.22,54.68,55.59,25.28,37.38,10.64,47.42,3.12,43.8,3.32,44.93,5.35,47.71,50.17,22.82,44.41,12.64,45.38,2.99,53.81,4.07,45.31,5.39,47.91,48.14,21.9,51.44,14.64,40.93,2.7,38.08,2.88,45.61,5.43,47.54,42.82,19.48,32.69,9.3,41.67,2.75,69.54,5.27,57.13,6.8,43.59,34.71,15.79,44.41,12.64,51.13,3.37,49.52,3.75,54.95,6.54,42.08
202607130303,2026-07-13,03,3R,daily,67.0,30.48,42.07,11.97,53.63,3.53,50.0,3.79,50.0,5.95,55.71,55.59,25.28,46.75,13.3,46.59,3.07,50.0,3.79,50.0,5.95,51.39,50.17,22.82,60.81,17.3,42.51,2.8,50.0,3.79,50.0,5.95,52.66,48.14,21.9,49.1,13.97,63.46,4.18,50.0,3.79,50.0,5.95,49.78,42.82,19.48,56.13,15.97,63.18,4.16,50.0,3.79,50.0,5.95,49.35,34.71,15.79,46.75,13.3,63.18,4.16,50.0,3.79,50.0,5.95,42.99
202607130303,2026-07-13,03,3R,realtime,67.0,30.48,42.07,11.97,53.63,3.53,50.89,3.85,50.69,6.03,55.86,55.59,25.28,46.75,13.3,46.59,3.07,62.88,4.76,41.52,4.94,51.36,50.17,22.82,60.81,17.3,42.51,2.8,38.89,2.95,44.9,5.34,51.21,48.14,21.9,49.1,13.97,63.46,4.18,38.89,2.95,48.68,5.79,48.78,42.82,19.48,56.13,15.97,63.18,4.16,62.88,4.76,59.25,7.05,51.42,34.71,15.79,46.75,13.3,63.18,4.16,45.55,3.45,55.18,6.57,43.27
202607130304,2026-07-13,03,4R,daily,67.0,30.48,37.38,10.64,56.14,3.7,50.0,3.79,50.0,5.95,54.55,55.59,25.28,49.1,13.97,60.31,3.97,50.0,3.79,50.0,5.95,52.96,50.17,22.82,44.41,12.64,63.37,4.17,50.0,3.79,50.0,5.95,49.37,48.14,21.9,53.78,15.3,40.28,2.65,50.0,3.79,50.0,5.95,49.59,42.82,19.48,46.75,13.3,64.85,4.27,50.0,3.79,50.0,5.95,46.79,34.71,15.79,42.07,11.97,56.78,3.74,50.0,3.79,50.0,5.95,41.23
202607130304,2026-07-13,03,4R,realtime,67.0,30.48,37.38,10.64,56.14,3.7,60.73,4.6,49.52,5.89,55.3,55.59,25.28,49.1,13.97,60.31,3.97,55.7,4.22,41.17,4.9,52.34,50.17,22.82,44.41,12.64,63.37,4.17,45.64,3.46,45.44,5.41,48.49,48.14,21.9,53.78,15.3,40.28,2.65,35.59,2.7,49.43,5.88,48.43,42.82,19.48,46.75,13.3,64.85,4.27,40.61,3.08,60.18,7.16,47.29,34.71,15.79,42.07,11.97,56.78,3.74,61.73,4.67,54.49,6.48,42.66
202607130305,2026-07-13,03,5R,daily,67.0,30.48,42.07,11.97,52.89,3.48,50.0,3.79,50.0,5.95,55.67,55.59,25.28,65.5,18.64,58.18,3.83,50.0,3.79,50.0,5.95,57.49,50.17,22.82,53.78,15.3,25.08,1.65,50.0,3.79,50.0,5.95,49.51,48.14,21.9,35.04,9.97,55.58,3.66,50.0,3.79,50.0,5.95,45.26,42.82,19.48,44.41,12.64,49.37,3.25,50.0,3.79,50.0,5.95,45.1,34.71,15.79,46.75,13.3,58.18,3.83,50.0,3.79,50.0,5.95,42.66
202607130305,2026-07-13,03,5R,realtime,67.0,30.48,42.07,11.97,52.89,3.48,64.04,4.85,49.52,5.89,56.67,55.59,25.28,65.5,18.64,58.18,3.83,59.42,4.5,41.17,4.9,57.15,50.17,22.82,53.78,15.3,25.08,1.65,44.59,3.38,45.44,5.41,48.56,48.14,21.9,35.04,9.97,55.58,3.66,39.04,2.96,49.43,5.88,44.37,42.82,19.48,44.41,12.64,49.37,3.25,38.11,2.89,60.18,7.16,45.41,34.71,15.79,46.75,13.3,58.18,3.83,54.79,4.15,54.49,6.48,43.56
