レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーター2連率pt,1枠_寄与_モーター2連率pt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーター2連率pt,2枠_寄与_モーター2連率pt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーター2連率pt,3枠_寄与_モーター2連率pt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーター2連率pt,4枠_寄与_モーター2連率pt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーター2連率pt,5枠_寄与_モーター2連率pt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーター2連率pt,6枠_寄与_モーター2連率pt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607070101,2026-07-07,01,1R,daily,67.18,24.53,42.32,9.75,41.64,3.71,50.0,10.88,50.0,4.89,53.76,48.68,17.78,48.2,11.1,58.78,5.23,50.0,10.88,50.0,4.89,49.89,50.87,18.58,50.16,11.55,45.41,4.04,50.0,10.88,50.0,4.89,49.95,50.2,18.33,46.24,10.65,48.37,4.3,50.0,10.88,50.0,4.89,49.06,46.88,17.12,34.48,7.94,50.01,4.45,50.0,10.88,50.0,4.89,45.29,35.49,12.96,46.24,10.65,36.81,3.28,50.0,10.88,50.0,4.89,42.66
202607070102,2026-07-07,01,2R,daily,67.18,24.53,42.32,9.75,51.32,4.57,50.0,10.88,50.0,4.89,54.62,48.68,17.78,42.32,9.75,47.55,4.23,50.0,10.88,50.0,4.89,47.53,50.87,18.58,48.2,11.1,39.92,3.55,50.0,10.88,50.0,4.89,49.01,50.2,18.33,50.16,11.55,45.33,4.03,50.0,10.88,50.0,4.89,49.69,46.88,17.12,44.28,10.2,53.37,4.75,50.0,10.88,50.0,4.89,47.84,35.49,12.96,52.12,12.0,52.87,4.71,50.0,10.88,50.0,4.89,45.44
202607070103,2026-07-07,01,3R,daily,67.18,24.53,42.32,9.75,54.27,4.83,50.0,10.88,50.0,4.89,54.89,48.68,17.78,58.0,13.36,46.48,4.14,50.0,10.88,50.0,4.89,51.05,50.87,18.58,42.32,9.75,50.42,4.49,50.0,10.88,50.0,4.89,48.59,50.2,18.33,42.32,9.75,40.74,3.63,50.0,10.88,50.0,4.89,47.48,46.88,17.12,48.2,11.1,49.43,4.4,50.0,10.88,50.0,4.89,48.39,35.49,12.96,48.2,11.1,55.42,4.93,50.0,10.88,50.0,4.89,44.77
202607070104,2026-07-07,01,4R,daily,67.18,24.53,46.24,10.65,34.84,3.1,50.0,10.88,50.0,4.89,54.06,48.68,17.78,56.04,12.91,45.09,4.01,50.0,10.88,50.0,4.89,50.47,50.87,18.58,48.2,11.1,52.63,4.68,50.0,10.88,50.0,4.89,50.14,50.2,18.33,52.12,12.0,54.1,4.81,50.0,10.88,50.0,4.89,50.93,46.88,17.12,42.32,9.75,53.45,4.76,50.0,10.88,50.0,4.89,47.4,35.49,12.96,54.08,12.46,49.92,4.44,50.0,10.88,50.0,4.89,45.63
202607070105,2026-07-07,01,5R,daily,67.18,24.53,44.28,10.2,43.53,3.87,50.0,10.88,50.0,4.89,54.38,48.68,17.78,54.08,12.46,47.55,4.23,50.0,10.88,50.0,4.89,50.24,50.87,18.58,42.32,9.75,41.64,3.71,50.0,10.88,50.0,4.89,47.81,50.2,18.33,46.24,10.65,41.56,3.7,50.0,10.88,50.0,4.89,48.46,46.88,17.12,52.12,12.0,39.43,3.51,50.0,10.88,50.0,4.89,48.41,35.49,12.96,61.92,14.26,50.33,4.48,50.0,10.88,50.0,4.89,47.48
202607070106,2026-07-07,01,6R,daily,67.18,24.53,61.92,14.26,40.17,3.57,50.0,10.88,50.0,4.89,58.15,48.68,17.78,42.32,9.75,51.07,4.54,50.0,10.88,50.0,4.89,47.85,50.87,18.58,42.32,9.75,51.32,4.57,50.0,10.88,50.0,4.89,48.67,50.2,18.33,44.28,10.2,43.37,3.86,50.0,10.88,50.0,4.89,48.16,46.88,17.12,42.32,9.75,44.92,4.0,50.0,10.88,50.0,4.89,46.64,35.49,12.96,34.48,7.94,50.01,4.45,50.0,10.88,50.0,4.89,41.13
202607070107,2026-07-07,01,7R,daily,67.18,24.53,58.0,13.36,56.24,5.0,50.0,10.88,50.0,4.89,58.67,48.68,17.78,46.24,10.65,48.37,4.3,50.0,10.88,50.0,4.89,48.51,50.87,18.58,56.04,12.91,53.28,4.74,50.0,10.88,50.0,4.89,52.0,50.2,18.33,46.24,10.65,49.6,4.41,50.0,10.88,50.0,4.89,49.17,46.88,17.12,50.16,11.55,53.61,4.77,50.0,10.88,50.0,4.89,49.22,35.49,12.96,44.28,10.2,53.37,4.75,50.0,10.88,50.0,4.89,43.68
202607070108,2026-07-07,01,8R,daily,67.18,24.53,58.0,13.36,48.53,4.32,50.0,10.88,50.0,4.89,57.99,48.68,17.78,42.32,9.75,46.48,4.14,50.0,10.88,50.0,4.89,47.44,50.87,18.58,42.32,9.75,54.27,4.83,50.0,10.88,50.0,4.89,48.93,50.2,18.33,42.32,9.75,45.58,4.06,50.0,10.88,50.0,4.89,47.91,46.88,17.12,54.08,12.46,49.92,4.44,50.0,10.88,50.0,4.89,49.79,35.49,12.96,44.28,10.2,54.43,4.84,50.0,10.88,50.0,4.89,43.78
202607070109,2026-07-07,01,9R,daily,67.18,24.53,48.2,11.1,33.61,2.99,50.0,10.88,50.0,4.89,54.4,48.68,17.78,46.24,10.65,47.96,4.27,50.0,10.88,50.0,4.89,48.47,50.87,18.58,61.92,14.26,50.33,4.48,50.0,10.88,50.0,4.89,53.09,50.2,18.33,48.2,11.1,49.43,4.4,50.0,10.88,50.0,4.89,49.61,46.88,17.12,46.24,10.65,34.84,3.1,50.0,10.88,50.0,4.89,46.64,35.49,12.96,50.16,11.55,45.41,4.04,50.0,10.88,50.0,4.89,44.33
202607070110,2026-07-07,01,10R,daily,67.18,24.53,58.0,13.36,53.04,4.72,50.0,10.88,50.0,4.89,58.39,48.68,17.78,48.2,11.1,45.0,4.0,50.0,10.88,50.0,4.89,48.66,50.87,18.58,46.24,10.65,36.81,3.28,50.0,10.88,50.0,4.89,48.28,50.2,18.33,42.32,9.75,53.45,4.76,50.0,10.88,50.0,4.89,48.61,46.88,17.12,44.28,10.2,43.53,3.87,50.0,10.88,50.0,4.89,46.97,35.49,12.96,58.0,13.36,46.48,4.14,50.0,10.88,50.0,4.89,46.23
