レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーター2連率pt,1枠_寄与_モーター2連率pt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーター2連率pt,2枠_寄与_モーター2連率pt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーター2連率pt,3枠_寄与_モーター2連率pt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーター2連率pt,4枠_寄与_モーター2連率pt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーター2連率pt,5枠_寄与_モーター2連率pt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーター2連率pt,6枠_寄与_モーター2連率pt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607110201,2026-07-11,02,1R,daily,67.6,19.75,69.26,21.79,51.41,4.28,50.0,10.95,50.0,4.56,61.32,53.26,15.56,44.9,14.12,43.77,3.64,50.0,10.95,50.0,4.56,48.83,50.25,14.68,52.21,16.42,49.31,4.11,50.0,10.95,50.0,4.56,50.71,49.61,14.49,57.08,17.96,45.12,3.76,50.0,10.95,50.0,4.56,51.71,44.82,13.09,40.03,12.59,46.61,3.88,50.0,10.95,50.0,4.56,45.07,33.57,9.81,40.03,12.59,56.35,4.69,50.0,10.95,50.0,4.56,42.59
202607110201,2026-07-11,02,1R,realtime,67.6,19.75,69.26,21.79,51.41,4.28,54.68,11.97,55.62,5.07,62.85,53.26,15.56,44.9,14.12,43.77,3.64,48.56,10.63,8.08,0.74,44.69,50.25,14.68,52.21,16.42,49.31,4.11,65.11,14.25,40.09,3.65,53.12,49.61,14.49,57.08,17.96,45.12,3.76,40.72,8.91,83.96,7.65,52.77,44.82,13.09,40.03,12.59,46.61,3.88,53.21,11.65,57.35,5.23,46.44,33.57,9.81,40.03,12.59,56.35,4.69,37.7,8.25,54.75,4.99,40.33
202607110202,2026-07-11,02,2R,daily,67.6,19.75,103.37,32.51,53.8,4.48,50.0,10.95,50.0,4.56,72.24,53.26,15.56,57.08,17.96,59.5,4.95,50.0,10.95,50.0,4.56,53.97,50.25,14.68,49.77,15.66,58.45,4.87,50.0,10.95,50.0,4.56,50.71,49.61,14.49,61.95,19.49,50.06,4.17,50.0,10.95,50.0,4.56,53.65,44.82,13.09,44.9,14.12,46.91,3.91,50.0,10.95,50.0,4.56,46.63,33.57,9.81,49.77,15.66,46.16,3.84,50.0,10.95,50.0,4.56,44.81
202607110202,2026-07-11,02,2R,realtime,67.6,19.75,103.37,32.51,53.8,4.48,68.79,15.06,51.57,4.7,76.5,53.26,15.56,57.08,17.96,59.5,4.95,61.93,13.56,49.61,4.52,56.55,50.25,14.68,49.77,15.66,58.45,4.87,48.95,10.72,50.29,4.58,50.5,49.61,14.49,61.95,19.49,50.06,4.17,38.31,8.39,49.0,4.47,51.0,44.82,13.09,44.9,14.12,46.91,3.91,36.17,7.92,49.68,4.53,43.57,33.57,9.81,49.77,15.66,46.16,3.84,45.87,10.04,49.7,4.53,43.88
202607110203,2026-07-11,02,3R,daily,67.6,19.75,83.88,26.38,46.76,3.89,50.0,10.95,50.0,4.56,65.53,53.26,15.56,54.65,17.19,65.19,5.43,50.0,10.95,50.0,4.56,53.68,50.25,14.68,44.9,14.12,52.76,4.39,50.0,10.95,50.0,4.56,48.7,49.61,14.49,47.34,14.89,46.31,3.86,50.0,10.95,50.0,4.56,48.74,44.82,13.09,47.34,14.89,54.25,4.52,50.0,10.95,50.0,4.56,48.0,33.57,9.81,61.95,19.49,43.02,3.58,50.0,10.95,50.0,4.56,48.38
202607110203,2026-07-11,02,3R,realtime,67.6,19.75,83.88,26.38,46.76,3.89,61.9,13.55,56.41,5.14,68.72,53.26,15.56,54.65,17.19,65.19,5.43,44.67,9.78,7.9,0.72,48.68,50.25,14.68,44.9,14.12,52.76,4.39,39.98,8.75,40.25,3.67,45.62,49.61,14.49,47.34,14.89,46.31,3.86,47.69,10.44,83.48,7.61,51.29,44.82,13.09,47.34,14.89,54.25,4.52,42.49,9.3,57.2,5.21,47.02,33.57,9.81,61.95,19.49,43.02,3.58,63.25,13.85,54.61,4.98,51.7
202607110204,2026-07-11,02,4R,daily,67.6,19.75,103.37,32.51,51.56,4.29,50.0,10.95,50.0,4.56,72.06,53.26,15.56,86.31,27.15,44.52,3.71,50.0,10.95,50.0,4.56,61.92,50.25,14.68,47.34,14.89,58.0,4.83,50.0,10.95,50.0,4.56,49.9,49.61,14.49,42.47,13.36,54.7,4.56,50.0,10.95,50.0,4.56,47.91,44.82,13.09,52.21,16.42,47.51,3.96,50.0,10.95,50.0,4.56,48.98,33.57,9.81,66.83,21.02,45.42,3.78,50.0,10.95,50.0,4.56,50.11
202607110204,2026-07-11,02,4R,realtime,67.6,19.75,103.37,32.51,51.56,4.29,68.37,14.97,56.41,5.14,76.66,53.26,15.56,86.31,27.15,44.52,3.71,52.03,11.39,7.9,0.72,58.53,50.25,14.68,47.34,14.89,58.0,4.83,57.85,12.66,40.25,3.67,50.73,49.61,14.49,42.47,13.36,54.7,4.56,54.05,11.83,83.48,7.61,51.85,44.82,13.09,52.21,16.42,47.51,3.96,40.75,8.92,57.2,5.21,47.61,33.57,9.81,66.83,21.02,45.42,3.78,26.96,5.9,54.61,4.98,45.49
202607110205,2026-07-11,02,5R,daily,67.6,19.75,44.9,14.12,43.77,3.64,50.0,10.95,50.0,4.56,53.02,53.26,15.56,74.13,23.32,50.81,4.23,50.0,10.95,50.0,4.56,58.61,50.25,14.68,52.21,16.42,61.14,5.09,50.0,10.95,50.0,4.56,51.7,49.61,14.49,69.26,21.79,51.41,4.28,50.0,10.95,50.0,4.56,56.06,44.82,13.09,57.08,17.96,53.8,4.48,50.0,10.95,50.0,4.56,51.03,33.57,9.81,93.62,29.45,52.91,4.41,50.0,10.95,50.0,4.56,59.16
202607110205,2026-07-11,02,5R,realtime,67.6,19.75,44.9,14.12,43.77,3.64,55.23,12.09,54.54,4.97,54.58,53.26,15.56,74.13,23.32,50.81,4.23,65.09,14.25,28.85,2.63,59.99,50.25,14.68,52.21,16.42,61.14,5.09,59.31,12.98,45.27,4.13,53.31,49.61,14.49,69.26,21.79,51.41,4.28,36.44,7.98,65.69,5.99,54.52,44.82,13.09,57.08,17.96,53.8,4.48,42.99,9.41,52.73,4.81,49.75,33.57,9.81,93.62,29.45,52.91,4.41,40.94,8.96,52.77,4.81,57.43
