レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202507240101,2025-07-24,01,01R,1,3,半周ラップ,まわり足,直線,本部 めぐみ,19.37,4.7,7.55,須藤 隆雄,19.65,5.68,7.75,村田 敦,19.59,4.68,7.86,溝口 海義也,19.31,4.78,7.83,松山 裕基,19.51,5.39,7.82,八木 治樹,19.12,4.66,7.95
202507240102,2025-07-24,01,02R,1,3,半周ラップ,まわり足,直線,山下 拓巳,19.09,4.67,7.59,山口 修路,18.95,4.52,7.64,平田 さやか,19.15,4.5,7.56,佐々木 康幸,19.07,4.46,7.79,井上 尚悟,19.26,4.57,7.71,山崎 義明,18.87,4.59,7.76
202507240103,2025-07-24,01,03R,1,3,半周ラップ,まわり足,直線,鈴木 秀茉,19.16,4.81,7.67,櫻本 あゆみ,19.56,5.09,7.81,小林 遼太,19.38,5.03,7.76,齋藤 勇,19.58,4.87,7.59,渡邉 俊介,19.17,4.58,7.83,野間 大樹,19.13,4.68,7.71
202507240104,2025-07-24,01,04R,1,3,半周ラップ,まわり足,直線,柴田 百恵,19.03,4.65,7.67,山崎 裕司,19.33,4.53,7.74,田中 堅,19.21,4.59,7.83,稲生 夏季,19.14,4.75,7.74,坂井 滉哉,19.03,4.72,7.77,天野 友和,19.0,4.47,7.81
202507240105,2025-07-24,01,05R,1,3,半周ラップ,まわり足,直線,松山 裕基,19.05,5.0,7.77,木幡 純也,19.45,4.64,7.85,山川 波乙,19.36,4.71,7.81,川上 剛,19.18,4.64,7.79,青木 蓮,19.47,4.52,7.59,福来 剛,19.08,4.39,7.63
202507240106,2025-07-24,01,06R,1,3,半周ラップ,まわり足,直線,北村 征嗣,18.62,4.65,7.65,山下 拓巳,18.93,4.62,7.66,本部 めぐみ,19.61,4.71,7.6,渡辺 史之,19.25,5.54,7.67,山本 幸也,19.57,4.65,7.86,北川 幸典,19.09,4.74,7.77
202507240107,2025-07-24,01,07R,1,3,半周ラップ,まわり足,直線,渡邉 俊介,18.48,4.46,7.7,荒牧 凪沙,19.0,4.56,7.58,前沢 丈史,19.46,4.45,7.83,須藤 隆雄,19.51,5.02,7.79,山崎 義明,18.9,4.7,7.71,藤本 元輝,19.04,4.72,7.81
202507240108,2025-07-24,01,08R,1,3,半周ラップ,まわり足,直線,山崎 裕司,19.31,4.57,7.9,松尾 基成,19.28,4.64,7.67,本吉 正樹,19.54,4.81,7.73,小林 遼太,19.2,4.69,7.62,金子 拓矢,18.87,4.41,7.69,井上 尚悟,18.86,4.62,7.67
202507240109,2025-07-24,01,09R,1,3,半周ラップ,まわり足,直線,山口 修路,19.06,4.58,7.68,廣瀬 真也,19.16,4.58,7.69,鈴木 秀茉,18.69,4.66,7.56,吉田 凌太朗,19.05,4.47,7.82,田中 堅,19.28,4.62,7.72,青木 蓮,18.86,4.41,7.73
202507240110,2025-07-24,01,10R,1,3,半周ラップ,まわり足,直線,櫻本 あゆみ,19.05,4.67,7.69,平田 さやか,18.81,4.52,7.56,倉田 郁美,19.11,4.51,7.7,高田 ひかる,18.92,4.78,7.66,柴田 百恵,18.98,4.53,7.6,山川 波乙,18.86,4.68,7.66
