レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
202307300101,マスターズＬ第４戦　ドラキリュウナイトカップ,2023-07-30,1,01R,2.0,1,1.0,1,31.0,28.0,1,1,52.8,0.0,6.81,-0.5,0.11,2,2,54.6,0.0,6.9,-0.5,0.14,3,3,52.5,0.0,6.75,-0.5,0.12,4,4,52.0,0.0,6.79,-0.5,0.13,5,5,53.8,0.0,6.84,0.0,0.23,6,6,56.5,0.0,6.82,-0.5,0.29
202307300102,マスターズＬ第４戦　ドラキリュウナイトカップ,2023-07-30,1,02R,3.0,1,2.0,1,35.0,28.0,1,1,52.2,0.0,6.76,-0.5,0.12,2,2,52.2,0.0,6.83,-0.5,0.19,3,3,50.0,2.0,6.77,-0.5,0.13,4,4,52.7,0.0,6.83,0.0,0.07,5,5,54.6,0.0,6.88,-0.5,0.13,6,6,55.5,0.0,6.83,-0.5,0.03
202307300103,マスターズＬ第４戦　ドラキリュウナイトカップ,2023-07-30,1,03R,3.0,1,3.0,1,35.0,28.0,1,3,58.1,0.0,6.72,-0.5,0.25,2,1,52.6,0.0,6.74,0.0,0.19,3,2,52.4,0.0,6.79,-0.5,0.42,4,4,52.3,0.0,6.77,-0.5,0.19,5,5,53.7,0.0,6.77,-0.5,0.24,6,6,50.5,1.5,6.87,-0.5,0.19
202307300104,マスターズＬ第４戦　ドラキリュウナイトカップ,2023-07-30,1,04R,4.0,1,3.0,1,35.0,28.0,1,3,52.9,0.0,6.78,-0.5,0.23,2,1,52.2,0.0,6.82,-0.5,0.12,3,4,54.7,0.0,6.8,-0.5,0.19,4,5,53.0,0.0,6.75,-0.5,0.11,5,2,53.1,0.0,6.91,-0.5,0.08,6,6,53.1,0.0,6.81,-0.5,0.08
202307300105,マスターズＬ第４戦　ドラキリュウナイトカップ,2023-07-30,1,05R,3.0,1,3.0,1,35.0,28.0,1,1,54.0,0.0,6.74,-0.5,0.13,2,2,52.0,0.0,6.72,-0.5,0.03,3,3,56.5,0.0,6.8,-0.5,0.07,4,4,53.6,0.0,6.74,-0.5,0.06,5,5,52.0,0.0,6.83,-0.5,0.09,6,6,52.0,0.0,6.77,-0.5,0.19
202307300106,マスターズＬ第４戦　ドラキリュウナイトカップ,2023-07-30,1,06R,3.0,1,2.0,1,35.0,28.0,1,1,55.7,0.0,6.85,-0.5,-0.02,2,2,52.8,0.0,6.68,-0.5,-0.01,3,3,56.4,0.0,6.85,-0.5,-0.01,4,4,52.2,0.0,6.86,-0.5,0.03,5,5,52.0,0.0,6.86,-0.5,0.09,6,6,51.5,0.5,6.86,0.0,0.13
202307300107,マスターズＬ第４戦　ドラキリュウナイトカップ,2023-07-30,1,07R,3.0,1,3.0,1,35.0,28.0,1,1,53.1,0.0,6.74,-0.5,0.22,2,4,50.0,2.0,6.82,-0.5,0.06,3,3,52.0,0.0,6.75,-0.5,0.02,4,2,54.6,0.0,6.84,-0.5,0.09,5,5,58.1,0.0,6.83,-0.5,0.12,6,6,51.5,0.5,6.78,-0.5,0.18
202307300109,マスターズＬ第４戦　ドラキリュウナイトカップ,2023-07-30,1,09R,4.0,1,3.0,1,34.0,28.0,1,1,53.8,0.0,6.76,-0.5,0.06,2,4,52.0,0.0,6.74,-0.5,0.18,3,5,55.5,0.0,6.81,-0.5,0.31,4,2,53.1,0.0,6.86,-0.5,0.11,5,6,50.5,1.5,6.73,-0.5,0.09,6,3,52.5,0.0,6.73,-0.5,0.28
202307300110,マスターズＬ第４戦　ドラキリュウナイトカップ,2023-07-30,1,10R,3.0,1,3.0,1,33.0,28.0,1,1,53.7,0.0,6.76,-0.5,0.29,2,2,52.0,0.0,6.78,-0.5,0.11,3,3,55.7,0.0,6.78,-0.5,-0.01,4,4,52.0,0.0,6.82,-0.5,0.02,5,5,52.5,0.0,6.77,-0.5,0.16,6,6,54.7,0.0,6.82,-0.5,0.21
202307300111,マスターズＬ第４戦　ドラキリュウナイトカップ,2023-07-30,1,11R,3.0,1,3.0,1,32.0,28.0,1,1,54.6,0.0,6.78,0.0,-0.02,2,2,52.5,0.0,6.76,-0.5,-0.04,3,3,53.0,0.0,6.78,-0.5,0.04,4,4,52.0,0.0,6.69,-0.5,0.16,5,5,53.1,0.0,6.8,-0.5,0.18,6,6,52.4,0.0,6.83,-0.5,0.13
202307300112,マスターズＬ第４戦　ドラキリュウナイトカップ,2023-07-30,1,12R,3.0,1,3.0,1,32.0,28.0,1,1,52.0,0.0,6.82,-0.5,0.08,2,2,52.0,0.0,6.79,-0.5,0.02,3,3,53.6,0.0,6.86,-0.5,0.08,4,5,52.9,0.0,6.77,-0.5,0.12,5,4,52.6,0.0,6.7,0.0,-0.05,6,6,52.7,0.0,6.8,0.0,0.01
202307300201,第１２回シニアＶＳヤング・ＢＯＡＴＢｏｙＣＵＰ,2023-07-30,2,01R,3.0,2,2.0,1,35.0,32.0,1,1,56.1,0.0,6.79,-0.5,0.02,2,2,51.0,1.0,6.72,-0.5,0.31,3,3,51.5,0.5,6.75,-0.5,0.11,4,4,52.0,0.0,6.88,-0.5,0.12,5,5,52.3,0.0,6.79,-0.5,0.11,6,6,52.0,0.0,6.86,-0.5,0.13
202307300202,第１２回シニアＶＳヤング・ＢＯＡＴＢｏｙＣＵＰ,2023-07-30,2,02R,2.0,1,1.0,1,34.0,31.0,1,1,54.3,0.0,6.9,-0.5,-0.07,2,2,52.2,0.0,6.84,0.0,-0.02,3,3,55.0,0.0,6.89,-0.5,0.05,4,4,52.0,0.0,6.78,-0.5,0.09,5,5,52.0,0.0,6.85,-0.5,0.01,6,6,50.5,1.5,6.84,0.0,-0.11
