レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
202406300201,第９回加藤峻二杯・日本財団会長賞,2024-06-30,2,01R,3.0,2,3.0,3,27.0,27.0,1,1,53.5,0.0,6.75,0.0,0.06,2,2,50.5,1.5,6.75,-0.5,0.16,3,3,52.0,0.0,6.85,-0.5,0.05,4,4,52.0,0.0,6.74,0.0,0.24,5,6,52.0,0.0,6.9,0.0,-0.03,6,5,52.0,0.0,6.85,-0.5,-0.01
202406300202,第９回加藤峻二杯・日本財団会長賞,2024-06-30,2,02R,2.0,2,2.0,2,28.0,27.0,1,1,52.0,0.0,6.91,-0.5,-0.01,2,2,52.1,0.0,6.76,-0.5,0.05,3,3,55.6,0.0,6.88,-0.5,0.06,4,4,54.8,0.0,6.81,-0.5,-0.06,5,5,52.0,0.0,6.87,0.0,0.17,6,6,54.6,0.0,6.8,0.0,-0.03
202406300203,第９回加藤峻二杯・日本財団会長賞,2024-06-30,2,03R,0.0,1,0.0,2,28.0,27.0,1,1,52.4,0.0,6.83,-0.5,0.12,2,2,52.0,0.0,6.82,-0.5,0.13,3,3,52.0,0.0,6.79,-0.5,0.16,4,4,52.1,0.0,6.83,-0.5,0.04,5,5,55.2,0.0,6.84,-0.5,0.03,6,6,52.8,0.0,6.82,-0.5,0.05
202406300204,第９回加藤峻二杯・日本財団会長賞,2024-06-30,2,04R,1.0,2,1.0,2,28.0,27.0,1,1,52.0,0.0,6.76,-0.5,0.09,2,2,52.0,0.0,6.92,-0.5,0.03,3,3,52.0,0.0,6.8,-0.5,0.13,4,4,50.0,2.0,6.81,0.0,0.03,5,5,53.4,0.0,6.86,-0.5,0.11,6,6,52.2,0.0,6.79,0.0,0.21
202406300205,第９回加藤峻二杯・日本財団会長賞,2024-06-30,2,05R,2.0,2,1.0,2,28.0,27.0,1,1,53.3,0.0,6.76,-0.5,0.09,2,2,51.5,0.5,6.8,-0.5,0.09,3,3,50.5,1.5,6.81,-0.5,0.15,4,4,53.0,0.0,6.83,-0.5,0.03,5,5,52.0,0.0,6.89,-0.5,0.09,6,6,52.0,0.0,6.83,-0.5,0.09
202406300206,第９回加藤峻二杯・日本財団会長賞,2024-06-30,2,06R,0.0,1,0.0,2,28.0,27.0,1,1,52.0,0.0,6.81,-0.5,0.14,2,2,54.8,0.0,6.79,-0.5,0.26,3,3,52.0,0.0,6.68,-0.5,0.03,4,4,54.1,0.0,6.82,-0.5,0.15,5,5,52.0,0.0,6.83,-0.5,0.07,6,6,52.9,0.0,6.85,-0.5,0.06
202406300207,第９回加藤峻二杯・日本財団会長賞,2024-06-30,2,07R,3.0,2,2.0,2,28.0,27.0,1,1,52.5,0.0,6.8,-0.5,0.26,2,2,52.3,0.0,6.8,-0.5,0.28,3,3,53.2,0.0,6.87,-0.5,0.23,4,4,52.0,0.0,6.82,-0.5,0.01,5,5,55.6,0.0,6.84,-0.5,-0.12,6,6,52.0,0.0,6.86,0.0,0.04
202406300208,第９回加藤峻二杯・日本財団会長賞,2024-06-30,2,08R,1.0,3,1.0,2,28.0,27.0,1,1,50.0,2.0,6.74,0.0,0.14,2,2,52.0,0.0,6.81,-0.5,0.09,3,3,52.0,0.0,6.76,-0.5,0.07,4,4,53.0,0.0,6.8,0.0,0.02,5,5,51.0,1.0,6.74,0.0,-0.04,6,6,55.2,0.0,6.73,0.0,-0.01
202406300209,第９回加藤峻二杯・日本財団会長賞,2024-06-30,2,09R,4.0,3,3.0,2,28.0,27.0,1,1,52.5,0.0,6.8,-0.5,-0.06,2,2,53.0,0.0,6.83,-0.5,0.04,3,3,53.3,0.0,6.81,-0.5,0.03,4,4,52.8,0.0,6.89,-0.5,0.11,5,5,52.1,0.0,6.83,-0.5,0.06,6,6,53.4,0.0,6.86,-0.5,0.34
202406300210,第９回加藤峻二杯・日本財団会長賞,2024-06-30,2,10R,4.0,2,4.0,3,28.0,27.0,1,1,52.0,0.0,6.83,0.0,0.13,2,2,51.5,0.5,6.81,0.0,0.04,3,3,54.2,0.0,6.82,-0.5,0.04,4,4,51.5,0.5,6.83,-0.5,0.01,5,5,51.5,0.5,6.85,-0.5,-0.03,6,6,51.5,0.5,6.82,-0.5,-0.05
