レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
201705290501,マクール杯,2017-05-29,5,01R,2.0,,2.0,1,23.5,25.5,1,1,51.0,0.0,6.63,0.0,0.09,2,2,53.2,0.0,6.64,-0.5,0.12,3,3,56.3,0.0,6.71,-0.5,0.17,4,4,50.5,0.5,6.71,-0.5,-0.01,5,5,51.0,0.0,6.7,-0.5,0.01,6,6,53.5,0.0,6.67,0.5,-0.06
201705290502,マクール杯,2017-05-29,5,02R,3.0,,2.0,1,24.5,24.5,1,1,52.2,0.0,6.68,-0.5,-0.04,2,2,51.6,0.0,6.64,-0.5,-0.05,3,3,51.6,0.0,6.6,-0.5,-0.05,4,4,51.0,0.0,6.75,-0.5,0.05,5,5,54.6,0.0,6.67,-0.5,0.05,6,6,50.5,0.5,6.78,-0.5,0.03
201705290503,マクール杯,2017-05-29,5,03R,3.0,,2.0,1,25.0,25.0,1,1,52.2,0.0,6.65,-0.5,0.14,2,2,53.3,0.0,6.67,-0.5,0.01,3,3,51.5,0.0,6.63,-0.5,0.07,4,4,51.0,0.0,6.62,-0.5,0.13,5,5,54.0,0.0,6.71,-0.5,0.13,6,6,51.6,0.0,6.61,0.0,0.06
201705290504,マクール杯,2017-05-29,5,04R,2.0,,2.0,1,25.0,25.0,1,1,51.0,0.0,6.68,-0.5,0.33,2,2,56.2,0.0,6.6,-0.5,0.21,3,4,53.4,0.0,6.62,-0.5,0.22,4,5,52.2,0.0,6.71,-0.5,0.05,5,6,53.2,0.0,6.64,0.0,0.03,6,3,51.5,0.0,6.61,-0.5,0.18
201705290505,マクール杯,2017-05-29,5,05R,4.0,,2.0,1,25.5,25.0,1,1,51.2,0.0,6.6,-0.5,0.25,2,2,52.1,0.0,6.67,-0.5,0.16,3,3,51.5,0.0,6.64,-0.5,0.17,4,6,51.4,0.0,6.68,-0.5,0.06,5,4,49.5,1.5,6.75,-0.5,0.24,6,5,50.5,0.5,6.67,-0.5,0.16
201705290506,マクール杯,2017-05-29,5,06R,2.0,,2.0,1,25.5,25.0,1,5,52.3,0.0,6.68,-0.5,0.39,2,1,53.7,0.0,6.67,-0.5,0.12,3,3,53.1,0.0,6.6,0.0,0.23,4,4,51.3,0.0,6.65,-0.5,0.5,5,6,53.5,0.0,6.77,0.5,0.23,6,2,49.5,1.5,6.65,-0.5,0.14
201705290507,マクール杯,2017-05-29,5,07R,3.0,,2.0,1,25.0,25.5,1,1,51.0,0.0,6.61,-0.5,0.16,2,2,53.2,0.0,6.65,-0.5,0.11,3,3,51.3,0.0,6.6,0.0,0.09,4,4,51.5,0.0,6.61,-0.5,0.15,5,5,51.0,0.0,6.75,-0.5,0.0,6,6,53.6,0.0,6.67,0.0,-0.06
201705290508,マクール杯,2017-05-29,5,08R,4.0,,3.0,1,24.5,25.5,1,1,55.5,0.0,6.61,-0.5,0.13,2,2,53.4,0.0,6.6,-0.5,0.31,3,3,53.3,0.0,6.73,-0.5,0.23,4,4,52.2,0.0,6.64,-0.5,0.1,5,5,51.6,0.0,6.74,-0.5,0.13,6,6,51.0,0.0,6.62,-0.5,0.06
201705290509,マクール杯,2017-05-29,5,09R,3.0,,2.0,1,24.5,25.5,1,1,51.8,0.0,6.62,-0.5,0.02,2,2,50.0,1.0,6.66,-0.5,0.05,3,3,51.0,0.0,6.75,-0.5,-0.07,4,4,51.2,0.0,6.69,-0.5,-0.02,5,5,60.9,0.0,6.77,-0.5,-0.06,6,6,56.6,0.0,6.67,-0.5,0.19
201705290510,マクール杯,2017-05-29,5,10R,4.0,,3.0,1,24.5,25.5,1,1,51.3,0.0,6.62,-0.5,-0.03,2,2,48.5,2.5,6.6,-0.5,-0.07,3,3,53.2,0.0,6.66,-0.5,-0.12,4,4,51.6,0.0,6.64,0.0,-0.02,5,5,51.6,0.0,6.62,-0.5,0.04,6,6,52.1,0.0,6.71,-0.5,0.01
201705290511,マクール杯,2017-05-29,5,11R,4.0,,2.0,1,24.5,25.5,1,1,52.2,0.0,6.64,-0.5,0.06,2,2,51.5,0.0,6.6,-0.5,0.13,3,3,51.0,0.0,6.75,-0.5,0.06,4,4,53.7,0.0,6.71,-0.5,0.06,5,5,53.6,0.0,6.72,-0.5,0.01,6,6,51.0,0.0,6.67,-0.5,0.16
