レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連複_1=2=3,3連複_1=2=4,3連複_1=2=5,3連複_1=2=6,3連複_1=3=4,3連複_1=3=5,3連複_1=3=6,3連複_1=4=5,3連複_1=4=6,3連複_1=5=6,3連複_2=3=4,3連複_2=3=5,3連複_2=3=6,3連複_2=4=5,3連複_2=4=6,3連複_2=5=6,3連複_3=4=5,3連複_3=4=6,3連複_3=5=6,3連複_4=5=6,拡連複_1=2_下限,拡連複_1=2_上限,拡連複_1=3_下限,拡連複_1=3_上限,拡連複_1=4_下限,拡連複_1=4_上限,拡連複_1=5_下限,拡連複_1=5_上限,拡連複_1=6_下限,拡連複_1=6_上限,拡連複_2=3_下限,拡連複_2=3_上限,拡連複_2=4_下限,拡連複_2=4_上限,拡連複_2=5_下限,拡連複_2=5_上限,拡連複_2=6_下限,拡連複_2=6_上限,拡連複_3=4_下限,拡連複_3=4_上限,拡連複_3=5_下限,拡連複_3=5_上限,拡連複_3=6_下限,拡連複_3=6_上限,拡連複_4=5_下限,拡連複_4=5_上限,拡連複_4=6_下限,拡連複_4=6_上限,拡連複_5=6_下限,拡連複_5=6_上限,単勝_1,単勝_2,単勝_3,単勝_4,単勝_5,単勝_6,複勝_1_下限,複勝_1_上限,複勝_2_下限,複勝_2_上限,複勝_3_下限,複勝_3_上限,複勝_4_下限,複勝_4_上限,複勝_5_下限,複勝_5_上限,複勝_6_下限,複勝_6_上限
202608232101,2026-08-23,21,01R,08:32,2026-08-23T08:22:28.410864+09:00,5.2,9.5,19.7,74.3,2.7,5.7,26.1,13.2,87.8,138.0,11.2,24.7,74.3,30.1,80.5,193.2,11.9,107.3,322.0,107.3,3.4,5.0,1.1,1.2,1.2,1.6,2.9,4.2,10.1,13.7,2.6,3.6,8.4,10.8,7.9,8.7,10.2,10.8,3.0,5.6,2.9,4.2,10.1,13.9,5.7,7.4,11.5,14.1,13.6,14.0,1.0,7.8,7.8,15.7,0.0,0.0,1.7,3.8,2.2,5.0,1.0,1.0,2.2,5.0,2.2,5.0,3.1,7.1
202608232301,2026-08-23,23,01R,08:40,2026-08-23T08:30:29.959792+09:00,3.5,7.4,11.9,19.1,5.0,7.2,10.0,16.3,18.6,24.8,47.8,51.5,60.9,55.8,67.0,95.7,37.2,41.9,67.0,47.8,3.1,4.0,1.2,1.5,1.3,1.6,3.9,4.8,5.6,6.9,5.4,7.0,2.3,2.8,9.6,10.4,9.5,10.4,2.6,4.0,5.5,7.0,5.6,7.0,8.3,10.3,5.8,7.1,8.1,8.5,1.0,28.5,0.0,0.0,0.0,0.0,1.0,1.1,1.1,4.5,1.5,6.7,0.0,0.0,2.6,13.5,0.0,0.0
202608231801,2026-08-23,18,01R,08:48,2026-08-23T08:38:33.093213+09:00,8.7,2.1,10.2,12.4,19.6,30.8,27.0,8.8,10.6,16.2,46.2,72.0,81.0,34.1,30.8,72.0,108.0,129.6,324.0,27.0,1.1,1.3,5.4,7.0,1.1,1.3,1.8,2.2,3.8,5.0,9.3,12.8,2.8,5.4,5.5,8.6,6.2,8.8,13.6,19.2,7.6,8.8,35.5,37.7,7.0,11.1,10.8,15.5,13.0,15.3,1.2,15.0,15.0,7.5,15.0,6.0,1.0,1.0,1.3,9.5,2.6,21.8,2.6,21.8,2.6,21.8,3.7,32.4
202608232102,2026-08-23,21,02R,08:58,2026-08-23T08:48:22.511395+09:00,16.8,1.8,11.2,33.7,8.0,24.1,168.7,4.6,24.1,56.2,84.3,24.1,168.7,42.1,42.1,0.0,33.7,168.7,84.3,56.2,1.5,2.2,3.8,4.4,1.5,1.8,2.7,3.5,3.9,5.6,10.2,19.1,3.2,6.6,5.2,9.9,0.0,0.0,3.8,4.5,5.7,6.6,6.2,9.9,1.8,2.2,5.5,9.5,11.2,19.1,1.6,0.0,6.7,6.7,3.3,6.7,1.3,1.4,3.3,4.5,3.3,4.5,1.8,2.4,1.8,2.4,1.8,2.4
202608232302,2026-08-23,23,02R,09:06,2026-08-23T08:56:21.182616+09:00,5.4,18.0,18.0,24.9,9.2,2.8,6.4,29.5,64.9,17.0,40.5,27.0,46.3,81.1,64.9,0.0,18.0,46.3,17.0,32.4,1.4,1.9,1.4,1.8,9.7,11.8,2.5,3.2,9.7,11.8,1.4,1.9,6.7,8.1,4.6,6.0,19.2,23.0,6.7,8.0,2.0,2.5,6.7,8.0,7.1,7.9,22.2,23.0,5.5,6.1,1.0,16.5,16.5,0.0,0.0,0.0,1.0,2.1,8.6,26.2,1.0,1.0,8.6,26.2,3.1,9.0,4.5,13.3
202608231802,2026-08-23,18,02R,09:14,2026-08-23T09:04:21.820667+09:00,8.1,14.0,12.8,77.2,4.4,3.8,25.7,3.8,38.6,19.3,77.2,17.1,154.5,25.7,77.2,0.0,30.9,154.5,0.0,51.5,2.0,3.2,2.0,5.8,2.9,9.7,2.3,3.9,0.0,0.0,2.9,5.1,3.0,5.1,3.0,3.5,9.2,13.8,3.0,9.7,4.2,7.5,0.0,0.0,1.8,2.7,0.0,0.0,9.2,14.2,1.0,0.0,0.0,3.7,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0
202608232103,2026-08-23,21,03R,09:24,2026-08-23T09:14:27.318592+09:00,12.8,36.6,18.3,51.3,8.5,1.6,8.1,16.5,73.3,16.5,51.3,42.8,128.4,73.3,102.7,0.0,24.4,102.7,32.1,85.6,2.6,4.7,1.0,1.0,8.1,22.5,2.4,4.6,5.7,15.2,2.4,4.0,27.0,45.3,5.4,6.3,27.5,45.3,2.8,6.5,1.5,2.5,3.7,8.9,5.5,9.2,0.0,0.0,9.0,14.8,1.0,114.7,28.6,6.3,114.7,114.7,1.1,1.2,3.7,5.6,2.0,3.0,2.0,3.0,3.7,5.6,1.5,2.1
202608232303,2026-08-23,23,03R,09:32,2026-08-23T09:22:31.144481+09:00,8.4,6.3,16.8,185.2,2.6,14.2,92.6,5.0,9.7,61.7,20.5,46.3,92.6,61.7,185.2,0.0,18.5,46.3,0.0,30.8,1.6,2.0,2.7,3.8,1.2,1.3,12.7,17.0,6.7,8.8,3.9,4.5,10.5,17.2,7.8,9.0,5.3,6.2,2.1,2.8,4.3,4.5,3.6,3.7,6.7,9.0,12.7,17.2,5.6,6.1,1.1,0.0,2.2,0.0,0.0,0.0,1.0,2.5,0.0,0.0,1.0,1.3,1.5,5.0,0.0,0.0,0.0,0.0
202608231803,2026-08-23,18,03R,09:43,2026-08-23T09:34:26.301593+09:00,9.6,28.1,48.3,30.7,3.1,16.1,4.3,16.9,6.2,22.5,48.3,37.5,84.5,169.1,56.3,67.6,28.1,13.5,42.2,28.1,4.0,5.6,1.2,1.3,2.8,3.7,5.7,7.5,2.0,2.7,2.5,3.2,16.8,18.2,11.5,12.4,10.9,12.2,4.0,5.4,4.9,6.2,2.3,3.1,6.0,6.5,3.0,3.5,5.1,5.6,1.6,15.0,3.7,7.5,15.0,5.0,1.0,1.1,8.2,49.5,1.0,3.5,2.3,12.3,4.3,24.7,0.0,0.0
202608232104,2026-08-23,21,04R,09:50,2026-08-23T09:40:32.683654+09:00,3.0,5.7,25.0,8.5,4.6,20.6,10.3,29.1,8.1,35.0,26.9,70.0,87.5,350.2,87.5,350.2,70.0,50.0,175.1,87.5,1.5,2.0,1.6,1.9,1.6,1.9,8.2,8.8,1.7,2.4,4.2,8.3,4.3,9.0,12.0,22.3,0.0,0.0,5.4,7.6,24.2,28.2,2.1,3.9,8.5,10.0,7.3,14.5,25.0,43.8,1.0,0.0,32.2,8.0,32.2,10.7,1.0,1.0,2.6,15.5,2.6,15.5,1.2,6.4,4.8,30.3,2.6,15.5
