レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連複_1=2=3,3連複_1=2=4,3連複_1=2=5,3連複_1=2=6,3連複_1=3=4,3連複_1=3=5,3連複_1=3=6,3連複_1=4=5,3連複_1=4=6,3連複_1=5=6,3連複_2=3=4,3連複_2=3=5,3連複_2=3=6,3連複_2=4=5,3連複_2=4=6,3連複_2=5=6,3連複_3=4=5,3連複_3=4=6,3連複_3=5=6,3連複_4=5=6,拡連複_1=2_下限,拡連複_1=2_上限,拡連複_1=3_下限,拡連複_1=3_上限,拡連複_1=4_下限,拡連複_1=4_上限,拡連複_1=5_下限,拡連複_1=5_上限,拡連複_1=6_下限,拡連複_1=6_上限,拡連複_2=3_下限,拡連複_2=3_上限,拡連複_2=4_下限,拡連複_2=4_上限,拡連複_2=5_下限,拡連複_2=5_上限,拡連複_2=6_下限,拡連複_2=6_上限,拡連複_3=4_下限,拡連複_3=4_上限,拡連複_3=5_下限,拡連複_3=5_上限,拡連複_3=6_下限,拡連複_3=6_上限,拡連複_4=5_下限,拡連複_4=5_上限,拡連複_4=6_下限,拡連複_4=6_上限,拡連複_5=6_下限,拡連複_5=6_上限,単勝_1,単勝_2,単勝_3,単勝_4,単勝_5,単勝_6,複勝_1_下限,複勝_1_上限,複勝_2_下限,複勝_2_上限,複勝_3_下限,複勝_3_上限,複勝_4_下限,複勝_4_上限,複勝_5_下限,複勝_5_上限,複勝_6_下限,複勝_6_上限
202608022101,2026-08-02,21,01R,08:32,2026-08-02T08:22:25.908883+09:00,4.3,16.7,6.2,100.5,8.3,4.7,10.0,12.5,16.7,20.1,50.2,16.7,100.5,100.5,0.0,50.2,20.1,33.5,20.1,100.5,3.3,6.0,1.0,1.0,4.8,8.8,1.8,3.2,9.5,17.0,2.3,3.7,15.5,17.0,5.3,6.0,8.1,8.8,2.8,4.5,1.8,3.2,3.6,5.8,15.2,17.2,16.0,17.2,15.5,17.2,4.5,2.2,1.5,0.0,0.0,0.0,1.0,1.3,1.5,5.2,1.5,5.2,0.0,0.0,1.5,5.2,0.0,0.0
202608022301,2026-08-02,23,01R,08:44,2026-08-02T08:34:22.922110+09:00,3.2,6.3,5.6,52.8,5.4,5.8,52.8,6.0,42.9,62.4,52.8,68.7,171.7,49.0,114.5,687.0,68.7,343.5,343.5,229.0,1.6,1.9,1.5,1.9,1.4,1.6,1.8,2.2,11.0,12.0,2.5,3.4,5.3,8.0,5.9,8.0,22.7,26.3,5.3,8.1,6.7,9.3,44.5,52.5,4.4,6.3,11.0,13.6,12.0,13.6,1.0,27.7,27.7,13.8,13.8,0.0,1.0,1.0,1.4,8.2,1.2,6.6,0.0,0.0,2.4,16.5,0.0,0.0
202608022102,2026-08-02,21,02R,08:58,2026-08-02T08:48:23.790410+09:00,14.8,1.6,26.7,37.2,7.6,25.7,37.2,7.0,14.8,55.8,37.2,74.4,83.7,44.6,51.5,223.2,30.4,60.8,167.4,31.8,2.5,4.0,1.9,4.4,1.0,1.1,4.8,11.7,3.7,5.8,5.1,8.5,2.7,4.5,9.9,16.2,10.3,11.2,1.9,4.1,0.0,0.0,10.0,16.8,2.1,4.1,9.8,15.7,30.2,49.1,1.1,23.2,7.7,3.8,23.2,0.0,1.0,1.2,2.2,3.3,3.1,4.8,1.1,1.6,3.1,4.8,6.0,9.0
202608022302,2026-08-02,23,02R,09:10,2026-08-02T09:00:44.678728+09:00,3.8,31.9,22.6,57.9,13.6,3.4,4.5,46.3,185.5,7.8,57.9,30.9,66.2,463.8,231.9,231.9,77.3,84.3,7.2,231.9,1.5,4.1,1.0,1.1,0.0,0.0,2.9,7.8,2.8,15.0,1.5,2.6,34.7,59.2,11.6,13.7,8.6,15.3,5.8,9.6,2.7,4.7,2.0,4.8,37.0,60.3,0.0,0.0,35.2,60.3,1.0,51.0,3.9,25.5,25.5,51.0,1.0,1.1,5.6,10.1,1.0,1.4,5.6,10.1,3.0,5.2,5.6,10.1
202608022103,2026-08-02,21,03R,09:24,2026-08-02T09:14:19.766105+09:00,14.9,43.4,31.0,108.5,4.0,2.1,24.1,13.1,86.8,33.4,48.2,33.4,108.5,434.2,108.5,86.8,7.1,36.1,14.9,72.3,5.1,9.0,1.0,1.0,2.6,5.1,2.0,3.7,6.3,11.0,3.8,6.5,18.8,22.0,38.2,43.5,41.0,43.5,1.5,2.4,1.7,2.9,4.4,7.4,4.3,5.2,19.0,22.0,19.5,22.1,3.1,25.5,1.1,12.7,0.0,0.0,1.0,1.0,5.2,9.7,1.1,1.9,2.0,3.5,5.2,9.7,2.8,5.0
202608022303,2026-08-02,23,03R,09:36,2026-08-02T09:26:19.132837+09:00,4.2,30.9,39.5,76.0,5.3,4.6,5.1,23.0,43.0,7.6,65.9,58.1,164.8,197.8,197.8,989.2,38.0,52.0,8.0,82.4,2.2,2.6,1.2,1.5,1.5,2.1,4.1,5.3,5.0,6.4,6.0,8.4,6.8,8.7,21.7,25.2,22.0,25.2,1.3,1.8,3.5,4.5,4.2,5.3,19.7,24.7,4.4,5.4,23.0,25.2,1.3,36.0,2.1,36.0,0.0,18.0,1.0,1.5,0.0,0.0,1.0,2.5,2.2,7.5,6.0,22.5,3.1,11.2
202608022104,2026-08-02,21,04R,09:50,2026-08-02T09:40:19.497504+09:00,21.3,4.9,8.6,33.5,12.3,21.3,78.2,4.5,6.5,18.0,29.3,26.0,78.2,26.0,29.3,58.6,29.3,33.5,39.1,9.3,1.5,1.8,11.5,15.2,1.4,1.8,1.3,1.5,11.7,15.2,4.6,5.5,10.5,15.2,5.1,7.7,13.0,15.2,13.0,15.0,3.4,4.0,7.3,8.0,2.3,3.4,6.7,8.0,4.4,5.4,2.0,0.0,0.0,1.2,0.0,0.0,1.0,1.0,2.2,4.1,4.1,7.8,1.3,2.2,4.1,7.8,2.2,4.1
202608022304,2026-08-02,23,04R,10:02,2026-08-02T09:52:23.389178+09:00,5.2,25.6,8.2,6.6,92.8,11.4,11.6,82.5,87.3,8.6,82.5,10.9,8.7,185.7,78.1,6.5,185.7,123.8,11.0,74.2,2.5,2.7,3.8,6.7,5.1,9.5,10.3,11.6,6.0,6.8,4.5,7.6,8.3,15.1,5.5,6.1,3.8,4.2,1.0,1.0,4.0,6.7,3.1,5.3,12.1,22.6,6.1,11.6,7.4,8.0,1.4,1.8,0.0,0.0,0.0,11.2,1.0,1.2,1.1,1.5,3.0,4.7,7.1,11.2,7.1,11.2,1.8,2.7
202608022105,2026-08-02,21,05R,10:18,2026-08-02T10:08:20.182336+09:00,14.9,6.0,26.7,18.3,6.4,14.9,16.0,4.8,3.7,14.9,49.3,80.1,91.6,58.2,42.7,80.1,49.3,45.8,80.1,33.7,5.8,9.9,2.4,4.0,1.0,1.0,2.5,4.4,1.8,3.5,9.8,10.5,5.8,10.3,13.0,14.0,35.7,40.5,7.0,13.5,6.4,7.2,18.0,20.3,2.9,5.4,1.5,2.5,34.7,40.5,1.0,0.0,0.0,3.7,0.0,0.0,1.0,1.5,2.6,9.0,0.0,0.0,1.0,2.2,2.6,9.0,0.0,0.0
202608022305,2026-08-02,23,05R,10:30,2026-08-02T10:20:23.892607+09:00,18.2,7.0,23.3,4.1,20.1,35.5,18.2,26.6,3.3,32.4,32.4,25.7,53.3,21.9,9.2,83.0,83.0,33.9,83.0,23.3,1.0,1.1,4.1,6.2,2.4,3.5,10.4,15.3,1.2,1.7,6.2,9.6,4.3,7.0,10.4,15.5,2.6,5.1,21.2,23.1,15.3,15.6,6.5,8.1,9.0,9.7,2.5,3.1,19.2,23.0,2.0,4.6,32.2,6.4,8.0,3.2,1.1,2.2,1.2,2.6,0.0,0.0,1.4,3.1,0.0,0.0,2.1,5.2
