レースコード,レース日,レース場,レース回,締切時刻,取得日時,3連複_1=2=3,3連複_1=2=4,3連複_1=2=5,3連複_1=2=6,3連複_1=3=4,3連複_1=3=5,3連複_1=3=6,3連複_1=4=5,3連複_1=4=6,3連複_1=5=6,3連複_2=3=4,3連複_2=3=5,3連複_2=3=6,3連複_2=4=5,3連複_2=4=6,3連複_2=5=6,3連複_3=4=5,3連複_3=4=6,3連複_3=5=6,3連複_4=5=6,拡連複_1=2_下限,拡連複_1=2_上限,拡連複_1=3_下限,拡連複_1=3_上限,拡連複_1=4_下限,拡連複_1=4_上限,拡連複_1=5_下限,拡連複_1=5_上限,拡連複_1=6_下限,拡連複_1=6_上限,拡連複_2=3_下限,拡連複_2=3_上限,拡連複_2=4_下限,拡連複_2=4_上限,拡連複_2=5_下限,拡連複_2=5_上限,拡連複_2=6_下限,拡連複_2=6_上限,拡連複_3=4_下限,拡連複_3=4_上限,拡連複_3=5_下限,拡連複_3=5_上限,拡連複_3=6_下限,拡連複_3=6_上限,拡連複_4=5_下限,拡連複_4=5_上限,拡連複_4=6_下限,拡連複_4=6_上限,拡連複_5=6_下限,拡連複_5=6_上限,単勝_1,単勝_2,単勝_3,単勝_4,単勝_5,単勝_6,複勝_1_下限,複勝_1_上限,複勝_2_下限,複勝_2_上限,複勝_3_下限,複勝_3_上限,複勝_4_下限,複勝_4_上限,複勝_5_下限,複勝_5_上限,複勝_6_下限,複勝_6_上限
202608181001,2026-08-18,10,01R,08:32,2026-08-18T08:22:32.277100+09:00,3.4,6.0,14.4,59.0,2.8,7.3,37.3,14.4,23.6,50.6,32.2,70.8,236.2,101.2,78.7,354.3,32.2,50.6,118.1,177.1,3.2,4.1,1.3,1.5,1.8,2.4,2.2,3.0,8.5,10.3,5.1,7.0,3.1,3.7,4.5,5.2,16.6,17.4,2.0,2.8,2.2,3.1,20.2,25.7,3.9,4.8,23.1,25.5,47.5,50.2,1.2,6.5,4.8,19.5,9.7,0.0,1.0,1.3,1.6,6.0,0.0,0.0,0.0,0.0,1.0,2.4,0.0,0.0
202608181401,2026-08-18,14,01R,08:40,2026-08-18T08:30:38.298638+09:00,3.5,15.2,6.3,9.1,9.0,9.3,6.3,22.0,15.2,16.5,39.7,49.6,35.0,85.1,119.2,74.5,35.0,198.7,74.5,54.2,1.3,1.6,1.2,1.5,4.1,5.2,6.5,10.8,1.6,2.6,2.0,3.1,7.9,10.0,3.9,6.9,5.8,12.0,7.6,9.9,6.5,12.0,3.2,6.9,15.6,25.0,39.7,73.5,0.0,0.0,1.0,26.2,26.2,10.5,52.5,17.5,1.1,1.4,6.3,9.0,2.3,3.2,1.2,1.6,6.3,9.0,1.8,2.5
202608181801,2026-08-18,18,01R,08:48,2026-08-18T08:38:21.160049+09:00,4.6,32.7,2.4,41.2,32.7,2.2,40.0,32.0,144.3,37.0,96.2,34.3,65.5,481.0,240.5,84.8,206.1,360.7,120.2,721.5,1.1,1.6,1.0,1.4,15.7,19.5,1.8,2.7,7.8,12.0,1.3,3.2,12.0,19.5,6.2,8.6,11.8,14.8,0.0,0.0,2.9,7.0,7.8,17.9,10.8,17.0,57.2,86.6,26.1,29.1,1.3,5.0,5.0,10.0,15.0,0.0,1.0,1.0,1.7,4.4,1.1,2.6,6.0,16.5,6.0,16.5,3.1,8.4
202608181002,2026-08-18,10,02R,08:58,2026-08-18T08:48:27.088200+09:00,3.2,10.3,5.2,18.1,7.5,9.0,44.1,14.0,30.9,44.1,20.6,9.9,61.8,34.3,51.5,44.1,38.6,77.2,103.0,309.0,1.8,2.2,1.6,1.9,3.4,4.1,1.7,1.9,15.5,17.5,2.1,2.6,7.8,9.2,2.6,3.3,5.7,6.4,4.0,4.9,4.6,6.3,8.1,9.1,5.2,6.4,17.5,17.7,8.1,9.2,1.0,6.7,20.2,0.0,0.0,0.0,1.2,2.0,1.6,4.1,3.0,8.2,1.6,4.1,1.6,4.1,0.0,0.0
202608181402,2026-08-18,14,02R,09:06,2026-08-18T08:56:23.429506+09:00,8.9,10.9,10.0,3.6,12.6,30.0,9.6,30.0,7.2,18.5,21.8,30.0,16.0,34.3,34.3,26.7,24.0,60.1,240.7,60.1,1.3,1.5,5.9,9.1,1.2,1.4,8.5,10.8,1.4,2.2,5.9,10.5,3.4,5.6,4.6,5.6,2.6,5.6,16.2,32.2,20.5,32.2,0.0,0.0,8.5,11.1,6.6,16.5,9.0,16.5,1.0,33.7,0.0,16.8,16.8,8.4,1.5,4.5,1.5,4.5,1.5,4.5,0.0,0.0,0.0,0.0,1.0,1.5
202608181802,2026-08-18,18,02R,09:14,2026-08-18T09:04:34.960030+09:00,5.1,9.9,31.0,8.2,4.4,39.9,5.8,25.4,4.6,31.0,55.9,46.6,46.6,93.2,69.9,69.9,139.8,17.4,93.2,279.7,1.4,2.2,1.4,2.4,1.3,2.2,21.5,24.1,2.4,4.0,3.6,15.1,4.7,21.1,0.0,0.0,8.7,35.2,1.7,6.2,0.0,0.0,4.1,15.1,0.0,0.0,5.4,21.1,0.0,0.0,1.0,0.0,0.0,32.2,0.0,0.0,1.0,1.0,0.0,0.0,1.8,11.2,1.8,11.2,1.8,11.2,1.8,11.2
202608181003,2026-08-18,10,03R,09:24,2026-08-18T09:14:31.838739+09:00,3.0,13.2,6.4,51.2,4.9,3.6,119.5,14.9,119.5,0.0,32.5,23.9,89.6,39.8,179.2,71.7,17.9,179.2,119.5,0.0,3.1,10.7,1.0,1.0,3.4,12.2,1.2,2.3,23.0,81.0,3.1,10.5,10.6,33.3,12.0,21.0,0.0,0.0,2.4,7.8,1.8,5.0,6.3,20.4,12.1,21.0,0.0,0.0,48.5,82.1,2.2,6.7,3.3,6.7,6.7,6.7,1.0,1.0,1.7,3.1,1.4,2.4,2.4,4.5,4.5,8.6,4.5,8.6
202608181403,2026-08-18,14,03R,09:32,2026-08-18T09:22:28.160326+09:00,18.3,16.0,5.3,54.9,19.2,13.7,32.0,5.4,38.4,17.4,20.2,21.3,48.0,5.6,76.9,19.2,13.2,96.1,42.7,8.1,3.1,3.8,1.6,1.8,4.8,6.0,2.1,2.4,7.6,8.7,3.1,3.8,4.9,6.0,2.5,2.7,7.7,8.7,14.2,17.5,3.0,3.7,14.5,17.5,1.9,2.1,14.2,17.5,3.4,3.7,2.7,8.2,0.0,8.2,1.3,0.0,1.3,3.0,1.8,4.5,3.3,9.0,0.0,0.0,1.2,2.2,1.8,4.5
202608181803,2026-08-18,18,03R,09:40,2026-08-18T09:30:29.799097+09:00,5.8,12.1,12.1,7.7,8.5,15.4,4.4,18.9,18.9,7.4,42.5,56.7,24.3,85.1,85.1,42.5,85.1,85.1,56.7,18.9,1.9,2.9,2.4,3.8,3.2,5.5,2.9,4.5,1.7,1.8,2.4,7.5,2.0,5.6,0.0,0.0,3.1,5.8,6.2,22.5,0.0,0.0,6.0,11.2,0.0,0.0,4.3,7.6,6.1,11.2,1.0,0.0,0.0,46.5,0.0,93.0,1.0,1.0,0.0,0.0,1.8,12.0,1.1,6.0,1.8,12.0,0.0,0.0
202608181004,2026-08-18,10,04R,09:50,2026-08-18T09:40:36.670576+09:00,13.8,5.3,21.5,5.0,21.5,25.8,13.3,21.5,3.7,20.3,48.3,32.2,43.0,43.0,9.0,48.3,48.3,48.3,64.5,48.3,3.3,4.2,2.9,3.7,1.3,1.6,18.7,21.7,1.4,1.8,3.3,3.7,3.9,5.0,11.1,11.3,3.4,4.2,3.8,5.0,21.5,22.5,6.2,8.0,18.7,22.2,1.7,2.5,9.8,11.6,1.5,10.5,10.5,2.6,0.0,10.5,1.2,1.4,1.3,1.7,3.3,4.5,1.8,2.4,3.3,4.5,3.3,4.5
