レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202609210101,2026-09-21,01,桐生,1R,第２０回マンスリーＢＯＡＴＲＡＣＥ杯　男女Ｗ優勝戦,２日目,IP,N,予選女子,15:26,
202609210102,2026-09-21,01,桐生,2R,第２０回マンスリーＢＯＡＴＲＡＣＥ杯　男女Ｗ優勝戦,２日目,IP,N,予選男子,15:57,
202609210103,2026-09-21,01,桐生,3R,第２０回マンスリーＢＯＡＴＲＡＣＥ杯　男女Ｗ優勝戦,２日目,IP,N,予選女子,16:22,
202609210104,2026-09-21,01,桐生,4R,第２０回マンスリーＢＯＡＴＲＡＣＥ杯　男女Ｗ優勝戦,２日目,IP,N,予選男子,16:48,
202609210105,2026-09-21,01,桐生,5R,第２０回マンスリーＢＯＡＴＲＡＣＥ杯　男女Ｗ優勝戦,２日目,IP,N,予選女子,17:19,
202609210106,2026-09-21,01,桐生,6R,第２０回マンスリーＢＯＡＴＲＡＣＥ杯　男女Ｗ優勝戦,２日目,IP,N,ＤＤ目玉男子,17:46,
202609210107,2026-09-21,01,桐生,7R,第２０回マンスリーＢＯＡＴＲＡＣＥ杯　男女Ｗ優勝戦,２日目,IP,N,ドラドキ３女子,18:13,
202609210108,2026-09-21,01,桐生,8R,第２０回マンスリーＢＯＡＴＲＡＣＥ杯　男女Ｗ優勝戦,２日目,IP,N,ドラドキ５男子,18:43,
202609210109,2026-09-21,01,桐生,9R,第２０回マンスリーＢＯＡＴＲＡＣＥ杯　男女Ｗ優勝戦,２日目,IP,N,予選特賞女子,19:14,
202609210110,2026-09-21,01,桐生,10R,第２０回マンスリーＢＯＡＴＲＡＣＥ杯　男女Ｗ優勝戦,２日目,IP,N,予選特賞男子,19:47,
202609210111,2026-09-21,01,桐生,11R,第２０回マンスリーＢＯＡＴＲＡＣＥ杯　男女Ｗ優勝戦,２日目,IP,N,予選特選女子,20:16,
202609210112,2026-09-21,01,桐生,12R,第２０回マンスリーＢＯＡＴＲＡＣＥ杯　男女Ｗ優勝戦,２日目,IP,N,桐生ＤＲ戦男子,20:45,
202609210201,2026-09-21,02,戸田,1R,ＢＯＡＴＢｏｙカップ,４日目,IP,D,予選,10:47,順延
