レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202609040201,2026-09-04,02,戸田,1R,サッポロビールカップ,２日目,IP,D,予選,10:47,
202609040202,2026-09-04,02,戸田,2R,サッポロビールカップ,２日目,IP,D,予選,11:16,
202609040203,2026-09-04,02,戸田,3R,サッポロビールカップ,２日目,IP,D,予選,11:45,
202609040204,2026-09-04,02,戸田,4R,サッポロビールカップ,２日目,IP,D,予選,12:14,
202609040205,2026-09-04,02,戸田,5R,サッポロビールカップ,２日目,IP,D,ウインウイン５,12:44,
202609040206,2026-09-04,02,戸田,6R,サッポロビールカップ,２日目,IP,D,予選,13:14,
202609040207,2026-09-04,02,戸田,7R,サッポロビールカップ,２日目,IP,D,ウインウイン７,13:45,
202609040208,2026-09-04,02,戸田,8R,サッポロビールカップ,２日目,IP,D,予選,14:16,
202609040209,2026-09-04,02,戸田,9R,サッポロビールカップ,２日目,IP,D,戸田特賞,14:48,
202609040210,2026-09-04,02,戸田,10R,サッポロビールカップ,２日目,IP,D,戸田特賞,15:21,
202609040211,2026-09-04,02,戸田,11R,サッポロビールカップ,２日目,IP,D,戸田特選,15:55,
202609040212,2026-09-04,02,戸田,12R,サッポロビールカップ,２日目,IP,D,記者選抜戦,16:30,
202609040601,2026-09-04,06,浜名湖,1R,オールレディース静岡クラウンメロン杯,最終日,G3,S,一般,11:24,
202609040602,2026-09-04,06,浜名湖,2R,オールレディース静岡クラウンメロン杯,最終日,G3,S,一般,11:50,
202609040603,2026-09-04,06,浜名湖,3R,オールレディース静岡クラウンメロン杯,最終日,G3,S,一般,12:20,
202609040604,2026-09-04,06,浜名湖,4R,オールレディース静岡クラウンメロン杯,最終日,G3,S,ランチタイム戦,12:50,
202609040605,2026-09-04,06,浜名湖,5R,オールレディース静岡クラウンメロン杯,最終日,G3,S,一般,13:22,
202609040606,2026-09-04,06,浜名湖,6R,オールレディース静岡クラウンメロン杯,最終日,G3,S,一般,13:53,
202609040607,2026-09-04,06,浜名湖,7R,オールレディース静岡クラウンメロン杯,最終日,G3,S,一般,14:23,
202609040608,2026-09-04,06,浜名湖,8R,オールレディース静岡クラウンメロン杯,最終日,G3,S,ブレイクタイム,14:57,
202609040609,2026-09-04,06,浜名湖,9R,オールレディース静岡クラウンメロン杯,最終日,G3,S,一般,15:30,
202609040610,2026-09-04,06,浜名湖,10R,オールレディース静岡クラウンメロン杯,最終日,G3,S,選抜戦,16:05,
202609040611,2026-09-04,06,浜名湖,11R,オールレディース静岡クラウンメロン杯,最終日,G3,S,選抜戦,16:41,
202609040612,2026-09-04,06,浜名湖,12R,オールレディース静岡クラウンメロン杯,最終日,G3,S,優勝戦,17:10,
202609040701,2026-09-04,07,蒲郡,1R,一般社団法人蒲郡市観光協会長杯,初　日,IP,N,予選,15:25,
202609040702,2026-09-04,07,蒲郡,2R,一般社団法人蒲郡市観光協会長杯,初　日,IP,N,予選,15:50,
202609040703,2026-09-04,07,蒲郡,3R,一般社団法人蒲郡市観光協会長杯,初　日,IP,N,予選,16:13,
202609040704,2026-09-04,07,蒲郡,4R,一般社団法人蒲郡市観光協会長杯,初　日,IP,N,予選,16:39,
202609040705,2026-09-04,07,蒲郡,5R,一般社団法人蒲郡市観光協会長杯,初　日,IP,N,予選,17:09,
202609040706,2026-09-04,07,蒲郡,6R,一般社団法人蒲郡市観光協会長杯,初　日,IP,N,予選,17:34,
202609040707,2026-09-04,07,蒲郡,7R,一般社団法人蒲郡市観光協会長杯,初　日,IP,N,予選,18:02,
202609040708,2026-09-04,07,蒲郡,8R,一般社団法人蒲郡市観光協会長杯,初　日,IP,N,予選,18:41,
202609040709,2026-09-04,07,蒲郡,9R,一般社団法人蒲郡市観光協会長杯,初　日,IP,N,予選特賞,19:10,
202609040710,2026-09-04,07,蒲郡,10R,一般社団法人蒲郡市観光協会長杯,初　日,IP,N,予選特賞,19:39,
202609040711,2026-09-04,07,蒲郡,11R,一般社団法人蒲郡市観光協会長杯,初　日,IP,N,予選特選,20:08,
202609040712,2026-09-04,07,蒲郡,12R,一般社団法人蒲郡市観光協会長杯,初　日,IP,N,ドリーム戦,20:38,
202609040901,2026-09-04,09,津,1R,開設７４周年記念　ツッキー王座決定戦,２日目,G1,D,予選,10:42,
202609040902,2026-09-04,09,津,2R,開設７４周年記念　ツッキー王座決定戦,２日目,G1,D,予選,11:12,
202609040903,2026-09-04,09,津,3R,開設７４周年記念　ツッキー王座決定戦,２日目,G1,D,予選,11:42,
202609040904,2026-09-04,09,津,4R,開設７４周年記念　ツッキー王座決定戦,２日目,G1,D,予選,12:13,
202609040905,2026-09-04,09,津,5R,開設７４周年記念　ツッキー王座決定戦,２日目,G1,D,予選,12:44,
202609040906,2026-09-04,09,津,6R,開設７４周年記念　ツッキー王座決定戦,２日目,G1,D,予選,13:15,
202609040907,2026-09-04,09,津,7R,開設７４周年記念　ツッキー王座決定戦,２日目,G1,D,予選,13:46,
202609040908,2026-09-04,09,津,8R,開設７４周年記念　ツッキー王座決定戦,２日目,G1,D,予選,14:18,
202609040909,2026-09-04,09,津,9R,開設７４周年記念　ツッキー王座決定戦,２日目,G1,D,予選,14:50,
202609040910,2026-09-04,09,津,10R,開設７４周年記念　ツッキー王座決定戦,２日目,G1,D,予選,15:23,
202609040911,2026-09-04,09,津,11R,開設７４周年記念　ツッキー王座決定戦,２日目,G1,D,予選,15:58,
202609040912,2026-09-04,09,津,12R,開設７４周年記念　ツッキー王座決定戦,２日目,G1,D,ツックンＤＲ戦,16:35,
202609041001,2026-09-04,10,三国,1R,三国港解禁ふくい甘えび杯,２日目,IP,M,みくにあさイチ,08:32,
202609041002,2026-09-04,10,三国,2R,三国港解禁ふくい甘えび杯,２日目,IP,M,みくにあさガチ,08:58,
202609041003,2026-09-04,10,三国,3R,三国港解禁ふくい甘えび杯,２日目,IP,M,みくにあさズバ,09:24,
202609041004,2026-09-04,10,三国,4R,三国港解禁ふくい甘えび杯,２日目,IP,M,みくにあさ推し,09:50,
202609041005,2026-09-04,10,三国,5R,三国港解禁ふくい甘えび杯,２日目,IP,M,予選,10:18,
202609041006,2026-09-04,10,三国,6R,三国港解禁ふくい甘えび杯,２日目,IP,M,予選,10:50,
202609041007,2026-09-04,10,三国,7R,三国港解禁ふくい甘えび杯,２日目,IP,M,予選,11:20,
202609041008,2026-09-04,10,三国,8R,三国港解禁ふくい甘えび杯,２日目,IP,M,予選,11:52,
202609041009,2026-09-04,10,三国,9R,三国港解禁ふくい甘えび杯,２日目,IP,M,予選特賞,12:25,
202609041010,2026-09-04,10,三国,10R,三国港解禁ふくい甘えび杯,２日目,IP,M,予選特賞,12:58,
202609041011,2026-09-04,10,三国,11R,三国港解禁ふくい甘えび杯,２日目,IP,M,記者特選,13:32,
202609041012,2026-09-04,10,三国,12R,三国港解禁ふくい甘えび杯,２日目,IP,M,カニ坊選抜,14:12,
202609041101,2026-09-04,11,びわこ,1R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,初　日,IP,D,予選,10:33,
202609041102,2026-09-04,11,びわこ,2R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,初　日,IP,D,予選,11:03,
202609041103,2026-09-04,11,びわこ,3R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,初　日,IP,D,予選,11:35,
202609041104,2026-09-04,11,びわこ,4R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,初　日,IP,D,予選,12:03,
202609041105,2026-09-04,11,びわこ,5R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,初　日,IP,D,予選,12:36,
202609041106,2026-09-04,11,びわこ,6R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,初　日,IP,D,予選,13:09,
202609041107,2026-09-04,11,びわこ,7R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,初　日,IP,D,予選,13:38,
202609041108,2026-09-04,11,びわこ,8R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,初　日,IP,D,予選,14:06,
202609041109,2026-09-04,11,びわこ,9R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,初　日,IP,D,予選特賞,14:40,
202609041110,2026-09-04,11,びわこ,10R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,初　日,IP,D,予選特賞,15:10,
202609041111,2026-09-04,11,びわこ,11R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,初　日,IP,D,予選特選,15:47,
202609041112,2026-09-04,11,びわこ,12R,ルーキーシリーズ第１６戦　スカパー！・ＪＬＣ杯,初　日,IP,D,ルーキーＤＲ,16:20,
202609041201,2026-09-04,12,住之江,1R,日刊スポーツ杯争奪第３０回ブルースターカップ,４日目,IP,N,予選,15:17,
202609041202,2026-09-04,12,住之江,2R,日刊スポーツ杯争奪第３０回ブルースターカップ,４日目,IP,N,予選,15:41,
202609041203,2026-09-04,12,住之江,3R,日刊スポーツ杯争奪第３０回ブルースターカップ,４日目,IP,N,予選,16:09,
202609041204,2026-09-04,12,住之江,4R,日刊スポーツ杯争奪第３０回ブルースターカップ,４日目,IP,N,予選,16:33,
202609041205,2026-09-04,12,住之江,5R,日刊スポーツ杯争奪第３０回ブルースターカップ,４日目,IP,N,住之江ファイブ,17:01,
202609041206,2026-09-04,12,住之江,6R,日刊スポーツ杯争奪第３０回ブルースターカップ,４日目,IP,N,予選特別Ｂ戦,17:29,
202609041207,2026-09-04,12,住之江,7R,日刊スポーツ杯争奪第３０回ブルースターカップ,４日目,IP,N,予選,17:55,
202609041208,2026-09-04,12,住之江,8R,日刊スポーツ杯争奪第３０回ブルースターカップ,４日目,IP,N,予選,18:25,
202609041209,2026-09-04,12,住之江,9R,日刊スポーツ杯争奪第３０回ブルースターカップ,４日目,IP,N,予選,18:55,
202609041210,2026-09-04,12,住之江,10R,日刊スポーツ杯争奪第３０回ブルースターカップ,４日目,IP,N,予選特別Ｂ戦,19:23,
202609041211,2026-09-04,12,住之江,11R,日刊スポーツ杯争奪第３０回ブルースターカップ,４日目,IP,N,予選特別Ａ戦,20:03,
202609041212,2026-09-04,12,住之江,12R,日刊スポーツ杯争奪第３０回ブルースターカップ,４日目,IP,N,一般特別戦,20:31,
202609041301,2026-09-04,13,尼崎,1R,尼崎あきんど倶楽部３０周年記念杯,４日目,IP,D,朝からセンプル,10:36,
202609041302,2026-09-04,13,尼崎,2R,尼崎あきんど倶楽部３０周年記念杯,４日目,IP,D,一般,11:06,
202609041303,2026-09-04,13,尼崎,3R,尼崎あきんど倶楽部３０周年記念杯,４日目,IP,D,一般,11:30,
202609041304,2026-09-04,13,尼崎,4R,尼崎あきんど倶楽部３０周年記念杯,４日目,IP,D,一般,12:01,
202609041305,2026-09-04,13,尼崎,5R,尼崎あきんど倶楽部３０周年記念杯,４日目,IP,D,一般,12:31,
202609041306,2026-09-04,13,尼崎,6R,尼崎あきんど倶楽部３０周年記念杯,４日目,IP,D,昼どきピンクル,13:00,
202609041307,2026-09-04,13,尼崎,7R,尼崎あきんど倶楽部３０周年記念杯,４日目,IP,D,一般,13:28,
202609041308,2026-09-04,13,尼崎,8R,尼崎あきんど倶楽部３０周年記念杯,４日目,IP,D,一般,14:03,
202609041309,2026-09-04,13,尼崎,9R,尼崎あきんど倶楽部３０周年記念杯,４日目,IP,D,一般,14:37,
202609041310,2026-09-04,13,尼崎,10R,尼崎あきんど倶楽部３０周年記念杯,４日目,IP,D,準優勝戦,15:07,
202609041311,2026-09-04,13,尼崎,11R,尼崎あきんど倶楽部３０周年記念杯,４日目,IP,D,準優勝戦,15:37,
202609041312,2026-09-04,13,尼崎,12R,尼崎あきんど倶楽部３０周年記念杯,４日目,IP,D,準優勝戦,16:23,
202609041701,2026-09-04,17,宮島,1R,第１７回ＰａｙＰａｙ銀行賞,３日目,IP,D,ファーストＢ,10:57,
202609041702,2026-09-04,17,宮島,2R,第１７回ＰａｙＰａｙ銀行賞,３日目,IP,D,予選,11:40,
202609041703,2026-09-04,17,宮島,3R,第１７回ＰａｙＰａｙ銀行賞,３日目,IP,D,予選,12:11,
202609041704,2026-09-04,17,宮島,4R,第１７回ＰａｙＰａｙ銀行賞,３日目,IP,D,ランチ特賞,12:38,
202609041705,2026-09-04,17,宮島,5R,第１７回ＰａｙＰａｙ銀行賞,３日目,IP,D,予選,13:07,
202609041706,2026-09-04,17,宮島,6R,第１７回ＰａｙＰａｙ銀行賞,３日目,IP,D,予選,13:43,
202609041707,2026-09-04,17,宮島,7R,第１７回ＰａｙＰａｙ銀行賞,３日目,IP,D,予選,14:10,
202609041708,2026-09-04,17,宮島,8R,第１７回ＰａｙＰａｙ銀行賞,３日目,IP,D,予選,14:46,
202609041709,2026-09-04,17,宮島,9R,第１７回ＰａｙＰａｙ銀行賞,３日目,IP,D,予選,15:19,
202609041710,2026-09-04,17,宮島,10R,第１７回ＰａｙＰａｙ銀行賞,３日目,IP,D,予選特賞,15:45,
202609041711,2026-09-04,17,宮島,11R,第１７回ＰａｙＰａｙ銀行賞,３日目,IP,D,予選特選,16:17,
202609041712,2026-09-04,17,宮島,12R,第１７回ＰａｙＰａｙ銀行賞,３日目,IP,D,ペイペイ特選,16:51,
202609041801,2026-09-04,18,徳山,1R,にっぽん未来プロジェクト競走ｉｎ徳山,５日目,IP,M,朝トク一般,08:44,
202609041802,2026-09-04,18,徳山,2R,にっぽん未来プロジェクト競走ｉｎ徳山,５日目,IP,M,狙いトク一般,09:10,
202609041803,2026-09-04,18,徳山,3R,にっぽん未来プロジェクト競走ｉｎ徳山,５日目,IP,M,決めトク一般,09:36,
202609041804,2026-09-04,18,徳山,4R,にっぽん未来プロジェクト競走ｉｎ徳山,５日目,IP,M,ガチトク一般,10:02,
202609041805,2026-09-04,18,徳山,5R,にっぽん未来プロジェクト競走ｉｎ徳山,５日目,IP,M,一般,10:29,
202609041806,2026-09-04,18,徳山,6R,にっぽん未来プロジェクト競走ｉｎ徳山,５日目,IP,M,一般,10:59,
202609041807,2026-09-04,18,徳山,7R,にっぽん未来プロジェクト競走ｉｎ徳山,５日目,IP,M,一般,11:32,
202609041808,2026-09-04,18,徳山,8R,にっぽん未来プロジェクト競走ｉｎ徳山,５日目,IP,M,一般,12:06,
202609041809,2026-09-04,18,徳山,9R,にっぽん未来プロジェクト競走ｉｎ徳山,５日目,IP,M,推しトク一般,12:40,
202609041810,2026-09-04,18,徳山,10R,にっぽん未来プロジェクト競走ｉｎ徳山,５日目,IP,M,準優勝戦,13:12,
202609041811,2026-09-04,18,徳山,11R,にっぽん未来プロジェクト競走ｉｎ徳山,５日目,IP,M,準優勝戦,13:49,
202609041812,2026-09-04,18,徳山,12R,にっぽん未来プロジェクト競走ｉｎ徳山,５日目,IP,M,準優勝戦,14:30,
202609042001,2026-09-04,20,若松,1R,マスターズリーグ第５戦九州スポーツ杯,５日目,G3,N,一般戦,15:29,
202609042002,2026-09-04,20,若松,2R,マスターズリーグ第５戦九州スポーツ杯,５日目,G3,N,一般戦,15:53,
202609042003,2026-09-04,20,若松,3R,マスターズリーグ第５戦九州スポーツ杯,５日目,G3,N,一般戦,16:25,
202609042004,2026-09-04,20,若松,4R,マスターズリーグ第５戦九州スポーツ杯,５日目,G3,N,一般戦,16:53,
202609042005,2026-09-04,20,若松,5R,マスターズリーグ第５戦九州スポーツ杯,５日目,G3,N,一般戦,17:17,
202609042006,2026-09-04,20,若松,6R,マスターズリーグ第５戦九州スポーツ杯,５日目,G3,N,一般戦,17:48,
202609042007,2026-09-04,20,若松,7R,マスターズリーグ第５戦九州スポーツ杯,５日目,G3,N,一般戦,18:17,
202609042008,2026-09-04,20,若松,8R,マスターズリーグ第５戦九州スポーツ杯,５日目,G3,N,エイトビート,18:48,
202609042009,2026-09-04,20,若松,9R,マスターズリーグ第５戦九州スポーツ杯,５日目,G3,N,準優勝戦,19:16,
202609042010,2026-09-04,20,若松,10R,マスターズリーグ第５戦九州スポーツ杯,５日目,G3,N,準優勝戦,19:48,
202609042011,2026-09-04,20,若松,11R,マスターズリーグ第５戦九州スポーツ杯,５日目,G3,N,準優勝戦,20:17,
202609042012,2026-09-04,20,若松,12R,マスターズリーグ第５戦九州スポーツ杯,５日目,G3,N,一般戦,20:45,
202609042201,2026-09-04,22,福岡,1R,三都市対抗戦　福岡観光コンベンションビューロー杯,３日目,IP,S,予選,11:48,
202609042202,2026-09-04,22,福岡,2R,三都市対抗戦　福岡観光コンベンションビューロー杯,３日目,IP,S,予選,12:17,
202609042203,2026-09-04,22,福岡,3R,三都市対抗戦　福岡観光コンベンションビューロー杯,３日目,IP,S,予選,12:56,
202609042204,2026-09-04,22,福岡,4R,三都市対抗戦　福岡観光コンベンションビューロー杯,３日目,IP,S,予選,13:30,
202609042205,2026-09-04,22,福岡,5R,三都市対抗戦　福岡観光コンベンションビューロー杯,３日目,IP,S,予選,13:59,
202609042206,2026-09-04,22,福岡,6R,三都市対抗戦　福岡観光コンベンションビューロー杯,３日目,IP,S,予選,14:33,
202609042207,2026-09-04,22,福岡,7R,三都市対抗戦　福岡観光コンベンションビューロー杯,３日目,IP,S,予選,15:02,
202609042208,2026-09-04,22,福岡,8R,三都市対抗戦　福岡観光コンベンションビューロー杯,３日目,IP,S,予選,15:33,
202609042209,2026-09-04,22,福岡,9R,三都市対抗戦　福岡観光コンベンションビューロー杯,３日目,IP,S,予選特賞,16:02,
202609042210,2026-09-04,22,福岡,10R,三都市対抗戦　福岡観光コンベンションビューロー杯,３日目,IP,S,予選特賞,16:28,
202609042211,2026-09-04,22,福岡,11R,三都市対抗戦　福岡観光コンベンションビューロー杯,３日目,IP,S,予選特選,16:58,
202609042212,2026-09-04,22,福岡,12R,三都市対抗戦　福岡観光コンベンションビューロー杯,３日目,IP,S,福岡選抜,17:25,
202609042401,2026-09-04,24,大村,1R,ミッドナイトボートレースｉｎ大村　８,最終日,IP,L,一般,17:41,
202609042402,2026-09-04,24,大村,2R,ミッドナイトボートレースｉｎ大村　８,最終日,IP,L,一般,18:08,
202609042403,2026-09-04,24,大村,3R,ミッドナイトボートレースｉｎ大村　８,最終日,IP,L,一般,18:34,
202609042404,2026-09-04,24,大村,4R,ミッドナイトボートレースｉｎ大村　８,最終日,IP,L,一般,19:03,
202609042405,2026-09-04,24,大村,5R,ミッドナイトボートレースｉｎ大村　８,最終日,IP,L,一般,19:30,
202609042406,2026-09-04,24,大村,6R,ミッドナイトボートレースｉｎ大村　８,最終日,IP,L,一般,19:56,
202609042407,2026-09-04,24,大村,7R,ミッドナイトボートレースｉｎ大村　８,最終日,IP,L,一般,20:25,
202609042408,2026-09-04,24,大村,8R,ミッドナイトボートレースｉｎ大村　８,最終日,IP,L,一般,20:59,
202609042409,2026-09-04,24,大村,9R,ミッドナイトボートレースｉｎ大村　８,最終日,IP,L,一般特選,21:25,
202609042410,2026-09-04,24,大村,10R,ミッドナイトボートレースｉｎ大村　８,最終日,IP,L,特別選抜戦Ｂ組,21:51,
202609042411,2026-09-04,24,大村,11R,ミッドナイトボートレースｉｎ大村　８,最終日,IP,L,優勝戦,22:20,
202609042412,2026-09-04,24,大村,12R,ミッドナイトボートレースｉｎ大村　８,最終日,IP,L,特別選抜戦Ａ組,22:45,
