レースコード,レース日,レース場コード,レース場,レース回,タイトル,日次,グレード,ナイター,レース名,電話投票締切予定,中止状態
202609260201,2026-09-26,02,戸田,1R,ＴＡＭＲＯＮＣＵＰ,初　日,IP,D,予選,10:47,
202609260202,2026-09-26,02,戸田,2R,ＴＡＭＲＯＮＣＵＰ,初　日,IP,D,予選,11:16,
202609260203,2026-09-26,02,戸田,3R,ＴＡＭＲＯＮＣＵＰ,初　日,IP,D,予選,11:45,
202609260204,2026-09-26,02,戸田,4R,ＴＡＭＲＯＮＣＵＰ,初　日,IP,D,予選,12:14,
202609260205,2026-09-26,02,戸田,5R,ＴＡＭＲＯＮＣＵＰ,初　日,IP,D,ウインウイン５,12:44,
202609260206,2026-09-26,02,戸田,6R,ＴＡＭＲＯＮＣＵＰ,初　日,IP,D,予選,13:14,
202609260207,2026-09-26,02,戸田,7R,ＴＡＭＲＯＮＣＵＰ,初　日,IP,D,ウインウイン７,13:45,
202609260208,2026-09-26,02,戸田,8R,ＴＡＭＲＯＮＣＵＰ,初　日,IP,D,予選,14:16,
202609260209,2026-09-26,02,戸田,9R,ＴＡＭＲＯＮＣＵＰ,初　日,IP,D,戸田特賞,14:48,
202609260210,2026-09-26,02,戸田,10R,ＴＡＭＲＯＮＣＵＰ,初　日,IP,D,戸田特賞,15:21,
202609260211,2026-09-26,02,戸田,11R,ＴＡＭＲＯＮＣＵＰ,初　日,IP,D,記者選抜戦,15:55,
202609260212,2026-09-26,02,戸田,12R,ＴＡＭＲＯＮＣＵＰ,初　日,IP,D,戸田選抜戦,16:30,
202609260301,2026-09-26,03,江戸川,1R,第９回ういちの江戸川ナイスぅ～っ！カップ,初　日,IP,D,予選,11:14,
202609260302,2026-09-26,03,江戸川,2R,第９回ういちの江戸川ナイスぅ～っ！カップ,初　日,IP,D,予選,11:41,
202609260303,2026-09-26,03,江戸川,3R,第９回ういちの江戸川ナイスぅ～っ！カップ,初　日,IP,D,予選,12:08,
202609260304,2026-09-26,03,江戸川,4R,第９回ういちの江戸川ナイスぅ～っ！カップ,初　日,IP,D,予選,12:35,
202609260305,2026-09-26,03,江戸川,5R,第９回ういちの江戸川ナイスぅ～っ！カップ,初　日,IP,D,予選,13:02,
202609260306,2026-09-26,03,江戸川,6R,第９回ういちの江戸川ナイスぅ～っ！カップ,初　日,IP,D,予選,13:29,
202609260307,2026-09-26,03,江戸川,7R,第９回ういちの江戸川ナイスぅ～っ！カップ,初　日,IP,D,予選,13:56,
202609260308,2026-09-26,03,江戸川,8R,第９回ういちの江戸川ナイスぅ～っ！カップ,初　日,IP,D,予選,14:24,
202609260309,2026-09-26,03,江戸川,9R,第９回ういちの江戸川ナイスぅ～っ！カップ,初　日,IP,D,予選特賞,14:52,
202609260310,2026-09-26,03,江戸川,10R,第９回ういちの江戸川ナイスぅ～っ！カップ,初　日,IP,D,予選特賞,15:22,
202609260311,2026-09-26,03,江戸川,11R,第９回ういちの江戸川ナイスぅ～っ！カップ,初　日,IP,D,予選特選,15:53,
202609260312,2026-09-26,03,江戸川,12R,第９回ういちの江戸川ナイスぅ～っ！カップ,初　日,IP,D,江戸川選抜,16:25,
202609260501,2026-09-26,05,多摩川,1R,第３７回日本モーターボート選手会会長賞,２日目,IP,D,予選,11:07,
202609260502,2026-09-26,05,多摩川,2R,第３７回日本モーターボート選手会会長賞,２日目,IP,D,予選,11:39,
202609260503,2026-09-26,05,多摩川,3R,第３７回日本モーターボート選手会会長賞,２日目,IP,D,予選,12:05,
202609260504,2026-09-26,05,多摩川,4R,第３７回日本モーターボート選手会会長賞,２日目,IP,D,予選,12:33,
202609260505,2026-09-26,05,多摩川,5R,第３７回日本モーターボート選手会会長賞,２日目,IP,D,予選,13:04,
202609260506,2026-09-26,05,多摩川,6R,第３７回日本モーターボート選手会会長賞,２日目,IP,D,予選,13:39,
202609260507,2026-09-26,05,多摩川,7R,第３７回日本モーターボート選手会会長賞,２日目,IP,D,予選,14:05,
