レースコード,レース日,レース場,レース回,締切時刻,取得日時,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202605222301,2026-05-22,23,01R,08:32,2026-05-22T08:22:26.256749+09:00,3,一周,まわり足,直線,櫻本 あゆみ,37.33,5.74,8.13,三嶌 さらら,37.51,6.01,7.83,伊藤 玲奈,38.03,5.94,7.94,大石 真央,37.73,5.9,7.89,山下 友貴,37.98,6.09,7.92,諏訪 玲奈,37.49,6.28,7.79
202605221801,2026-05-22,18,01R,08:44,2026-05-22T08:34:38.868457+09:00,2,一周,まわり足,,寺田 空詩,36.97,11.23,,倉田 郁美,37.77,11.77,,白石 有美,38.06,11.64,,稲生 夏季,38.57,11.74,,登 みひ果,38.36,11.83,,喜多須 杏奈,38.4,11.86,
202605222302,2026-05-22,23,02R,08:58,2026-05-22T08:48:35.959141+09:00,3,一周,まわり足,直線,野長瀬 正孝,36.65,5.46,7.77,谷川 祐一,37.17,5.53,7.99,吉田 祐貴,36.47,6.02,7.76,山戸 信二,37.57,5.8,7.85,堤 啓輔,37.87,5.67,7.85,大谷 直弘,37.24,5.77,7.9
202605221802,2026-05-22,18,02R,09:10,2026-05-22T09:02:26.137405+09:00,2,一周,まわり足,,片岡 恵里,37.6,11.55,,鈴木 成美,38.1,11.77,,三松 直美,38.36,11.85,,堀之内紀代子,37.89,11.71,,古賀 千晶,39.15,12.37,,川野 芽唯,38.19,11.86,
202605222303,2026-05-22,23,03R,09:24,2026-05-22T09:14:22.097437+09:00,3,一周,まわり足,直線,上村 純一,37.13,5.55,7.81,冨田 秀幸,37.4,5.72,7.9,富永 大一,37.57,5.81,7.87,花本 剛,37.76,6.14,8.03,草場 康幸,37.93,6.14,7.86,立間 充宏,37.6,5.93,7.92
202605221803,2026-05-22,18,03R,09:36,2026-05-22T09:26:25.109726+09:00,2,一周,まわり足,,中川 りな,37.42,11.75,,田中 瀬里奈,38.25,11.82,,清埜 翔子,38.13,11.88,,金田 幸子,38.17,11.94,,三浦 永理,38.27,11.9,,出穂 和鼓,38.34,11.78,
202605222304,2026-05-22,23,04R,09:50,2026-05-22T09:40:30.135835+09:00,3,一周,まわり足,直線,増田 進,37.07,5.6,7.87,福来 剛,37.23,5.57,7.79,佐藤 太亮,37.5,5.62,7.87,井上 恵一,37.37,5.77,7.88,妻鳥 晋也,37.27,6.33,7.77,樋口 亮,37.73,5.97,7.9
202605221804,2026-05-22,18,04R,10:02,2026-05-22T09:53:07.685789+09:00,2,一周,まわり足,,海野 ゆかり,38.35,11.8,,岩崎 芳美,38.06,11.82,,佐々木 裕美,38.01,11.87,,加藤 奈月,38.53,12.07,,犬童 千秋,39.23,12.21,,小畑 楓夏,40.27,11.69,
202605222305,2026-05-22,23,05R,10:18,2026-05-22T10:08:36.587666+09:00,3,一周,まわり足,直線,山田 亮太,37.5,5.47,8.02,森下 愛梨,37.57,6.37,7.78,廣瀬 篤哉,37.5,6.0,7.86,渡邉 雄朗,38.29,6.11,8.0,須藤 隆雄,38.23,6.47,7.87,三嶌 さらら,37.65,5.96,7.84
202605221805,2026-05-22,18,05R,10:30,2026-05-22T10:20:33.145412+09:00,2,一周,まわり足,,前原 哉,37.81,11.75,,坂野 さくら,39.18,11.97,,竹井 奈美,38.43,11.91,,大橋 栄里佳,38.24,11.76,,福島 陽子,37.98,11.94,,寺田 夢生,38.82,12.04,
