登録番号,重み付き和,重み付き二乗和,重み計,基準日
4614,2.98879843,0.4832343268,22.6153183466,2026-09-15
4615,4.4271817454,0.8919233089,25.061223963,2026-09-15
4618,2.9413063461,0.5689497451,16.8472518345,2026-09-15
4619,4.0572739097,0.8129499851,28.0329609751,2026-09-15
4623,4.787006483,0.875759553,30.8019409155,2026-09-15
4624,5.2736196947,1.0651803316,32.7447685798,2026-09-15
4625,2.9769565231,0.5423308407,19.3093078878,2026-09-15
4626,4.8131844274,1.0812360764,25.0589284117,2026-09-15
4627,4.0547386207,0.6792079327,27.5912086491,2026-09-15
4630,4.2277368118,0.7877421216,24.5152924259,2026-09-15
4631,4.2463274056,0.8347968316,25.720972452,2026-09-15
4632,3.9614675813,0.7706753335,23.5831329875,2026-09-15
4633,4.6039669143,0.8029719682,29.1113569696,2026-09-15
4635,2.8842073936,0.461451621,23.4585120916,2026-09-15
4636,3.5585979016,0.7474286456,19.154859572,2026-09-15
4637,3.4474364218,0.6272176089,21.4110808796,2026-09-15
4638,5.026776203,0.9737504245,29.7877166272,2026-09-15
4639,4.197380364,0.787503845,26.8380698848,2026-09-15
4640,4.885871003,0.9116889468,30.6600280464,2026-09-15
4641,0.5609667295,0.125217947,2.9449331075,2026-09-15
4642,5.0261927644,0.8947814345,31.6129284889,2026-09-15
4643,4.0773111565,0.6566776186,28.8131041831,2026-09-15
4644,4.5440669663,0.6979866736,33.108923183,2026-09-15
4645,4.4531414912,0.724455744,32.1108995913,2026-09-15
4648,2.577162,0.3891101609,20.0647484596,2026-09-15
4649,4.0327249348,0.5883645486,32.8440091176,2026-09-15
4650,3.5312045281,0.6468563947,22.0093115684,2026-09-15
4651,2.9763744772,0.5667260734,19.907541611,2026-09-15
4652,4.3355695292,0.9516829038,25.1959597975,2026-09-15
4653,0.3099713108,0.0486924293,2.2574768258,2026-09-15
4654,3.298129651,0.5264046582,24.142679428,2026-09-15
4656,4.1237337687,0.6623937742,28.3872677965,2026-09-15
4659,4.9449571545,0.8569449268,33.1188244213,2026-09-15
4660,2.3100538965,0.5241984579,12.2474927536,2026-09-15
4661,5.7857625988,1.1513236962,34.0512019925,2026-09-15
4663,2.0049112641,0.3403525926,13.3592803412,2026-09-15
4664,4.0552080734,0.8494381893,21.300958979,2026-09-15
4665,3.3430837989,0.6296448996,21.7495815316,2026-09-15
4666,3.8401998664,0.6360197253,27.4183613544,2026-09-15
4669,3.6501650024,0.6621843945,23.6865599056,2026-09-15
4672,4.3836478829,0.8028923704,26.6477731568,2026-09-15
4674,3.7095918205,0.5686074314,27.2688521041,2026-09-15
4675,2.406272718,0.3156435448,22.3820472208,2026-09-15
4676,2.6549793588,0.497926582,16.6646624149,2026-09-15
4677,5.1968867644,0.8204431628,36.684924234,2026-09-15
4678,3.4965384614,0.6927791414,19.3287821251,2026-09-15
4679,4.5435695899,0.7841578653,30.178891842,2026-09-15
4680,5.8825577883,1.2570205319,31.7675653261,2026-09-15
4681,0.2420243231,0.046165907,1.512878296,2026-09-15
4682,4.9355879601,0.7523352537,35.2417639071,2026-09-15
4683,1.879805147,0.3228208114,13.646213875,2026-09-15
4684,3.7073593911,0.5120685512,31.3174000065,2026-09-15
4685,3.9158700499,0.6745298547,25.9216759996,2026-09-15
4686,3.323346488,0.4664212394,28.6138801982,2026-09-15
4688,4.7368589295,0.7484468805,34.4232793051,2026-09-15
4689,3.7779266536,0.7111127099,23.1606376888,2026-09-15
4690,3.0381562447,0.6600678812,17.4164531711,2026-09-15
4691,0.1900036679,0.0342657896,1.2878979683,2026-09-15
4692,3.5792715743,0.6872694215,22.5561928598,2026-09-15
4693,5.4863433151,1.129745218,28.8830260524,2026-09-15
4694,4.1265467503,0.7782891864,26.135167119,2026-09-15
4695,4.373867256,0.7043772561,31.2237174474,2026-09-15
4697,4.6672123872,0.9366292248,27.9087563792,2026-09-15
4700,4.937716344,0.8916960605,32.0399417759,2026-09-15
4702,3.3344407322,0.5300501305,24.3337011493,2026-09-15
4703,4.1297970953,0.6688529506,30.3534074918,2026-09-15
4704,4.3982497909,0.6509047716,34.7036815676,2026-09-15
4705,3.0085995675,0.6104647196,17.9378718746,2026-09-15
4706,4.9559668433,1.0645819023,25.7705165119,2026-09-15
4708,4.2491949982,0.9073277974,22.4096117995,2026-09-15
4709,3.983646444,0.7599115576,22.8771142558,2026-09-15
4710,4.4041486922,0.6806423496,34.4595631708,2026-09-15
4711,3.4211780201,0.6239803757,23.8373396706,2026-09-15
4713,3.9644116772,0.5350707529,34.7666052965,2026-09-15
4714,4.1520605352,0.7759744578,26.4700471414,2026-09-15
4715,3.8189328664,0.5769188101,30.2723884029,2026-09-15
4718,4.1366993029,0.8743253672,22.591553798,2026-09-15
4719,3.6689472949,0.5234508203,29.11619421,2026-09-15
4720,4.1419684155,1.0256943877,21.0221380984,2026-09-15
4723,2.8458827696,0.6123321124,17.3806172753,2026-09-15
4724,3.968562311,0.8983528452,21.3849945962,2026-09-15
4725,4.1715640158,0.7937079746,26.0293598064,2026-09-15
4726,1.3245833763,0.314804443,7.2117618577,2026-09-15
4727,3.9283493646,0.7284584497,26.8451265046,2026-09-15
4728,4.9880716327,1.1133230665,23.9702415598,2026-09-15
4729,3.7904146756,0.735467931,22.067175941,2026-09-15
4730,3.4671270188,0.5896834576,23.9877635619,2026-09-15
4731,3.839314116,0.7617887823,21.7566733399,2026-09-15
4732,3.8612672025,0.5601296666,32.2810797996,2026-09-15
4733,3.1814378913,0.4690305057,24.2753157891,2026-09-15
4734,3.9538122135,0.6735950759,26.2825582519,2026-09-15
4735,3.1591056421,0.6040006751,21.7330411332,2026-09-15
4736,3.8221765023,0.5486335086,30.6403303695,2026-09-15
4737,5.0146285882,1.016420479,28.4387725214,2026-09-15
4738,4.9988662811,0.8679044763,32.2272980231,2026-09-15
4739,5.3481725954,0.8965447299,37.498454991,2026-09-15
4740,3.5714931231,0.6938678784,20.1192813454,2026-09-15
4743,4.5990525719,0.7110794471,35.7153119598,2026-09-15
4744,4.7126015422,1.0272364385,24.4315009149,2026-09-15
4746,3.6791966978,0.7484671218,22.2959961149,2026-09-15
4747,2.657494154,0.5445902108,14.0814528508,2026-09-15
4748,2.2415062197,0.4059863738,14.9345191846,2026-09-15
4750,3.7927611685,0.7064382428,23.5616815192,2026-09-15
4752,3.4626357192,0.6288850694,22.6005658982,2026-09-15
4753,1.0384879196,0.1902162949,6.6763098647,2026-09-15
4754,5.5361126082,0.9607648655,34.2696491696,2026-09-15
4757,4.2106518968,0.6566062213,32.3299102089,2026-09-15
4758,0.0087381786,0.0018011244,0.0532850028,2026-09-15
4759,5.4294380868,0.8595190298,39.0272277506,2026-09-15
4760,4.6561600169,0.6953107595,35.9009232655,2026-09-15
4761,3.5555291973,0.5046329608,29.1423796826,2026-09-15
4762,3.9214440385,0.5874426574,32.5286839165,2026-09-15
4764,3.1052551313,0.5918486376,20.0150135995,2026-09-15
4765,2.6706958083,0.4471452683,17.9734852574,2026-09-15
4766,2.720456198,0.4052759963,22.7689900025,2026-09-15
4769,2.4855872184,0.3243243496,22.523133164,2026-09-15
4771,4.0690465884,0.6422897988,29.755871176,2026-09-15
4772,3.2958616142,0.4292365115,29.7847850697,2026-09-15
4773,4.185391314,0.8222837866,23.359121398,2026-09-15
4775,3.0775271842,0.5225562826,24.0524221955,2026-09-15
4776,4.0669371858,0.7223943902,27.4436286464,2026-09-15
4778,2.4976935355,0.4513077655,15.6853425853,2026-09-15
4779,3.7698801451,0.645453163,26.4026068798,2026-09-15
4781,2.6512012975,0.5940800893,14.2760004254,2026-09-15
4782,3.5727217901,0.8807403758,17.7575263549,2026-09-15
4784,2.5782599707,0.5818225756,13.5560487787,2026-09-15
4785,4.0478137215,0.9423351924,20.3623910431,2026-09-15
4786,4.3099701435,0.7155942569,33.8253840729,2026-09-15
4787,3.3213614694,0.4770822956,27.4562700638,2026-09-15
4788,4.4296032779,0.7306757959,33.485424489,2026-09-15
4789,3.5397126971,0.6826954811,23.698849776,2026-09-15
4790,3.8942033908,0.7581677721,23.1428455588,2026-09-15
4791,4.7454313759,0.9243173359,27.9064669342,2026-09-15
4792,1.9365269878,0.4360919245,10.1954499703,2026-09-15
4793,3.4961816028,0.468671034,30.8319175101,2026-09-15
4794,4.7184386844,0.7676373263,32.9965294465,2026-09-15
4796,5.4426428342,0.9345005803,37.219989696,2026-09-15
4797,5.8203891154,1.322125732,29.28740068,2026-09-15
4798,3.7921771481,0.5152574741,34.8673268406,2026-09-15
4803,3.402250652,0.6996213063,18.7667665759,2026-09-15
4804,5.4231510633,1.0110397571,32.5595079908,2026-09-15
4808,5.4382669811,1.0689505564,32.4721262368,2026-09-15
4809,4.0572886913,0.7087621621,26.6672168952,2026-09-15
4811,4.2831016067,0.74629122,28.6914247058,2026-09-15
4812,3.9553410068,0.6186554619,32.488851852,2026-09-15
4813,3.7102789738,0.8604762519,17.7381056718,2026-09-15
4815,3.3241135381,0.6880314927,18.788718136,2026-09-15
4816,4.8639825052,0.881225757,33.621066678,2026-09-15
4817,3.1675118153,0.5494856289,23.2691194156,2026-09-15
4818,1.1158595466,0.1891731412,8.2794036072,2026-09-15
4819,2.0933866496,0.3982980636,12.6610951186,2026-09-15
4821,4.3081579622,0.7819045305,26.5780906483,2026-09-15
4822,4.1671003798,0.7222349473,28.3569668818,2026-09-15
4823,3.1931750146,0.5824607989,20.9567255974,2026-09-15
4824,3.7186613424,0.5461691077,29.7600018537,2026-09-15
4825,4.3715213773,0.6503241521,34.9636614693,2026-09-15
4826,4.6137344043,0.6924533524,35.2733636699,2026-09-15
4828,4.9628807261,0.9159091745,30.6060668931,2026-09-15
4831,4.1784953657,0.6573133492,29.5281435314,2026-09-15
4832,5.0699825248,0.9850087491,31.7614219628,2026-09-15
4834,5.4379504348,0.963336247,36.7145405226,2026-09-15
4835,4.1570349873,0.7030138928,27.763127734,2026-09-15
4836,5.0509033008,1.1208075654,28.547111871,2026-09-15
4837,3.0847845095,0.5403179829,20.6513691718,2026-09-15
4839,4.4958300229,0.7597258687,33.6896787356,2026-09-15
4840,5.1757790944,1.0367480337,30.783275958,2026-09-15
4842,4.3551340339,0.7938800321,26.9037585163,2026-09-15
4843,3.8652073627,0.7596536021,22.5123130541,2026-09-15
4844,4.1359379387,0.8080856921,24.7352373774,2026-09-15
4845,4.8557880732,1.0067618458,25.8049638895,2026-09-15
4846,4.4990180935,0.9507939252,23.8835252323,2026-09-15
4847,3.7078250452,0.558184154,30.5511478764,2026-09-15
4848,5.1461980692,0.9322410563,34.9493053269,2026-09-15
4850,3.3653213295,0.4228299341,33.9155977986,2026-09-15
4851,4.2829808089,0.6314609124,33.4809941731,2026-09-15
4852,5.0256884302,0.7949413979,36.2274612523,2026-09-15
4853,6.5972797825,1.4829174842,33.8689270497,2026-09-15
4854,2.7311420805,0.5542918781,15.142261569,2026-09-15
4856,5.02140319,0.7805261208,37.4271673033,2026-09-15
4857,4.7324966428,0.7631489349,35.4535508199,2026-09-15
4861,4.3929111981,0.7197687045,32.207478115,2026-09-15
4863,4.0134940756,0.7794979312,23.5413926034,2026-09-15
4864,2.8181711435,0.5662767872,16.8467694944,2026-09-15
4865,1.6314253332,0.3367264105,9.2192747388,2026-09-15
4866,4.3119158468,0.8387805037,24.90385098,2026-09-15
4871,3.501703218,0.7140228611,19.212304464,2026-09-15
4872,3.0674565981,0.6905178749,15.7804823311,2026-09-15
4873,6.9148628416,1.4311247399,39.6854862488,2026-09-15
4874,3.1712731618,0.6477289924,18.5110641791,2026-09-15
4875,4.4432354044,0.8158517924,28.2742466822,2026-09-15
4876,4.9016972987,0.8315491321,31.8817652822,2026-09-15
4877,3.4290886652,0.5528271444,24.6870021878,2026-09-15
4878,4.1945745255,0.8188583591,24.772976635,2026-09-15
4879,4.3805664962,0.8658090847,25.5649521494,2026-09-15
4880,4.484328442,0.7855749872,29.3418200044,2026-09-15
4882,2.8201827394,0.56703494,16.6343799007,2026-09-15
4883,4.6909892175,0.7774818097,33.2149263231,2026-09-15
4884,0.0093435352,0.0014222965,0.0743239326,2026-09-15
4885,3.5977557373,0.5694301449,27.7981246698,2026-09-15
4886,3.8840145276,0.6745227338,28.6841343475,2026-09-15
4887,2.7516363987,0.4637697992,18.0340880305,2026-09-15
4888,4.2395731042,0.771633715,26.5649927443,2026-09-15
4889,0.3597517609,0.067622511,2.272674067,2026-09-15
4890,4.0588789747,0.6887214844,28.6186902539,2026-09-15
4891,4.3913226948,0.7963570581,28.0363075585,2026-09-15
4892,4.081193033,0.7564445596,24.6527491487,2026-09-15
4893,3.3200035988,0.5375746475,25.8648549595,2026-09-15
4894,4.4683186219,0.8528034955,26.3619876511,2026-09-15
4895,4.1445219632,0.7236094533,29.4469979565,2026-09-15
4896,4.2017732681,0.9928047681,21.6969788374,2026-09-15
4897,4.1000667787,0.8357324236,22.8807191485,2026-09-15
4898,4.0305845522,0.809280435,26.3687468376,2026-09-15
4899,3.650193867,0.7648063121,23.0449822316,2026-09-15
4900,5.0056768024,0.9004108329,31.9689309621,2026-09-15
4901,4.9347199612,0.8904562184,30.7664909316,2026-09-15
4902,5.1336093694,1.0509677135,27.099845747,2026-09-15
4903,2.6799780587,0.4799807415,17.0440643468,2026-09-15
4904,5.6553332118,1.0904318257,33.8718014856,2026-09-15
4905,5.1108766241,1.0361778086,27.4716470219,2026-09-15
4906,4.0100893645,0.6872271977,26.698890822,2026-09-15
4907,3.5535195479,0.4910824388,27.258490779,2026-09-15
4908,3.8449261973,0.5937819689,30.1191804457,2026-09-15
4909,3.7392342799,0.6643660212,23.2931987466,2026-09-15
4910,4.5787412292,0.7567240978,33.3094839007,2026-09-15
4911,2.7668265426,0.5095565,17.0765994396,2026-09-15
4914,3.5369718393,0.5568771488,25.0349147067,2026-09-15
4917,2.8845638159,0.4480736123,21.9780616503,2026-09-15
4918,3.0037076039,0.613304296,18.3108570935,2026-09-15
4919,1.8252258009,0.283405899,13.1769855217,2026-09-15
4924,4.9154713379,1.0048055212,26.8727352903,2026-09-15
4925,3.6295905313,0.5075548433,29.1792118402,2026-09-15
4926,1.9718247222,0.2896579742,14.9293924286,2026-09-15
4927,4.4897157369,0.7255989533,31.0383310965,2026-09-15
4928,3.7963801037,0.6465227706,27.794217683,2026-09-15
4930,4.299687073,0.656708729,34.1038355099,2026-09-15
4931,5.1525733366,0.7858201298,39.3537469886,2026-09-15
4932,4.5265766649,0.8079372368,30.1720222389,2026-09-15
4933,3.9390157351,0.5420126736,33.5558414625,2026-09-15
4934,4.358649532,0.8131583864,26.2101536388,2026-09-15
4936,3.8084100969,0.8239722841,21.5102559116,2026-09-15
4938,5.2904950789,0.8909560099,36.4034366544,2026-09-15
4939,3.79384975,0.5222913161,32.1119215771,2026-09-15
4940,2.3201399221,0.4447672862,14.9317744158,2026-09-15
4941,6.0862169464,1.3397899079,29.9254638826,2026-09-15
4942,3.8633424536,0.6941039142,24.7024134914,2026-09-15
4943,3.3774346459,0.5832183554,23.8203423509,2026-09-15
4944,3.9324131999,0.6515429154,26.9455448577,2026-09-15
4945,3.3003332131,0.6356006874,18.5902223747,2026-09-15
4947,4.0120663585,0.8419051762,22.0746841748,2026-09-15
4948,3.446136893,0.5642880615,23.0447522049,2026-09-15
4949,4.1428117439,0.749543463,27.6699193298,2026-09-15
4950,4.7439461585,0.7744372774,32.8191749132,2026-09-15
4951,3.439115917,0.5723606679,23.6330520531,2026-09-15
4952,3.8421066383,0.7841971942,22.3602920574,2026-09-15
4953,5.5891647805,0.9261788742,37.9751556604,2026-09-15
4954,1.8646883115,0.3230190693,12.7313168565,2026-09-15
4956,0.1810770104,0.0406125443,0.9710076305,2026-09-15
4957,4.4790912715,0.8321553993,28.9056351407,2026-09-15
4958,4.8524530462,0.8413014607,31.6451645725,2026-09-15
4959,4.6830235575,0.743703468,34.4829791728,2026-09-15
4960,3.9459535414,0.5726070226,33.1200736948,2026-09-15
4961,3.9106657597,0.6611437296,28.9469980743,2026-09-15
4962,4.7630981781,0.8287953063,31.5639859685,2026-09-15
4963,2.9557043021,0.490435887,20.677768324,2026-09-15
4964,3.5551860569,0.5735786473,26.3008665786,2026-09-15
4965,3.8422063712,0.7307512555,24.9755766643,2026-09-15
4966,4.1719099484,0.7579380555,26.429036727,2026-09-15
4967,4.5734015538,0.7502674488,32.5056343581,2026-09-15
4969,4.5586701015,1.0115098375,25.4739605837,2026-09-15
4973,3.9606723546,0.7924760327,21.756636098,2026-09-15
4974,5.7886878326,1.0014894899,36.6486096885,2026-09-15
4976,4.8581854825,1.0256568793,27.24827162,2026-09-15
4977,5.2128578074,0.9576204797,34.3522716991,2026-09-15
4978,4.3633169299,0.9157254117,25.1611714983,2026-09-15
4979,4.3535004063,0.8915931481,25.420640461,2026-09-15
4980,4.4652427531,0.7077546553,32.3426395264,2026-09-15
4981,4.9929808736,1.0112498422,27.5126679618,2026-09-15
4982,4.0842099931,0.8216151299,22.9048061729,2026-09-15
4983,5.0562571678,0.8999893318,32.2115391767,2026-09-15
4984,4.8231418491,1.1514724965,24.6536627034,2026-09-15
4985,3.9446411891,0.6222259792,29.2890673679,2026-09-15
4987,3.3713616493,0.6131424359,20.8186037384,2026-09-15
4988,2.3931158095,0.3765703118,18.4200109495,2026-09-15
4989,2.4104724555,0.4173241,16.4280618186,2026-09-15
4990,2.5505534918,0.6794839717,11.7920843284,2026-09-15
4991,4.4409521115,0.8423085878,26.3265556254,2026-09-15
4992,3.1996051079,0.5241088749,21.559277289,2026-09-15
4994,5.8825019564,1.1631843355,33.6819929132,2026-09-15
4995,3.1007373001,0.5852626069,17.9308333487,2026-09-15
4997,1.9060010133,0.4860012692,9.4740217503,2026-09-15
4998,2.3358489432,0.3160469774,22.3220602784,2026-09-15
5000,2.926055297,0.4610396354,21.9772001855,2026-09-15
5002,3.3791581872,0.6275059527,21.61850032,2026-09-15
5003,4.5156470211,1.1446479844,27.6117904686,2026-09-15
5004,4.5815129003,0.8385958917,29.8573442081,2026-09-15
5005,4.9657397317,0.9075551784,33.9499557176,2026-09-15
5006,4.2117885214,0.8713347422,23.5484457427,2026-09-15
5007,3.5207577604,0.7930581524,19.5127808543,2026-09-15
5008,3.2098854639,0.4819497938,24.978574515,2026-09-15
5009,3.843184611,0.8162701029,20.5569665864,2026-09-15
5010,3.5508939154,0.5772377305,25.2440904464,2026-09-15
5011,4.1241098019,0.7743001588,25.8923522715,2026-09-15
5012,3.5270587594,0.6668278736,22.5241670473,2026-09-15
5013,3.0151476475,0.6353070435,18.7590920632,2026-09-15
5014,3.3496809464,0.6442061139,19.6700185481,2026-09-15
5015,4.3392652804,0.5986389546,36.172400497,2026-09-15
5016,3.8807487242,0.6375503626,29.3887521376,2026-09-15
5017,4.8879084164,0.7793018394,38.0541803675,2026-09-15
5018,5.4284987382,0.8793601703,38.5373102061,2026-09-15
5019,0.4060335682,0.0696818725,2.9705699879,2026-09-15
5020,3.9857126306,0.8484001793,23.2932784304,2026-09-15
5022,3.7100628348,0.6683534906,23.6186067802,2026-09-15
5023,5.153832422,1.0530488137,30.0372564422,2026-09-15
5026,5.1478621622,1.0547437951,31.9282309932,2026-09-15
5027,1.6323808672,0.3142702786,9.5996758418,2026-09-15
5028,5.3132173542,0.9606768682,38.5109665188,2026-09-15
5029,5.1505053992,0.8013637061,38.7772928128,2026-09-15
5031,3.5580833996,0.6294473204,25.2950936951,2026-09-15
5032,4.6580343769,0.8170808674,31.9896693949,2026-09-15
5033,4.9343368237,1.0643640085,26.2379919745,2026-09-15
5034,4.9842046319,0.796989373,38.8595095932,2026-09-15
5035,4.7639333328,0.8484246056,31.8216584075,2026-09-15
5036,4.308563108,0.634027236,35.1699947982,2026-09-15
5037,3.883209563,0.7501696263,22.9615237681,2026-09-15
5038,4.6080902829,0.7591000386,33.4009061432,2026-09-15
5039,2.2771921516,0.4591074204,13.8569904053,2026-09-15
5041,4.4158550169,0.996406276,22.9361744076,2026-09-15
5042,3.4680718957,0.5487747777,24.882176031,2026-09-15
5043,4.3745024387,0.6531221095,34.0622891175,2026-09-15
5044,2.4753183692,0.4183599523,17.9614509298,2026-09-15
5045,4.4171377201,0.9865008166,22.0605092923,2026-09-15
5046,2.8310972425,0.6291162642,14.1903900257,2026-09-15
5047,4.8352461328,1.0148502626,29.4450484488,2026-09-15
5048,4.4020311325,0.9835664354,24.3667966559,2026-09-15
5049,3.463379768,0.6195642885,21.9952384138,2026-09-15
5050,4.263191639,0.686377263,30.3165598555,2026-09-15
5051,3.1777129217,0.5075520195,24.4345302898,2026-09-15
5052,3.4097003156,0.7100391721,20.8482553253,2026-09-15
5053,4.5084096165,0.9364880227,24.7616549856,2026-09-15
5054,2.3765510906,0.375278153,18.8785642411,2026-09-15
5055,3.1443009814,0.5239930439,23.5974505435,2026-09-15
5056,2.6673049069,0.4560815759,17.7455138961,2026-09-15
5057,3.816345502,0.6890175256,24.2424339734,2026-09-15
5058,5.7546053403,1.1111798218,36.1604186399,2026-09-15
5060,4.5387628645,0.7934468024,29.6564852198,2026-09-15
5061,1.31047548,0.2585670297,7.5663087085,2026-09-15
5063,3.6341116174,0.6853291622,22.2896464824,2026-09-15
5064,5.1125745721,0.9417718751,32.5624027271,2026-09-15
5065,2.2398366175,0.3053726464,18.7539645265,2026-09-15
5066,5.0685443916,0.8880920561,34.6951933137,2026-09-15
5067,4.1333106255,0.7648473367,25.6314851582,2026-09-15
5068,4.8689172652,0.8686569057,34.4351975943,2026-09-15
5069,4.2342968759,0.7750716662,27.8047014681,2026-09-15
5070,4.2239647473,0.8852979084,23.339758957,2026-09-15
5071,2.7365139695,0.4439478996,20.7685374232,2026-09-15
5072,0.3176196118,0.0671451589,1.6680730888,2026-09-15
5073,5.1736298733,0.973355687,31.4084226421,2026-09-15
5074,4.2952805442,0.8754231222,23.8374038423,2026-09-15
5075,3.9213687912,0.7586900259,23.8024457668,2026-09-15
5076,4.8928436784,0.9140590417,32.1849162959,2026-09-15
5077,1.8772858391,0.394370958,10.859861025,2026-09-15
5078,3.8663778908,0.7955327679,21.6861090618,2026-09-15
5079,3.2475087992,0.6465252078,19.9778681422,2026-09-15
5081,4.0974080356,0.9656444073,19.1919203707,2026-09-15
5082,6.0205197731,1.3489417241,31.2754517447,2026-09-15
5083,2.2910550636,0.505390415,14.112252184,2026-09-15
5084,2.7628878502,0.4544178048,19.4543772722,2026-09-15
5085,6.7088690748,1.4498894161,34.8534262586,2026-09-15
5086,3.4883987277,0.6956091711,20.3591153552,2026-09-15
5087,5.1335455254,0.9702658724,31.3115539828,2026-09-15
5088,4.2589814429,0.7354903928,30.8369367683,2026-09-15
5089,4.9640455379,0.8560484883,32.2916830106,2026-09-15
5090,1.9744848387,0.3505332242,12.1814456826,2026-09-15
5091,4.010812239,0.6895223071,26.1463469281,2026-09-15
5092,2.304108382,0.4080934517,15.609145789,2026-09-15
5093,4.1662365439,0.9443684037,20.4193396014,2026-09-15
5095,3.6374738751,0.6164516455,24.158062794,2026-09-15
5096,3.485326023,0.5335466561,25.3810149835,2026-09-15
5098,2.9863272334,0.4755492207,22.9380243063,2026-09-15
5100,3.9416769358,0.8652652037,21.8346004642,2026-09-15
5101,3.2885806391,0.8610476327,15.7420986034,2026-09-15
5102,4.7524071634,1.0300072558,24.676781465,2026-09-15
5103,4.3990293024,1.0591388295,22.8009417071,2026-09-15
5104,3.8502742573,0.6562909173,25.2350858321,2026-09-15
5105,5.0661865392,0.9835232854,29.4668545847,2026-09-15
5106,4.9453185239,1.0241073083,28.3561247805,2026-09-15
5107,3.2016372353,0.710742816,15.6764341143,2026-09-15
5108,2.6656272069,0.7129607379,11.0243934175,2026-09-15
5109,3.6544745493,0.667723584,26.7964471341,2026-09-15
5110,3.1853580801,0.5684442513,20.070140154,2026-09-15
5111,3.9129171644,0.6456209292,29.3870360611,2026-09-15
5112,4.9493387346,0.8076223323,34.9201122871,2026-09-15
5113,0.1231731867,0.0267041582,0.6647326864,2026-09-15
5114,3.7577880516,0.6914572342,21.8604083968,2026-09-15
5115,3.8285766507,0.5747437349,30.1101359246,2026-09-15
5117,2.0868980176,0.3898828004,12.9432869907,2026-09-15
5118,0.893411554,0.1884697577,4.5523563129,2026-09-15
5120,3.2287801625,0.629080122,19.3520011576,2026-09-15
5121,2.5283324931,0.388801115,19.6141518459,2026-09-15
5122,3.2698889856,0.7387153275,16.2924816774,2026-09-15
5123,3.2470192376,0.7381093947,18.8076453516,2026-09-15
5124,3.3609625597,0.5527932281,24.0050542075,2026-09-15
5125,5.8897651396,1.3280092314,30.0571666853,2026-09-15
5126,3.6078165985,0.5690548311,25.9981191341,2026-09-15
5127,4.744324837,1.09955191,23.7181131789,2026-09-15
5128,3.2966835159,0.6226794679,20.4538510666,2026-09-15
5129,4.2540440589,0.6843350681,32.100323464,2026-09-15
5130,4.2137413918,0.8313453135,24.043232793,2026-09-15
5131,3.6185199997,0.7279256691,20.6223860162,2026-09-15
5132,5.008721302,0.7945391187,36.9886228736,2026-09-15
5133,3.3561989341,0.7194661035,17.3509544287,2026-09-15
5134,4.8521621843,0.7965801574,34.3269076157,2026-09-15
5135,4.5040054462,0.8973721982,27.0019022608,2026-09-15
5136,4.8473683139,0.7452552735,36.2508316398,2026-09-15
5137,4.3816391389,0.9188150913,28.2665309915,2026-09-15
5138,3.8471039792,0.735086737,22.2663348017,2026-09-15
5139,3.9055136009,0.786893361,25.4492887956,2026-09-15
5140,1.3281015388,0.2801612407,7.4061703696,2026-09-15
5141,4.6353547203,0.6994867255,35.4444056837,2026-09-15
5142,3.9110217525,0.6449904546,28.3485756502,2026-09-15
5143,4.9768584444,1.0168819314,27.9487626671,2026-09-15
5144,3.3397952332,0.7864952509,19.6930760106,2026-09-15
5145,5.2341441012,0.9085401454,34.2631091306,2026-09-15
5146,4.3985651123,0.7837237701,27.5629572915,2026-09-15
5147,1.7801037834,0.3087680833,12.0525895964,2026-09-15
5148,2.8836056484,0.5352370228,17.3553079236,2026-09-15
5150,2.1767886992,0.4035387459,14.6798348018,2026-09-15
5151,4.7644801497,1.058273109,23.4593461955,2026-09-15
5152,4.2691266051,1.0230021254,20.1016350967,2026-09-15
5153,4.1523617292,0.8204901045,25.3327119546,2026-09-15
5154,4.6510732011,0.856833699,28.6535384963,2026-09-15
5155,4.4618950664,0.7632533127,32.3029201467,2026-09-15
5156,1.1260323098,0.2265576232,6.428455279,2026-09-15
5157,4.6028365875,0.8900264648,27.4667514982,2026-09-15
5158,4.759448281,0.7724474247,35.2676753046,2026-09-15
5160,5.4273441358,0.8959829477,36.9995440485,2026-09-15
5161,4.2643718555,0.7521751949,28.0073761143,2026-09-15
5162,0.0248063836,0.0051227823,0.138275569,2026-09-15
5163,4.0596624112,0.8116631474,22.8696450027,2026-09-15
5164,2.8060723075,0.589918707,15.8967964586,2026-09-15
5165,4.8761850007,1.1403964009,26.7524461978,2026-09-15
5166,4.5760335006,0.8153735617,29.3038867923,2026-09-15
5167,3.5408890819,0.7063466256,22.1354943154,2026-09-15
5169,3.3363089885,0.7210318425,18.1789160635,2026-09-15
5170,4.1387329408,0.6958761552,28.7666991279,2026-09-15
5172,4.1023442122,0.8339700896,23.2715123588,2026-09-15
5173,2.9365003225,0.5664462635,18.9186519715,2026-09-15
5174,2.6462462896,0.5520391117,14.4867507934,2026-09-15
5175,3.2190667202,0.6146241888,21.9431917381,2026-09-15
5176,1.6241090287,0.3405115165,9.4046828135,2026-09-15
5177,6.1170832163,1.3487009449,30.5003173193,2026-09-15
5178,4.559262345,0.9072478551,27.0656456055,2026-09-15
5179,4.2782142523,0.9234967479,22.8863611364,2026-09-15
5180,3.7946913515,0.822386043,21.7806093887,2026-09-15
5181,4.2301298068,0.8557402044,23.6251337076,2026-09-15
