登録番号,重み付き和,重み付き二乗和,重み計,基準日
4063,4.287450713,0.6803766375,34.306556639,2026-09-15
4064,5.1411773857,0.9751153683,31.4232961544,2026-09-15
4065,4.0349593485,0.7718191899,23.6263768219,2026-09-15
4066,5.0176222481,0.8515995809,33.9976494086,2026-09-15
4067,5.5373514602,0.9879789105,35.1152511621,2026-09-15
4068,4.7798656939,0.8019436468,33.222544367,2026-09-15
4069,4.1439037931,0.87524082,23.2476357942,2026-09-15
4071,2.7342581687,0.5937966494,14.7021474836,2026-09-15
4072,3.507089656,0.5437734729,26.0602820836,2026-09-15
4073,4.2239757694,0.6720915215,28.6538191801,2026-09-15
4074,4.7223494829,0.7551325915,34.7164581408,2026-09-15
4075,3.7608704745,0.5226080937,32.3780883966,2026-09-15
4076,6.5865528391,1.3984880955,34.2304957837,2026-09-15
4077,4.9223519018,1.0132061676,26.5030389887,2026-09-15
4079,5.1224352497,0.8254212209,35.4154387986,2026-09-15
4080,0.0163384249,0.0028253315,0.1136069999,2026-09-15
4081,4.9456420216,0.8682130846,32.7176822716,2026-09-15
4082,3.6685639942,0.7650943478,20.3021255346,2026-09-15
4083,4.5042259271,0.6947409479,32.939537584,2026-09-15
4084,4.6643282531,0.7501042896,31.9730020786,2026-09-15
4085,5.091888911,1.1808063125,26.1503011115,2026-09-15
4086,3.4157042597,0.5597895187,24.6010616662,2026-09-15
4089,4.6769348574,0.8655257898,29.9516495193,2026-09-15
4090,3.880744844,0.6691678199,25.0282859303,2026-09-15
4092,4.2936442658,0.7725141011,26.6574617522,2026-09-15
4093,2.6405535457,0.5690898865,14.2955143123,2026-09-15
4094,5.0971489983,0.9992545682,28.1455278688,2026-09-15
4095,4.1128456023,0.7010618004,27.2879685398,2026-09-15
4096,4.0319708936,0.6799472459,27.6297140009,2026-09-15
4097,4.079949757,0.9280239916,21.4310677409,2026-09-15
4098,3.9703475266,0.9055626547,19.0166488813,2026-09-15
4099,3.9633220467,0.6720976771,26.9918503793,2026-09-15
4100,3.9906756902,0.7355326792,25.9323548334,2026-09-15
4102,5.0387287585,0.8230604862,35.954120745,2026-09-15
4103,4.3993770246,1.0577378296,20.6450457646,2026-09-15
4104,2.8232816323,0.4466736926,21.4341480564,2026-09-15
4105,4.6125789152,1.0151536885,23.6087773529,2026-09-15
4106,4.0879951553,0.854108131,22.4224345279,2026-09-15
4108,3.743566481,0.5969314641,28.9611071442,2026-09-15
4109,2.5486053986,0.3965663831,19.1045926078,2026-09-15
4110,3.1583613383,0.5664546347,19.0227188284,2026-09-15
4111,4.7013589549,0.8510688453,31.0268082029,2026-09-15
4112,3.2235372002,0.6758623581,17.561227691,2026-09-15
4113,4.9420775469,0.9200076182,29.4562041138,2026-09-15
4114,4.4379210424,0.9246171284,23.4718055551,2026-09-15
4116,3.7040358976,0.8571478458,17.4894366929,2026-09-15
4117,4.422894929,0.9337953133,23.0872917006,2026-09-15
4118,4.6679341573,0.779325256,31.6648686491,2026-09-15
4119,4.1642601455,0.8250707676,24.851585358,2026-09-15
4120,4.8757209035,0.859214912,29.914846004,2026-09-15
4121,4.2760535103,0.682989575,30.8059289866,2026-09-15
4122,4.7654288243,0.88853498,29.1813260729,2026-09-15
4123,4.7151579951,0.9716882117,26.6043100433,2026-09-15
4124,4.9541401069,0.9550709469,29.3651636689,2026-09-15
4128,3.4540887039,0.6214219714,22.0836680564,2026-09-15
4129,3.6556940429,0.800341161,20.5144470631,2026-09-15
4131,3.9614483943,0.7675185392,25.433355709,2026-09-15
4133,3.6520703233,0.6525440968,25.2040578787,2026-09-15
4134,5.3654071308,1.0088154472,31.2680302412,2026-09-15
4136,3.7341751897,0.6689654751,23.0090043945,2026-09-15
4137,4.0504774104,0.5770592528,34.4600283575,2026-09-15
4138,3.0076317416,0.5069624607,22.0620386624,2026-09-15
4139,4.522313174,0.8825137842,27.3965345503,2026-09-15
4140,2.1807751176,0.3988436572,13.220085209,2026-09-15
4142,4.5610454887,0.8488581787,27.3504410867,2026-09-15
4143,3.8626609792,0.6796661456,23.9084361415,2026-09-15
4144,2.8753884689,0.5252051817,17.400284379,2026-09-15
4145,5.6690894992,1.4910163584,23.2235697143,2026-09-15
4146,4.3025956551,0.813192175,26.9870728511,2026-09-15
4148,3.7606186825,0.665931273,26.016255992,2026-09-15
4150,3.8151559805,0.5537359598,29.2938771288,2026-09-15
4151,5.6671667474,1.2270454082,29.038515706,2026-09-15
4152,4.9261470187,0.9198898611,29.9003154275,2026-09-15
4154,4.6603889863,0.9191961648,26.2268662694,2026-09-15
4155,5.0111034121,0.8397940766,33.6307906348,2026-09-15
4156,4.5741501186,0.7552772838,32.0388916209,2026-09-15
4158,4.7413209493,0.8386834328,29.3233819453,2026-09-15
4159,5.1603477947,0.886756815,33.311628356,2026-09-15
4161,3.6349578538,0.5995874443,25.2746631316,2026-09-15
4162,0.0597387022,0.0124363437,0.344579757,2026-09-15
4163,5.0012702731,0.8917999188,32.27184169,2026-09-15
4164,3.8946163522,0.7527512411,23.2393190817,2026-09-15
4166,3.7356476467,0.5282678088,30.3016939778,2026-09-15
4167,2.8123900146,0.4528437593,19.8822013378,2026-09-15
4168,5.2955134302,0.9277151405,35.8631797464,2026-09-15
4169,4.0807987648,0.7894389885,24.5222319673,2026-09-15
4171,4.3820369039,0.8465883266,24.7874849437,2026-09-15
4172,4.4814994306,0.8152686932,29.2811924908,2026-09-15
4173,4.8179203998,0.9441617839,28.3449165162,2026-09-15
4174,4.6804612812,0.8567658144,29.5074767911,2026-09-15
4175,3.0597994671,0.4388389683,25.3180183137,2026-09-15
4176,2.835212999,0.5796745911,17.8830297911,2026-09-15
4177,3.3619193191,0.6675321287,20.1699185445,2026-09-15
4179,4.5728355744,0.7744669202,29.8352038008,2026-09-15
4180,4.9309559653,0.8315048488,33.0550670424,2026-09-15
4181,4.7777145081,0.9997810213,25.9340112103,2026-09-15
4182,4.8218473801,0.9223472503,29.4543554388,2026-09-15
4183,1.5793490836,0.3484856052,7.9068915479,2026-09-15
4184,3.4509179039,0.5741662686,23.810045102,2026-09-15
4186,5.1674264837,0.9258600651,34.9474851176,2026-09-15
4188,3.4426081619,0.4664739356,32.2688774105,2026-09-15
4189,6.2865625796,1.4628617915,32.3620418687,2026-09-15
4190,5.5233913599,1.0642019655,33.6683348711,2026-09-15
4191,4.5514472234,0.7937867676,30.1186635371,2026-09-15
4193,4.3385362632,0.7633098359,30.5249533597,2026-09-15
4195,2.482092486,0.3715508922,18.81176381,2026-09-15
4196,4.6554124471,1.0154985444,26.3956688517,2026-09-15
4197,4.4674436219,0.9609516386,23.2319295593,2026-09-15
4199,5.580073506,0.9319893734,39.1418408554,2026-09-15
4200,3.8258693497,0.7305916328,24.2803432471,2026-09-15
4201,5.0947109828,0.9132195518,34.2052881592,2026-09-15
4202,3.8638937016,0.7578096456,22.9183234999,2026-09-15
4203,4.1232249019,0.7186100342,27.0396496049,2026-09-15
4204,4.8169107604,1.022197959,26.5499789966,2026-09-15
4205,4.0346451736,0.5711420636,32.8864471954,2026-09-15
4207,2.6863956547,0.4321972652,21.1919011693,2026-09-15
4208,5.3890512631,0.8984682275,36.5342550423,2026-09-15
4209,5.3242726922,0.9662279213,32.3603818238,2026-09-15
4210,4.7163527704,0.7697147944,33.6878513971,2026-09-15
4211,3.0013510634,0.4305740531,25.0141654659,2026-09-15
4213,3.9720540761,0.8041175775,22.8238775205,2026-09-15
4214,3.8331077635,0.7192555192,23.0680909501,2026-09-15
4215,4.4524940016,0.779161172,30.2361743363,2026-09-15
4216,4.4720584106,0.7769748874,29.4586327791,2026-09-15
4218,4.8284199099,0.8118654583,32.2587234638,2026-09-15
4219,4.4607365997,1.1286591205,19.4226142791,2026-09-15
4220,3.9804342,0.6938664788,25.275739072,2026-09-15
4224,2.9471680324,0.6829271166,13.8970644392,2026-09-15
4225,3.4697077748,0.6029460515,23.1876245455,2026-09-15
4226,3.7071200406,0.605896145,26.016582773,2026-09-15
4227,3.7030939292,0.7008488959,23.7665599479,2026-09-15
4228,2.5553274372,0.4333747906,16.3205054726,2026-09-15
4229,4.3239503813,0.8158147417,25.3830956181,2026-09-15
4230,4.6448997281,0.8735951364,28.2394950588,2026-09-15
4231,4.8785868037,0.9317287546,27.6286111872,2026-09-15
4232,4.563202866,0.8999227374,26.8478394311,2026-09-15
4233,5.468980435,1.0131237962,34.0720315399,2026-09-15
4234,3.4993308755,0.7211216392,19.3756679195,2026-09-15
4236,3.8684451847,0.5734145711,28.7405483655,2026-09-15
4237,4.7596076205,0.7914918948,34.722751228,2026-09-15
4238,3.3475711226,0.4840733246,27.1666557448,2026-09-15
4239,4.2429671561,0.6903739273,31.7516326643,2026-09-15
4240,3.9193100591,0.5990714124,30.2523572065,2026-09-15
4241,4.6164344288,0.9300972059,28.5449283273,2026-09-15
4243,2.8222595281,0.6444226678,13.9219925497,2026-09-15
4244,2.0699922625,0.3140575862,16.2082518666,2026-09-15
4245,3.5188273714,0.6796372987,22.1951743909,2026-09-15
4246,4.0087646545,0.7611272375,23.2856107856,2026-09-15
4247,3.6465975838,0.6256036462,26.1330244321,2026-09-15
4248,4.7059258272,0.984698575,25.8758984004,2026-09-15
4251,5.4170531514,1.3247437755,26.5670909241,2026-09-15
4252,4.7032873983,0.987833551,26.8342752007,2026-09-15
4253,4.9920494292,0.9460987722,28.4292560279,2026-09-15
4254,3.7512371216,0.6597641219,24.6818228406,2026-09-15
4256,4.9202622016,0.7795575682,34.3747062737,2026-09-15
4257,2.9100522403,0.4432534487,23.0148641865,2026-09-15
4258,5.0846925921,1.1576693869,26.1655102999,2026-09-15
4259,4.631007626,0.7610531288,31.9847613393,2026-09-15
4260,5.3690176403,1.0271015501,31.8308040461,2026-09-15
4261,5.1738501393,0.9460837001,33.3689557234,2026-09-15
4262,4.1189069683,0.5952707304,32.1234266257,2026-09-15
4263,3.9616835141,0.8126221396,22.0393919011,2026-09-15
4264,4.8877243851,1.0608795783,24.9692312057,2026-09-15
4266,4.2005423273,0.8224517467,29.1313702225,2026-09-15
4268,0.1835337498,0.0398447661,0.9968177844,2026-09-15
4269,4.489709805,0.6549400124,33.8943528727,2026-09-15
4270,4.0155613974,0.733362382,24.6595183254,2026-09-15
4271,1.8154318479,0.3399043464,10.9991118441,2026-09-15
4272,3.9520718632,0.663409809,27.995482007,2026-09-15
4273,5.9035153643,1.2553574926,32.0379836709,2026-09-15
4274,3.6886204339,0.6517811634,24.7919137653,2026-09-15
4275,3.1038739587,0.6698654001,16.4279090094,2026-09-15
4276,3.4101023802,0.6659780303,23.0955519402,2026-09-15
4277,3.5221729924,0.6430338362,22.4582230937,2026-09-15
4278,3.3955011866,0.4397864564,29.6832910254,2026-09-15
4281,3.9581208576,0.6691558947,27.2388658316,2026-09-15
4283,3.9793446374,0.8264405363,23.3940634492,2026-09-15
4286,4.7551574359,0.7592691963,33.9527536874,2026-09-15
4287,5.2398774698,0.9655272942,33.2212101861,2026-09-15
4288,2.9216770915,0.4005473391,27.2039855976,2026-09-15
4289,3.3970090268,0.5904812094,23.0701403133,2026-09-15
4290,3.0072405012,0.4657634609,23.7257826633,2026-09-15
4292,4.3003308588,0.7293593345,31.606833031,2026-09-15
4293,3.4657563999,0.5686394046,23.7031804856,2026-09-15
4294,2.8480512632,0.4289673474,23.6754680407,2026-09-15
4295,4.3665723478,0.6564443388,36.1014333998,2026-09-15
4296,4.6398576737,0.7346286955,33.7822899805,2026-09-15
4297,3.4175313829,0.4592200666,30.7421936239,2026-09-15
4298,3.9271594107,0.6959893147,24.2138983483,2026-09-15
4299,2.6731148695,0.4558236632,17.6875417781,2026-09-15
4300,3.8960758415,0.691324754,24.8638226528,2026-09-15
4301,3.4595824539,0.6601689807,21.2064682114,2026-09-15
4302,4.3618431343,0.7041442541,31.5317228245,2026-09-15
4303,2.9374012175,0.5218628769,18.8131230861,2026-09-15
4305,4.6016731426,0.7434156666,34.8619739563,2026-09-15
4306,4.4318377839,0.8648444989,25.2280135346,2026-09-15
4308,5.0372417225,0.8932097022,32.2942979286,2026-09-15
4311,4.3871055928,0.8379970481,26.5389102819,2026-09-15
4313,4.1625609422,0.7395118983,27.1776238263,2026-09-15
4314,4.198916254,0.766740477,28.7009171676,2026-09-15
4315,3.6940407374,0.642047436,23.4061756991,2026-09-15
4317,4.6403099451,0.8990171697,27.411955643,2026-09-15
4318,3.2378608521,0.5996265246,21.5967216946,2026-09-15
4319,5.6720920016,1.1155418868,31.9826384383,2026-09-15
4320,2.6870886117,0.4026716262,22.3692587986,2026-09-15
4323,3.5909165183,0.5996535212,26.003286023,2026-09-15
4324,4.3173215673,0.6501254188,33.3549875143,2026-09-15
4325,3.6659158886,0.6434087208,24.1161133532,2026-09-15
4327,3.9326527597,0.8398355979,21.5780838424,2026-09-15
4329,3.9977911637,0.8220964052,23.1872765363,2026-09-15
4330,4.2957020624,0.6456062326,33.9539596663,2026-09-15
4331,4.0107385384,0.7014203304,28.2063199624,2026-09-15
4332,3.8056097242,0.848628168,20.0403109026,2026-09-15
4335,3.2555864579,0.4582117657,27.0397594245,2026-09-15
4336,3.8085599353,0.5886486594,28.8346395681,2026-09-15
4337,3.8150175679,0.5377195829,31.4183982484,2026-09-15
4339,4.2490141426,0.8023606527,26.4836708401,2026-09-15
4340,4.1080832109,0.9980948159,18.9169860591,2026-09-15
4342,3.8936855634,0.6777303721,26.8159686524,2026-09-15
4343,4.8024795586,0.9883390429,27.3669065503,2026-09-15
4344,4.425681999,0.809262067,30.9180966486,2026-09-15
4345,3.9038678506,0.654461015,25.9935343959,2026-09-15
4346,4.1428918424,0.7973265169,25.2426725811,2026-09-15
4347,4.0357404414,0.7202870416,25.7045132144,2026-09-15
4348,4.0426260183,0.6516568996,27.226684877,2026-09-15
4349,3.1778069062,0.7122646203,17.4213526395,2026-09-15
4350,4.5150949094,0.6533170176,35.2300139288,2026-09-15
4351,3.1114189804,0.4566431285,26.0087557705,2026-09-15
4352,4.1057306316,0.640896005,29.8291009937,2026-09-15
4355,0.1886266696,0.0451065324,0.9124802041,2026-09-15
4356,4.9770787501,0.9085751243,30.7595672512,2026-09-15
4357,5.2902500539,0.9522215243,33.6404345386,2026-09-15
4358,6.4088744399,1.4906000106,30.4002251288,2026-09-15
4359,2.6996563205,0.4199153597,21.5942416237,2026-09-15
4360,4.1681833794,0.9723526383,24.5851591804,2026-09-15
4361,4.6227599526,0.7450878381,33.1394265899,2026-09-15
4362,5.0768561223,0.7901754972,36.7037642145,2026-09-15
4363,4.194422611,0.6321099256,31.2671488243,2026-09-15
4364,3.807951693,0.5526606339,29.4416823453,2026-09-15
4365,5.0801947167,1.0449000732,29.0421936373,2026-09-15
4366,3.2651526031,0.5819614266,21.6098970446,2026-09-15
4367,4.8630795792,1.0567141294,25.7778082611,2026-09-15
4368,4.1919553112,0.9918390095,21.0235043653,2026-09-15
4369,4.6718883845,0.7966072245,33.5624634987,2026-09-15
4370,3.4703923134,0.6167051885,24.210253074,2026-09-15
4371,3.3258223528,0.5555523517,23.1992808787,2026-09-15
4372,3.5852684302,0.6205441378,23.0916393463,2026-09-15
4373,5.1560550447,1.0207326978,29.6793572859,2026-09-15
4374,3.7678505007,0.6033318586,25.5102476573,2026-09-15
4375,4.6664814273,0.8915837681,31.2471678873,2026-09-15
4376,4.9879731638,0.8010833727,33.2687670119,2026-09-15
4377,5.1037743976,0.8664161125,35.4591346583,2026-09-15
4379,3.9393216272,0.7317860982,25.5291329375,2026-09-15
4380,4.772936038,0.9327317715,31.0840771147,2026-09-15
4381,4.8936980428,0.8495425741,32.4786474308,2026-09-15
4382,4.6268344593,0.8301504982,29.8040464642,2026-09-15
4383,4.5191894429,0.8667793599,25.4534161016,2026-09-15
4384,4.7239171174,0.9080997994,30.3384958837,2026-09-15
4385,1.9483336129,0.4265430066,9.7861048497,2026-09-15
4387,4.1771332336,0.6748957525,29.8120050169,2026-09-15
4388,4.9836070409,0.867318045,32.3225794022,2026-09-15
4389,5.3059055289,1.0458183307,30.8664161145,2026-09-15
4390,4.4148783444,0.8490542569,26.6804663369,2026-09-15
4391,5.6976919047,0.9876554954,37.4043413186,2026-09-15
4393,3.8624075726,0.8549982793,19.7847660674,2026-09-15
4394,3.5461408093,0.5034040463,29.5502267619,2026-09-15
4395,3.8057207776,0.787754589,20.888857344,2026-09-15
4396,5.576906184,1.2230146626,31.0901452417,2026-09-15
4397,4.6952050628,0.6995239574,37.0218237129,2026-09-15
4398,4.737616448,0.7511865476,34.183490768,2026-09-15
4400,4.7687305977,1.0093002405,24.8957923616,2026-09-15
4401,3.8683710874,0.6672755301,26.9072795806,2026-09-15
4402,4.185367889,0.7617483298,27.3937703586,2026-09-15
4403,3.7103405448,0.6002824636,28.3942461437,2026-09-15
4404,3.6186594351,0.7957558102,18.4547443973,2026-09-15
4405,3.687211417,0.6984673221,22.2831593995,2026-09-15
4406,4.2178524486,0.6927909283,29.345934206,2026-09-15
4407,4.7935345399,0.8793536381,30.3841024309,2026-09-15
4408,4.653121595,0.9313727768,26.9463678547,2026-09-15
4409,3.7336841194,0.6512183184,24.3703403857,2026-09-15
4410,4.0539852683,0.6954331392,26.7857018836,2026-09-15
4411,4.5917032754,0.9450548125,25.4776343967,2026-09-15
4413,4.5464365485,0.826367126,27.5110981139,2026-09-15
4414,2.9427317378,0.563651896,18.5590467833,2026-09-15
4415,4.9476516622,0.7888836104,35.825960597,2026-09-15
4416,5.0522046147,1.078427715,27.182267406,2026-09-15
4417,3.2735557189,0.6736516259,17.609004892,2026-09-15
4418,3.243173874,0.4193170937,29.7269325065,2026-09-15
4419,3.44466887,0.60366128,22.8601157351,2026-09-15
4420,4.583932607,0.802230835,29.3190290483,2026-09-15
4421,3.3985979362,0.8509232979,17.9261579406,2026-09-15
4422,3.3558176943,0.6117529392,22.0477436264,2026-09-15
4423,3.6561671379,0.6746900755,23.9946451681,2026-09-15
4424,5.2463585829,0.9076077651,34.4110040961,2026-09-15
4425,2.1380578968,0.3985180119,12.8749162068,2026-09-15
4427,4.4426537381,0.7133074749,32.1731223199,2026-09-15
4428,3.6721645806,0.5227371991,30.7198074523,2026-09-15
4429,4.7323824983,0.898291376,28.5882465689,2026-09-15
4430,4.5907217879,0.7604849582,30.8160821421,2026-09-15
4431,3.9930922565,0.7415415354,26.7793341644,2026-09-15
4432,4.0153128495,0.6641261499,30.0717758249,2026-09-15
4433,5.9904826726,1.1924851496,34.9047475638,2026-09-15
4434,4.5961776228,0.8578147531,27.1084504215,2026-09-15
4435,5.1645545921,1.0681328382,28.8469819936,2026-09-15
4436,4.3390019944,0.7555966472,27.6169195743,2026-09-15
4437,5.2970873615,0.9331998793,33.9115079605,2026-09-15
4438,3.3626571096,0.4660593931,31.0375868256,2026-09-15
4439,2.7474686922,0.5250380087,15.9082236316,2026-09-15
4440,4.2106573067,0.9015053864,23.4310397385,2026-09-15
4441,4.0230328283,0.5575150479,34.9919793072,2026-09-15
4442,3.5747349367,0.7445121235,19.912944832,2026-09-15
4443,5.1089252502,1.0652091268,27.2006605356,2026-09-15
4444,3.3957627745,0.5031259671,26.5697664913,2026-09-15
4445,3.6476328869,0.5619667039,30.5661111743,2026-09-15
4446,3.8404539216,0.5711273537,29.2843257328,2026-09-15
4447,5.2053125316,1.1031371865,29.1338368545,2026-09-15
4448,5.0544403056,0.8755958271,35.1742938927,2026-09-15
4449,4.4943203759,0.909969863,26.9603746373,2026-09-15
4450,5.1159340306,1.0342713279,29.6568160581,2026-09-15
4451,3.6227073342,0.6121280464,26.5812476588,2026-09-15
4452,4.9767500334,0.9501117813,30.2062755982,2026-09-15
4456,3.014981102,0.5264924907,19.2831159124,2026-09-15
4457,2.487477118,0.460813374,15.3565348176,2026-09-15
4458,4.5432676581,0.7541816447,31.3249570523,2026-09-15
4459,2.4301135656,0.3705564544,17.2491259296,2026-09-15
4460,4.4868186548,0.8263507377,31.8711949308,2026-09-15
4461,4.2117059945,0.7740395573,27.5662664388,2026-09-15
4462,3.4241130184,0.6211763414,21.8786291684,2026-09-15
4463,3.6890313546,0.6118327444,24.1324734243,2026-09-15
4464,4.5627498823,1.0109681264,23.3309550936,2026-09-15
4465,4.544780987,1.0368398605,24.1058826291,2026-09-15
4466,4.1608169231,0.7591038104,25.7525374585,2026-09-15
4467,4.4415989558,0.7193787105,30.1821578783,2026-09-15
4468,3.9360586211,0.7360614391,24.6976220901,2026-09-15
4469,4.4069683984,0.8948125059,24.6460181351,2026-09-15
4470,3.5360428362,0.5282283766,28.0343661897,2026-09-15
4471,4.7429046402,0.8596958785,32.8151240973,2026-09-15
4472,3.2655206018,0.5015499312,24.8556157677,2026-09-15
4473,2.1065787684,0.3747592888,14.2069271543,2026-09-15
4474,3.3269800085,0.6643890614,19.34437291,2026-09-15
4475,5.5576517148,0.9650726652,37.4437538472,2026-09-15
4477,3.7250642134,0.5783217103,27.3088673395,2026-09-15
4478,3.7450587767,0.6341099664,25.9387511159,2026-09-15
4479,3.7229818473,0.7532968675,20.6467552702,2026-09-15
4482,4.194069351,0.7180365742,27.8003169369,2026-09-15
4483,4.5633410893,0.6955793577,34.2020302342,2026-09-15
4484,6.3361835087,1.6746614512,32.2290156647,2026-09-15
4485,2.6114960537,0.5607542348,16.2779893477,2026-09-15
4486,4.9133043119,0.9402370948,30.7265619096,2026-09-15
4487,3.6953538586,0.7996517894,19.6641771914,2026-09-15
4488,3.0152347616,0.4996212113,21.1317667878,2026-09-15
4489,3.8054999942,0.6777852801,25.9414385883,2026-09-15
4491,5.074097094,1.1423892515,25.9495114073,2026-09-15
4492,0.0102176012,0.0022230767,0.0625273769,2026-09-15
4494,3.4537674514,0.5668444521,24.2605118636,2026-09-15
4495,3.3672572297,0.5988945636,21.9028830327,2026-09-15
4496,4.5853620609,0.8696423506,29.1264541184,2026-09-15
4497,3.8118862856,0.595243643,28.2517183995,2026-09-15
4498,3.663887857,0.7616584409,20.5422821094,2026-09-15
4499,4.0944432301,0.8775255061,22.2135943023,2026-09-15
4500,2.6337067282,0.3708717221,21.9058792731,2026-09-15
4501,4.1519761348,0.8631745947,27.2104038577,2026-09-15
4502,5.8523214202,0.9882969039,41.6634833172,2026-09-15
4503,4.1994754089,0.5860992553,34.7399135772,2026-09-15
4504,3.4908783635,0.5244250773,26.7578251769,2026-09-15
4505,4.7804647548,0.8999459671,29.8881765822,2026-09-15
4506,3.6015550073,0.5116086384,28.2017803946,2026-09-15
4508,3.0656596014,0.6609327929,16.1775639539,2026-09-15
4509,4.8026034486,0.9542733165,27.7269959006,2026-09-15
4510,2.4979500166,0.6520255187,10.5802971582,2026-09-15
4511,3.5902070005,0.6544389536,22.750408704,2026-09-15
4512,4.9872216231,0.81853216,33.8647382186,2026-09-15
4513,4.8937465907,0.9819792488,30.0590341406,2026-09-15
4514,6.1795805047,1.316838132,33.1477044779,2026-09-15
4515,5.7676701248,1.0497000209,34.9625530478,2026-09-15
4516,1.4073865618,0.2398514779,9.4786190224,2026-09-15
4518,4.2341097174,0.9398692931,21.2850785356,2026-09-15
4519,0.0887605051,0.0174429705,0.5319299043,2026-09-15
4520,4.3885313761,0.821248603,27.0400182049,2026-09-15
4521,5.1674329043,1.1894640408,27.5383863356,2026-09-15
4522,3.6841719229,0.5891631123,26.2577214959,2026-09-15
4523,4.1123401299,0.7495484545,25.1245858177,2026-09-15
4524,2.9885010452,0.5037254063,19.7361673234,2026-09-15
4525,3.342651918,0.597450203,21.6081729029,2026-09-15
4526,3.6225614291,0.5925799325,26.5449138983,2026-09-15
4527,4.0131341567,0.7978339103,23.2128264425,2026-09-15
4528,4.0605890052,0.6957072229,27.6646004293,2026-09-15
4529,3.7486832533,0.5280124081,30.7797848407,2026-09-15
4530,3.8538608959,0.6228496578,27.9663091706,2026-09-15
4531,4.8867936732,0.8346053521,33.2365232438,2026-09-15
4532,3.7169651405,0.6274858779,26.0092455839,2026-09-15
4533,3.1844239915,0.5850919671,19.7962207646,2026-09-15
4534,3.2151050279,0.6842987284,17.0899089156,2026-09-15
4535,3.239150853,0.6448643779,18.6648081926,2026-09-15
4536,4.5856854412,0.8026982548,31.3249526099,2026-09-15
4537,5.2538527285,0.8483581658,37.7517717996,2026-09-15
4538,1.9542370535,0.391436067,11.1319801531,2026-09-15
4539,4.2085747786,0.6062432203,32.1550450813,2026-09-15
4540,3.5413606848,0.5843582593,27.8508302495,2026-09-15
4543,5.3792384828,0.9980193374,34.0395527041,2026-09-15
4544,5.2451315368,1.1016964043,28.2595163277,2026-09-15
4545,4.0898200366,0.6864087806,29.9149398385,2026-09-15
4546,4.3333651147,0.7479936963,28.2006950263,2026-09-15
4547,4.6852179776,0.778777044,33.4832840945,2026-09-15
4548,3.592102972,0.9078766887,15.0610134116,2026-09-15
4549,4.4005538917,0.8800720641,24.2753431616,2026-09-15
4550,3.9898259878,0.7150502277,25.3665859079,2026-09-15
4551,5.6494329784,1.2006171813,33.8511360307,2026-09-15
4552,3.4386878604,0.6394960562,22.197624298,2026-09-15
4553,4.3335721668,0.7313815265,27.9439027483,2026-09-15
4555,4.7646773411,0.9227338268,27.3772520073,2026-09-15
4556,3.8654204707,0.6838698822,25.3021291656,2026-09-15
4557,4.0995121973,0.8306180952,22.8969533695,2026-09-15
4558,2.4701381198,0.5163251306,13.5295444891,2026-09-15
4560,1.8702373619,0.3161961186,12.7210806761,2026-09-15
4561,3.673721611,1.0860740426,14.9532919504,2026-09-15
4562,5.4984410772,1.092285294,31.6345302816,2026-09-15
4563,3.5488831799,0.7489430093,20.3811447032,2026-09-15
4564,5.034753822,0.8886402627,30.898324624,2026-09-15
4565,4.0964880092,0.7448848746,26.7935467998,2026-09-15
4566,3.2760359016,0.5115152385,25.3501985559,2026-09-15
4567,4.9303184789,1.2853120512,21.3490534075,2026-09-15
4568,2.5070561641,0.3627568859,19.6521994525,2026-09-15
4569,2.3632857014,0.4572388298,13.9044550876,2026-09-15
4570,4.2839954618,0.733467844,28.1488505451,2026-09-15
4571,3.593316888,0.6332780407,26.3263464006,2026-09-15
4572,4.4074377052,0.7600118323,30.1878744478,2026-09-15
4573,2.4005985973,0.4105532683,16.1807455835,2026-09-15
4574,5.7885699568,1.2214472626,30.9115838668,2026-09-15
4575,3.6544221281,0.6346425275,22.8818775039,2026-09-15
4578,5.3911175526,1.0175529644,33.7396261486,2026-09-15
4579,4.1927766362,0.6911740784,29.5977926333,2026-09-15
4580,4.0963559298,0.71945735,25.9006427905,2026-09-15
4581,4.7975040693,0.7775407104,34.76348431,2026-09-15
4583,4.3773551667,0.7773214451,28.7952381756,2026-09-15
4584,2.8782727249,0.4092971858,23.8945522598,2026-09-15
4586,3.9076699573,0.5166039358,34.6139856107,2026-09-15
4587,5.1362060743,1.2005050493,27.9927154603,2026-09-15
4588,4.7201747818,0.7421347515,34.9815187156,2026-09-15
4589,3.9856459019,0.6918201328,26.6393296621,2026-09-15
4590,3.111797921,0.5167558634,20.9085686286,2026-09-15
4592,3.7937983126,0.6856820852,24.7893249229,2026-09-15
4593,4.3222907032,0.7330620471,29.7236308778,2026-09-15
4594,3.9136706071,0.6163671229,28.969067097,2026-09-15
4596,3.2977584558,0.5550924795,22.0799172251,2026-09-15
4598,4.007951765,0.6824744173,29.360118753,2026-09-15
4600,3.6443839924,0.6686897145,23.3104767893,2026-09-15
4601,3.7590871567,0.5532237711,31.7275165247,2026-09-15
4603,3.8222789458,0.676511911,24.0329995515,2026-09-15
4604,4.1838258126,0.6658717411,30.0283757337,2026-09-15
4607,4.9306210549,0.9271822397,31.9263656204,2026-09-15
4608,5.9098508653,1.0705395135,39.2022083475,2026-09-15
4610,4.51921348,0.9890427749,26.5315447552,2026-09-15
4611,4.2096806546,0.7173039671,32.0609899124,2026-09-15
