レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202606192101,2026-06-19,21,01R,08:32,2026-06-19T08:24:25.246460+09:00,1,0.1,2,0.18,3,0.3,4,0.05,5,0.15,6,0.36
202606191801,2026-06-19,18,01R,08:44,2026-06-19T08:34:21.648070+09:00,1,0.13,2,0.23,3,0.16,4,-0.06,5,-0.01,6,-0.08
202606192102,2026-06-19,21,02R,08:58,2026-06-19T08:48:23.486664+09:00,1,0.08,2,0.01,3,0.12,4,0.15,5,-0.04,6,-0.04
202606191802,2026-06-19,18,02R,09:13,2026-06-19T09:04:22.960409+09:00,1,0.09,3,0.21,4,0.12,5,-0.01,6,-0.02,2,-0.08
202606192103,2026-06-19,21,03R,09:24,2026-06-19T09:14:27.338950+09:00,1,0.1,2,0.14,3,0.09,4,0.21,5,-0.06,6,0.24
202606191803,2026-06-19,18,03R,09:39,2026-06-19T09:32:23.506364+09:00,1,0.05,2,0.15,3,0.09,4,-0.03,5,0.15,6,-0.04
202606192104,2026-06-19,21,04R,09:50,2026-06-19T09:40:26.470124+09:00,1,0.08,2,0.09,3,0.02,4,0.19,5,0.3,6,0.06
202606191804,2026-06-19,18,04R,10:05,2026-06-19T09:56:30.039865+09:00,1,0.16,2,0.14,3,0.19,4,0.19,5,0.13,6,0.23
202606192105,2026-06-19,21,05R,10:18,2026-06-19T10:08:28.004204+09:00,1,0.06,3,0.0,4,-0.09,5,0.01,6,0.01,2,-0.05
202606191101,2026-06-19,11,01R,10:32,2026-06-19T10:22:26.941301+09:00,1,0.06,2,0.18,3,0.16,4,0.1,5,0.17,6,0.25
202606191805,2026-06-19,18,05R,10:33,2026-06-19T10:24:22.279663+09:00,1,0.01,2,0.23,3,0.22,4,0.05,5,0.07,6,0.05
202606191301,2026-06-19,13,01R,10:37,2026-06-19T10:28:25.106487+09:00,1,0.04,2,0.04,3,0.04,4,0.21,5,0.03,6,0.0
202606190901,2026-06-19,09,01R,10:39,2026-06-19T10:30:30.084987+09:00,1,0.07,2,0.07,3,-0.01,4,0.01,5,0.06,6,0.13
202606191701,2026-06-19,17,01R,10:45,2026-06-19T10:36:21.506590+09:00,1,0.14,2,0.17,3,0.28,4,0.03,5,0.0,6,0.02
202606190201,2026-06-19,02,01R,10:47,2026-06-19T10:38:24.177764+09:00,1,0.21,2,0.06,3,0.09,4,0.03,5,0.01,6,0.26
202606192106,2026-06-19,21,06R,10:50,2026-06-19T10:40:26.681495+09:00,1,0.05,2,0.16,3,0.05,4,-0.01,5,0.1,6,-0.01
202606191102,2026-06-19,11,02R,11:01,2026-06-19T10:52:30.837819+09:00,1,0.04,2,0.0,3,-0.06,4,0.14,5,0.06,6,0.09
202606191806,2026-06-19,18,06R,11:03,2026-06-19T10:54:22.178273+09:00,1,0.08,2,0.21,3,0.13,4,0.23,5,0.14,6,0.27
202606191302,2026-06-19,13,02R,11:05,2026-06-19T10:56:25.757602+09:00,1,0.11,2,0.11,3,0.11,4,0.15,5,0.05,6,0.06
202606190902,2026-06-19,09,02R,11:07,2026-06-19T10:58:19.531347+09:00,1,0.25,2,0.04,3,0.02,4,-0.04,5,0.05,6,0.17
202606191702,2026-06-19,17,02R,11:14,2026-06-19T11:04:23.154297+09:00,1,0.05,2,0.2,3,0.12,4,0.23,5,0.04,6,0.04
202606190202,2026-06-19,02,02R,11:16,2026-06-19T11:06:22.481610+09:00,1,0.08,2,0.19,3,0.08,4,-0.07,5,0.0,6,0.15
202606192107,2026-06-19,21,07R,11:21,2026-06-19T11:12:27.776826+09:00,1,0.05,2,0.1,3,0.06,4,0.0,5,0.15,6,0.22
202606190501,2026-06-19,05,01R,11:30,2026-06-19T11:20:21.642998+09:00,1,0.21,2,0.24,3,0.06,4,-0.02,5,0.09,6,0.17
202606191303,2026-06-19,13,03R,11:28,2026-06-19T11:20:21.642998+09:00,1,0.31,2,0.11,3,0.21,4,-0.07,5,-0.04,6,0.15
202606191103,2026-06-19,11,03R,11:34,2026-06-19T11:24:25.300374+09:00,1,0.05,2,0.06,3,0.3,4,0.14,5,-0.02,6,-0.04
202606191807,2026-06-19,18,07R,11:33,2026-06-19T11:24:25.300374+09:00,1,0.24,2,0.13,3,0.14,4,0.13,5,0.06,6,0.13
202606190903,2026-06-19,09,03R,11:36,2026-06-19T11:26:21.008386+09:00,1,0.09,2,0.06,3,0.1,4,-0.09,6,-0.07,5,-0.03
202606191703,2026-06-19,17,03R,11:43,2026-06-19T11:34:22.342624+09:00,1,0.15,3,0.2,2,0.05,4,0.13,5,0.14,6,0.25
202606190203,2026-06-19,02,03R,11:45,2026-06-19T11:37:01.213963+09:00,1,0.17,2,0.08,3,0.27,4,0.25,5,0.15,6,0.15
202606192108,2026-06-19,21,08R,11:51,2026-06-19T11:42:24.111902+09:00,1,0.04,2,0.17,3,0.09,4,0.19,5,0.15,6,0.06
202606190401,2026-06-19,04,01R,11:55,2026-06-19T11:46:31.778579+09:00,1,0.1,2,0.12,3,0.04,4,-0.02,5,0.19,6,0.03
202606191304,2026-06-19,13,04R,12:00,2026-06-19T11:50:19.834344+09:00,1,0.27,2,0.28,3,0.11,4,0.23,5,0.27,6,0.21
202606191808,2026-06-19,18,08R,12:03,2026-06-19T11:54:24.922784+09:00,1,-0.03,2,0.15,3,0.01,4,-0.02,5,-0.01,6,0.01
