レースコード,レース日,レース場コード,レース回,状態,1枠_コースpt,1枠_寄与_コースpt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_コースpt,2枠_寄与_コースpt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_コースpt,3枠_寄与_コースpt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_コースpt,4枠_寄与_コースpt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_コースpt,5枠_寄与_コースpt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_コースpt,6枠_寄与_コースpt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202607300401,2026-07-30,04,1R,daily,62.85,18.88,42.31,11.73,34.92,4.34,50.0,10.47,50.0,4.44,49.86,49.1,14.75,44.76,12.41,46.59,5.79,50.0,10.47,50.0,4.44,47.85,50.61,15.21,44.76,12.41,42.18,5.24,50.0,10.47,50.0,4.44,47.76,50.32,15.12,30.06,8.33,56.44,7.01,50.0,10.47,50.0,4.44,45.37,45.78,13.76,54.56,15.12,39.31,4.88,50.0,10.47,50.0,4.44,48.67,41.31,12.41,30.06,8.33,33.56,4.17,50.0,10.47,50.0,4.44,39.82
202607300401,2026-07-30,04,1R,realtime,62.85,18.88,42.31,11.73,31.75,3.94,52.7,11.04,55.55,4.93,50.52,49.1,14.75,44.76,12.41,48.2,5.98,65.58,13.74,41.28,3.66,50.54,50.61,15.21,44.76,12.41,45.59,5.66,43.11,9.03,53.58,4.75,47.06,50.32,15.12,30.06,8.33,59.86,7.43,41.2,8.63,52.16,4.63,44.14,45.78,13.76,54.56,15.12,36.46,4.53,54.4,11.4,64.47,5.72,50.52,41.31,12.41,30.06,8.33,32.68,4.06,43.02,9.01,32.73,2.9,36.72
202607300402,2026-07-30,04,2R,daily,65.82,19.78,34.96,9.69,42.62,5.29,50.0,10.47,50.0,4.44,49.67,48.25,14.5,52.11,14.44,54.83,6.81,50.0,10.47,50.0,4.44,50.66,52.72,15.84,42.31,11.73,64.12,7.96,50.0,10.47,50.0,4.44,50.44,48.63,14.61,30.06,8.33,57.72,7.17,50.0,10.47,50.0,4.44,45.02,43.66,13.12,34.96,9.69,49.82,6.19,50.0,10.47,50.0,4.44,43.9,40.89,12.28,34.96,9.69,47.4,5.89,50.0,10.47,50.0,4.44,42.77
202607300402,2026-07-30,04,2R,realtime,65.82,19.78,34.96,9.69,36.45,4.53,46.2,9.68,55.55,4.93,48.6,48.25,14.5,52.11,14.44,55.04,6.83,64.38,13.48,41.28,3.66,52.92,52.72,15.84,42.31,11.73,53.21,6.61,56.41,11.82,53.58,4.75,50.74,48.63,14.61,30.06,8.33,53.16,6.6,29.75,6.23,52.16,4.63,40.4,43.66,13.12,34.96,9.69,47.07,5.84,56.05,11.74,64.47,5.72,46.11,40.89,12.28,34.96,9.69,51.1,6.35,47.25,9.9,32.73,2.9,41.12
202607300403,2026-07-30,04,3R,daily,61.59,18.5,34.96,9.69,48.99,6.08,50.0,10.47,50.0,4.44,49.19,51.64,15.51,66.81,18.52,46.32,5.75,50.0,10.47,50.0,4.44,54.69,53.15,15.97,47.21,13.09,42.68,5.3,50.0,10.47,50.0,4.44,49.26,48.2,14.48,49.66,13.76,79.33,9.85,50.0,10.47,50.0,4.44,53.01,44.93,13.5,32.51,9.01,56.87,7.06,50.0,10.47,50.0,4.44,44.48,40.47,12.16,52.11,14.44,45.04,5.59,50.0,10.47,50.0,4.44,47.1
202607300403,2026-07-30,04,3R,realtime,61.59,18.5,34.96,9.69,51.22,6.36,40.53,8.49,56.52,5.01,48.06,51.64,15.51,66.81,18.52,44.86,5.57,55.66,11.66,41.21,3.66,54.92,53.15,15.97,47.21,13.09,42.31,5.25,47.17,9.88,53.81,4.77,48.96,48.2,14.48,49.66,13.76,80.79,10.03,54.95,11.51,52.3,4.64,54.43,44.93,13.5,32.51,9.01,51.15,6.35,57.49,12.04,63.47,5.63,46.54,40.47,12.16,52.11,14.44,51.48,6.39,44.22,9.26,32.47,2.88,45.14
202607300404,2026-07-30,04,4R,daily,66.24,19.9,37.41,10.37,68.89,8.55,50.0,10.47,50.0,4.44,53.74,50.79,15.26,37.41,10.37,53.23,6.61,50.0,10.47,50.0,4.44,47.15,51.87,15.59,47.21,13.09,56.39,7.0,50.0,10.47,50.0,4.44,50.58,46.51,13.97,47.21,13.09,42.99,5.34,50.0,10.47,50.0,4.44,47.31,42.81,12.86,47.21,13.09,45.84,5.69,50.0,10.47,50.0,4.44,46.55,41.73,12.54,57.01,15.8,51.05,6.34,50.0,10.47,50.0,4.44,49.59
202607300404,2026-07-30,04,4R,realtime,66.24,19.9,37.41,10.37,71.65,8.9,62.45,13.08,55.79,4.95,57.2,50.79,15.26,37.41,10.37,49.19,6.11,43.05,9.02,46.91,4.16,44.92,51.87,15.59,47.21,13.09,53.33,6.62,56.33,11.8,51.21,4.54,51.64,46.51,13.97,47.21,13.09,45.45,5.64,34.67,7.26,50.46,4.48,44.44,42.81,12.86,47.21,13.09,34.9,4.33,38.87,8.14,59.36,5.27,43.69,41.73,12.54,57.01,15.8,48.19,5.98,64.65,13.54,36.04,3.2,51.06
202607300405,2026-07-30,04,5R,daily,78.71,23.65,47.21,13.09,55.42,6.88,50.0,10.47,50.0,4.44,58.53,45.66,13.72,44.76,12.41,49.83,6.19,50.0,10.47,50.0,4.44,47.22,45.9,13.79,37.41,10.37,54.96,6.82,50.0,10.47,50.0,4.44,45.89,48.57,14.59,44.76,12.41,42.18,5.24,50.0,10.47,50.0,4.44,47.15,41.1,12.35,30.06,8.33,33.56,4.17,50.0,10.47,50.0,4.44,39.76,40.03,12.03,52.11,14.44,31.17,3.87,50.0,10.47,50.0,4.44,45.25
202607300405,2026-07-30,04,5R,realtime,78.71,23.65,47.21,13.09,52.8,6.56,62.47,13.08,56.76,5.04,61.41,45.66,13.72,44.76,12.41,50.71,6.3,51.4,10.77,46.85,4.16,47.34,45.9,13.79,37.41,10.37,54.88,6.81,56.08,11.75,51.44,4.56,47.28,48.57,14.59,44.76,12.41,45.59,5.66,42.45,8.89,50.6,4.49,46.04,41.1,12.35,30.06,8.33,32.68,4.06,41.91,8.78,58.35,5.18,38.7,40.03,12.03,52.11,14.44,35.78,4.44,45.73,9.58,35.77,3.17,43.67
202607300406,2026-07-30,04,6R,daily,66.91,20.1,54.56,15.12,95.58,11.87,50.0,10.47,50.0,4.44,62.01,49.87,14.98,47.21,13.09,63.29,7.86,50.0,10.47,50.0,4.44,50.84,50.53,15.18,32.51,9.01,57.66,7.16,50.0,10.47,50.0,4.44,46.26,47.31,14.21,34.96,9.69,42.62,5.29,50.0,10.47,50.0,4.44,44.11,45.31,13.61,30.06,8.33,57.72,7.17,50.0,10.47,50.0,4.44,44.02,40.03,12.03,54.56,15.12,56.39,7.0,50.0,10.47,50.0,4.44,49.06
202607300406,2026-07-30,04,6R,realtime,66.91,20.1,54.56,15.12,99.36,12.34,58.15,12.18,59.43,5.27,65.02,49.87,14.98,47.21,13.09,66.21,8.22,64.07,13.42,41.01,3.64,53.35,50.53,15.18,32.51,9.01,57.63,7.16,45.79,9.59,54.49,4.84,45.78,47.31,14.21,34.96,9.69,36.45,4.53,38.7,8.11,52.72,4.68,41.21,45.31,13.61,30.06,8.33,53.16,6.6,37.07,7.76,60.46,5.36,41.68,40.03,12.03,54.56,15.12,66.75,8.29,56.24,11.78,31.66,2.81,50.03
202607300407,2026-07-30,04,7R,daily,61.44,18.46,32.51,9.01,56.87,7.06,50.0,10.47,50.0,4.44,49.44,53.66,16.12,49.66,13.76,54.47,6.76,50.0,10.47,50.0,4.44,51.56,51.37,15.44,42.31,11.73,34.92,4.34,50.0,10.47,50.0,4.44,46.41,47.31,14.21,49.66,13.76,57.1,7.09,50.0,10.47,50.0,4.44,49.98,46.15,13.87,34.96,9.69,47.4,5.89,50.0,10.47,50.0,4.44,44.35,40.03,12.03,47.21,13.09,63.09,7.83,50.0,10.47,50.0,4.44,47.86
202607300407,2026-07-30,04,7R,realtime,61.44,18.46,32.51,9.01,51.15,6.35,62.44,13.08,59.43,5.27,52.18,53.66,16.12,49.66,13.76,53.71,6.67,42.75,8.95,41.01,3.64,49.15,51.37,15.44,42.31,11.73,31.75,3.94,42.41,8.88,54.49,4.84,44.82,47.31,14.21,49.66,13.76,57.26,7.11,55.41,11.61,52.72,4.68,51.37,46.15,13.87,34.96,9.69,51.1,6.35,58.91,12.34,60.46,5.36,47.61,40.03,12.03,47.21,13.09,68.55,8.51,38.1,7.98,31.66,2.81,44.41
202607300408,2026-07-30,04,8R,daily,70.91,21.3,47.21,13.09,45.84,5.69,50.0,10.47,50.0,4.44,54.99,45.71,13.73,47.21,13.09,42.68,5.3,50.0,10.47,50.0,4.44,47.03,48.49,14.57,34.96,9.69,49.82,6.19,50.0,10.47,50.0,4.44,45.35,52.44,15.75,37.41,10.37,53.23,6.61,50.0,10.47,50.0,4.44,47.64,41.96,12.61,30.06,8.33,56.44,7.01,50.0,10.47,50.0,4.44,42.86,40.47,12.16,52.11,14.44,32.46,4.03,50.0,10.47,50.0,4.44,45.54
202607300408,2026-07-30,04,8R,realtime,70.91,21.3,47.21,13.09,34.9,4.33,45.92,9.62,57.73,5.12,53.46,45.71,13.73,47.21,13.09,42.31,5.25,50.32,10.54,46.78,4.15,46.76,48.49,14.57,34.96,9.69,47.07,5.84,51.3,10.75,51.67,4.58,45.43,52.44,15.75,37.41,10.37,49.19,6.11,46.53,9.75,50.74,4.5,46.48,41.96,12.61,30.06,8.33,59.86,7.43,45.45,9.52,57.35,5.09,42.98,40.47,12.16,52.11,14.44,44.33,5.5,60.51,12.67,35.5,3.15,47.93
202607300409,2026-07-30,04,9R,daily,73.24,22.0,47.21,13.09,56.39,7.0,50.0,10.47,50.0,4.44,57.0,49.16,14.77,49.66,13.76,52.83,6.56,50.0,10.47,50.0,4.44,50.0,47.69,14.33,47.21,13.09,42.99,5.34,50.0,10.47,50.0,4.44,47.66,45.71,13.73,54.56,15.12,39.31,4.88,50.0,10.47,50.0,4.44,48.65,44.12,13.26,47.21,13.09,55.42,6.88,50.0,10.47,50.0,4.44,48.13,40.05,12.03,34.96,9.69,48.99,6.08,50.0,10.47,50.0,4.44,42.72
202607300409,2026-07-30,04,9R,realtime,73.24,22.0,47.21,13.09,53.33,6.62,57.35,12.01,58.7,5.21,58.93,49.16,14.77,49.66,13.76,49.87,6.19,39.56,8.29,46.72,4.15,47.16,47.69,14.33,47.21,13.09,45.45,5.64,43.71,9.15,51.9,4.6,46.82,45.71,13.73,54.56,15.12,36.46,4.53,50.61,10.6,50.88,4.51,48.5,44.12,13.26,47.21,13.09,52.8,6.56,59.05,12.37,56.35,5.0,50.27,40.05,12.03,34.96,9.69,51.22,6.36,49.74,10.42,35.23,3.13,41.63
202607300410,2026-07-30,04,10R,daily,73.24,22.0,49.66,13.76,79.33,9.85,50.0,10.47,50.0,4.44,60.53,50.44,15.15,42.31,11.73,64.12,7.96,50.0,10.47,50.0,4.44,49.75,49.83,14.97,37.41,10.37,68.89,8.55,50.0,10.47,50.0,4.44,48.8,44.85,13.48,66.81,18.52,46.32,5.75,50.0,10.47,50.0,4.44,52.66,41.99,12.61,44.76,12.41,49.83,6.19,50.0,10.47,50.0,4.44,46.12,39.63,11.91,52.11,14.44,54.83,6.81,50.0,10.47,50.0,4.44,48.07
202607300410,2026-07-30,04,10R,realtime,73.24,22.0,49.66,13.76,80.79,10.03,72.11,15.11,58.07,5.15,66.06,50.44,15.15,42.31,11.73,53.21,6.61,48.75,10.21,47.8,4.24,47.94,49.83,14.97,37.41,10.37,71.65,8.9,50.1,10.49,53.6,4.76,49.49,44.85,13.48,66.81,18.52,44.86,5.57,47.65,9.98,51.36,4.56,52.1,41.99,12.61,44.76,12.41,50.71,6.3,36.47,7.64,57.71,5.12,44.08,39.63,11.91,52.11,14.44,55.04,6.83,44.93,9.41,31.24,2.77,45.37
202607300411,2026-07-30,04,11R,daily,77.5,23.29,49.66,13.76,57.1,7.09,50.0,10.47,50.0,4.44,59.05,47.03,14.13,37.41,10.37,54.96,6.82,50.0,10.47,50.0,4.44,46.23,47.27,14.2,54.56,15.12,95.58,11.87,50.0,10.47,50.0,4.44,56.1,44.85,13.48,47.21,13.09,63.29,7.86,50.0,10.47,50.0,4.44,49.33,43.69,13.13,49.66,13.76,54.47,6.76,50.0,10.47,50.0,4.44,48.57,39.63,11.91,44.76,12.41,46.59,5.79,50.0,10.47,50.0,4.44,45.01
202607300411,2026-07-30,04,11R,realtime,77.5,23.29,49.66,13.76,57.26,7.11,59.85,12.54,57.73,5.12,61.82,47.03,14.13,37.41,10.37,54.88,6.81,45.15,9.46,46.78,4.15,44.92,47.27,14.2,54.56,15.12,99.36,12.34,46.4,9.72,51.67,4.58,55.97,44.85,13.48,47.21,13.09,66.21,8.22,59.27,12.42,50.74,4.5,51.7,43.69,13.13,49.66,13.76,53.71,6.67,35.77,7.49,57.35,5.09,46.14,39.63,11.91,44.76,12.41,48.2,5.98,53.57,11.22,35.5,3.15,44.67
202607300412,2026-07-30,04,12R,daily,80.65,24.23,57.01,15.8,58.09,7.21,50.0,10.47,50.0,4.44,62.16,45.71,13.73,52.11,14.44,58.9,7.31,50.0,10.47,50.0,4.44,50.4,46.79,14.06,47.21,13.09,53.51,6.64,50.0,10.47,50.0,4.44,48.7,44.39,13.34,59.46,16.48,43.76,5.43,50.0,10.47,50.0,4.44,50.16,43.24,12.99,66.81,18.52,52.65,6.54,50.0,10.47,50.0,4.44,52.96,39.19,11.78,49.66,13.76,49.06,6.09,50.0,10.47,50.0,4.44,46.54
