レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202602180101,2026-02-18,1,01R,1,3,半周ラップ,まわり足,直線,上野 拓馬,18.45,4.45,7.58,柴田 大輔,18.65,4.45,7.5,後藤 浩,18.51,4.61,7.65,河内 一馬,18.95,4.5,7.75,小松 卓司,18.73,4.52,7.72,鳥本 智史,18.22,4.41,7.54
202602180102,2026-02-18,1,02R,1,3,半周ラップ,まわり足,直線,坪井 爽佑,18.47,4.63,7.46,田中 堅,18.72,4.71,7.58,石田 章央,18.34,4.48,7.52,石田 勇斗,19.03,4.72,7.74,金子 良昭,18.69,4.8,7.63,坂井 康嗣,19.28,4.94,7.69
202602180103,2026-02-18,1,03R,1,3,半周ラップ,まわり足,直線,上瀧 絢也,18.55,4.69,7.52,高井 雄基,18.58,5.02,7.44,岡部 哲,18.9,4.8,7.69,村上 彰一,18.39,4.68,7.34,谷口 健一,18.95,4.78,7.67,青木 幸太郎,18.9,4.98,7.54
202602180104,2026-02-18,1,04R,1,3,半周ラップ,まわり足,直線,岩崎 正哉,18.5,4.54,7.44,久永 祥平,18.67,4.75,7.6,前出 達吉,18.5,4.58,7.54,太田 和美,18.67,4.64,7.62,多田 有佑,18.62,4.64,7.62,山本 隆幸,18.53,4.84,7.54
202602180105,2026-02-18,1,05R,1,3,半周ラップ,まわり足,直線,河内 一馬,18.61,4.59,7.62,中越 博紀,18.46,4.56,7.65,東本 勝利,18.87,4.78,7.29,金田 智博,18.66,4.7,7.38,角山 雄哉,18.64,4.74,7.42,堀越 雄貴,18.46,4.69,7.43
202602180106,2026-02-18,1,06R,1,3,半周ラップ,まわり足,直線,北村 征嗣,18.58,4.58,7.53,大塚 浩二,18.38,4.68,7.59,金子 良昭,18.32,4.88,7.6,小松 卓司,18.9,4.78,7.55,柴田 大輔,18.78,4.84,7.58,港 理樹,18.86,4.71,7.73
202602180107,2026-02-18,1,07R,1,3,半周ラップ,まわり足,直線,木田 峰由季,18.47,4.41,7.46,谷口 健一,18.93,4.9,7.76,一瀬 明,18.38,4.67,7.57,草場 康幸,18.64,4.87,7.67,鳥本 智史,18.73,4.81,7.56,森下 勇,19.11,4.9,7.65
202602180108,2026-02-18,1,08R,1,3,半周ラップ,まわり足,直線,高井 雄基,18.58,4.51,7.58,多田 有佑,18.56,4.55,7.32,上野 拓馬,18.66,4.69,7.46,前出 達吉,18.54,4.58,7.62,石田 章央,18.68,4.89,7.65,田中 堅,18.5,4.81,7.68
202602180109,2026-02-18,1,09R,1,3,半周ラップ,まわり足,直線,石田 勇斗,18.62,4.82,7.87,後藤 浩,19.05,5.08,7.7,青木 幸太郎,19.2,4.86,7.85,堀越 雄貴,18.86,4.9,7.74,吉田 祐貴,18.51,4.96,7.78,久永 祥平,19.16,4.61,7.89
202602180110,2026-02-18,1,10R,1,3,半周ラップ,まわり足,直線,山本 隆幸,18.92,4.89,7.72,金田 智博,18.96,5.02,7.96,太田 和美,18.86,4.7,7.74,岡部 哲,19.09,4.87,7.79,大塚 浩二,19.0,5.34,7.83,中越 博紀,18.95,5.11,7.94
202602180111,2026-02-18,1,11R,1,3,半周ラップ,まわり足,直線,東本 勝利,18.9,4.75,7.5,北村 征嗣,18.88,4.9,7.61,村上 彰一,18.93,4.79,7.47,一瀬 明,18.75,4.7,7.62,木田 峰由季,19.05,4.67,7.9,岩崎 正哉,19.32,4.94,7.86
202602180112,2026-02-18,1,12R,1,3,半周ラップ,まわり足,直線,大澤 風葵,18.74,5.73,7.7,竹井 貴史,18.86,5.02,7.79,秦 英悟,18.66,5.14,7.76,岡村 慶太,18.8,4.96,7.71,浜野 孝志,18.96,4.75,7.87,伏島 祐介,19.12,4.74,7.78
202602180801,2026-02-18,8,01R,1,3,一周,まわり足,直線,中里 英夫,36.93,5.88,7.02,齋藤 和政,37.37,6.03,7.06,近藤 雄一郎,37.51,5.74,7.07,今泉 澪,38.51,5.98,7.17,幸田 智裕,38.39,6.19,7.07,牧村 俊輝,37.74,5.73,7.1
202602180802,2026-02-18,8,02R,1,3,一周,まわり足,直線,村岡 賢,37.37,5.63,7.13,小倉 康典,37.47,5.7,7.13,中田 元泰,37.19,5.5,7.2,小黒 竜吾,37.3,5.37,7.3,越智 照浩,37.9,6.27,7.1,竹内 来,37.67,5.9,7.03
202602180803,2026-02-18,8,03R,1,3,一周,まわり足,直線,向井 美鈴,37.6,5.43,7.17,村松 将平,37.2,5.73,7.07,伊久間 陽優,37.73,5.23,7.17,間嶋 仁志,38.17,5.5,7.3,冨名腰 桃奈,37.73,5.43,7.17,正木 聖賢,37.83,5.77,7.23
202602180804,2026-02-18,8,04R,1,3,一周,まわり足,直線,小森 信雄,36.73,5.37,7.1,小澤 学,36.93,5.47,7.17,田中 京介,37.7,5.37,7.2,中野 夢斗,37.9,5.57,7.23,香月 大介,37.4,5.5,7.2,中村 真,37.4,5.3,7.23
202602180805,2026-02-18,8,05R,1,3,一周,まわり足,直線,清埜 翔子,36.49,5.3,7.07,間野 兼礼,36.67,5.2,7.2,寳田 亮治,37.4,5.37,7.17,幸田 智裕,37.5,5.5,7.17,大石 真央,37.0,5.33,7.2,鈴木 勝博,36.23,5.4,7.1
202602180806,2026-02-18,8,06R,1,3,一周,まわり足,直線,平山 智加,36.43,5.5,7.14,越智 照浩,37.17,5.64,7.21,小倉 康典,37.53,5.57,7.15,齋藤 和政,37.63,5.45,7.14,今泉 澪,38.57,6.07,7.25,秋田 健太郎,37.8,5.67,7.31
202602180807,2026-02-18,8,07R,1,3,一周,まわり足,直線,大谷 直弘,36.73,5.66,7.14,間嶋 仁志,37.47,5.68,7.16,牧村 俊輝,37.2,5.73,7.11,吉田 一郎,37.57,5.39,7.23,竹内 来,37.53,5.61,7.15,倉田 郁美,37.7,5.81,7.13
202602180808,2026-02-18,8,08R,1,3,一周,まわり足,直線,冨名腰 桃奈,36.95,5.52,7.09,近藤 雄一郎,37.59,5.76,7.11,村岡 賢,37.72,5.43,7.21,中里 英夫,37.53,5.32,7.25,小澤 学,38.69,5.53,7.21,吉島 祥之,38.13,5.76,7.33
202602180809,2026-02-18,8,09R,1,3,一周,まわり足,直線,田中 京介,36.93,5.22,7.25,香月 大介,37.56,5.86,7.08,清埜 翔子,37.33,5.62,7.13,大石 真央,37.48,5.33,7.16,小黒 竜吾,37.34,5.29,7.25,村松 将平,36.76,5.27,7.12
202602180810,2026-02-18,8,10R,1,3,一周,まわり足,直線,正木 聖賢,37.15,5.75,7.13,伊久間 陽優,37.12,5.52,7.02,中野 夢斗,37.66,5.6,7.21,間野 兼礼,37.34,5.46,7.11,中田 元泰,37.44,5.37,7.18,小森 信雄,37.43,5.48,7.13
202602180811,2026-02-18,8,11R,1,3,一周,まわり足,直線,鈴木 勝博,37.01,5.46,7.11,吉田 一郎,37.22,5.51,7.18,大谷 直弘,37.81,5.4,7.18,寳田 亮治,37.7,5.56,7.14,平山 智加,37.37,5.56,7.14,向井 美鈴,37.46,5.93,7.02
202602180812,2026-02-18,8,12R,1,3,一周,まわり足,直線,小坂 尚哉,36.8,5.14,7.05,藤田 竜弘,36.8,5.35,7.28,田中 信一郎,37.12,5.53,7.03,池田 雄祐,37.11,5.31,7.05,米丸 乃絵,37.25,5.39,7.07,城間 盛渚,36.91,5.36,7.02
202602181001,2026-02-18,10,01R,1,3,一周,まわり足,直線,上田 健太,36.17,5.33,6.55,原田 秀弥,37.17,5.58,6.62,菊地 敬介,38.4,5.58,6.67,一色 凌雅,36.75,5.32,6.68,羽野 諒,37.48,5.77,6.65,松本 真広,37.18,5.68,6.67
202602181002,2026-02-18,10,02R,1,3,一周,まわり足,直線,深井 利寿,36.37,5.47,6.57,黒野 元基,37.05,5.6,6.6,高橋 二朗,37.5,5.52,6.6,宇土 泰就,37.58,5.55,6.73,金山 立樹,37.4,5.62,6.67,川崎 智稔,37.05,5.62,6.63
202602181003,2026-02-18,10,03R,1,3,一周,まわり足,直線,入澤 友治,36.77,5.37,6.63,野田 昇吾,37.87,6.08,6.62,若林 将,37.48,5.47,6.68,宮村 勇哉,37.58,5.5,6.77,豊田 訓靖,38.05,5.77,6.68,佐竹 友樹,37.12,5.55,6.58
202602181004,2026-02-18,10,04R,1,3,一周,まわり足,直線,高野 哲史,36.95,5.35,6.57,佐藤 謙史朗,,,,宇佐見 淳,36.78,5.27,6.65,宇田川 信一,37.85,5.6,6.67,仲 航太,37.88,5.88,6.65,中島 真二,37.4,5.67,6.55
202602181005,2026-02-18,10,05R,1,3,一周,まわり足,直線,酒井 俊弘,37.63,5.6,6.62,松本 純平,37.32,5.5,6.65,野口 勝弘,37.2,5.53,6.55,加藤 翔,37.43,5.53,6.63,上原 健次郎,37.57,5.78,6.62,梅木 敬太,37.88,5.82,6.68
202602181006,2026-02-18,10,06R,1,3,一周,まわり足,直線,木村 亮太,36.88,5.42,6.68,吉川 貴仁,37.57,5.4,6.6,鋤柄 貴俊,37.68,5.57,6.73,中嶋 健一郎,37.43,5.58,6.7,菊地 敬介,37.92,5.85,6.75,柏野 幸二,37.22,5.68,6.52
202602181007,2026-02-18,10,07R,1,3,一周,まわり足,直線,宮村 勇哉,37.63,5.52,6.67,眞鳥 章太,38.03,5.72,6.78,金山 立樹,37.97,5.73,6.7,後藤 陽介,38.02,5.88,6.73,小山 勉,37.62,5.73,6.72,笠原 亮,38.02,5.48,6.67
202602181008,2026-02-18,10,08R,1,3,一周,まわり足,直線,川北 浩貴,37.42,5.58,6.58,羽野 諒,38.5,5.67,6.67,竹腰 正樹,38.17,5.72,6.73,仲 航太,37.78,5.78,6.67,野田 昇吾,37.7,5.53,6.68,黒野 元基,38.42,5.5,6.6
202602181009,2026-02-18,10,09R,1,3,一周,まわり足,直線,高橋 二朗,36.93,5.55,6.47,野口 勝弘,36.92,5.35,6.57,松本 真広,36.85,5.52,6.62,若林 将,37.55,5.5,6.7,佐藤 謙史朗,,,,小池 哲也,37.6,5.97,6.63
202602181010,2026-02-18,10,10R,1,3,一周,まわり足,直線,宇土 泰就,37.48,5.65,6.87,中嶋 健一郎,37.27,5.67,6.78,中島 真二,37.27,5.83,6.77,入澤 友治,37.65,5.78,6.8,松本 純平,37.7,5.6,6.8,尾崎 雄二,37.85,5.93,6.75
202602181011,2026-02-18,10,11R,1,3,一周,まわり足,直線,深澤 達徳,37.37,5.8,6.8,笠原 亮,37.27,5.83,6.77,深井 利寿,37.18,5.7,6.87,上田 健太,38.27,6.23,6.98,酒井 俊弘,38.58,6.22,6.93,宇佐見 淳,38.03,5.85,6.87
202602181012,2026-02-18,10,12R,1,3,一周,まわり足,直線,吉川 貴仁,37.93,6.92,6.8,上原 健次郎,37.62,5.95,6.8,佐竹 友樹,37.35,5.78,6.82,梅木 敬太,37.68,5.9,6.9,高野 哲史,38.05,5.78,6.95,眞鳥 章太,37.9,5.77,7.02
202602181101,2026-02-18,11,01R,1,3,一周,まわり足,直線,磯村 匠,36.93,5.27,7.97,野相 弘司,37.47,5.73,8.0,乙津 康志,37.73,5.78,7.81,市川 健太,37.53,5.7,7.76,岡本 大,37.8,6.03,7.9,高村 諒,38.17,5.7,7.76
202602181102,2026-02-18,11,02R,1,3,一周,まわり足,直線,小川 知行,36.73,5.53,7.8,前田 健太郎,37.83,5.8,8.01,赤井 睦,37.9,5.67,7.8,向井田 佑紀,37.44,5.77,7.95,杉江 浩明,37.6,5.73,7.77,中田 夕貴,37.02,5.78,7.63
202602181103,2026-02-18,11,03R,1,3,一周,まわり足,直線,富澤 祐作,36.55,5.34,7.8,小玉 啓太,37.13,5.63,7.77,山本 浩輔,38.03,6.0,8.07,北川 潤二,37.63,5.6,7.87,片橋 幸貴,37.35,5.43,7.77,木谷 賢太,36.94,5.69,7.8
202602181104,2026-02-18,11,04R,1,3,一周,まわり足,直線,松井 友汰,36.76,5.44,7.7,金田 大輔,37.5,5.62,7.75,栗山 繁洋,37.79,5.73,7.67,中里 優子,37.89,5.77,7.63,木山 和幸,37.65,5.89,7.64,網代 良芽,37.4,6.0,7.53
202602181105,2026-02-18,11,05R,1,3,一周,まわり足,直線,米田 隆弘,37.73,5.97,7.75,田路 朋史,37.73,5.86,8.1,岡本 大,39.13,5.91,7.95,蜂須 瑞生,38.16,6.23,7.9,濱野 斗馬,37.69,5.76,7.8,吉田 和仁,37.66,6.18,7.5
202602181106,2026-02-18,11,06R,1,3,一周,まわり足,直線,井上 遥妃,37.23,5.47,8.0,春園 功太,37.4,5.6,7.93,西村 秀樹,38.92,5.73,8.07,杉江 浩明,37.37,5.63,7.9,高村 諒,37.88,5.99,7.77,森田 昭彦,38.36,5.92,7.9
202602181107,2026-02-18,11,07R,1,3,一周,まわり足,直線,黒柳 浩孝,37.13,5.4,7.93,片橋 幸貴,36.9,5.23,7.87,前田 健太郎,37.66,5.84,7.93,山本 浩輔,38.18,6.1,8.1,乙津 康志,37.98,6.12,7.77,小川 知行,37.43,5.81,7.69
202602181108,2026-02-18,11,08R,1,3,一周,まわり足,直線,木山 和幸,37.88,5.7,7.7,向井田 佑紀,37.68,5.75,7.53,網代 良芽,38.94,5.93,7.43,小玉 啓太,37.7,6.0,7.6,市川 健太,37.35,6.04,8.03,土井 祥伍,37.98,6.06,7.6
202602181109,2026-02-18,11,09R,1,3,一周,まわり足,直線,赤井 睦,37.17,5.67,7.97,中里 優子,37.63,5.77,7.93,吉田 和仁,37.17,5.8,7.93,栗山 繁洋,38.03,5.83,7.9,田路 朋史,37.97,5.8,8.1,富澤 祐作,37.77,5.7,7.9
202602181110,2026-02-18,11,10R,1,3,一周,まわり足,直線,中田 夕貴,36.63,5.47,7.83,米田 隆弘,37.47,5.97,7.83,北川 潤二,37.93,5.46,8.0,松井 友汰,37.66,5.85,8.03,春園 功太,37.29,5.96,7.97,野相 弘司,37.56,5.89,8.0
202602181111,2026-02-18,11,11R,1,3,一周,まわり足,直線,木谷 賢太,36.63,5.3,8.07,黒柳 浩孝,37.19,5.6,7.9,井上 遥妃,37.11,5.85,8.23,濱野 斗馬,37.92,5.87,7.93,磯村 匠,37.07,5.5,8.03,金田 大輔,37.2,5.76,7.99
202602181112,2026-02-18,11,12R,1,3,一周,まわり足,直線,小芦 るり華,37.61,5.45,7.81,芝田 浩治,38.07,5.53,7.9,井上 恵一,38.33,5.73,7.93,乃村 康友,37.28,5.67,7.8,古澤 光紀,37.44,5.54,7.8,庄司 孝輔,38.19,5.46,7.8
202602181301,2026-02-18,13,01R,1,2,一周,まわり足,,梅原 祥平,37.26,11.46,,澁川 夏,36.51,11.25,,若林 義人,36.58,11.29,,中岡 駿,36.81,11.43,,米玉利 大悟,37.08,11.52,,萩原 丈太朗,37.54,11.53,
202602181302,2026-02-18,13,02R,1,2,一周,まわり足,,若林 樹蘭,36.89,11.23,,鈴木 唯央,36.77,11.29,,篠原 晟弥,37.44,11.53,,田村 慶,37.01,11.29,,谷口 丞,37.35,11.43,,中野 希一,37.36,11.46,
202602181303,2026-02-18,13,03R,1,2,一周,まわり足,,小林 甘寧,36.07,10.92,,浦野 海,36.83,11.21,,大森 翼,36.79,11.25,,鈴木 結平太,37.71,11.74,,鰐部 太空海,37.23,11.5,,西岡 蒼志,37.33,11.05,
202602181304,2026-02-18,13,04R,1,2,一周,まわり足,,中本 大樹,37.33,11.29,,齊藤 廉,36.69,11.2,,田中 駿兵,36.96,11.28,,塚越 海斗,38.3,11.5,,草川 壮良,37.24,11.54,,佐藤 太亮,37.62,11.66,
202602181305,2026-02-18,13,05R,1,2,一周,まわり足,,山下 拓巳,37.32,11.32,,長谷川 晴哉,37.33,11.31,,香月 大輝,38.04,11.84,,西丸 侑太朗,37.73,11.7,,鳥居塚 嶺王,37.64,11.6,,三木 晴斗,37.33,11.47,
202602181306,2026-02-18,13,06R,1,2,一周,まわり足,,青木 蓮,37.42,11.54,,萩原 丈太朗,37.9,11.44,,上野 俊樹,37.04,11.29,,前田 翔,37.17,11.27,,吉田 一心,36.65,11.17,,藤井 公人,36.96,11.32,
