レースコード,レース日,レース場,レース回,締切時刻,取得日時,ボーダー順位,1着点,2着点,3着点,4着点,5着点,6着点,艇1_級別,艇1_登録番号,艇1_選手名,艇1_得点率,艇1_順位,艇1_ボーダー状態,艇1_早見,艇1_1着時得点率,艇1_1着時状態,艇1_2着時得点率,艇1_2着時状態,艇1_3着時得点率,艇1_3着時状態,艇1_4着時得点率,艇1_4着時状態,艇1_5着時得点率,艇1_5着時状態,艇1_6着時得点率,艇1_6着時状態,艇2_級別,艇2_登録番号,艇2_選手名,艇2_得点率,艇2_順位,艇2_ボーダー状態,艇2_早見,艇2_1着時得点率,艇2_1着時状態,艇2_2着時得点率,艇2_2着時状態,艇2_3着時得点率,艇2_3着時状態,艇2_4着時得点率,艇2_4着時状態,艇2_5着時得点率,艇2_5着時状態,艇2_6着時得点率,艇2_6着時状態,艇3_級別,艇3_登録番号,艇3_選手名,艇3_得点率,艇3_順位,艇3_ボーダー状態,艇3_早見,艇3_1着時得点率,艇3_1着時状態,艇3_2着時得点率,艇3_2着時状態,艇3_3着時得点率,艇3_3着時状態,艇3_4着時得点率,艇3_4着時状態,艇3_5着時得点率,艇3_5着時状態,艇3_6着時得点率,艇3_6着時状態,艇4_級別,艇4_登録番号,艇4_選手名,艇4_得点率,艇4_順位,艇4_ボーダー状態,艇4_早見,艇4_1着時得点率,艇4_1着時状態,艇4_2着時得点率,艇4_2着時状態,艇4_3着時得点率,艇4_3着時状態,艇4_4着時得点率,艇4_4着時状態,艇4_5着時得点率,艇4_5着時状態,艇4_6着時得点率,艇4_6着時状態,艇5_級別,艇5_登録番号,艇5_選手名,艇5_得点率,艇5_順位,艇5_ボーダー状態,艇5_早見,艇5_1着時得点率,艇5_1着時状態,艇5_2着時得点率,艇5_2着時状態,艇5_3着時得点率,艇5_3着時状態,艇5_4着時得点率,艇5_4着時状態,艇5_5着時得点率,艇5_5着時状態,艇5_6着時得点率,艇5_6着時状態,艇6_級別,艇6_登録番号,艇6_選手名,艇6_得点率,艇6_順位,艇6_ボーダー状態,艇6_早見,艇6_1着時得点率,艇6_1着時状態,艇6_2着時得点率,艇6_2着時状態,艇6_3着時得点率,艇6_3着時状態,艇6_4着時得点率,艇6_4着時状態,艇6_5着時得点率,艇6_5着時状態,艇6_6着時得点率,艇6_6着時状態
202608151001,2026-08-15,10,01R,08:32,2026-08-15T08:22:26.803531+09:00,18,10,08,06,04,02,01,A2,4520,高倉 孝太,6.00,19,00,9,8.00,3,7.00,3,6.00,2,5.00,2,4.00,0,3.50,0,B2,5366,塩嶋 泰空,1.00,40,00,6,5.50,2,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0,B2,4663,籾山 佳岳,4.00,26,00,7,7.00,3,6.00,2,5.00,2,4.00,0,3.00,0,2.50,0,B1,5355,萩原 丈太朗,2.00,34,00,,4.67,0,4.00,0,3.33,0,2.67,0,2.00,0,1.67,0,B1,4666,日笠 勝弘,2.00,34,00,8,6.00,2,5.00,2,4.00,0,3.00,0,2.00,0,1.50,0,B1,4339,平瀬 城啓,2.00,34,00,,4.67,0,4.00,0,3.33,0,2.67,0,2.00,0,1.67,0
202608151801,2026-08-15,18,01R,08:48,2026-08-15T08:38:27.746215+09:00,18,10,08,06,04,02,01,A2,4015,前野 竜一,0.00,1,01,7,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4158,木場 雄二郎,0.00,1,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4226,村田 浩司,0.00,1,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4045,佐々木 裕美,0.00,1,01,6,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4263,武重 雄介,0.00,1,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5375,庄島 潤成,0.00,1,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202608151002,2026-08-15,10,02R,08:58,2026-08-15T08:48:34.716683+09:00,18,10,08,06,04,02,01,A2,4254,川島 圭司,1.00,40,00,11,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,A1,4391,松田 祐季,10.00,1,01,7,10.00,5,9.33,5,8.67,5,8.00,3,7.33,3,7.00,3,B1,3692,竹腰 正樹,4.00,26,00,6,7.00,3,6.00,2,5.00,2,4.00,0,3.00,0,2.50,0,B1,3620,信濃 由行,2.00,34,00,10,6.00,2,5.00,2,4.00,0,3.00,0,2.00,0,1.50,0,B2,4650,中山 雄太,4.00,26,00,8,7.00,3,6.00,2,5.00,2,4.00,0,3.00,0,2.50,0,B2,5465,直江 健成,1.00,40,00,9,5.50,2,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0
202608151802,2026-08-15,18,02R,09:14,2026-08-15T09:04:31.652320+09:00,18,12,10,08,06,04,03,A1,4908,上田 龍星,0.00,1,01,,12.00,5,10.00,5,8.00,5,6.00,5,4.00,5,3.00,5,A2,5146,野田 彩加,0.00,1,01,7,12.00,5,10.00,5,8.00,5,6.00,5,4.00,5,3.00,5,B1,5311,小林 京平,0.00,1,01,,12.00,5,10.00,5,8.00,5,6.00,5,4.00,5,3.00,5,A1,4817,渡邉 翼,0.00,1,01,10,12.00,5,10.00,5,8.00,5,6.00,5,4.00,5,3.00,5,A2,3436,柏野 幸二,0.00,1,01,9,12.00,5,10.00,5,8.00,5,6.00,5,4.00,5,3.00,5,B1,4390,松本 弓雄,0.00,1,01,11,12.00,5,10.00,5,8.00,5,6.00,5,4.00,5,3.00,5
202608151003,2026-08-15,10,03R,09:24,2026-08-15T09:14:33.453976+09:00,18,10,08,06,04,02,01,A1,4587,木田 峰由季,3.00,31,00,8,5.33,2,4.67,0,4.00,0,3.33,0,2.67,0,2.33,0,B1,5185,加藤 優弥,10.00,1,01,12,10.00,5,9.33,5,8.67,5,8.00,5,7.33,3,7.00,3,A1,4797,中山 将,1.00,40,00,11,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,B1,4904,松本 一毅,7.00,15,01,,8.00,5,7.33,5,6.67,5,6.00,0,5.33,0,5.00,0,B1,3957,大谷 直弘,2.00,36,00,,4.67,0,4.00,0,3.33,0,2.67,0,2.00,0,1.67,0,B1,3635,石田 政吾,9.00,5,01,,9.33,5,8.67,5,8.00,5,7.33,5,6.67,5,6.33,0
202608151803,2026-08-15,18,03R,09:40,2026-08-15T09:30:27.542310+09:00,18,10,08,06,04,02,01,A1,4324,海野 康志郎,0.00,7,01,12,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3558,山本 浩次,0.00,7,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3741,松尾 基成,0.00,7,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A1,5163,清水 愛海,0.00,7,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4200,早川 尚人,0.00,7,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,5238,笹木 香吾,0.00,7,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202608151004,2026-08-15,10,04R,09:50,2026-08-15T09:40:29.356746+09:00,18,10,08,06,04,02,01,A2,4930,佐藤 悠,6.00,20,00,12,8.00,3,7.00,3,6.00,2,5.00,2,4.00,0,3.50,0,B1,3891,谷口 健一,3.00,32,00,,5.33,0,4.67,0,4.00,0,3.33,0,2.67,0,2.33,0,A1,4384,鶴本 崇文,8.00,9,01,8,9.00,3,8.00,3,7.00,3,6.00,2,5.00,2,4.50,0,B1,5114,小林 孝彰,8.00,9,01,10,9.00,3,8.00,3,7.00,3,6.00,2,5.00,2,4.50,0,B1,5282,中本 大樹,8.00,9,01,9,9.00,3,8.00,3,7.00,3,6.00,2,5.00,2,4.50,0,A1,4013,中島 孝平,8.00,9,01,11,8.67,5,8.00,5,7.33,3,6.67,3,6.00,2,5.67,2
202608151804,2026-08-15,18,04R,10:06,2026-08-15T09:56:28.844147+09:00,18,10,08,06,04,02,01,A1,4601,森野 正弘,0.00,13,01,12,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,A2,4890,石川 諒,0.00,13,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3297,藤丸 光一,0.00,13,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5231,寺田 空詩,0.00,13,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5000,岡本 翔太郎,0.00,13,01,,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4396,大田 直弥,0.00,13,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202608151005,2026-08-15,10,05R,10:20,2026-08-15T10:10:31.484640+09:00,18,10,08,06,04,02,01,A1,4415,下出 卓矢,8.50,5,01,12,9.00,5,8.33,5,7.67,5,7.00,3,6.33,3,6.00,3,B1,4003,表 憲一,5.00,25,00,,6.67,5,6.00,5,5.33,0,4.67,0,4.00,0,3.67,0,A2,5085,中村 栄治,3.00,35,00,10,5.33,2,4.67,2,4.00,0,3.33,0,2.67,0,2.33,0,A2,4824,松井 洪弥,6.50,15,01,9,7.67,5,7.00,3,6.33,3,5.67,2,5.00,2,4.67,2,A2,4369,丹下 将,4.50,28,00,11,6.33,3,5.67,2,5.00,2,4.33,2,3.67,0,3.33,0,B1,4400,加藤 奈月,2.00,38,00,,4.67,0,4.00,0,3.33,0,2.67,0,2.00,0,1.67,0
202608150901,2026-08-15,09,01R,10:28,2026-08-15T10:18:23.098003+09:00,18,10,08,06,04,02,01,A2,4261,岡 祐臣,0.00,1,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3904,森 貴洋,0.00,1,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4623,中北 将史,0.00,1,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B2,5204,宇恵 有香,0.00,1,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4229,市川 美宏,0.00,1,01,7,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B2,5445,一ノ木 匠,0.00,1,01,6,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
202608151101,2026-08-15,11,01R,10:31,2026-08-15T10:22:34.360247+09:00,18,10,08,06,04,02,01,B1,4253,西川 真人,0.00,1,01,8,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4182,吉田 和仁,0.00,1,01,11,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,5157,市川 健太,0.00,1,01,6,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B2,5323,香川 陽太,0.00,1,01,10,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,3606,川北 浩貴,0.00,1,01,9,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5,B1,4664,東口 晃,0.00,1,01,7,10.00,5,8.00,5,6.00,5,4.00,5,2.00,5,1.00,5
