レースコード,レース日,レース場,レース回,締切時刻,取得日時,ボーダー順位,1着点,2着点,3着点,4着点,5着点,6着点,艇1_級別,艇1_登録番号,艇1_選手名,艇1_得点率,艇1_順位,艇1_ボーダー状態,艇1_早見,艇1_1着時得点率,艇1_1着時状態,艇1_2着時得点率,艇1_2着時状態,艇1_3着時得点率,艇1_3着時状態,艇1_4着時得点率,艇1_4着時状態,艇1_5着時得点率,艇1_5着時状態,艇1_6着時得点率,艇1_6着時状態,艇2_級別,艇2_登録番号,艇2_選手名,艇2_得点率,艇2_順位,艇2_ボーダー状態,艇2_早見,艇2_1着時得点率,艇2_1着時状態,艇2_2着時得点率,艇2_2着時状態,艇2_3着時得点率,艇2_3着時状態,艇2_4着時得点率,艇2_4着時状態,艇2_5着時得点率,艇2_5着時状態,艇2_6着時得点率,艇2_6着時状態,艇3_級別,艇3_登録番号,艇3_選手名,艇3_得点率,艇3_順位,艇3_ボーダー状態,艇3_早見,艇3_1着時得点率,艇3_1着時状態,艇3_2着時得点率,艇3_2着時状態,艇3_3着時得点率,艇3_3着時状態,艇3_4着時得点率,艇3_4着時状態,艇3_5着時得点率,艇3_5着時状態,艇3_6着時得点率,艇3_6着時状態,艇4_級別,艇4_登録番号,艇4_選手名,艇4_得点率,艇4_順位,艇4_ボーダー状態,艇4_早見,艇4_1着時得点率,艇4_1着時状態,艇4_2着時得点率,艇4_2着時状態,艇4_3着時得点率,艇4_3着時状態,艇4_4着時得点率,艇4_4着時状態,艇4_5着時得点率,艇4_5着時状態,艇4_6着時得点率,艇4_6着時状態,艇5_級別,艇5_登録番号,艇5_選手名,艇5_得点率,艇5_順位,艇5_ボーダー状態,艇5_早見,艇5_1着時得点率,艇5_1着時状態,艇5_2着時得点率,艇5_2着時状態,艇5_3着時得点率,艇5_3着時状態,艇5_4着時得点率,艇5_4着時状態,艇5_5着時得点率,艇5_5着時状態,艇5_6着時得点率,艇5_6着時状態,艇6_級別,艇6_登録番号,艇6_選手名,艇6_得点率,艇6_順位,艇6_ボーダー状態,艇6_早見,艇6_1着時得点率,艇6_1着時状態,艇6_2着時得点率,艇6_2着時状態,艇6_3着時得点率,艇6_3着時状態,艇6_4着時得点率,艇6_4着時状態,艇6_5着時得点率,艇6_5着時状態,艇6_6着時得点率,艇6_6着時状態
202608191301,2026-08-19,13,01R,10:37,2026-08-19T10:28:23.985740+09:00,18,10,08,06,04,02,01,B1,3564,桑原 啓,2.67,38,00,6,4.50,0,4.00,0,3.50,0,3.00,0,2.50,0,2.25,0,B2,4340,土性 雅也,1.00,43,00,5,4.00,0,3.33,0,2.67,0,2.00,0,1.33,0,1.00,0,A1,4715,村上 遼,8.00,6,01,7,8.40,5,8.00,5,7.60,3,7.20,3,6.80,3,6.60,2,B1,3550,都築 正治,4.67,25,00,11,6.00,2,5.50,0,5.00,0,4.50,0,4.00,0,3.75,0,B1,3839,川合 理司,2.00,41,00,,4.00,0,3.50,0,3.00,0,2.50,0,2.00,0,1.75,0,B1,3572,安田 政彦,賞除,--,00,,-20.25,0,-20.75,0,-21.25,0,-21.75,0,-22.25,0,-22.50,0
202608191601,2026-08-19,16,01R,10:41,2026-08-19T10:32:24.505703+09:00,18,10,08,06,04,02,01,B1,5317,長尾 萌加,7.00,16,01,,8.00,5,7.33,5,6.67,0,6.00,0,5.33,0,5.00,0,B1,4965,福岡 泉水,4.00,26,00,7,7.00,3,6.00,2,5.00,0,4.00,0,3.00,0,2.50,0,B2,4998,中村 かなえ,0.00,45,00,10,5.00,0,4.00,0,3.00,0,2.00,0,1.00,0,0.50,0,B1,4853,前原 哉,1.00,39,00,8,5.50,2,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0,B2,5438,星田 夢結,4.00,26,00,6,7.00,3,6.00,2,5.00,0,4.00,0,3.00,0,2.50,0,B1,3994,小野 桜,4.00,26,00,9,7.00,3,6.00,2,5.00,0,4.00,0,3.00,0,2.50,0
202608191302,2026-08-19,13,02R,11:02,2026-08-19T10:52:29.447948+09:00,18,10,08,06,04,02,01,A2,4383,竹田 吉行,-0.67,44,00,7,2.00,0,1.50,0,1.00,0,0.50,0,0.00,0,-0.25,0,B1,3370,坪内 実,3.67,30,00,,5.25,0,4.75,0,4.25,0,3.75,0,3.25,0,3.00,0,A1,4483,北野 輝季,8.75,2,01,10,9.00,5,8.60,5,8.20,5,7.80,3,7.40,3,7.20,3,B1,3964,宮地 博士,3.67,30,00,9,5.25,0,4.75,0,4.25,0,3.75,0,3.25,0,3.00,0,A2,4695,尾崎 雄二,7.33,11,01,8,8.00,3,7.50,3,7.00,3,6.50,2,6.00,2,5.75,0,B1,4301,関 裕也,6.00,19,00,11,7.00,3,6.50,2,6.00,2,5.50,0,5.00,0,4.75,0
202608191602,2026-08-19,16,02R,11:10,2026-08-19T11:00:53.003343+09:00,18,10,08,06,04,02,01,B2,4997,濱崎 寿里矢,1.00,41,00,10,5.50,2,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0,A2,4011,堀之内紀代子,10.00,3,01,9,10.00,5,9.00,3,8.00,3,7.00,3,6.00,2,5.50,2,B1,5361,植竹 玲奈,1.00,41,00,7,5.50,2,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0,B1,4765,野田部 宏子,4.00,27,00,11,7.00,3,6.00,2,5.00,2,4.00,0,3.00,0,2.50,0,B1,5389,恵良 琴美,1.00,41,00,8,5.50,2,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0,A2,4225,土屋 千明,8.00,8,01,12,9.00,5,8.00,5,7.00,3,6.00,2,5.00,2,4.50,2
202608191303,2026-08-19,13,03R,11:25,2026-08-19T11:16:26.130471+09:00,18,10,08,06,04,02,01,B1,5133,堀越 雄貴,7.00,14,01,10,7.75,3,7.25,3,6.75,3,6.25,2,5.75,0,5.50,0,B1,5154,村松 栄太,7.33,11,01,12,8.00,5,7.50,3,7.00,3,6.50,2,6.00,2,5.75,2,A2,4043,桐本 康臣,7.67,6,01,7,8.25,5,7.75,3,7.25,3,6.75,3,6.25,2,6.00,2,B1,4368,山口 隆史,3.00,35,00,,4.75,0,4.25,0,3.75,0,3.25,0,2.75,0,2.50,0,A1,5016,宮田 龍馬,9.50,1,01,11,9.60,5,9.20,5,8.80,5,8.40,5,8.00,5,7.80,5,A2,4376,藤田 靖弘,7.67,6,01,9,8.25,5,7.75,3,7.25,3,6.75,3,6.25,2,6.00,2
202608191603,2026-08-19,16,03R,11:40,2026-08-19T11:30:28.906235+09:00,18,10,08,06,04,02,01,B2,5164,森田 梨湖,2.00,37,00,9,6.00,2,5.00,0,4.00,0,3.00,0,2.00,0,1.50,0,B2,4190,長嶋 万記,7.00,17,01,12,8.00,5,7.33,3,6.67,2,6.00,2,5.33,2,5.00,2,B2,4882,瀧川 千依,6.00,21,00,11,8.00,3,7.00,3,6.00,2,5.00,2,4.00,0,3.50,0,B1,5314,中曽 瑠華,1.00,43,00,10,5.50,2,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0,B1,4720,西澤 日花里,2.00,37,00,8,6.00,2,5.00,0,4.00,0,3.00,0,2.00,0,1.50,0,A2,4974,安井 瑞紀,8.00,8,01,,8.67,5,8.00,5,7.33,5,6.67,0,6.00,0,5.67,0
202608191304,2026-08-19,13,04R,11:57,2026-08-19T11:48:20.181244+09:00,18,10,08,06,04,02,01,B1,4951,新田 洋一,3.00,34,00,8,4.75,0,4.25,0,3.75,0,3.25,0,2.75,0,2.50,0,A2,5049,松井 友汰,8.33,4,01,10,8.75,5,8.25,5,7.75,5,7.25,5,6.75,3,6.50,3,B1,5350,網代 良芽,3.67,31,00,9,5.25,2,4.75,0,4.25,0,3.75,0,3.25,0,3.00,0,B2,3955,眞田 英二,7.67,7,01,,8.25,5,7.75,5,7.25,5,6.75,5,6.25,5,6.00,5,A2,4839,四宮 与寛,6.00,18,01,11,7.00,5,6.50,3,6.00,3,5.50,2,5.00,2,4.75,2,B1,4988,牟田 奨太,5.67,20,00,12,6.75,5,6.25,3,5.75,2,5.25,2,4.75,2,4.50,0
202608191604,2026-08-19,16,04R,12:12,2026-08-19T12:02:27.119284+09:00,18,10,08,06,04,02,01,B1,3551,藤田 美代,2.00,39,00,9,6.00,2,5.00,0,4.00,0,3.00,0,2.00,0,1.50,0,A1,3618,海野 ゆかり,6.00,21,00,12,7.33,3,6.67,2,6.00,2,5.33,2,4.67,0,4.33,0,A2,5189,藤原 早菜,8.00,8,01,11,9.00,5,8.00,3,7.00,3,6.00,2,5.00,2,4.50,2,B1,5003,来田 衣織,2.00,39,00,,4.67,0,4.00,0,3.33,0,2.67,0,2.00,0,1.67,0,B1,5297,南 彩寧,6.00,21,00,,7.33,5,6.67,0,6.00,0,5.33,0,4.67,0,4.33,0,A1,4938,小芦 るり華,6.50,20,00,10,7.67,3,7.00,3,6.33,2,5.67,0,5.00,0,4.67,0
202608191305,2026-08-19,13,05R,12:23,2026-08-19T12:14:26.298719+09:00,18,10,08,06,04,02,01,B1,3596,河上 年昭,3.00,34,00,,4.75,0,4.25,0,3.75,0,3.25,0,2.75,0,2.50,0,A2,4549,小林 文彦,7.00,10,01,10,7.75,3,7.25,3,6.75,3,6.25,2,5.75,2,5.50,0,A2,4233,亀山 雅幸,4.67,24,00,12,6.00,2,5.50,2,5.00,0,4.50,0,4.00,0,3.75,0,B1,3928,林 恵祐,2.33,39,00,,4.25,0,3.75,0,3.25,0,2.75,0,2.25,0,2.00,0,B2,4340,土性 雅也,2.00,41,00,1,4.00,0,3.50,0,3.00,0,2.50,0,2.00,0,1.75,0,A1,4571,菅 章哉,8.50,4,01,9,8.80,5,8.40,5,8.00,5,7.60,5,7.20,3,7.00,3
202608191605,2026-08-19,16,05R,12:41,2026-08-19T12:32:23.461279+09:00,18,10,08,06,04,02,01,A2,3435,寺田 千恵,8.00,9,01,12,8.67,5,8.00,5,7.33,3,6.67,2,6.00,2,5.67,2,B1,4694,高田 綾,3.50,34,00,,5.67,0,5.00,0,4.33,0,3.67,0,3.00,0,2.67,0,B1,5322,根岸 真優,7.00,17,01,,8.00,5,7.33,5,6.67,0,6.00,0,5.33,0,5.00,0,A1,4825,倉持 莉々,8.50,8,01,11,9.00,5,8.33,5,7.67,3,7.00,3,6.33,2,6.00,2,A2,4536,喜井 つかさ,8.00,9,01,10,9.00,3,8.00,3,7.00,3,6.00,2,5.00,0,4.50,0,B2,5435,中西 月輝,2.50,37,00,,5.00,0,4.33,0,3.67,0,3.00,0,2.33,0,2.00,0
