レースコード,レース日,レース場,レース回,締切時刻,取得日時,ボーダー順位,1着点,2着点,3着点,4着点,5着点,6着点,艇1_級別,艇1_登録番号,艇1_選手名,艇1_得点率,艇1_順位,艇1_ボーダー状態,艇1_早見,艇1_1着時得点率,艇1_1着時状態,艇1_2着時得点率,艇1_2着時状態,艇1_3着時得点率,艇1_3着時状態,艇1_4着時得点率,艇1_4着時状態,艇1_5着時得点率,艇1_5着時状態,艇1_6着時得点率,艇1_6着時状態,艇2_級別,艇2_登録番号,艇2_選手名,艇2_得点率,艇2_順位,艇2_ボーダー状態,艇2_早見,艇2_1着時得点率,艇2_1着時状態,艇2_2着時得点率,艇2_2着時状態,艇2_3着時得点率,艇2_3着時状態,艇2_4着時得点率,艇2_4着時状態,艇2_5着時得点率,艇2_5着時状態,艇2_6着時得点率,艇2_6着時状態,艇3_級別,艇3_登録番号,艇3_選手名,艇3_得点率,艇3_順位,艇3_ボーダー状態,艇3_早見,艇3_1着時得点率,艇3_1着時状態,艇3_2着時得点率,艇3_2着時状態,艇3_3着時得点率,艇3_3着時状態,艇3_4着時得点率,艇3_4着時状態,艇3_5着時得点率,艇3_5着時状態,艇3_6着時得点率,艇3_6着時状態,艇4_級別,艇4_登録番号,艇4_選手名,艇4_得点率,艇4_順位,艇4_ボーダー状態,艇4_早見,艇4_1着時得点率,艇4_1着時状態,艇4_2着時得点率,艇4_2着時状態,艇4_3着時得点率,艇4_3着時状態,艇4_4着時得点率,艇4_4着時状態,艇4_5着時得点率,艇4_5着時状態,艇4_6着時得点率,艇4_6着時状態,艇5_級別,艇5_登録番号,艇5_選手名,艇5_得点率,艇5_順位,艇5_ボーダー状態,艇5_早見,艇5_1着時得点率,艇5_1着時状態,艇5_2着時得点率,艇5_2着時状態,艇5_3着時得点率,艇5_3着時状態,艇5_4着時得点率,艇5_4着時状態,艇5_5着時得点率,艇5_5着時状態,艇5_6着時得点率,艇5_6着時状態,艇6_級別,艇6_登録番号,艇6_選手名,艇6_得点率,艇6_順位,艇6_ボーダー状態,艇6_早見,艇6_1着時得点率,艇6_1着時状態,艇6_2着時得点率,艇6_2着時状態,艇6_3着時得点率,艇6_3着時状態,艇6_4着時得点率,艇6_4着時状態,艇6_5着時得点率,艇6_5着時状態,艇6_6着時得点率,艇6_6着時状態
202608271401,2026-08-27,14,01R,08:32,2026-08-27T08:22:42.630914+09:00,18,10,08,06,04,02,01,A2,4052,興津 藍,6.50,14,01,,7.67,5,7.00,5,6.33,5,5.67,0,5.00,0,4.67,0,B2,3901,松田 憲幸,1.00,41,00,7,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,B1,4462,夏山 亮平,2.00,37,00,11,6.00,3,5.00,2,4.00,2,3.00,0,2.00,0,1.50,0,B1,5008,羽野 諒,4.00,26,00,10,7.00,3,6.00,3,5.00,2,4.00,2,3.00,0,2.50,0,B1,5265,大廣 咲季,1.00,41,00,9,5.50,2,4.50,2,3.50,0,2.50,0,1.50,0,1.00,0,B1,3863,海老澤 泰行,4.00,26,00,6,7.00,3,6.00,3,5.00,2,4.00,2,3.00,0,2.50,0
202608271001,2026-08-27,10,01R,08:48,2026-08-27T08:38:28.332677+09:00,18,10,08,06,04,02,01,A1,5088,高憧 四季,6.80,11,01,9,7.33,5,7.00,5,6.67,3,6.33,3,6.00,3,5.83,2,B1,5335,森 陽多,4.50,26,00,12,5.60,2,5.20,2,4.80,0,4.40,0,4.00,0,3.80,0,B2,5370,日隈 茜,1.00,43,00,6,2.80,0,2.40,0,2.00,0,1.60,0,1.20,0,1.00,0,B1,5305,伊藤 栞,4.25,29,00,10,5.40,2,5.00,0,4.60,0,4.20,0,3.80,0,3.60,0,B1,4924,中北 涼,3.00,37,00,5,4.40,0,4.00,0,3.60,0,3.20,0,2.80,0,2.60,0,B1,4400,加藤 奈月,5.50,22,00,7,6.40,3,6.00,3,5.60,2,5.20,2,4.80,0,4.60,0
202608271402,2026-08-27,14,02R,08:58,2026-08-27T08:48:19.330506+09:00,18,10,08,06,04,02,01,A2,4861,田中 宏樹,8.00,6,01,12,9.00,5,8.00,5,7.00,3,6.00,3,5.00,2,4.50,2,A1,5015,高橋 竜矢,8.50,4,01,7,9.00,5,8.33,5,7.67,5,7.00,3,6.33,3,6.00,3,B1,3848,川上 聡介,6.00,15,01,10,8.00,3,7.00,3,6.00,3,5.00,2,4.00,2,3.50,0,B1,5326,三嶌 さらら,10.00,2,01,8,10.00,5,9.00,5,8.00,3,7.00,3,6.00,3,5.50,2,A2,4675,井手 良太,2.00,37,00,9,6.00,3,5.00,2,4.00,2,3.00,0,2.00,0,1.50,0,B1,3868,尾形 栄治,3.00,34,00,,5.33,0,4.67,0,4.00,0,3.33,0,2.67,0,2.33,0
202608271002,2026-08-27,10,02R,09:14,2026-08-27T09:04:36.098600+09:00,18,10,08,06,04,02,01,A2,4885,大山 千広,6.00,18,01,12,6.67,5,6.33,3,6.00,3,5.67,2,5.33,2,5.17,2,A1,4845,前田 紗希,6.80,12,01,8,7.33,5,7.00,5,6.67,3,6.33,3,6.00,3,5.83,2,B1,4746,大豆生田 蒼,7.60,4,01,10,8.00,5,7.67,5,7.33,5,7.00,5,6.67,3,6.50,3,B1,5069,山崎 小葉音,4.00,31,00,11,5.20,2,4.80,0,4.40,0,4.00,0,3.60,0,3.40,0,B2,5410,今泉 澪,1.25,42,00,7,3.00,0,2.60,0,2.20,0,1.80,0,1.40,0,1.20,0,B1,4473,藤堂 里香,6.80,12,01,,7.33,5,7.00,5,6.67,5,6.33,5,6.00,5,5.83,0
202608271403,2026-08-27,14,03R,09:24,2026-08-27T09:14:27.873873+09:00,18,10,08,06,04,02,01,A1,4645,上村 純一,6.00,15,01,11,7.33,5,6.67,3,6.00,3,5.33,2,4.67,2,4.33,2,A2,3975,小野寺 智洋,2.50,36,00,,5.00,0,4.33,0,3.67,0,3.00,0,2.33,0,2.00,0,A1,4397,西村 拓也,7.00,12,01,9,8.00,5,7.33,3,6.67,3,6.00,3,5.33,2,5.00,2,B1,3977,山本 兼士,4.00,28,00,8,7.00,3,6.00,3,5.00,2,4.00,2,3.00,0,2.50,0,B1,4423,坂口 貴彦,4.00,28,00,,6.00,5,5.33,0,4.67,0,4.00,0,3.33,0,3.00,0,B1,4499,滝川 真由子,7.00,12,01,,8.00,5,7.33,5,6.67,5,6.00,5,5.33,0,5.00,0
202608271003,2026-08-27,10,03R,09:40,2026-08-27T09:30:41.455961+09:00,18,10,08,06,04,02,01,A1,4123,細川 裕子,6.40,17,01,11,7.00,3,6.67,3,6.33,2,6.00,2,5.67,2,5.50,0,B1,5230,石原 凪紗,4.50,28,00,9,5.60,0,5.20,0,4.80,0,4.40,0,4.00,0,3.80,0,B2,5342,原村 百那,0.75,45,00,8,2.60,0,2.20,0,1.80,0,1.40,0,1.00,0,0.80,0,A2,4680,後藤 美翼,4.00,31,00,10,5.00,0,4.67,0,4.33,0,4.00,0,3.67,0,3.50,0,B2,5415,阿部 未侑,1.75,39,00,,3.40,0,3.00,0,2.60,0,2.20,0,1.80,0,1.60,0,B1,5194,大久保 佑香,7.40,8,01,12,7.83,5,7.50,5,7.17,5,6.83,3,6.50,3,6.33,2
202608271404,2026-08-27,14,04R,09:50,2026-08-27T09:40:36.988271+09:00,18,10,08,06,04,02,01,A1,4305,金子 拓矢,9.00,2,01,8,9.33,5,8.67,5,8.00,5,7.33,3,6.67,3,6.33,3,A2,4579,中嶋 健一郎,10.50,1,01,9,10.33,5,9.67,5,9.00,5,8.33,5,7.67,5,7.33,3,A2,4298,宮下 元胤,4.00,28,00,11,7.00,3,6.00,3,5.00,2,4.00,2,3.00,0,2.50,0,B2,5200,筒井 美琴,1.00,43,00,,5.50,0,4.50,0,3.50,0,2.50,0,1.50,0,1.00,0,B1,4410,井上 大輔,8.00,5,01,12,9.00,5,8.00,5,7.00,3,6.00,3,5.00,2,4.50,2,A1,3983,須藤 博倫,7.50,11,01,10,8.33,5,7.67,5,7.00,3,6.33,3,5.67,2,5.33,2
202608271004,2026-08-27,10,04R,10:16,2026-08-27T10:06:32.080758+09:00,18,10,08,06,04,02,01,A1,4556,竹井 奈美,7.60,4,01,9,8.00,5,7.67,5,7.33,5,7.00,3,6.67,3,6.50,3,B1,4546,浜田 亜理沙,6.00,19,00,12,6.67,3,6.33,2,6.00,2,5.67,2,5.33,0,5.17,0,A2,5155,内山 七海,6.60,15,01,11,7.17,5,6.83,3,6.50,3,6.17,2,5.83,2,5.67,2,B1,5213,湯淺 紀香,3.25,36,00,,4.60,0,4.20,0,3.80,0,3.40,0,3.00,0,2.80,0,B2,5418,堀内 亜海,1.00,43,00,,2.80,0,2.40,0,2.00,0,1.60,0,1.20,0,1.00,0,B1,4901,出口 舞有子,8.80,1,01,8,9.00,5,8.67,5,8.33,5,8.00,5,7.67,5,7.50,5
202608271405,2026-08-27,14,05R,10:21,2026-08-27T10:12:28.861018+09:00,18,10,08,06,04,02,01,B1,4408,仁科 さやか,6.00,14,01,9,8.00,5,7.00,3,6.00,3,5.00,2,4.00,2,3.50,2,A1,4908,上田 龍星,8.50,3,01,11,9.00,5,8.33,5,7.67,5,7.00,5,6.33,5,6.00,3,B1,5115,香川 颯太,7.00,13,01,,8.00,5,7.33,5,6.67,5,6.00,5,5.33,0,5.00,0,B1,4390,松本 弓雄,3.50,33,00,,5.67,5,5.00,0,4.33,0,3.67,0,3.00,0,2.67,0,A2,5106,山崎 祥,6.00,14,01,10,7.33,5,6.67,3,6.00,3,5.33,2,4.67,2,4.33,2,A1,4448,青木 玄太,8.00,5,01,12,8.67,5,8.00,5,7.33,5,6.67,5,6.00,3,5.67,3
202608270901,2026-08-27,09,01R,10:28,2026-08-27T10:18:42.350936+09:00,12,10,08,06,04,02,01,A2,4420,津久井 拓也,4.33,17,10,7,5.75,3,5.25,2,4.75,2,4.25,0,3.75,0,3.50,0,B1,4674,池田 剛規,6.00,7,11,11,7.00,5,6.50,5,6.00,3,5.50,2,5.00,2,4.75,2,B1,5325,澁川 夏,5.67,10,11,7,6.75,3,6.25,3,5.75,3,5.25,2,4.75,2,4.50,0,B1,5348,小林 甘寧,4.33,17,10,,5.75,5,5.25,0,4.75,0,4.25,0,3.75,0,3.50,0,A1,5275,松田 淳平,5.67,10,11,9,6.75,3,6.25,3,5.75,3,5.25,2,4.75,2,4.50,0,B1,5292,佐藤 右京,6.00,7,11,,7.00,5,6.50,5,6.00,5,5.50,0,5.00,0,4.75,0
