レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_展開優位pt,1枠_寄与_展開優位pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_展開優位pt,2枠_寄与_展開優位pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_展開優位pt,3枠_寄与_展開優位pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_展開優位pt,4枠_寄与_展開優位pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_展開優位pt,5枠_寄与_展開優位pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_展開優位pt,6枠_寄与_展開優位pt,6枠_強さpt
202606070101,2026-06-07,01,1R,daily,66.9,23.42,44.56,9.75,57.91,6.38,50.0,10.06,50.0,4.93,50.0,1.06,55.6,48.67,17.03,44.56,9.75,48.01,5.29,50.0,10.06,50.0,4.93,50.0,1.06,48.12,50.83,17.79,54.34,11.89,33.9,3.73,50.0,10.06,50.0,4.93,50.0,1.06,49.47,50.16,17.56,44.56,9.75,54.13,5.96,50.0,10.06,50.0,4.93,50.0,1.06,49.32,46.89,16.41,42.61,9.33,52.16,5.74,50.0,10.06,50.0,4.93,50.0,1.06,47.53,35.67,12.49,38.69,8.47,61.48,6.77,50.0,10.06,50.0,4.93,50.0,1.06,43.77
202606070101,2026-06-07,01,1R,realtime,66.9,23.42,44.56,9.75,57.91,6.38,72.3,14.55,43.24,4.26,49.89,1.06,59.41,48.67,17.03,44.56,9.75,48.01,5.29,64.26,12.93,46.94,4.62,49.89,1.06,50.69,50.83,17.79,54.34,11.89,33.9,3.73,38.53,7.75,34.25,3.37,49.89,1.06,45.61,50.16,17.56,44.56,9.75,54.13,5.96,43.42,8.74,62.99,6.21,49.89,1.06,49.27,46.89,16.41,42.61,9.33,52.16,5.74,40.16,8.08,52.06,5.13,49.89,1.06,45.75,35.67,12.49,38.69,8.47,61.48,6.77,41.24,8.3,60.43,5.95,49.89,1.06,43.04
202606070102,2026-06-07,01,2R,daily,66.9,23.42,46.52,10.18,48.7,5.36,50.0,10.06,50.0,4.93,50.0,1.06,55.01,48.67,17.03,52.38,11.47,58.89,6.49,50.0,10.06,50.0,4.93,50.0,1.06,51.03,50.83,17.79,48.47,10.61,51.42,5.66,50.0,10.06,50.0,4.93,50.0,1.06,50.11,50.16,17.56,48.47,10.61,61.28,6.75,50.0,10.06,50.0,4.93,50.0,1.06,50.96,46.89,16.41,48.47,10.61,44.69,4.92,50.0,10.06,50.0,4.93,50.0,1.06,47.99,35.67,12.49,44.56,9.75,60.83,6.7,50.0,10.06,50.0,4.93,50.0,1.06,44.99
202606070102,2026-06-07,01,2R,realtime,66.9,23.42,46.52,10.18,48.7,5.36,53.04,10.67,43.24,4.26,49.89,1.06,54.95,48.67,17.03,52.38,11.47,58.89,6.49,49.58,9.97,46.94,4.62,49.89,1.06,50.65,50.83,17.79,48.47,10.61,51.42,5.66,52.25,10.51,34.25,3.37,49.89,1.06,49.01,50.16,17.56,48.47,10.61,61.28,6.75,52.19,10.5,62.99,6.21,49.89,1.06,52.68,46.89,16.41,48.47,10.61,44.69,4.92,45.4,9.13,52.06,5.13,49.89,1.06,47.27,35.67,12.49,44.56,9.75,60.83,6.7,47.47,9.55,60.43,5.95,49.89,1.06,45.5
202606070103,2026-06-07,01,3R,daily,66.9,23.42,42.61,9.33,40.13,4.42,50.0,10.06,50.0,4.93,50.0,1.06,53.21,48.67,17.03,81.72,17.89,34.9,3.84,50.0,10.06,50.0,4.93,50.0,1.06,54.81,50.83,17.79,44.56,9.75,51.38,5.66,50.0,10.06,50.0,4.93,50.0,1.06,49.25,50.16,17.56,42.61,9.33,49.29,5.43,50.0,10.06,50.0,4.93,50.0,1.06,48.36,46.89,16.41,44.56,9.75,52.62,5.8,50.0,10.06,50.0,4.93,50.0,1.06,48.01,35.67,12.49,34.78,7.61,51.4,5.66,50.0,10.06,50.0,4.93,50.0,1.06,41.81
202606070103,2026-06-07,01,3R,realtime,66.9,23.42,42.61,9.33,40.13,4.42,61.06,12.29,47.59,4.69,49.89,1.06,55.19,48.67,17.03,81.72,17.89,34.9,3.84,35.73,7.19,46.3,4.56,49.89,1.06,51.58,50.83,17.79,44.56,9.75,51.38,5.66,48.8,9.82,36.34,3.58,49.89,1.06,47.66,50.16,17.56,42.61,9.33,49.29,5.43,45.79,9.21,60.2,5.93,49.89,1.06,48.52,46.89,16.41,44.56,9.75,52.62,5.8,44.97,9.05,51.21,5.04,49.89,1.06,47.11,35.67,12.49,34.78,7.61,51.4,5.66,63.58,12.79,58.27,5.74,49.89,1.06,45.35
202606070104,2026-06-07,01,4R,daily,66.9,23.42,44.56,9.75,61.16,6.74,50.0,10.06,50.0,4.93,50.0,1.06,55.95,48.67,17.03,48.47,10.61,45.78,5.04,50.0,10.06,50.0,4.93,50.0,1.06,48.73,50.83,17.79,60.21,13.18,51.44,5.66,50.0,10.06,50.0,4.93,50.0,1.06,52.68,50.16,17.56,50.43,11.04,55.1,6.07,50.0,10.06,50.0,4.93,50.0,1.06,50.71,46.89,16.41,48.47,10.61,35.13,3.87,50.0,10.06,50.0,4.93,50.0,1.06,46.94,35.67,12.49,42.61,9.33,58.23,6.41,50.0,10.06,50.0,4.93,50.0,1.06,44.27
202606070104,2026-06-07,01,4R,realtime,50.83,17.79,44.56,9.75,61.16,6.74,67.09,13.5,40.12,3.95,0.28,0.01,51.74,50.16,17.56,48.47,10.61,45.78,5.04,57.39,11.55,63.45,6.25,54.5,1.16,52.16,66.9,23.42,60.21,13.18,51.44,5.66,50.91,10.24,44.83,4.42,99.51,2.11,59.03,46.89,16.41,50.43,11.04,55.1,6.07,50.13,10.09,52.81,5.2,39.8,0.85,49.65,35.67,12.49,48.47,10.61,35.13,3.87,31.21,6.28,56.09,5.53,15.26,0.32,39.09,48.67,17.03,42.61,9.33,58.23,6.41,43.18,8.69,42.62,4.2,90.02,1.91,47.57
202606070105,2026-06-07,01,5R,daily,66.9,23.42,44.56,9.75,41.23,4.54,50.0,10.06,50.0,4.93,50.0,1.06,53.76,48.67,17.03,54.34,11.89,56.67,6.24,50.0,10.06,50.0,4.93,50.0,1.06,51.22,50.83,17.79,50.43,11.04,43.66,4.81,50.0,10.06,50.0,4.93,50.0,1.06,49.69,50.16,17.56,42.61,9.33,33.84,3.73,50.0,10.06,50.0,4.93,50.0,1.06,46.66,46.89,16.41,38.69,8.47,61.48,6.77,50.0,10.06,50.0,4.93,50.0,1.06,47.7,35.67,12.49,60.21,13.18,58.23,6.41,50.0,10.06,50.0,4.93,50.0,1.06,48.12
202606070105,2026-06-07,01,5R,realtime,66.9,23.42,44.56,9.75,41.23,4.54,45.89,9.23,44.83,4.42,49.89,1.06,52.42,48.67,17.03,54.34,11.89,56.67,6.24,64.38,12.95,42.62,4.2,49.89,1.06,53.38,50.83,17.79,50.43,11.04,43.66,4.81,68.69,13.82,40.12,3.95,49.89,1.06,52.47,50.16,17.56,42.61,9.33,33.84,3.73,42.41,8.53,63.45,6.25,49.89,1.06,46.45,46.89,16.41,38.69,8.47,61.48,6.77,34.78,7.0,52.81,5.2,49.89,1.06,44.91,35.67,12.49,60.21,13.18,58.23,6.41,43.77,8.81,56.09,5.53,49.89,1.06,47.47
