レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーター2連率pt,1枠_寄与_モーター2連率pt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーター2連率pt,2枠_寄与_モーター2連率pt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーター2連率pt,3枠_寄与_モーター2連率pt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーター2連率pt,4枠_寄与_モーター2連率pt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーター2連率pt,5枠_寄与_モーター2連率pt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーター2連率pt,6枠_寄与_モーター2連率pt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202606210201,2026-06-21,02,1R,daily,67.28,20.56,42.38,12.75,46.6,4.56,50.0,10.09,50.0,4.7,52.66,53.19,16.26,34.93,10.51,52.41,5.12,50.0,10.09,50.0,4.7,46.68,50.23,15.35,37.41,11.25,54.79,5.36,50.0,10.09,50.0,4.7,46.75,49.6,15.16,42.38,12.75,57.7,5.64,50.0,10.09,50.0,4.7,48.34,44.89,13.72,37.41,11.25,52.94,5.18,50.0,10.09,50.0,4.7,44.94,33.82,10.34,42.38,12.75,48.45,4.74,50.0,10.09,50.0,4.7,42.61
202606210201,2026-06-21,02,1R,realtime,67.28,20.56,42.38,12.75,46.6,4.56,63.65,12.85,45.18,4.25,54.96,53.19,16.26,34.93,10.51,52.41,5.12,54.2,10.94,50.45,4.74,47.57,50.23,15.35,37.41,11.25,54.79,5.36,49.9,10.07,46.44,4.36,46.4,49.6,15.16,42.38,12.75,57.7,5.64,54.48,11.0,50.14,4.71,49.25,44.89,13.72,37.41,11.25,52.94,5.18,42.42,8.56,55.24,5.19,43.9,33.82,10.34,42.38,12.75,48.45,4.74,35.34,7.14,52.39,4.92,39.88
202606210202,2026-06-21,02,2R,daily,67.28,20.56,32.45,9.76,57.17,5.59,50.0,10.09,50.0,4.7,50.7,53.19,16.26,42.38,12.75,57.17,5.59,50.0,10.09,50.0,4.7,49.38,50.23,15.35,54.79,16.48,54.39,5.32,50.0,10.09,50.0,4.7,51.94,49.6,15.16,39.89,12.0,46.2,4.52,50.0,10.09,50.0,4.7,46.47,44.89,13.72,37.41,11.25,56.38,5.51,50.0,10.09,50.0,4.7,45.27,33.82,10.34,44.86,13.49,46.73,4.57,50.0,10.09,50.0,4.7,43.19
202606210202,2026-06-21,02,2R,realtime,67.28,20.56,32.45,9.76,57.17,5.59,46.44,9.37,45.18,4.25,49.53,53.19,16.26,42.38,12.75,57.17,5.59,65.96,13.32,50.45,4.74,52.65,50.23,15.35,54.79,16.48,54.39,5.32,62.95,12.71,46.44,4.36,54.22,49.6,15.16,39.89,12.0,46.2,4.52,26.4,5.33,50.14,4.71,41.71,44.89,13.72,37.41,11.25,56.38,5.51,47.92,9.67,55.24,5.19,45.35,33.82,10.34,44.86,13.49,46.73,4.57,50.36,10.17,52.39,4.92,43.49
202606210203,2026-06-21,02,3R,daily,67.28,20.56,44.86,13.49,68.66,6.71,50.0,10.09,50.0,4.7,55.56,53.19,16.26,54.79,16.48,57.57,5.63,50.0,10.09,50.0,4.7,53.15,50.23,15.35,47.34,14.24,47.26,4.62,50.0,10.09,50.0,4.7,49.0,49.6,15.16,37.41,11.25,50.69,4.96,50.0,10.09,50.0,4.7,46.16,44.89,13.72,57.27,17.22,53.21,5.2,50.0,10.09,50.0,4.7,50.94,33.82,10.34,52.3,15.73,46.6,4.56,50.0,10.09,50.0,4.7,45.42
202606210203,2026-06-21,02,3R,realtime,67.28,20.56,44.86,13.49,68.66,6.71,72.7,14.68,46.15,4.34,59.78,53.19,16.26,54.79,16.48,57.57,5.63,45.25,9.14,50.23,4.72,52.22,50.23,15.35,47.34,14.24,47.26,4.62,41.35,8.35,46.63,4.38,46.94,49.6,15.16,37.41,11.25,50.69,4.96,50.33,10.16,49.54,4.66,46.18,44.89,13.72,57.27,17.22,53.21,5.2,54.85,11.07,55.06,5.17,52.39,33.82,10.34,52.3,15.73,46.6,4.56,35.54,7.17,52.23,4.91,42.71
202606210204,2026-06-21,02,4R,daily,67.28,20.56,44.86,13.49,48.18,4.71,50.0,10.09,50.0,4.7,53.56,53.19,16.26,42.38,12.75,55.06,5.38,50.0,10.09,50.0,4.7,49.17,50.23,15.35,69.68,20.96,47.52,4.65,50.0,10.09,50.0,4.7,55.75,49.6,15.16,52.3,15.73,51.62,5.05,50.0,10.09,50.0,4.7,50.73,44.89,13.72,44.86,13.49,61.4,6.0,50.0,10.09,50.0,4.7,48.01,33.82,10.34,39.89,12.0,53.07,5.19,50.0,10.09,50.0,4.7,42.32
202606210204,2026-06-21,02,4R,realtime,67.28,20.56,44.86,13.49,48.18,4.71,61.41,12.4,46.95,4.41,55.57,53.19,16.26,42.38,12.75,55.06,5.38,64.37,12.99,51.74,4.86,52.24,50.23,15.35,69.68,20.96,47.52,4.65,53.83,10.87,46.46,4.37,56.19,49.6,15.16,52.3,15.73,51.62,5.05,48.1,9.71,48.93,4.6,50.24,44.89,13.72,44.86,13.49,61.4,6.0,40.4,8.16,54.64,5.13,46.5,33.82,10.34,39.89,12.0,53.07,5.19,31.93,6.45,51.12,4.8,38.77
202606210205,2026-06-21,02,5R,daily,67.28,20.56,67.2,20.21,62.72,6.13,50.0,10.09,50.0,4.7,61.7,53.19,16.26,49.82,14.98,59.81,5.85,50.0,10.09,50.0,4.7,51.88,50.23,15.35,42.38,12.75,46.6,4.56,50.0,10.09,50.0,4.7,47.44,49.6,15.16,52.3,15.73,57.04,5.58,50.0,10.09,50.0,4.7,51.26,44.89,13.72,29.97,9.01,50.03,4.89,50.0,10.09,50.0,4.7,42.42,33.82,10.34,42.38,12.75,51.49,5.03,50.0,10.09,50.0,4.7,42.91
202606210205,2026-06-21,02,5R,realtime,67.28,20.56,67.2,20.21,62.72,6.13,57.23,11.55,47.92,4.5,62.96,53.19,16.26,49.82,14.98,59.81,5.85,47.4,9.57,51.52,4.84,51.5,50.23,15.35,42.38,12.75,46.6,4.56,62.81,12.68,46.66,4.38,49.72,49.6,15.16,52.3,15.73,57.04,5.58,53.52,10.8,48.33,4.54,51.81,44.89,13.72,29.97,9.01,50.03,4.89,30.35,6.13,54.46,5.12,38.87,33.82,10.34,42.38,12.75,51.49,5.03,48.72,9.83,50.96,4.79,42.74
