レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーター2連率pt,1枠_寄与_モーター2連率pt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーター2連率pt,2枠_寄与_モーター2連率pt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーター2連率pt,3枠_寄与_モーター2連率pt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーター2連率pt,4枠_寄与_モーター2連率pt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーター2連率pt,5枠_寄与_モーター2連率pt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーター2連率pt,6枠_寄与_モーター2連率pt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202606250101,2026-06-25,01,1R,daily,66.9,24.5,48.47,11.0,66.85,6.0,50.0,10.59,50.0,5.26,57.35,48.67,17.82,48.47,11.0,58.14,5.22,50.0,10.59,50.0,5.26,49.9,50.83,18.62,48.47,11.0,50.65,4.55,50.0,10.59,50.0,5.26,50.01,50.16,18.37,50.43,11.45,53.63,4.81,50.0,10.59,50.0,5.26,50.48,46.89,17.17,46.52,10.56,51.77,4.65,50.0,10.59,50.0,5.26,48.23,35.67,13.06,46.52,10.56,54.11,4.86,50.0,10.59,50.0,5.26,44.33
202606250101,2026-06-25,01,1R,realtime,66.9,24.5,48.47,11.0,66.85,6.0,69.08,14.63,43.54,4.58,60.72,48.67,17.82,48.47,11.0,58.14,5.22,33.0,6.99,44.41,4.67,45.71,50.83,18.62,48.47,11.0,50.65,4.55,56.51,11.97,36.49,3.84,49.97,50.16,18.37,50.43,11.45,53.63,4.81,63.58,13.47,62.47,6.57,54.67,46.89,17.17,46.52,10.56,51.77,4.65,33.06,7.0,52.41,5.51,44.89,35.67,13.06,46.52,10.56,54.11,4.86,44.7,9.47,60.59,6.37,44.32
202606250102,2026-06-25,01,2R,daily,66.9,24.5,46.52,10.56,61.77,5.54,50.0,10.59,50.0,5.26,56.45,48.67,17.82,48.47,11.0,62.58,5.62,50.0,10.59,50.0,5.26,50.29,50.83,18.62,44.56,10.12,49.6,4.45,50.0,10.59,50.0,5.26,49.03,50.16,18.37,54.34,12.34,49.36,4.43,50.0,10.59,50.0,5.26,50.99,46.89,17.17,73.9,16.78,47.1,4.23,50.0,10.59,50.0,5.26,54.03,35.67,13.06,42.61,9.67,44.84,4.02,50.0,10.59,50.0,5.26,42.61
202606250102,2026-06-25,01,2R,realtime,66.9,24.5,46.52,10.56,61.77,5.54,73.55,15.58,42.93,4.51,60.7,48.67,17.82,48.47,11.0,62.58,5.62,47.54,10.07,42.86,4.51,49.02,50.83,18.62,44.56,10.12,49.6,4.45,60.02,12.71,37.99,4.0,49.89,50.16,18.37,54.34,12.34,49.36,4.43,39.34,8.33,63.16,6.64,50.11,46.89,17.17,73.9,16.78,47.1,4.23,38.72,8.2,52.9,5.56,51.94,35.67,13.06,42.61,9.67,44.84,4.02,40.75,8.63,60.09,6.32,41.71
202606250103,2026-06-25,01,3R,daily,66.9,24.5,46.52,10.56,59.51,5.34,50.0,10.59,50.0,5.26,56.25,48.67,17.82,44.56,10.12,50.89,4.57,50.0,10.59,50.0,5.26,48.36,50.83,18.62,52.38,11.89,54.6,4.9,50.0,10.59,50.0,5.26,51.26,50.16,18.37,50.43,11.45,53.14,4.77,50.0,10.59,50.0,5.26,50.44,46.89,17.17,50.43,11.45,58.22,5.23,50.0,10.59,50.0,5.26,49.7,35.67,13.06,66.07,15.0,47.98,4.31,50.0,10.59,50.0,5.26,48.22
202606250103,2026-06-25,01,3R,realtime,66.9,24.5,46.52,10.56,59.51,5.34,58.63,12.42,42.57,4.48,57.3,50.83,18.62,44.56,10.12,50.89,4.57,47.03,9.96,39.16,4.12,47.38,48.67,17.82,52.38,11.89,54.6,4.9,42.69,9.04,41.91,4.41,48.07,50.16,18.37,50.43,11.45,53.14,4.77,56.82,12.04,54.53,5.73,52.36,46.89,17.17,50.43,11.45,58.22,5.23,58.15,12.32,68.38,7.19,53.36,35.67,13.06,66.07,15.0,47.98,4.31,36.6,7.75,53.37,5.61,45.74
202606250104,2026-06-25,01,4R,daily,66.9,24.5,48.47,11.0,53.95,4.84,50.0,10.59,50.0,5.26,56.2,48.67,17.82,52.38,11.89,54.35,4.88,50.0,10.59,50.0,5.26,50.44,50.83,18.62,46.52,10.56,54.35,4.88,50.0,10.59,50.0,5.26,49.9,50.16,18.37,46.52,10.56,59.76,5.36,50.0,10.59,50.0,5.26,50.14,46.89,17.17,48.47,11.0,48.39,4.34,50.0,10.59,50.0,5.26,48.37,35.67,13.06,58.25,13.22,52.66,4.73,50.0,10.59,50.0,5.26,46.86
202606250104,2026-06-25,01,4R,realtime,66.9,24.5,48.47,11.0,53.95,4.84,44.89,9.51,44.46,4.67,54.53,50.83,18.62,52.38,11.89,54.35,4.88,49.02,10.38,37.23,3.91,49.69,50.16,18.37,46.52,10.56,54.35,4.88,57.72,12.23,61.27,6.44,52.48,35.67,13.06,46.52,10.56,59.76,5.36,42.54,9.01,61.26,6.44,44.44,46.89,17.17,48.47,11.0,48.39,4.34,49.7,10.53,52.28,5.5,48.55,48.67,17.82,58.25,13.22,52.66,4.73,56.06,11.88,43.44,4.57,52.22
202606250105,2026-06-25,01,5R,daily,66.9,24.5,46.52,10.56,48.87,4.39,50.0,10.59,50.0,5.26,55.3,48.67,17.82,46.52,10.56,54.11,4.86,50.0,10.59,50.0,5.26,49.09,50.83,18.62,50.43,11.45,49.27,4.42,50.0,10.59,50.0,5.26,50.34,50.16,18.37,58.25,13.22,60.72,5.45,50.0,10.59,50.0,5.26,52.89,46.89,17.17,46.52,10.56,61.77,5.54,50.0,10.59,50.0,5.26,49.13,35.67,13.06,52.38,11.89,54.92,4.93,50.0,10.59,50.0,5.26,45.73
202606250106,2026-06-25,01,6R,daily,66.9,24.5,56.3,12.78,58.06,5.21,50.0,10.59,50.0,5.26,58.34,48.67,17.82,42.61,9.67,44.84,4.02,50.0,10.59,50.0,5.26,47.37,50.83,18.62,46.52,10.56,51.77,4.65,50.0,10.59,50.0,5.26,49.67,50.16,18.37,46.52,10.56,46.29,4.16,50.0,10.59,50.0,5.26,48.94,46.89,17.17,46.52,10.56,51.77,4.65,50.0,10.59,50.0,5.26,48.23,35.67,13.06,44.56,10.12,53.87,4.84,50.0,10.59,50.0,5.26,43.86
202606250107,2026-06-25,01,7R,daily,66.9,24.5,54.34,12.34,49.36,4.43,50.0,10.59,50.0,5.26,57.12,48.67,17.82,46.52,10.56,53.79,4.83,50.0,10.59,50.0,5.26,49.06,50.83,18.62,71.94,16.33,48.23,4.33,50.0,10.59,50.0,5.26,55.13,50.16,18.37,48.47,11.0,50.65,4.55,50.0,10.59,50.0,5.26,49.77,46.89,17.17,44.56,10.12,50.89,4.57,50.0,10.59,50.0,5.26,47.71,35.67,13.06,44.56,10.12,51.37,4.61,50.0,10.59,50.0,5.26,43.64
202606250108,2026-06-25,01,8R,daily,66.9,24.5,52.38,11.89,54.6,4.9,50.0,10.59,50.0,5.26,57.14,48.67,17.82,46.52,10.56,54.35,4.88,50.0,10.59,50.0,5.26,49.11,50.83,18.62,48.47,11.0,66.85,6.0,50.0,10.59,50.0,5.26,51.47,50.16,18.37,44.56,10.12,46.13,4.14,50.0,10.59,50.0,5.26,48.48,46.89,17.17,58.25,13.22,54.76,4.92,50.0,10.59,50.0,5.26,51.16,35.67,13.06,44.56,10.12,49.6,4.45,50.0,10.59,50.0,5.26,43.48
202606250109,2026-06-25,01,9R,daily,66.9,24.5,46.52,10.56,59.76,5.36,50.0,10.59,50.0,5.26,56.27,48.67,17.82,52.38,11.89,54.92,4.93,50.0,10.59,50.0,5.26,50.49,50.83,18.62,66.07,15.0,47.98,4.31,50.0,10.59,50.0,5.26,53.77,50.16,18.37,62.16,14.11,52.42,4.71,50.0,10.59,50.0,5.26,53.04,46.89,17.17,46.52,10.56,61.77,5.54,50.0,10.59,50.0,5.26,49.13,35.67,13.06,48.47,11.0,51.21,4.6,50.0,10.59,50.0,5.26,44.51
202606250110,2026-06-25,01,10R,daily,66.9,24.5,48.47,11.0,47.18,4.23,50.0,10.59,50.0,5.26,55.59,48.67,17.82,58.25,13.22,52.66,4.73,50.0,10.59,50.0,5.26,51.62,50.83,18.62,48.47,11.0,50.4,4.52,50.0,10.59,50.0,5.26,49.99,50.16,18.37,54.34,12.34,57.34,5.15,50.0,10.59,50.0,5.26,51.7,46.89,17.17,48.47,11.0,62.58,5.62,50.0,10.59,50.0,5.26,49.64,35.67,13.06,48.47,11.0,58.14,5.22,50.0,10.59,50.0,5.26,45.14
202606250111,2026-06-25,01,11R,daily,66.9,24.5,73.9,16.78,47.1,4.23,50.0,10.59,50.0,5.26,61.35,48.67,17.82,50.43,11.45,58.22,5.23,50.0,10.59,50.0,5.26,50.35,50.83,18.62,52.38,11.89,43.79,3.93,50.0,10.59,50.0,5.26,50.29,50.16,18.37,46.52,10.56,61.77,5.54,50.0,10.59,50.0,5.26,50.32,46.89,17.17,48.47,11.0,53.95,4.84,50.0,10.59,50.0,5.26,48.87,35.67,13.06,50.43,11.45,53.63,4.81,50.0,10.59,50.0,5.26,45.17
202606250112,2026-06-25,01,12R,daily,66.9,24.5,71.94,16.33,48.23,4.33,50.0,10.59,50.0,5.26,61.01,48.67,17.82,54.34,12.34,57.34,5.15,50.0,10.59,50.0,5.26,51.16,50.83,18.62,58.25,13.22,54.76,4.92,50.0,10.59,50.0,5.26,52.6,50.16,18.37,64.12,14.56,55.48,4.98,50.0,10.59,50.0,5.26,53.76,46.89,17.17,56.3,12.78,58.06,5.21,50.0,10.59,50.0,5.26,51.01,35.67,13.06,58.25,13.22,60.72,5.45,50.0,10.59,50.0,5.26,47.59
202606250301,2026-06-25,03,1R,daily,66.91,29.56,46.85,12.94,21.41,1.45,50.0,5.25,50.0,5.46,54.66,55.5,24.52,46.85,12.94,49.27,3.34,50.0,5.25,50.0,5.46,51.51,50.08,22.12,44.54,12.3,60.53,4.1,50.0,5.25,50.0,5.46,49.24,48.05,21.23,49.16,13.58,47.6,3.23,50.0,5.25,50.0,5.46,48.74,42.73,18.88,49.16,13.58,31.44,2.13,50.0,5.25,50.0,5.46,45.3,34.62,15.29,44.54,12.3,71.78,4.87,50.0,5.25,50.0,5.46,43.17
202606250301,2026-06-25,03,1R,realtime,66.91,29.56,46.85,12.94,21.41,1.45,37.67,3.95,46.51,5.08,52.99,55.5,24.52,46.85,12.94,49.27,3.34,36.19,3.8,23.79,2.6,47.2,50.08,22.12,44.54,12.3,60.53,4.1,53.96,5.66,69.02,7.54,51.73,48.05,21.23,49.16,13.58,47.6,3.23,64.32,6.75,59.62,6.51,51.29,42.73,18.88,49.16,13.58,31.44,2.13,52.48,5.51,52.93,5.78,45.88,34.62,15.29,44.54,12.3,71.78,4.87,55.43,5.82,48.3,5.28,43.56
202606250302,2026-06-25,03,2R,daily,66.91,29.56,46.85,12.94,72.12,4.89,50.0,5.25,50.0,5.46,58.1,55.5,24.52,51.47,14.22,24.08,1.63,50.0,5.25,50.0,5.46,51.08,50.08,22.12,44.54,12.3,44.59,3.02,50.0,5.25,50.0,5.46,48.16,48.05,21.23,42.23,11.67,46.37,3.14,50.0,5.25,50.0,5.46,46.75,42.73,18.88,42.23,11.67,74.57,5.06,50.0,5.25,50.0,5.46,46.31,34.62,15.29,49.16,13.58,56.74,3.85,50.0,5.25,50.0,5.46,43.43
202606250302,2026-06-25,03,2R,realtime,66.91,29.56,46.85,12.94,72.12,4.89,32.36,3.39,46.51,5.08,55.87,55.5,24.52,51.47,14.22,24.08,1.63,55.14,5.78,23.79,2.6,48.75,50.08,22.12,44.54,12.3,44.59,3.02,65.39,6.86,69.02,7.54,51.85,48.05,21.23,42.23,11.67,46.37,3.14,47.16,4.95,59.62,6.51,47.5,42.73,18.88,42.23,11.67,74.57,5.06,47.16,4.95,52.93,5.78,46.33,34.62,15.29,49.16,13.58,56.74,3.85,52.86,5.55,48.3,5.28,43.54
202606250303,2026-06-25,03,3R,daily,66.91,29.56,42.23,11.67,56.74,3.85,50.0,5.25,50.0,5.46,55.78,55.5,24.52,49.16,13.58,63.54,4.31,50.0,5.25,50.0,5.46,53.11,50.08,22.12,56.08,15.49,32.78,2.22,50.0,5.25,50.0,5.46,50.55,48.05,21.23,46.85,12.94,43.92,2.98,50.0,5.25,50.0,5.46,47.85,42.73,18.88,53.77,14.85,49.27,3.34,50.0,5.25,50.0,5.46,47.78,34.62,15.29,44.54,12.3,57.52,3.9,50.0,5.25,50.0,5.46,42.2
202606250303,2026-06-25,03,3R,realtime,66.91,29.56,42.23,11.67,56.74,3.85,48.76,5.12,46.51,5.08,55.27,55.5,24.52,49.16,13.58,63.54,4.31,69.73,7.32,23.79,2.6,52.32,50.08,22.12,56.08,15.49,32.78,2.22,36.77,3.86,69.02,7.54,51.24,48.05,21.23,46.85,12.94,43.92,2.98,50.26,5.27,59.62,6.51,48.93,42.73,18.88,53.77,14.85,49.27,3.34,44.27,4.64,52.93,5.78,47.5,34.62,15.29,44.54,12.3,57.52,3.9,50.26,5.27,48.3,5.28,42.05
202606250304,2026-06-25,03,4R,daily,66.91,29.56,49.16,13.58,67.88,4.6,50.0,5.25,50.0,5.46,58.45,55.5,24.52,44.54,12.3,38.91,2.64,50.0,5.25,50.0,5.46,50.17,50.08,22.12,46.85,12.94,49.27,3.34,50.0,5.25,50.0,5.46,49.12,48.05,21.23,51.47,14.22,67.88,4.6,50.0,5.25,50.0,5.46,50.75,42.73,18.88,44.54,12.3,55.4,3.76,50.0,5.25,50.0,5.46,45.65,34.62,15.29,49.16,13.58,65.88,4.47,50.0,5.25,50.0,5.46,44.05
202606250304,2026-06-25,03,4R,realtime,66.91,29.56,49.16,13.58,67.88,4.6,51.51,5.4,46.51,5.08,58.23,55.5,24.52,44.54,12.3,38.91,2.64,51.51,5.4,23.79,2.6,47.46,50.08,22.12,46.85,12.94,49.27,3.34,37.11,3.89,69.02,7.54,49.84,48.05,21.23,51.47,14.22,67.88,4.6,44.3,4.65,59.62,6.51,51.21,42.73,18.88,44.54,12.3,55.4,3.76,46.11,4.84,52.93,5.78,45.56,34.62,15.29,49.16,13.58,65.88,4.47,69.51,7.29,48.3,5.28,45.91
202606250305,2026-06-25,03,5R,daily,66.91,29.56,49.16,13.58,31.44,2.13,50.0,5.25,50.0,5.46,55.98,55.5,24.52,56.08,15.49,37.46,2.54,50.0,5.25,50.0,5.46,53.26,50.08,22.12,42.23,11.67,75.13,5.09,50.0,5.25,50.0,5.46,49.59,48.05,21.23,35.31,9.75,53.4,3.62,50.0,5.25,50.0,5.46,45.31,42.73,18.88,51.47,14.22,23.3,1.58,50.0,5.25,50.0,5.46,45.38,34.62,15.29,51.47,14.22,47.82,3.24,50.0,5.25,50.0,5.46,43.46
