レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーター2連率pt,1枠_寄与_モーター2連率pt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーター2連率pt,2枠_寄与_モーター2連率pt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーター2連率pt,3枠_寄与_モーター2連率pt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーター2連率pt,4枠_寄与_モーター2連率pt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーター2連率pt,5枠_寄与_モーター2連率pt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーター2連率pt,6枠_寄与_モーター2連率pt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_強さpt
202606140101,2026-06-14,01,1R,daily,66.9,24.5,48.47,11.0,54.19,4.86,50.0,10.59,50.0,5.26,56.22,48.67,17.82,46.52,10.56,52.42,4.71,50.0,10.59,50.0,5.26,48.94,50.83,18.62,48.47,11.0,46.61,4.18,50.0,10.59,50.0,5.26,49.65,50.16,18.37,40.65,9.23,41.05,3.68,50.0,10.59,50.0,5.26,47.13,46.89,17.17,52.38,11.89,52.1,4.68,50.0,10.59,50.0,5.26,49.59,35.67,13.06,52.38,11.89,35.57,3.19,50.0,10.59,50.0,5.26,44.0
202606140101,2026-06-14,01,1R,realtime,66.9,24.5,48.47,11.0,54.19,4.86,47.35,10.03,32.01,3.37,53.76,48.67,17.82,46.52,10.56,52.42,4.71,61.46,13.02,46.89,4.93,51.04,50.83,18.62,48.47,11.0,46.61,4.18,61.0,12.92,29.43,3.09,49.82,50.16,18.37,40.65,9.23,41.05,3.68,44.09,9.34,68.97,7.25,47.88,46.89,17.17,52.38,11.89,52.1,4.68,37.82,8.01,54.35,5.72,47.47,35.67,13.06,52.38,11.89,35.57,3.19,48.22,10.21,68.24,7.18,45.54
202606140102,2026-06-14,01,2R,daily,66.9,24.5,48.47,11.0,52.26,4.69,50.0,10.59,50.0,5.26,56.04,48.67,17.82,48.47,11.0,40.0,3.59,50.0,10.59,50.0,5.26,48.27,50.83,18.62,46.52,10.56,58.14,5.22,50.0,10.59,50.0,5.26,50.24,50.16,18.37,50.43,11.45,50.48,4.53,50.0,10.59,50.0,5.26,50.2,46.89,17.17,38.69,8.78,41.45,3.72,50.0,10.59,50.0,5.26,45.53,35.67,13.06,56.3,12.78,43.55,3.91,50.0,10.59,50.0,5.26,45.6
202606140102,2026-06-14,01,2R,realtime,66.9,24.5,48.47,11.0,52.26,4.69,58.21,12.33,32.93,3.46,55.99,48.67,17.82,48.47,11.0,40.0,3.59,59.16,12.53,45.92,4.83,49.78,50.83,18.62,46.52,10.56,58.14,5.22,63.37,13.42,30.17,3.17,50.99,50.16,18.37,50.43,11.45,50.48,4.53,35.27,7.47,67.77,7.13,48.95,46.89,17.17,38.69,8.78,41.45,3.72,34.85,7.38,54.22,5.7,42.76,35.67,13.06,56.3,12.78,43.55,3.91,49.07,10.39,68.91,7.25,47.39
202606140103,2026-06-14,01,3R,daily,66.9,24.5,48.47,11.0,34.04,3.06,50.0,10.59,50.0,5.26,54.41,48.67,17.82,46.52,10.56,42.26,3.79,50.0,10.59,50.0,5.26,48.03,50.83,18.62,54.34,12.34,39.28,3.53,50.0,10.59,50.0,5.26,50.33,50.16,18.37,46.52,10.56,52.66,4.73,50.0,10.59,50.0,5.26,49.51,46.89,17.17,50.43,11.45,37.91,3.4,50.0,10.59,50.0,5.26,47.87,35.67,13.06,48.47,11.0,43.31,3.89,50.0,10.59,50.0,5.26,43.8
202606140103,2026-06-14,01,3R,realtime,66.9,24.5,48.47,11.0,34.04,3.06,45.42,9.62,32.01,3.37,51.55,46.89,17.17,46.52,10.56,42.26,3.79,56.35,11.94,54.35,5.72,49.18,48.67,17.82,54.34,12.34,39.28,3.53,60.14,12.74,46.89,4.93,51.36,50.83,18.62,46.52,10.56,52.66,4.73,48.8,10.34,29.43,3.09,47.33,50.16,18.37,50.43,11.45,37.91,3.4,56.33,11.93,68.97,7.25,52.41,35.67,13.06,48.47,11.0,43.31,3.89,32.88,6.97,68.24,7.18,42.1
202606140104,2026-06-14,01,4R,daily,66.9,24.5,46.52,10.56,44.2,3.97,50.0,10.59,50.0,5.26,54.88,48.67,17.82,46.52,10.56,49.44,4.44,50.0,10.59,50.0,5.26,48.67,50.83,18.62,54.34,12.34,45.97,4.13,50.0,10.59,50.0,5.26,50.93,50.16,18.37,52.38,11.89,51.94,4.66,50.0,10.59,50.0,5.26,50.77,46.89,17.17,48.47,11.0,52.82,4.74,50.0,10.59,50.0,5.26,48.77,35.67,13.06,46.52,10.56,54.27,4.87,50.0,10.59,50.0,5.26,44.34
202606140104,2026-06-14,01,4R,realtime,66.9,24.5,46.52,10.56,44.2,3.97,55.9,11.84,32.93,3.46,54.33,48.67,17.82,46.52,10.56,49.44,4.44,59.86,12.68,45.92,4.83,50.33,50.83,18.62,54.34,12.34,45.97,4.13,44.36,9.4,30.17,3.17,47.65,50.16,18.37,52.38,11.89,51.94,4.66,53.48,11.33,67.77,7.13,53.38,46.89,17.17,48.47,11.0,52.82,4.74,42.95,9.1,54.22,5.7,47.72,35.67,13.06,46.52,10.56,54.27,4.87,43.37,9.19,68.91,7.25,44.93
202606140105,2026-06-14,01,5R,daily,66.9,24.5,46.52,10.56,51.13,4.59,50.0,10.59,50.0,5.26,55.5,48.67,17.82,44.56,10.12,51.69,4.64,50.0,10.59,50.0,5.26,48.43,50.83,18.62,42.61,9.67,44.28,3.97,50.0,10.59,50.0,5.26,48.11,50.16,18.37,52.38,11.89,44.44,3.99,50.0,10.59,50.0,5.26,50.1,46.89,17.17,46.52,10.56,52.42,4.71,50.0,10.59,50.0,5.26,48.29,35.67,13.06,50.43,11.45,51.94,4.66,50.0,10.59,50.0,5.26,45.02
202606140105,2026-06-14,01,5R,realtime,66.9,24.5,46.52,10.56,51.13,4.59,57.2,12.12,32.93,3.46,55.23,48.67,17.82,44.56,10.12,51.69,4.64,56.41,11.95,45.92,4.83,49.36,50.83,18.62,42.61,9.67,44.28,3.97,56.54,11.98,30.17,3.17,47.41,50.16,18.37,52.38,11.89,44.44,3.99,47.04,9.96,67.77,7.13,51.34,46.89,17.17,46.52,10.56,52.42,4.71,36.84,7.8,54.22,5.7,45.94,35.67,13.06,50.43,11.45,51.94,4.66,45.89,9.72,68.91,7.25,46.14
