レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_展開優位pt,1枠_寄与_展開優位pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_展開優位pt,2枠_寄与_展開優位pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_展開優位pt,3枠_寄与_展開優位pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_展開優位pt,4枠_寄与_展開優位pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_展開優位pt,5枠_寄与_展開優位pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_展開優位pt,6枠_寄与_展開優位pt,6枠_強さpt
202606090101,2026-06-09,01,1R,daily,66.9,23.42,46.52,10.18,50.21,5.53,50.0,10.06,50.0,4.93,50.0,1.06,55.18,48.67,17.03,44.56,9.75,57.6,6.34,50.0,10.06,50.0,4.93,50.0,1.06,49.18,50.83,17.79,44.56,9.75,46.83,5.16,50.0,10.06,50.0,4.93,50.0,1.06,48.75,50.16,17.56,42.61,9.33,36.39,4.01,50.0,10.06,50.0,4.93,50.0,1.06,46.94,46.89,16.41,44.56,9.75,45.86,5.05,50.0,10.06,50.0,4.93,50.0,1.06,47.26,35.67,12.49,34.78,7.61,46.13,5.08,50.0,10.06,50.0,4.93,50.0,1.06,41.23
202606090101,2026-06-09,01,1R,realtime,66.9,23.42,46.52,10.18,50.21,5.53,66.77,13.43,33.85,3.33,49.89,1.06,56.96,48.67,17.03,44.56,9.75,57.6,6.34,54.15,10.89,44.95,4.43,49.89,1.06,49.51,50.83,17.79,44.56,9.75,46.83,5.16,45.89,9.23,30.91,3.04,49.89,1.06,46.04,50.16,17.56,42.61,9.33,36.39,4.01,28.19,5.67,66.57,6.56,49.89,1.06,44.18,46.89,16.41,44.56,9.75,45.86,5.05,64.32,12.94,54.08,5.33,49.89,1.06,50.55,35.67,12.49,34.78,7.61,46.13,5.08,40.62,8.17,69.58,6.86,49.89,1.06,41.27
202606090102,2026-06-09,01,2R,daily,66.9,23.42,44.56,9.75,52.75,5.81,50.0,10.06,50.0,4.93,50.0,1.06,55.03,48.67,17.03,44.56,9.75,64.0,7.05,50.0,10.06,50.0,4.93,50.0,1.06,49.89,50.83,17.79,48.47,10.61,53.72,5.92,50.0,10.06,50.0,4.93,50.0,1.06,50.36,50.16,17.56,48.47,10.61,39.83,4.39,50.0,10.06,50.0,4.93,50.0,1.06,48.6,46.89,16.41,44.56,9.75,57.64,6.35,50.0,10.06,50.0,4.93,50.0,1.06,48.56,35.67,12.49,81.72,17.89,36.97,4.07,50.0,10.06,50.0,4.93,50.0,1.06,50.49
202606090102,2026-06-09,01,2R,realtime,66.9,23.42,44.56,9.75,52.75,5.81,57.71,11.61,32.01,3.15,49.89,1.06,54.8,48.67,17.03,44.56,9.75,64.0,7.05,51.89,10.44,46.89,4.62,49.89,1.06,49.96,50.83,17.79,48.47,10.61,53.72,5.92,53.61,10.79,29.43,2.9,49.89,1.06,49.06,50.16,17.56,48.47,10.61,39.83,4.39,47.14,9.48,68.97,6.8,49.89,1.06,49.89,46.89,16.41,44.56,9.75,57.64,6.35,49.59,9.98,54.35,5.35,49.89,1.06,48.91,35.67,12.49,81.72,17.89,36.97,4.07,39.99,8.05,68.24,6.72,49.89,1.06,50.27
202606090103,2026-06-09,01,3R,daily,66.9,23.42,48.47,10.61,60.11,6.62,50.0,10.06,50.0,4.93,50.0,1.06,56.69,48.67,17.03,50.43,11.04,55.32,6.09,50.0,10.06,50.0,4.93,50.0,1.06,50.21,50.83,17.79,42.61,9.33,53.28,5.87,50.0,10.06,50.0,4.93,50.0,1.06,49.03,50.16,17.56,42.61,9.33,47.25,5.2,50.0,10.06,50.0,4.93,50.0,1.06,48.13,46.89,16.41,54.34,11.89,57.69,6.35,50.0,10.06,50.0,4.93,50.0,1.06,50.71,35.67,12.49,52.38,11.47,71.07,7.83,50.0,10.06,50.0,4.93,50.0,1.06,47.83
202606090103,2026-06-09,01,3R,realtime,66.9,23.42,48.47,10.61,60.11,6.62,58.33,11.73,32.01,3.15,49.89,1.06,56.59,48.67,17.03,50.43,11.04,55.32,6.09,35.67,7.18,46.89,4.62,49.89,1.06,47.02,50.83,17.79,42.61,9.33,53.28,5.87,51.33,10.33,29.43,2.9,49.89,1.06,47.27,50.16,17.56,42.61,9.33,47.25,5.2,45.19,9.09,68.97,6.8,49.89,1.06,49.03,46.89,16.41,54.34,11.89,57.69,6.35,64.31,12.94,54.35,5.35,49.89,1.06,54.01,35.67,12.49,52.38,11.47,71.07,7.83,45.11,9.08,68.24,6.72,49.89,1.06,48.64
202606090104,2026-06-09,01,4R,daily,66.9,23.42,44.56,9.75,62.21,6.85,50.0,10.06,50.0,4.93,50.0,1.06,56.07,48.67,17.03,42.61,9.33,41.78,4.6,50.0,10.06,50.0,4.93,50.0,1.06,47.01,50.83,17.79,42.61,9.33,52.22,5.75,50.0,10.06,50.0,4.93,50.0,1.06,48.92,50.16,17.56,50.43,11.04,52.59,5.79,50.0,10.06,50.0,4.93,50.0,1.06,50.44,46.89,16.41,44.56,9.75,49.04,5.4,50.0,10.06,50.0,4.93,50.0,1.06,47.62,35.67,12.49,54.34,11.89,63.6,7.0,50.0,10.06,50.0,4.93,50.0,1.06,47.43
202606090104,2026-06-09,01,4R,realtime,48.67,17.03,44.56,9.75,62.21,6.85,64.16,12.91,52.13,5.14,-6.39,-0.14,51.55,50.83,17.79,42.61,9.33,41.78,4.6,61.01,12.28,41.57,4.1,56.57,1.2,49.29,66.9,23.42,42.61,9.33,52.22,5.75,48.17,9.69,35.02,3.45,99.51,2.11,53.75,50.16,17.56,50.43,11.04,52.59,5.79,41.05,8.26,58.08,5.72,49.89,1.06,49.43,46.89,16.41,44.56,9.75,49.04,5.4,41.11,8.27,52.64,5.19,49.89,1.06,46.09,35.67,12.49,54.34,11.89,63.6,7.0,44.42,8.94,60.47,5.96,49.89,1.06,47.34
202606090105,2026-06-09,01,5R,daily,66.9,23.42,64.12,14.04,50.21,5.53,50.0,10.06,50.0,4.93,50.0,1.06,59.03,48.67,17.03,50.43,11.04,55.97,6.16,50.0,10.06,50.0,4.93,50.0,1.06,50.28,50.83,17.79,40.65,8.9,58.38,6.43,50.0,10.06,50.0,4.93,50.0,1.06,49.17,50.16,17.56,50.43,11.04,55.98,6.17,50.0,10.06,50.0,4.93,50.0,1.06,50.81,46.89,16.41,42.61,9.33,36.39,4.01,50.0,10.06,50.0,4.93,50.0,1.06,45.79,35.67,12.49,60.21,13.18,58.85,6.48,50.0,10.06,50.0,4.93,50.0,1.06,48.19
202606090105,2026-06-09,01,5R,realtime,66.9,23.42,64.12,14.04,50.21,5.53,70.02,14.09,35.02,3.45,49.89,1.06,61.58,48.67,17.03,50.43,11.04,55.97,6.16,41.71,8.39,52.13,5.14,49.89,1.06,48.83,50.83,17.79,40.65,8.9,58.38,6.43,53.01,10.67,41.57,4.1,49.89,1.06,48.94,50.16,17.56,50.43,11.04,55.98,6.17,47.99,9.66,58.08,5.72,49.89,1.06,51.2,46.89,16.41,42.61,9.33,36.39,4.01,41.24,8.3,52.64,5.19,49.89,1.06,44.29,35.67,12.49,60.21,13.18,58.85,6.48,45.95,9.25,60.47,5.96,49.89,1.06,48.41
