レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_展開優位pt,1枠_寄与_展開優位pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_展開優位pt,2枠_寄与_展開優位pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_展開優位pt,3枠_寄与_展開優位pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_展開優位pt,4枠_寄与_展開優位pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_展開優位pt,5枠_寄与_展開優位pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_展開優位pt,6枠_寄与_展開優位pt,6枠_強さpt
202606110301,2026-06-11,03,1R,daily,66.91,29.58,39.93,9.01,50.0,5.69,50.0,4.37,50.0,4.74,50.0,1.81,55.2,55.5,24.53,39.93,9.01,59.52,6.77,50.0,4.37,50.0,4.74,50.0,1.81,51.24,50.08,22.14,39.93,9.01,47.8,5.44,50.0,4.37,50.0,4.74,50.0,1.81,47.51,48.05,21.24,49.16,11.1,44.9,5.11,50.0,4.37,50.0,4.74,50.0,1.81,48.37,42.73,18.89,46.85,10.57,41.89,4.77,50.0,4.37,50.0,4.74,50.0,1.81,45.15,34.62,15.3,37.62,8.49,20.81,2.37,50.0,4.37,50.0,4.74,50.0,1.81,37.08
202606110301,2026-06-11,03,1R,realtime,66.91,29.58,39.93,9.01,50.0,5.69,46.55,4.07,37.77,3.58,49.19,1.78,53.71,55.5,24.53,39.93,9.01,59.52,6.77,63.14,5.52,34.42,3.26,49.19,1.78,50.88,50.08,22.14,39.93,9.01,47.8,5.44,34.11,2.98,45.74,4.33,49.19,1.78,45.69,48.05,21.24,49.16,11.1,44.9,5.11,54.85,4.8,69.16,6.55,49.19,1.78,50.58,42.73,18.89,46.85,10.57,41.89,4.77,58.99,5.16,62.22,5.89,49.19,1.78,47.07,34.62,15.3,37.62,8.49,20.81,2.37,42.41,3.71,50.87,4.82,49.19,1.78,36.47
202606110302,2026-06-11,03,2R,daily,66.91,29.58,46.85,10.57,50.0,5.69,50.0,4.37,50.0,4.74,50.0,1.81,56.76,55.5,24.53,39.93,9.01,50.0,5.69,50.0,4.37,50.0,4.74,50.0,1.81,50.16,50.08,22.14,56.08,12.66,50.0,5.69,50.0,4.37,50.0,4.74,50.0,1.81,51.41,48.05,21.24,42.23,9.53,60.08,6.84,50.0,4.37,50.0,4.74,50.0,1.81,48.53,42.73,18.89,46.85,10.57,50.0,5.69,50.0,4.37,50.0,4.74,50.0,1.81,46.07,34.62,15.3,39.93,9.01,51.01,5.8,50.0,4.37,50.0,4.74,50.0,1.81,41.04
202606110302,2026-06-11,03,2R,realtime,66.91,29.58,46.85,10.57,50.0,5.69,50.0,4.37,37.77,3.58,49.19,1.78,55.58,55.5,24.53,39.93,9.01,50.0,5.69,50.0,4.37,34.42,3.26,49.19,1.78,48.65,50.08,22.14,56.08,12.66,50.0,5.69,50.0,4.37,45.74,4.33,49.19,1.78,50.97,48.05,21.24,42.23,9.53,60.08,6.84,50.0,4.37,69.16,6.55,49.19,1.78,50.32,42.73,18.89,46.85,10.57,50.0,5.69,50.0,4.37,62.22,5.89,49.19,1.78,47.2,34.62,15.3,39.93,9.01,51.01,5.8,50.0,4.37,50.87,4.82,49.19,1.78,41.09
202606110303,2026-06-11,03,3R,daily,66.91,29.58,44.54,10.05,50.0,5.69,50.0,4.37,50.0,4.74,50.0,1.81,56.24,55.5,24.53,42.23,9.53,50.0,5.69,50.0,4.37,50.0,4.74,50.0,1.81,50.68,50.08,22.14,53.77,12.14,45.82,5.21,50.0,4.37,50.0,4.74,50.0,1.81,50.41,48.05,21.24,39.93,9.01,52.49,5.97,50.0,4.37,50.0,4.74,50.0,1.81,47.15,42.73,18.89,30.7,6.93,50.0,5.69,50.0,4.37,50.0,4.74,50.0,1.81,42.43,34.62,15.3,49.16,11.1,60.69,6.91,50.0,4.37,50.0,4.74,50.0,1.81,44.23
202606110303,2026-06-11,03,3R,realtime,66.91,29.58,44.54,10.05,50.0,5.69,35.07,3.07,36.51,3.46,49.19,1.78,53.63,55.5,24.53,42.23,9.53,50.0,5.69,61.96,5.42,34.05,3.23,49.19,1.78,50.18,50.08,22.14,53.77,12.14,45.82,5.21,55.55,4.86,46.31,4.39,49.19,1.78,50.52,48.05,21.24,39.93,9.01,52.49,5.97,60.68,5.31,69.96,6.63,49.19,1.78,49.94,42.73,18.89,30.7,6.93,50.0,5.69,42.76,3.74,63.22,5.99,49.19,1.78,43.02,34.62,15.3,49.16,11.1,60.69,6.91,44.04,3.85,50.13,4.75,49.19,1.78,43.69
202606110304,2026-06-11,03,4R,daily,66.91,29.58,44.54,10.05,40.08,4.56,50.0,4.37,50.0,4.74,50.0,1.81,55.11,55.5,24.53,46.85,10.57,50.0,5.69,50.0,4.37,50.0,4.74,50.0,1.81,51.72,50.08,22.14,56.08,12.66,54.41,6.19,50.0,4.37,50.0,4.74,50.0,1.81,51.91,48.05,21.24,33.0,7.45,50.0,5.69,50.0,4.37,50.0,4.74,50.0,1.81,45.3,42.73,18.89,49.16,11.1,50.0,5.69,50.0,4.37,50.0,4.74,50.0,1.81,46.6,34.62,15.3,63.0,14.22,56.17,6.39,50.0,4.37,50.0,4.74,50.0,1.81,46.84
202606110304,2026-06-11,03,4R,realtime,66.91,29.58,44.54,10.05,40.08,4.56,60.44,5.29,34.79,3.3,49.19,1.78,54.56,55.5,24.53,46.85,10.57,50.0,5.69,50.01,4.37,30.4,2.88,49.19,1.78,49.83,50.08,22.14,56.08,12.66,54.41,6.19,55.22,4.83,45.88,4.35,49.19,1.78,51.95,48.05,21.24,33.0,7.45,50.0,5.69,60.44,5.29,73.24,6.94,49.19,1.78,48.39,42.73,18.89,49.16,11.1,50.0,5.69,39.58,3.46,65.48,6.2,49.19,1.78,47.12,34.62,15.3,63.0,14.22,56.17,6.39,34.35,3.0,50.38,4.77,49.19,1.78,45.47
202606110305,2026-06-11,03,5R,daily,66.91,29.58,44.54,10.05,61.1,6.95,50.0,4.37,50.0,4.74,50.0,1.81,57.51,55.5,24.53,49.16,11.1,54.39,6.19,50.0,4.37,50.0,4.74,50.0,1.81,52.74,50.08,22.14,53.77,12.14,45.04,5.12,50.0,4.37,50.0,4.74,50.0,1.81,50.32,48.05,21.24,42.23,9.53,46.29,5.27,50.0,4.37,50.0,4.74,50.0,1.81,46.96,42.73,18.89,33.0,7.45,54.6,6.21,50.0,4.37,50.0,4.74,50.0,1.81,43.47,34.62,15.3,46.85,10.57,58.59,6.67,50.0,4.37,50.0,4.74,50.0,1.81,43.47
202606110305,2026-06-11,03,5R,realtime,66.91,29.58,44.54,10.05,61.1,6.95,56.45,4.94,34.79,3.3,49.19,1.78,56.6,55.5,24.53,49.16,11.1,54.39,6.19,68.65,6.0,30.4,2.88,49.19,1.78,52.48,50.08,22.14,53.77,12.14,45.04,5.12,40.18,3.51,45.88,4.35,49.19,1.78,49.04,48.05,21.24,42.23,9.53,46.29,5.27,40.18,3.51,73.24,6.94,49.19,1.78,48.27,42.73,18.89,33.0,7.45,54.6,6.21,48.31,4.23,65.48,6.2,49.19,1.78,44.76,34.62,15.3,46.85,10.57,58.59,6.67,46.28,4.05,50.38,4.77,49.19,1.78,43.15
