レースコード,レース日,レース場コード,レース回,状態,1枠_枠番pt,1枠_寄与_枠番pt,1枠_選手pt,1枠_寄与_選手pt,1枠_モーターpt,1枠_寄与_モーターpt,1枠_展示pt,1枠_寄与_展示pt,1枠_気象pt,1枠_寄与_気象pt,1枠_展開優位pt,1枠_寄与_展開優位pt,1枠_強さpt,2枠_枠番pt,2枠_寄与_枠番pt,2枠_選手pt,2枠_寄与_選手pt,2枠_モーターpt,2枠_寄与_モーターpt,2枠_展示pt,2枠_寄与_展示pt,2枠_気象pt,2枠_寄与_気象pt,2枠_展開優位pt,2枠_寄与_展開優位pt,2枠_強さpt,3枠_枠番pt,3枠_寄与_枠番pt,3枠_選手pt,3枠_寄与_選手pt,3枠_モーターpt,3枠_寄与_モーターpt,3枠_展示pt,3枠_寄与_展示pt,3枠_気象pt,3枠_寄与_気象pt,3枠_展開優位pt,3枠_寄与_展開優位pt,3枠_強さpt,4枠_枠番pt,4枠_寄与_枠番pt,4枠_選手pt,4枠_寄与_選手pt,4枠_モーターpt,4枠_寄与_モーターpt,4枠_展示pt,4枠_寄与_展示pt,4枠_気象pt,4枠_寄与_気象pt,4枠_展開優位pt,4枠_寄与_展開優位pt,4枠_強さpt,5枠_枠番pt,5枠_寄与_枠番pt,5枠_選手pt,5枠_寄与_選手pt,5枠_モーターpt,5枠_寄与_モーターpt,5枠_展示pt,5枠_寄与_展示pt,5枠_気象pt,5枠_寄与_気象pt,5枠_展開優位pt,5枠_寄与_展開優位pt,5枠_強さpt,6枠_枠番pt,6枠_寄与_枠番pt,6枠_選手pt,6枠_寄与_選手pt,6枠_モーターpt,6枠_寄与_モーターpt,6枠_展示pt,6枠_寄与_展示pt,6枠_気象pt,6枠_寄与_気象pt,6枠_展開優位pt,6枠_寄与_展開優位pt,6枠_強さpt
202606010101,2026-06-01,01,1R,daily,66.9,23.42,44.56,9.75,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,54.72,48.67,17.03,50.43,11.04,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,49.63,50.83,17.79,44.56,9.75,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,49.1,50.16,17.56,48.47,10.61,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,49.72,46.89,16.41,44.56,9.75,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,47.72,35.67,12.49,44.56,9.75,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,43.79
202606010101,2026-06-01,01,1R,realtime,66.9,23.42,44.56,9.75,50.0,5.51,52.41,10.54,12.57,1.24,49.89,1.06,51.52,48.67,17.03,50.43,11.04,50.0,5.51,58.59,11.79,52.05,5.13,49.89,1.06,51.56,50.83,17.79,44.56,9.75,50.0,5.51,56.52,11.37,31.93,3.15,49.89,1.06,48.63,50.16,17.56,48.47,10.61,50.0,5.51,35.75,7.19,70.04,6.9,49.89,1.06,48.83,46.89,16.41,44.56,9.75,50.0,5.51,57.44,11.56,57.22,5.64,49.89,1.06,49.93,35.67,12.49,44.56,9.75,50.0,5.51,39.21,7.89,76.1,7.5,49.89,1.06,44.19
202606010102,2026-06-01,01,2R,daily,66.9,23.42,44.56,9.75,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,54.72,48.67,17.03,46.52,10.18,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,48.77,50.83,17.79,54.34,11.89,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,51.24,50.16,17.56,48.47,10.61,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,49.72,46.89,16.41,38.69,8.47,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,46.44,35.67,12.49,34.78,7.61,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,41.65
202606010102,2026-06-01,01,2R,realtime,66.9,23.42,44.56,9.75,50.0,5.51,60.43,12.16,12.57,1.24,49.89,1.06,53.13,48.67,17.03,46.52,10.18,50.0,5.51,57.12,11.49,52.05,5.13,49.89,1.06,50.4,50.83,17.79,54.34,11.89,50.0,5.51,42.88,8.63,31.93,3.15,49.89,1.06,48.03,50.16,17.56,48.47,10.61,50.0,5.51,56.09,11.29,70.04,6.9,49.89,1.06,52.92,35.67,12.49,38.69,8.47,50.0,5.51,34.42,6.92,76.1,7.5,15.26,0.32,41.21,46.89,16.41,34.78,7.61,50.0,5.51,48.99,9.86,57.22,5.64,84.53,1.79,46.82
202606010103,2026-06-01,01,3R,daily,66.9,23.42,44.56,9.75,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,54.72,48.67,17.03,42.61,9.33,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,47.91,50.83,17.79,44.56,9.75,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,49.1,50.16,17.56,52.38,11.47,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,50.58,46.89,16.41,48.47,10.61,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,48.58,35.67,12.49,50.43,11.04,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,45.08
202606010103,2026-06-01,01,3R,realtime,66.9,23.42,44.56,9.75,50.0,5.51,65.59,13.2,12.57,1.24,49.89,1.06,54.17,48.67,17.03,42.61,9.33,50.0,5.51,49.24,9.91,52.05,5.13,49.89,1.06,47.96,50.83,17.79,44.56,9.75,50.0,5.51,42.31,8.51,31.93,3.15,49.89,1.06,45.77,50.16,17.56,52.38,11.47,50.0,5.51,48.53,9.76,70.04,6.9,49.89,1.06,52.26,46.89,16.41,48.47,10.61,50.0,5.51,55.9,11.25,57.22,5.64,49.89,1.06,50.47,35.67,12.49,50.43,11.04,50.0,5.51,38.33,7.71,76.1,7.5,49.89,1.06,45.3
202606010104,2026-06-01,01,4R,daily,66.9,23.42,32.83,7.19,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,52.16,48.67,17.03,44.56,9.75,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,48.34,50.83,17.79,44.56,9.75,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,49.1,50.16,17.56,73.9,16.18,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,55.29,46.89,16.41,48.47,10.61,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,48.58,35.67,12.49,64.12,14.04,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,48.07
202606010104,2026-06-01,01,4R,realtime,66.9,23.42,32.83,7.19,50.0,5.51,66.54,13.39,12.57,1.24,49.89,1.06,51.79,48.67,17.03,44.56,9.75,50.0,5.51,51.51,10.36,52.05,5.13,49.89,1.06,48.85,50.83,17.79,44.56,9.75,50.0,5.51,33.37,6.71,31.93,3.15,49.89,1.06,43.97,50.16,17.56,73.9,16.18,50.0,5.51,41.86,8.42,70.04,6.9,49.89,1.06,55.62,46.89,16.41,48.47,10.61,50.0,5.51,50.6,10.18,57.22,5.64,49.89,1.06,49.41,35.67,12.49,64.12,14.04,50.0,5.51,56.05,11.28,76.1,7.5,49.89,1.06,51.86
202606010105,2026-06-01,01,5R,daily,66.9,23.42,52.38,11.47,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,56.44,48.67,17.03,46.52,10.18,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,48.77,50.83,17.79,52.38,11.47,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,50.81,50.16,17.56,48.47,10.61,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,49.72,46.89,16.41,42.61,9.33,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,47.29,35.67,12.49,50.43,11.04,50.0,5.51,50.0,10.06,50.0,4.93,50.0,1.06,45.08
202606010105,2026-06-01,01,5R,realtime,66.9,23.42,52.38,11.47,50.0,5.51,62.39,12.55,12.57,1.24,49.89,1.06,55.24,48.67,17.03,46.52,10.18,50.0,5.51,41.06,8.26,52.05,5.13,49.89,1.06,47.17,50.83,17.79,52.38,11.47,50.0,5.51,38.63,7.77,31.93,3.15,49.89,1.06,46.74,50.16,17.56,48.47,10.61,50.0,5.51,54.04,10.87,70.04,6.9,49.89,1.06,52.51,46.89,16.41,42.61,9.33,50.0,5.51,43.15,8.68,57.22,5.64,49.89,1.06,46.62,35.67,12.49,50.43,11.04,50.0,5.51,60.65,12.2,76.1,7.5,49.89,1.06,49.79
