レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202605010101,2026-05-01,01,01R,,backfill-from-daily,1,0.18,2,0.17,3,0.21,4,0.13,5,0.01,6,0.14
202605010102,2026-05-01,01,02R,,backfill-from-daily,1,0.09,2,0.02,3,0.06,4,0.05,5,0.02,6,0.21
202605010103,2026-05-01,01,03R,,backfill-from-daily,1,0.22,2,0.16,3,0.15,4,0.36,5,0.15,6,0.02
202605010104,2026-05-01,01,04R,,backfill-from-daily,1,-0.12,2,0.28,3,-0.04,4,0.02,5,0.18,6,-0.13
202605010105,2026-05-01,01,05R,,backfill-from-daily,1,0.25,2,0.27,3,0.12,4,0.22,5,0.18,6,0.05
202605010106,2026-05-01,01,06R,,backfill-from-daily,1,0.17,2,0.17,3,0.1,4,0.06,5,0.05,6,0.51
202605010107,2026-05-01,01,07R,,backfill-from-daily,1,0.18,2,0.09,3,0.23,4,0.32,5,0.33,6,0.24
202605010108,2026-05-01,01,08R,,backfill-from-daily,1,0.08,2,0.05,4,0.11,3,0.06,5,0.14,6,0.26
202605010109,2026-05-01,01,09R,,backfill-from-daily,1,0.18,2,0.14,3,0.13,5,0.13,6,0.09,4,0.15
202605010110,2026-05-01,01,10R,,backfill-from-daily,1,-0.03,2,0.03,3,0.19,4,0.15,5,0.07,6,-0.04
202605010111,2026-05-01,01,11R,,backfill-from-daily,1,0.07,2,0.06,3,0.09,4,0.08,5,-0.03,6,0.11
202605010112,2026-05-01,01,12R,,backfill-from-daily,1,0.15,4,-0.01,2,0.09,5,0.05,6,0.15,3,-0.03
202605010201,2026-05-01,02,01R,,backfill-from-daily,1,0.27,2,0.17,3,-0.01,4,-0.01,5,-0.03,6,0.19
202605010202,2026-05-01,02,02R,,backfill-from-daily,1,0.07,2,0.01,3,-0.04,4,0.02,5,0.01,6,0.12
202605010203,2026-05-01,02,03R,,backfill-from-daily,1,0.21,2,0.25,3,0.09,4,0.22,5,0.03,6,0.12
202605010204,2026-05-01,02,04R,,backfill-from-daily,1,-0.02,2,0.03,3,0.07,4,0.04,5,-0.05,6,-0.15
202605010205,2026-05-01,02,05R,,backfill-from-daily,1,0.04,2,0.12,3,0.21,4,-0.04,5,0.02,6,-0.04
202605010206,2026-05-01,02,06R,,backfill-from-daily,1,0.03,2,-0.07,3,-0.03,4,0.03,5,-0.03,6,0.08
202605010207,2026-05-01,02,07R,,backfill-from-daily,1,0.01,2,-0.09,3,-0.01,4,-0.18,5,0.01,6,-0.09
202605010208,2026-05-01,02,08R,,backfill-from-daily,1,0.13,2,0.09,3,0.06,4,0.21,5,0.17,6,0.08
202605010209,2026-05-01,02,09R,,backfill-from-daily,1,0.09,2,-0.08,3,0.11,4,0.06,6,0.12,5,0.06
202605010210,2026-05-01,02,10R,,backfill-from-daily,1,-0.02,2,0.03,3,0.07,4,0.32,5,0.13,6,0.04
202605010211,2026-05-01,02,11R,,backfill-from-daily,1,0.03,2,0.05,3,0.27,4,0.14,5,0.11,6,0.13
202605010212,2026-05-01,02,12R,,backfill-from-daily,1,-0.09,2,-0.04,3,-0.02,4,0.14,5,0.04,6,0.15
202605010501,2026-05-01,05,01R,,backfill-from-daily,1,0.08,2,0.09,3,0.16,4,0.32,5,0.2,6,0.27
202605010502,2026-05-01,05,02R,,backfill-from-daily,1,0.15,2,0.07,3,0.14,4,0.11,5,0.11,6,0.16
202605010503,2026-05-01,05,03R,,backfill-from-daily,1,0.05,2,-0.01,3,0.13,4,0.1,5,0.17,6,0.29
202605010504,2026-05-01,05,04R,,backfill-from-daily,1,0.23,2,0.36,3,0.21,4,0.11,5,0.16,6,0.14
202605010505,2026-05-01,05,05R,,backfill-from-daily,1,0.23,2,0.27,3,0.03,5,0.24,4,0.32,6,0.16
202605010506,2026-05-01,05,06R,,backfill-from-daily,1,0.14,2,0.25,3,0.37,4,0.15,5,0.19,6,0.05
202605010507,2026-05-01,05,07R,,backfill-from-daily,1,0.07,2,-0.02,3,-0.02,4,0.21,5,0.06,6,0.13
202605010508,2026-05-01,05,08R,,backfill-from-daily,1,0.19,3,0.14,2,0.08,4,0.24,5,0.08,6,0.09
202605010509,2026-05-01,05,09R,,backfill-from-daily,1,0.16,2,0.12,3,0.14,4,0.39,5,0.47,6,0.33
202605010510,2026-05-01,05,10R,,backfill-from-daily,1,0.08,2,0.06,3,0.13,4,0.66,5,0.35,6,0.24
202605010511,2026-05-01,05,11R,,backfill-from-daily,1,-0.05,2,-0.11,3,0.19,4,0.05,5,0.14,6,0.07
202605010512,2026-05-01,05,12R,,backfill-from-daily,1,0.02,2,0.11,3,0.06,4,0.03,5,-0.01,6,0.04
202605010701,2026-05-01,07,01R,,backfill-from-daily,1,0.15,2,0.06,3,-0.01,4,0.18,5,0.11,6,0.08
202605010702,2026-05-01,07,02R,,backfill-from-daily,1,0.27,2,0.07,4,0.15,6,0.39,5,0.14,3,-0.01
202605010703,2026-05-01,07,03R,,backfill-from-daily,1,0.31,2,0.29,3,0.19,4,-0.01,5,0.03,6,0.04
202605010704,2026-05-01,07,04R,,backfill-from-daily,1,-0.03,2,0.01,3,-0.01,4,0.23,5,-0.01,6,0.09
202605010705,2026-05-01,07,05R,,backfill-from-daily,1,0.17,2,0.09,3,0.14,6,0.14,4,0.24,5,0.04
202605010706,2026-05-01,07,06R,,backfill-from-daily,1,0.22,2,0.0,3,0.21,4,0.11,5,0.11,6,0.16
