レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),天候,風向,風速(m),波の高さ(cm),決まり手,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気,1着_着順,1着_艇番,1着_登録番号,1着_選手名,1着_モーター番号,1着_ボート番号,1着_展示タイム,1着_進入コース,1着_スタートタイミング,1着_レースタイム,2着_着順,2着_艇番,2着_登録番号,2着_選手名,2着_モーター番号,2着_ボート番号,2着_展示タイム,2着_進入コース,2着_スタートタイミング,2着_レースタイム,3着_着順,3着_艇番,3着_登録番号,3着_選手名,3着_モーター番号,3着_ボート番号,3着_展示タイム,3着_進入コース,3着_スタートタイミング,3着_レースタイム,4着_着順,4着_艇番,4着_登録番号,4着_選手名,4着_モーター番号,4着_ボート番号,4着_展示タイム,4着_進入コース,4着_スタートタイミング,4着_レースタイム,5着_着順,5着_艇番,5着_登録番号,5着_選手名,5着_モーター番号,5着_ボート番号,5着_展示タイム,5着_進入コース,5着_スタートタイミング,5着_レースタイム,6着_着順,6着_艇番,6着_登録番号,6着_選手名,6着_モーター番号,6着_ボート番号,6着_展示タイム,6着_進入コース,6着_スタートタイミング,6着_レースタイム
202407022201,山笠特選　県内選手選抜・日本財団会長杯,第1日,2024/07/02,福岡,01R,カタメン１予,1800,曇り,北,2,2,逃げ,1,150,1,100,3,130,1-3,210,1,1-3,210,1,1-3,130,1,1-4,150,3,3-4,220,5,1-3-4,390,1,1-3-4,260,1,1,1,4256,渡 辺 浩 司,40,107,6.98,1,0.07,110.8,2,3,5160,藤 森 陸 斗,70,173,6.99,3,0.11,112.4,3,4,4393,田 中 孝 明,74,160,7.0,4,0.13,113.9,4,2,5286,坂 井 滉 哉,53,137,7.02,2,0.11,114.7,5,6,4329,小 松 卓 司,59,133,6.94,6,0.19,,6,5,5244,黒 田 剛,67,162,6.97,5,0.14,
202407022202,山笠特選　県内選手選抜・日本財団会長杯,第1日,2024/07/02,福岡,02R,予選,1800,雨,北,1,2,まくり,2,140,2,140,5,290,2-5,660,3,2-5,610,3,2-5,360,6,1-2,160,2,1-5,580,8,2-5-1,4400,19,1-2-5,910,5,1,2,4506,稗 田 聖 也,16,129,6.95,2,0.03,111.7,2,5,4866,橋 本 英 一,21,124,6.94,4,0.11,113.3,3,1,5101,表 健 太,46,108,6.92,1,0.07,115.6,4,4,5073,上 原 健次郎,47,116,6.92,5,0.15,116.0,5,3,5303,土 井 歩 夢,68,139,6.94,3,0.02,,6,6,5337,出 畑 孝 成,60,158,6.9,6,0.17,
202407022203,山笠特選　県内選手選抜・日本財団会長杯,第1日,2024/07/02,福岡,03R,カタメン３予,1800,曇り,西,1,2,,3,210,3,100,4,250,3-4,590,3,3-4,530,2,3-4,180,2,2-3,290,4,2-4,510,9,3-4-2,2390,10,2-3-4,1130,5,1,3,4737,竹 井 貴 史,29,113,6.94,3,0.09,111.3,2,4,4693,松 下 誉 士,49,111,6.92,4,0.08,113.0,3,2,5237,永 松 良 教,56,148,6.96,2,0.12,114.3,4,5,4952,吉 武 真 也,11,140,6.97,5,0.09,115.7,5,6,5328,井 上 慧 人,42,128,7.06,6,0.11,,6,1,4332,村 上 彰 一,37,169,6.97,1,0.06,
202407022204,山笠特選　県内選手選抜・日本財団会長杯,第1日,2024/07/02,福岡,04R,予選,1800,曇り,西,1,2,差し,3,270,3,270,2,140,3-2,1140,6,2-3,590,2,2-3,170,2,1-3,340,5,1-2,180,3,3-2-1,5600,25,1-2-3,980,4,1,3,4555,富 永 大 一,22,104,6.93,3,0.12,111.7,2,2,4674,池 田 剛 規,23,112,6.98,2,0.15,113.2,3,1,5138,村 本 大 成,15,118,6.97,1,0.23,114.2,4,6,5330,安河内 鈴之介,34,174,6.95,6,0.18,115.7,5,5,4287,今 井 貴 士,30,168,6.97,5,0.15,,6,4,5239,上 野 俊 樹,41,149,6.98,4,0.15,
202407022205,山笠特選　県内選手選抜・日本財団会長杯,第1日,2024/07/02,福岡,05R,予選,1800,曇り,北,2,2,まくり,3,450,3,130,4,130,3-4,740,2,3-4,340,2,3-4,210,3,3-6,970,11,4-6,290,5,3-4-6,2460,11,3-4-6,900,4,1,3,4549,小 林 文 彦,17,142,6.91,3,0.12,111.6,2,4,4566,塩 田 北 斗,43,150,6.93,4,0.11,113.9,3,6,4942,柴 田 朋 哉,35,134,6.93,6,0.19,114.9,4,1,4697,國 弘 翔 平,62,110,6.96,1,0.16,114.9,5,2,5244,黒 田 剛,67,162,6.94,2,0.11,,6,5,4684,楠 原 翔 太,54,152,7.0,5,0.17,
202407022206,山笠特選　県内選手選抜・日本財団会長杯,第1日,2024/07/02,福岡,06R,予選,1800,曇り,西,3,3,差し,4,340,4,160,1,120,4-1,900,5,1-4,420,2,1-4,110,1,2-4,140,2,1-2,170,3,4-1-2,1680,6,1-2-4,170,1,1,4,4848,仲 谷 颯 仁,72,156,6.93,4,0.15,110.9,2,1,4866,橋 本 英 一,21,124,6.94,1,0.11,112.5,3,2,4363,大 野 芳 顕,50,138,6.92,2,0.13,114.2,4,6,5041,荒 牧 凪 沙,33,101,6.95,6,0.19,115.9,5,3,4632,長 尾 京志郎,44,143,6.98,3,0.18,,6,5,5284,嘉手苅 徹 哉,63,165,6.95,5,0.18,
202407022207,山笠特選　県内選手選抜・日本財団会長杯,第1日,2024/07/02,福岡,07R,予選,1800,曇り,南西,3,3,まくり,4,250,4,190,,,4-6,980,6,4-6,900,4,4-6,200,3,2-4,120,1,2-6,210,4,4-6-2,1510,4,2-4-6,820,3,1,4,4288,永 田 啓 二,25,145,6.99,4,0.12,111.4,2,6,4393,田 中 孝 明,74,160,7.02,6,0.17,113.8,3,2,4551,三 川 昂 暁,39,106,6.97,2,0.11,115.9,4,3,5101,表 健 太,46,108,7.01,3,0.16,116.8,5,1,4803,飯 田 庄 吾,69,126,7.01,1,0.07,,6,5,5328,井 上 慧 人,42,128,7.05,5,0.18,
202407022208,山笠特選　県内選手選抜・日本財団会長杯,第1日,2024/07/02,福岡,08R,予選,1800,晴,南西,3,3,逃げ,1,100,1,100,2,190,1-2,150,1,1-2,240,1,1-2,110,1,1-5,140,3,2-5,1110,11,1-2-5,850,3,1-2-5,800,3,1,1,4545,岡 村 慶 太,12,114,6.96,1,0.26,120.8,2,2,4234,野 相 弘 司,38,170,7.09,2,0.26,123.7,3,5,5330,安河内 鈴之介,34,174,6.98,5,0.26,126.4,4,6,4394,永 嶋 裕 一,20,135,7.09,6,0.23,129.7,5,4,5303,土 井 歩 夢,68,139,7.03,4,0.27,,,,,,,,,,,
202407022209,山笠特選　県内選手選抜・日本財団会長杯,第1日,2024/07/02,福岡,09R,予選特賞,1800,晴,西,4,4,,3,270,3,140,1,100,3-1,3420,8,1-3,430,3,1-3,180,1,3-5,1240,13,1-5,510,8,3-1-5,26240,56,1-3-5,5310,11,1,3,4942,柴 田 朋 哉,35,134,7.03,3,0.21,112.3,2,1,4463,三 苫 晃 幸,75,144,7.0,1,0.23,114.0,3,5,5237,永 松 良 教,56,148,7.07,5,0.23,115.0,4,4,4506,稗 田 聖 也,16,129,7.02,4,0.29,115.5,5,2,4395,下 河 雅 史,13,121,7.09,2,0.21,,6,6,4555,富 永 大 一,22,104,7.02,6,0.18,
202407022210,山笠特選　県内選手選抜・日本財団会長杯,第1日,2024/07/02,福岡,10R,予選特賞,1800,晴,南西,4,4,逃げ,1,120,1,100,2,100,1-2,210,1,1-2,120,1,1-2,190,3,1-4,320,6,2-4,190,3,1-2-4,690,1,1-2-4,490,2,1,1,4513,河 野 真 也,55,167,7.02,1,0.16,112.4,2,2,4522,古 澤 光 紀,45,151,7.05,2,0.16,113.1,3,4,4632,長 尾 京志郎,44,143,7.07,4,0.15,114.8,4,5,4674,池 田 剛 規,23,112,7.05,5,0.15,115.9,5,6,4549,小 林 文 彦,17,142,7.02,6,0.21,,6,3,4332,村 上 彰 一,37,141,7.03,3,0.2,
