レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),電話投票締切予定,1枠_艇番,1枠_登録番号,1枠_選手名,1枠_年齢,1枠_支部,1枠_体重,1枠_級別,1枠_全国勝率,1枠_全国2連対率,1枠_当地勝率,1枠_当地2連対率,1枠_モーター番号,1枠_モーター2連対率,1枠_ボート番号,1枠_ボート2連対率,1枠_今節成績_1-1,1枠_今節成績_1-2,1枠_今節成績_2-1,1枠_今節成績_2-2,1枠_今節成績_3-1,1枠_今節成績_3-2,1枠_今節成績_4-1,1枠_今節成績_4-2,1枠_今節成績_5-1,1枠_今節成績_5-2,1枠_今節成績_6-1,1枠_今節成績_6-2,1枠_早見,2枠_艇番,2枠_登録番号,2枠_選手名,2枠_年齢,2枠_支部,2枠_体重,2枠_級別,2枠_全国勝率,2枠_全国2連対率,2枠_当地勝率,2枠_当地2連対率,2枠_モーター番号,2枠_モーター2連対率,2枠_ボート番号,2枠_ボート2連対率,2枠_今節成績_1-1,2枠_今節成績_1-2,2枠_今節成績_2-1,2枠_今節成績_2-2,2枠_今節成績_3-1,2枠_今節成績_3-2,2枠_今節成績_4-1,2枠_今節成績_4-2,2枠_今節成績_5-1,2枠_今節成績_5-2,2枠_今節成績_6-1,2枠_今節成績_6-2,2枠_早見,3枠_艇番,3枠_登録番号,3枠_選手名,3枠_年齢,3枠_支部,3枠_体重,3枠_級別,3枠_全国勝率,3枠_全国2連対率,3枠_当地勝率,3枠_当地2連対率,3枠_モーター番号,3枠_モーター2連対率,3枠_ボート番号,3枠_ボート2連対率,3枠_今節成績_1-1,3枠_今節成績_1-2,3枠_今節成績_2-1,3枠_今節成績_2-2,3枠_今節成績_3-1,3枠_今節成績_3-2,3枠_今節成績_4-1,3枠_今節成績_4-2,3枠_今節成績_5-1,3枠_今節成績_5-2,3枠_今節成績_6-1,3枠_今節成績_6-2,3枠_早見,4枠_艇番,4枠_登録番号,4枠_選手名,4枠_年齢,4枠_支部,4枠_体重,4枠_級別,4枠_全国勝率,4枠_全国2連対率,4枠_当地勝率,4枠_当地2連対率,4枠_モーター番号,4枠_モーター2連対率,4枠_ボート番号,4枠_ボート2連対率,4枠_今節成績_1-1,4枠_今節成績_1-2,4枠_今節成績_2-1,4枠_今節成績_2-2,4枠_今節成績_3-1,4枠_今節成績_3-2,4枠_今節成績_4-1,4枠_今節成績_4-2,4枠_今節成績_5-1,4枠_今節成績_5-2,4枠_今節成績_6-1,4枠_今節成績_6-2,4枠_早見,5枠_艇番,5枠_登録番号,5枠_選手名,5枠_年齢,5枠_支部,5枠_体重,5枠_級別,5枠_全国勝率,5枠_全国2連対率,5枠_当地勝率,5枠_当地2連対率,5枠_モーター番号,5枠_モーター2連対率,5枠_ボート番号,5枠_ボート2連対率,5枠_今節成績_1-1,5枠_今節成績_1-2,5枠_今節成績_2-1,5枠_今節成績_2-2,5枠_今節成績_3-1,5枠_今節成績_3-2,5枠_今節成績_4-1,5枠_今節成績_4-2,5枠_今節成績_5-1,5枠_今節成績_5-2,5枠_今節成績_6-1,5枠_今節成績_6-2,5枠_早見,6枠_艇番,6枠_登録番号,6枠_選手名,6枠_年齢,6枠_支部,6枠_体重,6枠_級別,6枠_全国勝率,6枠_全国2連対率,6枠_当地勝率,6枠_当地2連対率,6枠_モーター番号,6枠_モーター2連対率,6枠_ボート番号,6枠_ボート2連対率,6枠_今節成績_1-1,6枠_今節成績_1-2,6枠_今節成績_2-1,6枠_今節成績_2-2,6枠_今節成績_3-1,6枠_今節成績_3-2,6枠_今節成績_4-1,6枠_今節成績_4-2,6枠_今節成績_5-1,6枠_今節成績_5-2,6枠_今節成績_6-1,6枠_今節成績_6-2,6枠_早見
201611222401,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１０：４７,第1日,2016-11-22,ボートレース大村,1R,予選,1800,10:47,1,4501,樋口由加,28,岡山,46.0,A1,6.05,41.77,5.46,39.58,54,28.95,45,28.57,5,,,,,,,,,,,,,2,3232,山川美由,50,香川,47.0,A1,6.72,51.97,7.41,70.59,76,31.52,49,28.17,9,,,,,,,,,,,,,3,4286,平田さや,32,東京,51.0,A2,5.99,40.67,6.45,48.94,30,30.0,37,28.95,,,,,,,,,,,,,,4,3845,中谷朋子,40,兵庫,46.0,A1,6.74,52.67,6.45,45.0,60,26.88,21,30.67,9,,,,,,,,,,,,,5,4433,川野芽唯,30,福岡,46.0,A1,6.04,40.0,5.3,30.0,39,30.26,69,28.77,,,,,,,,,,,,,,6,3580,水口由紀,43,滋賀,46.0,A2,6.65,50.0,5.8,40.0,19,33.33,24,31.08,,,,,,,,,,,,,
201611222402,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１０：４７,第1日,2016-11-22,ボートレース大村,2R,予選,1800,11:17,1,3946,赤岩善生,40,愛知,53.0,A1,8.01,58.71,7.63,50.0,59,34.64,12,47.14,6,,,,,,,,,,,,,2,4238,毒島 誠,32,群馬,52.0,A1,7.41,49.54,6.89,38.89,58,36.78,55,48.61,7,,,,,,,,,,,,,3,3557,太田和美,43,大阪,53.0,A1,7.37,53.74,7.8,54.29,15,40.24,61,33.33,8,,,,,,,,,,,,,4,3744,徳増秀樹,41,静岡,52.0,A1,7.18,57.34,6.73,50.0,64,33.94,65,51.39,,,,,,,,,,,,,,5,3719,辻 栄蔵,41,広島,50.0,A1,7.38,47.14,8.04,60.78,49,42.24,72,42.47,1,0,,,,,,,,,,,,6,3623,深川真二,42,佐賀,50.0,A1,7.16,44.76,7.73,54.55,38,35.19,71,39.47,6,,,,,,,,,,,,
201611222403,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１０：４７,第1日,2016-11-22,ボートレース大村,3R,予選,1800,11:47,1,4205,山口 剛,34,広島,52.0,A1,7.25,46.08,7.7,55.56,22,35.22,75,38.16,,,,,,,,,,,,,,2,4013,中島孝平,37,福井,50.0,A1,7.1,47.93,7.78,33.33,20,42.17,67,36.84,8,,,,,,,,,,,,,3,4344,新田雄史,31,三重,55.0,A1,7.49,48.76,6.91,42.86,57,39.87,76,43.84,1,0,,,,,,,,,,,,4,4296,岡崎恭裕,29,福岡,51.0,A1,7.89,60.15,6.21,30.3,74,38.6,35,44.3,7,,,,,,,,,,,,,5,3908,重成一人,38,香川,53.0,A1,7.3,42.96,7.3,39.13,36,40.0,47,37.5,7,,,,,,,,,,,,,6,3780,魚谷智之,41,兵庫,49.0,A1,7.89,55.28,8.5,62.5,66,37.79,62,48.61,1,0,,,,,,,,,,,
201611222404,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１０：４７,第1日,2016-11-22,ボートレース大村,4R,予選,1800,12:17,1,4028,田村隆信,38,徳島,53.0,A1,6.78,47.73,7.98,64.44,31,38.95,54,36.11,,,,,,,,,,,,,,2,4042,丸岡正典,37,大阪,50.0,A1,7.36,56.94,7.16,49.02,13,38.92,20,37.5,,,,,,,,,,,,,,3,3622,山崎智也,42,群馬,51.0,A1,7.03,38.46,8.72,61.11,27,38.65,15,34.67,8,,,,,,,,,,,,,4,4024,井口佳典,39,三重,51.0,A1,7.46,48.11,8.45,69.7,32,36.69,16,37.84,8,,,,,,,,,,,,,5,4030,森高一真,38,香川,50.0,A1,6.72,40.56,7.76,66.67,53,43.45,36,32.5,,,,,,,,,,,,,,6,4337,平本真之,32,愛知,52.0,A1,6.91,43.97,6.65,35.29,55,34.62,18,35.71,1,0,,,,,,,,,,,
201611222405,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１０：４７,第1日,2016-11-22,ボートレース大村,5R,予選,1800,12:47,1,4450,平高奈菜,29,香川,45.0,A2,7.05,52.17,6.78,55.1,24,31.21,73,25.32,,,,,,,,,,,,,,2,3999,大瀧明日,37,愛知,46.0,A2,6.7,49.61,7.14,57.14,56,33.13,57,28.17,,,,,,,,,,,,,,3,4347,魚谷香織,31,福岡,46.0,A1,6.6,47.95,5.73,35.94,52,27.45,13,25.0,9,,,,,,,,,,,,,4,4501,樋口由加,28,岡山,46.0,A1,6.05,41.77,5.46,39.58,54,28.95,45,28.57,1,,,,,,,,,,,,,5,3579,中里優子,43,埼玉,47.0,A1,6.07,43.81,5.96,42.31,47,28.57,56,25.32,,,,,,,,,,,,,,6,3188,日高逸子,55,福岡,47.0,A1,6.72,48.61,6.69,44.23,12,28.13,19,25.68,,,,,,,,,,,,,
201611222406,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１０：４７,第1日,2016-11-22,ボートレース大村,6R,予選,1800,13:18,1,3961,谷村一哉,37,山口,54.0,A1,6.84,46.67,8.0,73.33,14,33.77,32,38.1,,,,,,,,,,,,,,2,3946,赤岩善生,40,愛知,53.0,A1,8.01,58.71,7.63,50.0,59,34.64,12,47.14,2,,,,,,,,,,,,,3,4477,篠崎仁志,28,福岡,53.0,A1,7.71,55.32,8.0,56.52,29,42.41,25,37.14,1,0,,,,,,,,,,,,4,4544,松田大志,28,福岡,51.0,A1,6.84,49.48,7.07,40.74,73,37.27,39,37.5,,,,,,,,,,,,,,5,3623,深川真二,42,佐賀,50.0,A1,7.16,44.76,7.73,54.55,38,35.19,71,39.47,2,,,,,,,,,,,,,6,3779,原田幸哉,41,愛知,51.0,A1,7.4,49.25,8.66,72.06,75,34.12,51,45.33,,,,,,,,,,,,,
201611222407,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１０：４７,第1日,2016-11-22,ボートレース大村,7R,予選,1800,13:50,1,4296,岡崎恭裕,29,福岡,51.0,A1,7.89,60.15,6.21,30.3,74,38.6,35,44.3,3,,,,,,,,,,,,,2,4044,湯川浩司,37,大阪,50.0,A1,6.96,44.44,6.62,32.35,33,36.14,26,40.54,,,,,,,,,,,,,,3,4238,毒島 誠,32,群馬,52.0,A1,7.41,49.54,6.89,38.89,58,36.78,55,48.61,2,,,,,,,,,,,,,4,4266,長田頼宗,31,東京,52.0,A1,6.71,42.11,6.94,50.0,40,33.94,44,47.06,,,,,,,,,,,,,,5,3941,池田浩二,38,愛知,54.0,A1,7.99,59.29,8.47,70.59,18,33.54,29,46.58,,,,,,,,,,,,,,6,3908,重成一人,38,香川,53.0,A1,7.3,42.96,7.3,39.13,36,40.0,47,37.5,3,,,,,,,,,,,,
201611222408,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１０：４７,第1日,2016-11-22,ボートレース大村,8R,予選,1800,14:22,1,4024,井口佳典,39,三重,51.0,A1,7.46,48.11,8.45,69.7,32,36.69,16,37.84,4,,,,,,,,,,,,,2,3854,吉川元浩,44,兵庫,50.0,A1,7.7,55.46,8.07,61.9,21,44.51,46,34.25,,,,,,,,,,,,,,3,4013,中島孝平,37,福井,50.0,A1,7.1,47.93,7.78,33.33,20,42.17,67,36.84,3,,,,,,,,,,,,,4,3716,石渡鉄兵,41,東京,53.0,A1,6.92,47.22,7.53,52.63,26,35.03,74,56.34,,,,,,,,,,,,,,5,3622,山崎智也,42,群馬,51.0,A1,7.03,38.46,8.72,61.11,27,38.65,15,34.67,4,,,,,,,,,,,,,6,3557,太田和美,43,大阪,53.0,A1,7.37,53.74,7.8,54.29,15,40.24,61,33.33,2,,,,,,,,,,,,
201611222409,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１０：４７,第1日,2016-11-22,ボートレース大村,9R,予選,1800,14:54,1,4347,魚谷香織,31,福岡,46.0,A1,6.6,47.95,5.73,35.94,52,27.45,13,25.0,5,,,,,,,,,,,,,2,3845,中谷朋子,40,兵庫,46.0,A1,6.74,52.67,6.45,45.0,60,26.88,21,30.67,1,,,,,,,,,,,,,3,4045,佐々木裕,37,山口,46.0,A2,5.76,43.17,5.25,35.0,45,27.22,52,27.4,,,,,,,,,,,,,,4,3232,山川美由,50,香川,47.0,A1,6.72,51.97,7.41,70.59,76,31.52,49,28.17,1,,,,,,,,,,,,,5,4536,喜井つか,26,岡山,47.0,A2,6.25,45.26,5.5,31.94,37,27.78,31,28.57,,,,,,,,,,,,,,6,4304,藤崎小百,33,福岡,47.0,A1,6.2,42.74,3.64,8.0,61,31.58,41,32.05,,,,,,,,,,,,,
201611222410,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１０：４７,第1日,2016-11-22,ボートレース大村,10R,予選,1800,15:27,1,4477,篠崎仁志,28,福岡,53.0,A1,7.71,55.32,8.0,56.52,29,42.41,25,37.14,6,,,,,,,,,,,,,2,4344,新田雄史,31,三重,55.0,A1,7.49,48.76,6.91,42.86,57,39.87,76,43.84,3,,,,,,,,,,,,,3,3719,辻 栄蔵,41,広島,50.0,A1,7.38,47.14,8.04,60.78,49,42.24,72,42.47,2,,,,,,,,,,,,,4,3780,魚谷智之,41,兵庫,49.0,A1,7.89,55.28,8.5,62.5,66,37.79,62,48.61,3,,,,,,,,,,,,,5,4337,平本真之,32,愛知,52.0,A1,6.91,43.97,6.65,35.29,55,34.62,18,35.71,4,,,,,,,,,,,,,6,4019,笠原 亮,36,静岡,52.0,A1,7.05,40.17,7.78,55.56,62,38.79,40,34.25,,,,,,,,,,,,,
201611222411,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１０：４７,第1日,2016-11-22,ボートレース大村,11R,ドリーム戦,1800,16:01,1,4502,遠藤エミ,28,滋賀,45.0,A1,7.57,60.63,7.23,63.33,68,27.63,50,25.35,,,,,,,,,,,,,,2,3618,海野ゆか,42,広島,45.0,A1,7.17,56.03,7.37,57.89,51,30.0,34,28.95,,,,,,,,,,,,,,3,4399,松本晶恵,29,群馬,47.0,A1,6.95,50.65,6.22,43.48,35,28.86,68,32.47,,,,,,,,,,,,,,4,4190,長嶋万記,35,静岡,49.0,A1,7.57,63.12,7.39,67.74,50,30.13,33,27.78,,,,,,,,,,,,,,5,4530,小野生奈,28,福岡,47.0,A1,7.65,66.91,6.7,46.0,28,29.45,23,29.33,,,,,,,,,,,,,,6,4556,竹井奈美,27,福岡,46.0,A2,6.68,52.29,6.06,37.74,16,32.52,48,29.33,,,,,,,,,,,,,
201611222412,１Ｒ  予選          Ｈ１８００ｍ  電話投票締切予定１０：４７,第1日,2016-11-22,ボートレース大村,12R,ドリーム戦,1800,16:37,1,3783,瓜生正義,40,福岡,50.0,A1,8.13,58.73,7.27,43.75,34,38.29,70,34.25,,,,,,,,,,,,,,2,3960,菊地孝平,38,静岡,51.0,A1,8.08,62.02,7.25,46.88,17,41.76,60,35.06,,,,,,,,,,,,,,3,4168,石野貴之,34,大阪,51.0,A1,8.14,71.17,7.9,66.67,44,52.69,53,44.44,,,,,,,,,,,,,,4,3959,坪井康晴,39,静岡,52.0,A1,6.99,39.86,7.18,51.11,23,35.88,66,36.0,,,,,,,,,,,,,,5,3415,松井 繁,47,大阪,51.0,A1,7.59,47.37,6.52,40.74,67,37.06,11,36.0,,,,,,,,,,,,,,6,4444,桐生順平,30,埼玉,52.0,A1,7.78,51.3,8.64,71.79,41,35.85,27,49.28,,,,,,,,,,,,,
201611220111,マクール杯,第1日,2016-11-22,ボートレース福岡,11R,特選,1800,15:45,1,3811,石田章央,40,静岡,53.0,A1,5.94,45.99,7.76,68.97,65,30.70145,20.99,5.0,,,,,,,,,,,,,,2,3742,宮地秀祈,42,福岡,53.0,A2,5.57,35.09,5.74,36.76,40,37.19112,42.05,1.0,,,,,,,,,,,,,,3,4021,吉田健太,36,愛知,51.0,B1,5.54,41.57,6.91,54.55,44,17.50124,25.00,3.0,,,,,,,,,,,,,,4,4057,松井賢治,37,兵庫,51.0,A2,6.39,46.02,6.52,51.61,47,37.40156,31.03,6.0,,,,,,,,,,,,,,5,3912,川原正明,42,福井,49.0,A2,5.64,39.34,5.09,18.18,67,27.17143,41.46,4.0,,,,,,,,,,,,,,6,3888,山本英志,41,東京,50.0,A1,6.07,41.28,6.07,50.0,45,38.84168,31.25,7.0,,,,,,,,,,,,,
201611220112,マクール杯,第1日,2016-11-22,ボートレース福岡,12R,ファン選抜,1800,16:19,1,3635,石田政吾,46,福井,51.0,A1,6.44,44.62,7.97,66.67,25,28.42128,37.80,3.0,,,,,,,,,,,,,,2,4294,古賀繁輝,30,佐賀,56.0,A1,6.7,50.0,7.17,60.0,73,27.08133,34.94,7.0,,,,,,,,,,,,,,3,3956,横澤剛治,39,静岡,55.0,A1,6.27,43.75,7.4,60.0,64,25.96132,22.58,8.0,,,,,,,,,,,,,,4,3514,山一鉄也,49,福岡,52.0,A1,6.49,49.61,6.75,55.08,31,33.33117,29.03,5.0,,,,,,,,,,,,,,5,3838,伊藤啓三,41,埼玉,51.0,A1,6.26,45.54,5.73,34.62,11,24.00153,36.05,4.0,,,,,,,,,,,,,,6,4522,古澤光紀,29,福岡,54.0,A1,6.49,52.9,6.79,50.0,36,31.52162,32.05,6.0,,,,,,,,,,,,,
201611222101,ニッカン・コム杯,第2日,2016-11-22,ボートレース若松,1R,予選,1800,15:22,1,4463,三苫晃幸,30,福岡,52.0,B1,4.76,28.74,4.44,16.0,15,27.47,41,34.83,4,,,,,,1,1,,,,,,2,3678,小林純一,43,佐賀,55.0,B1,4.14,22.11,3.65,11.76,39,39.11,57,21.43,5,,,,,,1,0,,,,,,3,3408,大貫英治,47,東京,52.0,B1,4.47,25.0,3.67,14.81,52,34.06,18,41.24,5,,,,,,8,,,,,,,4,4419,原加央理,29,埼玉,46.0,B2,3.76,21.95,,,50,42.2,27,28.57,6,,,,,,9,,,,,,,5,4722,竹野未華,32,福岡,49.0,B2,4.31,20.97,2.82,9.09,36,33.49,54,29.07,4,,,,,,5,,,,,,,6,3135,山口博司,58,長崎,51.0,B1,3.56,13.64,4.87,37.78,56,33.77,22,26.79,3,,,,,,7,,,,,,
201611222102,ニッカン・コム杯,第2日,2016-11-22,ボートレース若松,2R,予選,1800,15:54,1,3560,太田克哉,48,群馬,50.0,B1,4.55,28.99,4.47,20.0,47,32.13,36,47.78,5,2,,,,,,,,,,,,2,4289,落合直子,32,大阪,46.0,A2,5.4,35.04,5.71,42.86,55,41.3,70,28.95,3,,,,,,9,,,,,,,3,4309,坂口明義,32,香川,50.0,B1,4.01,16.0,3.85,14.71,19,48.32,66,34.07,5,,,,,,6,,,,,,,4,3660,長谷川親,47,香川,58.0,B1,4.24,15.15,4.96,18.52,18,40.51,71,12.5,5,,,,,,7,,,,,,,5,3922,菅沼佳昭,41,愛知,50.0,B1,5.08,34.09,4.71,32.14,10,34.36,59,28.41,5,,,,,,1,0,,,,,,6,4604,岩瀬裕亮,28,愛知,54.0,A1,7.0,48.11,6.63,47.37,46,31.65,16,32.58,2,4,,,,,1,2,,,,,
201611222103,ニッカン・コム杯,第2日,2016-11-22,ボートレース若松,3R,予選,1800,16:24,1,3652,森下 勇,43,群馬,56.0,B1,4.37,23.16,4.65,17.39,16,37.82,68,41.46,4,6,,,,,,,,,,,,2,4397,西村拓也,29,大阪,51.0,A1,7.29,53.49,6.9,70.0,27,30.0,69,39.51,4,4,,,,,1,0,,,,,,3,3079,新地雅洋,53,大阪,50.0,B1,4.74,34.29,4.33,25.0,17,36.02,37,33.33,2,5,,,,,,,,,,,,4,3604,武藤綾子,46,福岡,48.0,B1,4.95,25.77,4.47,27.59,33,33.33,39,34.57,5,,,,,,9,,,,,,,5,4848,仲谷颯仁,22,福岡,50.0,B1,5.75,38.18,4.44,22.94,34,38.31,44,42.5,3,,,,,,1,2,,,,,,6,3458,東 健介,50,岡山,52.0,A2,5.26,30.84,5.14,27.27,1,31.78,56,28.74,6,2,,,,,,,,,,,
201611222104,ニッカン・コム杯,第2日,2016-11-22,ボートレース若松,4R,予選,1800,16:54,1,3177,宮本紀美,52,東京,49.0,B1,3.95,14.85,5.55,35.0,32,34.8,51,40.91,6,2,,,,,,,,,,,,2,4410,井上大輔,30,岡山,49.0,A2,5.75,39.69,4.13,13.33,4,35.5,33,34.41,2,6,,,,,,,,,,,,3,4368,山口隆史,31,福岡,51.0,A2,5.14,35.51,5.57,35.06,53,34.93,65,39.36,1,,,,,,1,1,,,,,,4,4563,齋藤真之,28,岡山,52.0,B1,3.54,14.74,2.96,11.54,44,30.6,12,45.05,4,,,,,,8,,,,,,,5,4388,是澤孝宏,31,滋賀,49.0,A1,6.24,41.22,6.89,56.76,59,37.2,13,21.13,1,3,,,,,1,2,,,,,,6,3303,渡辺 豊,49,東京,54.0,A2,5.63,35.25,5.25,33.33,9,26.15,50,15.07,1,3,,,,,1,0,,,,,
201611222105,ニッカン・コム杯,第2日,2016-11-22,ボートレース若松,5R,予選 進入固定 Ｈ１８０,ｍ電,17:20,1,3890,小宮淳史,41,岡山,55.0,A2,5.85,41.28,5.5,35.71,42,35.66,55,23.81,3,,,,,,1,0,,,,,,2,4547,中田竜太,28,埼玉,49.0,A1,7.04,50.6,8.32,77.27,60,30.8,67,34.52,1,5,,,,,1,1,,,,,,3,4722,竹野未華,32,福岡,49.0,B2,4.31,20.97,2.82,9.09,36,33.49,54,29.07,4,,,,,,1,,,,,,,4,4330,奈須啓太,33,福岡,49.0,A1,6.2,43.75,6.71,47.5,43,29.79,46,34.94,6,1,,,,,,,,,,,,5,3918,深井利寿,42,滋賀,51.0,B1,6.34,44.04,5.66,37.93,23,43.04,74,29.07,2,1,,,,,,,,,,,,6,4257,古川 健,33,広島,52.0,B1,5.9,45.68,5.29,42.86,13,31.2,29,36.59,6,2,,,,,,,,,,,
201611222106,ニッカン・コム杯,第2日,2016-11-22,ボートレース若松,6R,予選,1800,17:47,1,4549,小林文彦,28,福岡,53.0,A2,6.23,45.0,5.32,32.0,38,26.0,43,25.0,3,,,,,,1,2,,,,,,2,4309,坂口明義,32,香川,50.0,B1,4.01,16.0,3.85,14.71,19,48.32,66,34.07,5,,,,,,2,,,,,,,3,3986,沖島広和,38,福岡,56.0,A1,6.18,43.27,6.44,45.71,54,30.32,62,26.32,3,,,,,,1,0,,,,,,4,4031,飯島 誠,38,埼玉,53.0,B1,4.86,27.27,4.84,28.0,30,43.88,11,46.51,1,2,,,,,,,,,,,,5,3501,川上昇平,47,長崎,55.0,A2,5.37,34.15,5.46,42.31,40,44.96,25,32.22,1,4,,,,,,,,,,,,6,3556,田中信一,43,大阪,51.0,A1,7.03,51.49,8.83,76.67,11,34.2,30,32.14,1,1,,,,,1,1,,,,,
201611222107,ニッカン・コム杯,第2日,2016-11-22,ボートレース若松,7R,予選,1800,18:15,1,4685,島村隆幸,25,徳島,49.0,A2,7.07,56.93,5.9,45.0,22,29.02,28,29.11,2,5,,,,,1,1,,,,,,2,3482,金子猛志,45,群馬,60.0,A2,4.85,31.54,5.08,30.77,37,35.74,61,40.45,4,5,,,,,,,,,,,,3,3660,長谷川親,47,香川,58.0,B1,4.24,15.15,4.96,18.52,18,40.51,71,12.5,5,,,,,,2,,,,,,,4,3966,作間 章,37,東京,52.0,A1,6.92,52.29,7.26,58.82,49,32.08,26,24.66,2,6,,,,,1,2,,,,,,5,3135,山口博司,58,長崎,51.0,B1,3.56,13.64,4.87,37.78,56,33.77,22,26.79,3,,,,,,1,,,,,,,6,3319,山崎義明,49,埼玉,50.0,A2,6.18,41.61,6.2,30.0,6,36.0,24,38.27,1,3,,,,,,,,,,,
