レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202410080101,2024-10-08,1,01R,1,3,半周ラップ,まわり足,直線,春園 功太,18.49,4.55,7.73,武田 光史,18.39,4.41,7.72,佐藤 隆太郎,18.49,4.58,7.71,佐藤 翼,18.41,4.55,7.67,宮地 元輝,18.46,4.68,7.7,森高 一真,18.57,4.78,7.96
202410080102,2024-10-08,1,02R,1,3,半周ラップ,まわり足,直線,重成 一人,18.44,4.39,7.72,渡邉 和将,18.63,4.51,7.64,篠崎 仁志,18.62,4.54,7.74,岡 祐臣,18.46,4.34,7.8,市橋 卓士,18.51,4.58,7.81,土屋 智則,18.32,4.86,7.59
202410080103,2024-10-08,1,03R,1,3,半周ラップ,まわり足,直線,羽野 直也,18.23,4.33,7.6,永井 彪也,18.79,4.48,7.62,井口 佳典,18.41,4.61,7.74,岡村 仁,18.39,4.62,7.65,守田 俊介,18.77,4.44,7.82,佐藤 博亮,18.48,4.48,7.74
202410080104,2024-10-08,1,04R,1,3,半周ラップ,まわり足,直線,中野 次郎,18.1,4.35,7.73,椎名 豊,18.28,4.64,7.72,太田 和美,18.22,4.33,7.78,秋元 哲,18.47,4.46,7.9,石丸 海渡,18.37,4.46,7.76,中田 竜太,18.09,4.39,7.64
202410080105,2024-10-08,1,05R,1,3,半周ラップ,まわり足,直線,原田 幸哉,18.3,4.31,7.65,古賀 繁輝,18.58,4.66,7.74,杉山 正樹,18.35,4.33,7.67,君島 秀三,18.78,4.27,7.62,松田 祐季,18.54,4.36,7.59,篠崎 元志,18.59,4.35,7.65
202410080106,2024-10-08,1,06R,1,3,半周ラップ,まわり足,直線,山崎 郡,18.32,4.37,7.7,下出 卓矢,18.31,4.46,7.66,瓜生 正義,18.25,4.53,7.66,下條 雄太郎,18.43,4.5,7.64,春園 功太,18.34,4.38,7.62,馬場 貴也,18.65,4.24,7.75
202410080107,2024-10-08,1,07R,1,3,半周ラップ,まわり足,直線,柳沢 一,18.12,4.47,7.61,土屋 智則,18.41,4.78,7.71,新田 泰章,18.72,4.64,7.81,武田 光史,18.66,4.5,7.57,西山 貴浩,18.83,4.35,7.78,山田 祐也,18.81,4.63,7.7
202410080108,2024-10-08,1,08R,1,3,半周ラップ,まわり足,直線,山口 達也,18.4,4.31,7.59,平本 真之,18.3,4.48,7.59,守田 俊介,18.47,4.6,7.69,佐藤 隆太郎,18.27,4.61,7.63,重成 一人,18.45,4.4,7.67,関 浩哉,18.47,4.65,7.6
202410080109,2024-10-08,1,09R,1,3,半周ラップ,まわり足,直線,宮地 元輝,18.2,4.65,7.69,岡村 仁,18.1,4.53,7.61,森定 晃史,18.6,4.48,7.67,古賀 繁輝,18.73,4.43,7.66,椎名 豊,18.48,4.85,7.53,岡 祐臣,18.42,4.56,7.65
202410080110,2024-10-08,1,10R,1,3,半周ラップ,まわり足,直線,渡邉 和将,18.27,4.36,7.7,赤坂 俊輔,18.45,4.54,7.66,篠崎 元志,18.49,4.55,7.72,毒島 誠,18.01,4.41,7.67,森高 一真,18.53,4.58,7.75,大上 卓人,18.37,4.4,7.69
