レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202410010501,2024-10-01,5,01R,1,3,一周,まわり足,直線,宮下 元胤,37.46,5.82,7.17,増田 進,37.25,5.81,7.12,松下 哲也,37.8,5.78,7.26,山崎 義明,37.07,5.52,7.21,鹿島 敏弘,37.32,5.7,7.22,浅井 翼,37.57,5.69,7.25
202410010502,2024-10-01,5,02R,1,3,一周,まわり足,直線,菊池 宏志,36.78,5.95,7.06,高山 秀雄,37.37,5.63,7.55,石塚 裕介,37.71,5.56,7.33,伯母 芳恒,37.2,6.33,7.04,若林 麗,37.99,6.36,7.01,城間 盛渚,37.35,5.95,7.12
202410010503,2024-10-01,5,03R,1,3,一周,まわり足,直線,吉島 祥之,37.12,5.57,7.1,渡 修平,37.35,5.6,7.13,池田 雷太,37.92,5.66,7.19,三浦 洋次朗,37.77,5.73,7.28,佐藤 世那,37.76,5.6,7.11,清水 攻二,37.43,5.59,7.19
202410010504,2024-10-01,5,04R,1,3,一周,まわり足,直線,伊倉 光,37.6,6.14,7.11,坂口 周,38.03,5.78,7.2,崎 利仁,38.18,6.01,7.16,末永 由楽,37.73,5.79,7.22,中村 裕将,37.56,5.62,7.42,齊藤 大将,37.61,5.45,7.4
202410010505,2024-10-01,5,05R,1,3,一周,まわり足,直線,渋谷 明憲,36.81,5.5,7.15,中田 友也,37.31,5.49,7.29,山崎 義明,37.23,5.41,7.23,廣中 良一,37.46,5.6,7.21,庄司 樹良々,37.1,5.46,7.22,高橋 正男,37.13,5.35,7.18
202410010506,2024-10-01,5,06R,1,3,一周,まわり足,直線,伯母 芳恒,37.23,6.31,6.86,鹿島 敏弘,37.56,5.92,7.2,雑賀 勇貴,37.55,5.77,7.35,畔柳 俊吾,37.46,5.73,7.29,永田 秀二,37.1,5.69,7.25,権藤 俊光,37.43,5.73,7.24
202410010507,2024-10-01,5,07R,1,3,一周,まわり足,直線,城間 盛渚,36.8,5.6,7.08,加藤 高史,37.52,5.68,7.08,柘植 政浩,37.41,5.46,7.2,増田 進,37.27,5.7,7.09,立間 充宏,37.71,5.52,7.15,佐藤 世那,37.68,5.26,7.23
202410010508,2024-10-01,5,08R,1,3,一周,まわり足,直線,荒井 翔伍,37.62,5.86,7.16,池田 雷太,37.3,6.24,7.19,伊倉 光,37.97,6.06,7.21,高山 秀雄,37.6,5.78,7.4,浅井 翼,37.54,5.71,7.22,菊池 宏志,37.09,6.13,6.95
202410010509,2024-10-01,5,09R,1,3,一周,まわり足,直線,高橋 正男,36.84,5.67,7.11,中村 裕将,37.08,5.7,7.36,廣中 良一,37.11,5.53,7.25,松下 哲也,37.74,5.52,7.27,吉島 祥之,37.69,5.73,7.21,若林 麗,37.84,6.49,7.11
202410010510,2024-10-01,5,10R,1,3,一周,まわり足,直線,清水 攻二,37.28,5.85,7.15,永田 秀二,38.44,5.72,7.14,末永 由楽,38.08,5.87,7.23,石塚 裕介,38.1,5.97,7.16,中田 友也,37.97,5.63,7.29,宮下 元胤,38.22,5.54,7.33
