レースコード,タイトル,日次,レース日,レース場,レース回,レース名,距離(m),天候,風向,風速(m),波の高さ(cm),決まり手,単勝_艇番,単勝_払戻金,複勝_1着_艇番,複勝_1着_払戻金,複勝_2着_艇番,複勝_2着_払戻金,2連単_組番,2連単_払戻金,2連単_人気,2連複_組番,2連複_払戻金,2連複_人気,拡連複_1-2着_組番,拡連複_1-2着_払戻金,拡連複_1-2着_人気,拡連複_1-3着_組番,拡連複_1-3着_払戻金,拡連複_1-3着_人気,拡連複_2-3着_組番,拡連複_2-3着_払戻金,拡連複_2-3着_人気,3連単_組番,3連単_払戻金,3連単_人気,3連複_組番,3連複_払戻金,3連複_人気,1着_着順,1着_艇番,1着_登録番号,1着_選手名,1着_モーター番号,1着_ボート番号,1着_展示タイム,1着_進入コース,1着_スタートタイミング,1着_レースタイム,2着_着順,2着_艇番,2着_登録番号,2着_選手名,2着_モーター番号,2着_ボート番号,2着_展示タイム,2着_進入コース,2着_スタートタイミング,2着_レースタイム,3着_着順,3着_艇番,3着_登録番号,3着_選手名,3着_モーター番号,3着_ボート番号,3着_展示タイム,3着_進入コース,3着_スタートタイミング,3着_レースタイム,4着_着順,4着_艇番,4着_登録番号,4着_選手名,4着_モーター番号,4着_ボート番号,4着_展示タイム,4着_進入コース,4着_スタートタイミング,4着_レースタイム,5着_着順,5着_艇番,5着_登録番号,5着_選手名,5着_モーター番号,5着_ボート番号,5着_展示タイム,5着_進入コース,5着_スタートタイミング,5着_レースタイム,6着_着順,6着_艇番,6着_登録番号,6着_選手名,6着_モーター番号,6着_ボート番号,6着_展示タイム,6着_進入コース,6着_スタートタイミング,6着_レースタイム
202203152201,日本モーターボート選手会長杯争奪戦,第1日,2022/03/15,福岡,01R,予選,1800,晴,北東,2,2,まくり,6,500,6,240,1,100,6-1,2600,10,1-6,990,4,1-6,310,4,4-6,320,5,1-4,180,2,6-1-4,5400,21,1-4-6,480,1,1,6,3784,中 島 友 和,14,173,6.81,6,0.09,110.7,2,1,4452,松 尾 祭,15,123,6.82,1,0.21,111.8,3,4,4079,出 畑 孝 典,55,110,6.81,4,0.13,113.5,4,2,4251,川 崎 誠 志,51,108,6.85,2,0.19,114.8,5,5,4226,村 田 浩 司,41,157,6.88,5,0.12,,6,3,4919,吉 田 翔 悟,12,158,6.87,3,0.12,
202203152202,日本モーターボート選手会長杯争奪戦,第1日,2022/03/15,福岡,02R,予選,1800,晴,北東,3,3,まくり,6,1450,6,1150,1,120,6-1,11120,22,1-6,1920,6,1-6,390,5,3-6,620,11,1-3,260,4,6-1-3,41850,77,1-3-6,1130,4,1,6,3987,後 藤 正 宗,62,160,6.9,6,0.14,110.4,2,1,4278,藤 岡 俊 介,26,174,6.92,1,0.13,112.1,3,3,3054,北 川 幸 典,29,147,6.89,3,0.18,113.5,4,4,4704,河 野 大,48,130,6.88,4,0.42,114.9,5,5,4902,山 川 雄 大,70,115,6.82,5,0.22,,6,2,4508,野 間 大 樹,63,134,6.89,2,0.15,
202203152203,日本モーターボート選手会長杯争奪戦,第1日,2022/03/15,福岡,03R,予選,1800,晴,北,3,3,まくり,3,480,3,150,4,690,3-4,1190,7,3-4,980,5,3-4,370,8,2-3,150,1,2-4,430,10,3-4-2,3490,13,2-3-4,770,4,1,3,4102,益 田 啓 司,53,162,6.87,3,0.23,110.7,2,4,4122,安 東 幸 治,17,120,6.93,4,0.16,111.6,3,2,3075,中 村 裕 将,24,165,6.89,2,0.25,113.6,4,1,3670,古 澤 信 二,61,119,6.9,1,0.25,114.7,5,6,4434,田 中 辰 彦,33,161,6.9,6,0.21,,6,5,4693,松 下 誉 士,38,155,6.83,5,0.19,
202203152204,日本モーターボート選手会長杯争奪戦,第1日,2022/03/15,福岡,04R,予選,1800,晴,北,3,3,逃げ,1,220,1,100,4,110,1-4,930,3,1-4,400,1,1-4,240,3,1-6,990,13,4-6,560,10,1-4-6,8970,39,1-4-6,2910,12,1,1,4368,山 口 隆 史,22,105,6.89,1,0.05,110.5,2,4,3574,大 神 康 司,45,140,6.92,2,0.06,112.0,3,6,4143,浦 田 晃 嗣,23,137,6.81,6,0.09,112.8,4,2,4027,松 江 秀 徳,59,104,6.87,3,0.07,114.2,5,3,3714,梶 原 正,20,107,6.92,4,0.11,,6,5,4603,谷 川 将 太,39,118,6.87,5,0.08,
202203152205,日本モーターボート選手会長杯争奪戦,第1日,2022/03/15,福岡,05R,予選,1800,晴,北東,3,3,逃げ,1,210,1,110,2,120,1-2,630,2,1-2,390,2,1-2,380,6,1-3,170,2,2-3,320,4,1-2-3,1420,3,1-2-3,490,2,1,1,4079,出 畑 孝 典,55,110,6.8,1,0.19,110.4,2,2,3563,堤 昇,19,168,6.85,2,0.18,111.2,3,3,3907,村 越 篤,71,129,6.81,3,0.17,111.6,4,4,4446,和 田 兼 輔,64,132,6.83,4,0.21,114.1,5,5,4294,古 賀 繁 輝,65,143,6.85,5,0.24,,6,6,3752,宇 土 泰 就,42,131,6.83,6,0.21,
202203152206,日本モーターボート選手会長杯争奪戦,第1日,2022/03/15,福岡,06R,予選,1800,晴,北,3,3,逃げ,1,190,1,110,2,200,1-2,1370,7,1-2,1030,4,1-2,330,6,1-3,210,3,2-3,290,5,1-2-3,2240,7,1-2-3,640,3,1,1,3834,細 川 明 人,52,166,6.86,1,0.16,111.1,2,2,4948,木 場 悠 介,54,135,6.88,2,0.15,111.4,3,3,4472,尾 嶋 一 広,18,142,6.89,3,0.15,112.8,4,4,4108,吉 村 正 明,49,170,6.89,4,0.11,113.9,5,6,4508,野 間 大 樹,63,134,6.88,6,0.15,,6,5,4251,川 崎 誠 志,51,108,6.88,5,0.18,
202203152207,日本モーターボート選手会長杯争奪戦,第1日,2022/03/15,福岡,07R,予選,1800,晴,北,2,2,差し,2,410,2,100,1,100,2-1,360,2,1-2,370,3,1-2,120,3,2-3,100,1,1-3,100,2,2-1-3,870,3,1-2-3,130,1,1,2,3784,中 島 友 和,14,173,6.8,2,0.22,110.6,2,1,4514,上 條 嘉 嗣,47,113,6.86,1,0.22,112.4,3,3,4384,鶴 本 崇 文,57,112,6.87,3,0.24,113.0,4,5,3670,古 澤 信 二,61,119,6.87,5,0.25,114.4,5,4,4219,本 岡 勝 利,31,154,6.91,4,0.29,,6,6,5208,屋 良 龍 紀,32,153,6.86,6,0.24,
202203152208,日本モーターボート選手会長杯争奪戦,第1日,2022/03/15,福岡,08R,予選  進入固定,1800,晴,北,3,3,逃げ,1,110,1,100,3,120,1-3,310,2,1-3,210,1,1-3,180,2,1-4,300,3,3-4,560,8,1-3-4,760,3,1-3-4,430,2,1,1,3054,北 川 幸 典,29,147,6.86,1,0.19,110.6,2,3,4693,松 下 誉 士,38,155,6.85,3,0.18,112.5,3,4,3714,梶 原 正,20,107,6.94,4,0.18,116.1,4,6,4724,吉 田 祐 貴,11,124,6.86,6,0.2,116.2,5,5,5102,原 田 雄 次,28,133,6.88,5,0.19,,6,2,3989,熊 本 英 一,68,109,6.88,2,0.19,
202203152209,日本モーターボート選手会長杯争奪戦,第1日,2022/03/15,福岡,09R,予選特賞,1800,晴,北,3,3,差し,4,500,4,280,5,740,4-5,6130,17,4-5,3000,10,4-5,820,11,4-6,1010,12,5-6,1670,15,4-5-6,19500,60,4-5-6,4130,17,1,4,4027,松 江 秀 徳,59,104,6.97,4,0.19,111.1,2,5,4919,吉 田 翔 悟,12,158,6.87,5,0.23,111.8,3,6,4122,安 東 幸 治,17,120,6.9,6,0.19,113.5,4,3,3987,後 藤 正 宗,62,160,6.87,3,0.16,113.7,5,1,3508,久 富 政 弘,36,128,6.9,1,0.28,,6,2,4487,三 原 司,60,172,6.91,2,0.25,
202203152210,日本モーターボート選手会長杯争奪戦,第1日,2022/03/15,福岡,10R,予選特賞,1800,晴,北,2,2,逃げ,1,130,1,130,5,210,1-5,1440,4,1-5,1380,4,1-5,250,4,1-3,120,1,3-5,180,2,1-5-3,2230,7,1-3-5,470,1,1,1,3563,堤 昇,19,168,6.93,1,0.21,110.8,2,5,4159,向 後 龍 一,30,116,6.88,5,0.14,111.6,3,3,4434,田 中 辰 彦,33,161,6.93,3,0.14,113.0,4,4,4368,山 口 隆 史,22,105,6.87,4,0.17,114.1,5,6,4472,尾 嶋 一 広,18,142,6.88,6,0.16,,6,2,4213,重 富 伸 也,50,106,6.86,2,0.16,
