レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202602270101,2026-02-27,01,01R,,backfill-from-daily,2,0.08,3,0.09,1,0.04,4,-0.02,6,0.25,5,0.11
202602270102,2026-02-27,01,02R,,backfill-from-daily,1,0.18,2,0.25,3,0.11,4,0.13,5,0.13,6,0.16
202602270103,2026-02-27,01,03R,,backfill-from-daily,1,0.01,2,0.05,3,0.02,4,0.09,5,0.22,6,0.25
202602270104,2026-02-27,01,04R,,backfill-from-daily,1,0.22,2,0.26,3,0.21,4,0.17,6,0.14,5,0.19
202602270105,2026-02-27,01,05R,,backfill-from-daily,1,0.04,2,0.03,3,0.25,4,0.11,5,0.14,6,0.11
202602270106,2026-02-27,01,06R,,backfill-from-daily,1,0.08,2,0.13,3,0.21,4,0.06,5,0.07,6,0.03
202602270107,2026-02-27,01,07R,,backfill-from-daily,1,0.01,2,0.03,3,0.13,4,0.06,5,-0.06,6,0.02
202602270108,2026-02-27,01,08R,,backfill-from-daily,1,0.04,2,0.05,3,0.1,4,0.04,5,0.05,6,0.02
202602270109,2026-02-27,01,09R,,backfill-from-daily,1,0.08,2,0.11,3,0.08,4,0.02,5,0.11,6,0.01
202602270110,2026-02-27,01,10R,,backfill-from-daily,1,-0.01,2,0.0,3,0.02,4,0.09,6,0.06,5,-0.04
202602270111,2026-02-27,01,11R,,backfill-from-daily,1,0.19,2,0.23,3,0.23,4,0.16,5,0.12,6,0.14
202602270112,2026-02-27,01,12R,,backfill-from-daily,1,0.07,2,-0.01,3,0.04,4,-0.07,5,0.07,6,0.04
202602270201,2026-02-27,02,01R,,backfill-from-daily,1,0.19,2,0.05,3,0.05,4,0.18,5,-0.01,6,0.21
202602270202,2026-02-27,02,02R,,backfill-from-daily,1,0.05,2,0.11,3,0.09,4,0.14,6,0.17,5,0.06
202602270203,2026-02-27,02,03R,,backfill-from-daily,1,0.28,3,0.24,4,0.14,5,0.15,2,0.04,6,0.13
202602270204,2026-02-27,02,04R,,backfill-from-daily,1,0.05,3,0.22,4,0.21,5,0.17,6,0.11,2,-0.01
202602270205,2026-02-27,02,05R,,backfill-from-daily,1,0.03,2,0.04,3,0.07,4,0.13,5,0.09,6,0.08
202602270206,2026-02-27,02,06R,,backfill-from-daily,1,0.13,2,0.08,3,0.07,4,0.16,6,0.25,5,0.12
202602270207,2026-02-27,02,07R,,backfill-from-daily,1,-0.01,2,-0.06,3,0.12,4,0.06,5,0.04,6,0.04
202602270208,2026-02-27,02,08R,,backfill-from-daily,1,0.05,2,0.32,3,0.18,4,0.07,5,0.08,6,0.02
202602270209,2026-02-27,02,09R,,backfill-from-daily,1,0.06,2,0.17,3,0.18,4,0.08,5,0.14,6,0.32
202602270210,2026-02-27,02,10R,,backfill-from-daily,1,0.17,2,0.14,3,0.08,4,-0.02,6,0.08,5,-0.01
202602270211,2026-02-27,02,11R,,backfill-from-daily,1,0.17,2,0.04,3,0.09,4,0.15,5,0.13,6,0.19
202602270212,2026-02-27,02,12R,,backfill-from-daily,1,0.03,2,0.19,3,0.04,4,-0.09,6,0.19,5,0.07
202602270801,2026-02-27,08,01R,,backfill-from-daily,1,-0.03,2,0.02,3,0.25,4,-0.03,5,0.05,6,-0.04
202602270802,2026-02-27,08,02R,,backfill-from-daily,1,0.07,2,0.17,3,0.18,4,0.03,5,-0.02,6,0.09
202602270803,2026-02-27,08,03R,,backfill-from-daily,2,0.06,3,0.1,1,-0.17,5,-0.16,6,-0.22,4,0.3
202602270804,2026-02-27,08,04R,,backfill-from-daily,1,-0.03,2,-0.01,3,-0.18,4,-0.2,5,0.08,6,0.11
202602270805,2026-02-27,08,05R,,backfill-from-daily,1,-0.08,2,0.19,3,0.32,4,-0.02,5,0.05,6,-0.11
202602270806,2026-02-27,08,06R,,backfill-from-daily,1,0.05,2,0.05,3,-0.05,4,-0.02,6,0.06,5,-0.02
202602270807,2026-02-27,08,07R,,backfill-from-daily,1,0.11,2,0.06,3,0.21,4,0.08,6,0.12,5,0.1
202602270808,2026-02-27,08,08R,,backfill-from-daily,1,0.08,2,0.22,4,0.16,5,0.11,6,0.17,3,0.12
202602270809,2026-02-27,08,09R,,backfill-from-daily,1,0.11,2,0.03,3,0.06,4,0.13,5,0.13,6,-0.06
202602270810,2026-02-27,08,10R,,backfill-from-daily,1,0.27,2,-0.01,3,0.09,4,0.13,5,0.02,6,0.09
202602270811,2026-02-27,08,11R,,backfill-from-daily,1,0.05,2,0.04,3,0.05,4,-0.08,5,-0.08,6,-0.02
202602270812,2026-02-27,08,12R,,backfill-from-daily,1,0.0,2,0.11,3,0.14,4,0.0,5,0.02,6,0.02
202602271201,2026-02-27,12,01R,,backfill-from-daily,1,-0.02,2,-0.03,3,0.01,4,0.0,5,-0.01,6,0.03
202602271202,2026-02-27,12,02R,,backfill-from-daily,1,0.04,3,0.04,4,-0.05,5,-0.05,6,0.01,2,0.31
202602271203,2026-02-27,12,03R,,backfill-from-daily,1,0.18,2,0.13,3,0.06,4,0.14,5,0.12,6,-0.01
202602271205,2026-02-27,12,05R,,backfill-from-daily,1,-0.03,2,0.07,5,0.17,3,0.17,4,-0.1,6,0.09
202602271206,2026-02-27,12,06R,,backfill-from-daily,1,0.06,2,-0.02,3,0.09,4,-0.03,5,-0.1,6,-0.05
202602271207,2026-02-27,12,07R,,backfill-from-daily,1,0.18,2,0.19,3,0.11,4,0.08,5,0.14,6,0.08
202602271208,2026-02-27,12,08R,,backfill-from-daily,1,0.08,2,0.1,4,0.01,3,0.05,5,0.08,6,0.04
202602271209,2026-02-27,12,09R,,backfill-from-daily,1,0.05,2,0.15,3,0.02,4,0.04,5,-0.14,6,-0.13
202602271210,2026-02-27,12,10R,,backfill-from-daily,1,0.14,2,0.15,3,0.04,4,-0.04,5,0.01,6,0.03
202602271212,2026-02-27,12,12R,,backfill-from-daily,1,-0.07,2,0.06,3,0.09,4,0.02,5,0.06,6,-0.1
202602271301,2026-02-27,13,01R,,backfill-from-daily,1,0.07,2,0.11,3,0.21,4,0.08,5,0.15,6,0.07
202602271302,2026-02-27,13,02R,,backfill-from-daily,1,0.13,2,0.02,3,0.0,4,-0.04,5,-0.04,6,-0.01
202602271303,2026-02-27,13,03R,,backfill-from-daily,1,0.06,3,-0.07,2,-0.02,4,0.08,5,0.11,6,0.15
202602271304,2026-02-27,13,04R,,backfill-from-daily,1,0.13,2,0.16,3,0.12,4,0.21,5,0.03,6,0.12
202602271305,2026-02-27,13,05R,,backfill-from-daily,1,0.11,2,0.06,3,0.05,4,0.09,5,0.03,6,-0.03
202602271306,2026-02-27,13,06R,,backfill-from-daily,1,0.08,2,0.08,3,0.05,4,0.22,5,0.16,6,0.19
202602271307,2026-02-27,13,07R,,backfill-from-daily,1,0.24,3,0.09,4,0.06,5,0.08,2,-0.03,6,0.15
202602271308,2026-02-27,13,08R,,backfill-from-daily,1,0.13,2,0.12,3,0.28,4,0.03,5,0.02,6,0.08
202602271309,2026-02-27,13,09R,,backfill-from-daily,1,-0.04,2,0.11,3,0.1,4,0.16,5,0.21,6,0.14
202602271310,2026-02-27,13,10R,,backfill-from-daily,1,0.12,2,0.24,3,0.21,4,0.28,5,0.15,6,0.08
202602271311,2026-02-27,13,11R,,backfill-from-daily,1,0.17,2,0.0,3,0.11,4,0.06,5,0.07,6,0.2
202602271312,2026-02-27,13,12R,,backfill-from-daily,1,0.18,2,0.02,3,0.07,4,0.22,5,0.07,6,-0.05
202602271401,2026-02-27,14,01R,,backfill-from-daily,1,0.04,2,0.25,3,-0.04,4,-0.03,5,0.01,6,0.01
202602271402,2026-02-27,14,02R,,backfill-from-daily,1,0.19,2,-0.08,3,-0.07,4,0.05,5,0.24,6,0.09
202602271403,2026-02-27,14,03R,,backfill-from-daily,1,0.06,2,0.21,3,0.19,4,0.22,5,0.17,6,0.31
202602271404,2026-02-27,14,04R,,backfill-from-daily,1,0.03,2,0.12,3,0.07,4,0.36,5,0.11,6,0.25
202602271405,2026-02-27,14,05R,,backfill-from-daily,1,0.0,2,0.2,3,0.19,4,0.17,5,0.19,6,0.14
202602271406,2026-02-27,14,06R,,backfill-from-daily,1,0.35,2,0.13,3,0.03,4,0.01,5,-0.02,6,0.05
202602271407,2026-02-27,14,07R,,backfill-from-daily,1,0.03,2,0.06,3,0.07,4,0.05,5,0.09,6,0.06
202602271408,2026-02-27,14,08R,,backfill-from-daily,1,0.09,2,0.04,3,0.06,4,0.05,5,0.04,6,0.14
202602271409,2026-02-27,14,09R,,backfill-from-daily,1,0.03,2,0.11,3,0.01,4,0.04,5,0.09,6,0.31
202602271410,2026-02-27,14,10R,,backfill-from-daily,1,-0.03,2,0.04,3,0.16,4,0.07,5,0.23,6,0.15
202602271411,2026-02-27,14,11R,,backfill-from-daily,1,0.13,2,0.06,3,0.11,4,0.12,5,0.02,6,0.03
