レースコード,レース日,レース場,レース回,締切時刻,取得日時,艇1_コース,艇1_スタート展示,艇2_コース,艇2_スタート展示,艇3_コース,艇3_スタート展示,艇4_コース,艇4_スタート展示,艇5_コース,艇5_スタート展示,艇6_コース,艇6_スタート展示
202602180301,2026-02-18,03,01R,,backfill-from-daily,1,-0.12,2,-0.14,3,-0.03,4,-0.19,5,-0.05,6,-0.12
202602180302,2026-02-18,03,02R,,backfill-from-daily,1,0.04,2,-0.01,3,0.0,4,0.26,5,0.08,6,-0.01
202602180303,2026-02-18,03,03R,,backfill-from-daily,1,0.19,2,0.28,3,0.0,4,0.05,5,-0.06,6,0.02
202602180304,2026-02-18,03,04R,,backfill-from-daily,1,0.11,2,0.12,3,0.17,4,0.05,5,-0.01,6,0.04
202602180305,2026-02-18,03,05R,,backfill-from-daily,1,-0.03,2,-0.04,3,0.05,4,-0.07,5,0.16,6,-0.13
202602180306,2026-02-18,03,06R,,backfill-from-daily,1,0.02,2,0.13,3,0.05,4,0.21,5,0.09,6,0.04
202602180307,2026-02-18,03,07R,,backfill-from-daily,1,0.11,2,0.0,3,0.31,4,0.07,5,0.05,6,0.02
202602180308,2026-02-18,03,08R,,backfill-from-daily,1,0.11,2,0.15,3,0.06,4,0.16,5,0.0,6,0.03
202602180309,2026-02-18,03,09R,,backfill-from-daily,1,0.14,2,-0.07,3,-0.14,4,0.09,5,0.12,6,0.12
202602180310,2026-02-18,03,10R,,backfill-from-daily,1,0.12,2,0.02,3,-0.05,4,-0.14,5,-0.09,6,-0.13
202602180311,2026-02-18,03,11R,,backfill-from-daily,1,0.1,2,0.22,3,0.16,4,0.16,5,0.14,6,0.06
202602180312,2026-02-18,03,12R,,backfill-from-daily,1,0.16,2,0.23,3,0.34,4,0.06,5,0.13,6,0.09
202602181001,2026-02-18,10,01R,,backfill-from-daily,1,-0.04,2,0.12,3,0.17,4,0.18,5,0.07,6,0.47
202602181002,2026-02-18,10,02R,,backfill-from-daily,1,-0.04,2,0.06,3,0.07,4,0.17,5,0.02,6,0.04
202602181003,2026-02-18,10,03R,,backfill-from-daily,1,0.12,2,0.16,3,0.12,4,0.14,5,0.23,6,0.12
202602181004,2026-02-18,10,04R,,backfill-from-daily,1,0.13,,,2,0.2,3,0.17,5,0.25,4,0.14
202602181005,2026-02-18,10,05R,,backfill-from-daily,1,0.14,2,0.13,3,0.03,4,0.04,5,0.06,6,0.01
202602181006,2026-02-18,10,06R,,backfill-from-daily,1,0.11,2,0.02,3,0.07,4,0.04,5,0.11,6,-0.01
202602181007,2026-02-18,10,07R,,backfill-from-daily,1,0.22,2,0.12,3,0.07,4,0.07,5,0.14,6,0.16
202602181008,2026-02-18,10,08R,,backfill-from-daily,1,0.18,2,0.08,3,0.03,6,0.26,4,0.09,5,0.09
202602181009,2026-02-18,10,09R,,backfill-from-daily,1,0.39,2,0.16,3,0.32,4,0.31,,,5,0.12
202602181010,2026-02-18,10,10R,,backfill-from-daily,1,0.0,2,0.05,3,0.03,4,0.43,5,0.02,6,0.16
202602181011,2026-02-18,10,11R,,backfill-from-daily,1,0.03,2,0.0,3,-0.04,4,0.03,5,-0.19,6,-0.01
202602181012,2026-02-18,10,12R,,backfill-from-daily,1,-0.04,2,0.0,3,-0.03,4,0.11,5,0.23,6,0.15
202602181301,2026-02-18,13,01R,,backfill-from-daily,1,-0.02,2,0.12,3,0.11,4,0.25,5,0.04,6,0.02
202602181302,2026-02-18,13,02R,,backfill-from-daily,1,0.08,2,0.07,3,-0.01,4,0.23,5,-0.02,6,0.01
202602181303,2026-02-18,13,03R,,backfill-from-daily,1,0.22,2,0.1,3,0.13,6,-0.08,4,0.03,5,-0.01
202602181304,2026-02-18,13,04R,,backfill-from-daily,1,-0.01,2,0.18,3,0.15,4,0.08,5,0.18,6,0.07
202602181305,2026-02-18,13,05R,,backfill-from-daily,1,0.21,2,0.18,3,0.36,4,0.13,5,0.16,6,0.24
202602181306,2026-02-18,13,06R,,backfill-from-daily,1,0.17,2,0.17,3,0.03,4,0.13,5,0.24,6,0.01
202602181307,2026-02-18,13,07R,,backfill-from-daily,1,0.26,4,-0.02,2,0.03,5,0.04,6,0.03,3,0.06
202602181308,2026-02-18,13,08R,,backfill-from-daily,1,0.14,2,0.25,3,0.22,4,0.13,5,0.08,6,0.17
202602181309,2026-02-18,13,09R,,backfill-from-daily,1,0.29,2,0.27,3,0.17,4,0.18,5,0.12,6,0.06
202602181310,2026-02-18,13,10R,,backfill-from-daily,1,0.33,2,0.26,3,0.12,,,4,0.07,5,0.02
202602181311,2026-02-18,13,11R,,backfill-from-daily,1,0.21,2,0.03,3,0.15,4,0.01,5,0.07,6,0.27
202602181312,2026-02-18,13,12R,,backfill-from-daily,1,0.02,2,0.03,3,0.0,4,0.0,5,-0.12,6,-0.07
202602181601,2026-02-18,16,01R,,backfill-from-daily,1,0.04,2,0.09,3,0.26,4,0.12,5,0.12,6,0.12
202602181602,2026-02-18,16,02R,,backfill-from-daily,1,0.07,2,-0.01,3,-0.02,4,0.09,5,0.02,6,-0.01
202602181603,2026-02-18,16,03R,,backfill-from-daily,1,0.17,2,0.24,3,0.11,4,0.13,5,0.24,6,0.05
202602181604,2026-02-18,16,04R,,backfill-from-daily,1,-0.03,2,-0.02,3,0.05,4,0.18,5,0.22,6,0.09
202602181605,2026-02-18,16,05R,,backfill-from-daily,1,0.13,2,0.24,3,0.13,4,0.21,6,0.22,5,0.12
202602181606,2026-02-18,16,06R,,backfill-from-daily,1,0.09,2,0.14,3,0.07,4,0.05,5,-0.05,6,-0.06
202602181607,2026-02-18,16,07R,,backfill-from-daily,1,0.07,2,0.06,3,0.21,4,0.06,5,0.02,6,0.02
202602181608,2026-02-18,16,08R,,backfill-from-daily,1,0.0,2,-0.03,3,-0.08,4,-0.14,5,0.07,6,0.18
202602181609,2026-02-18,16,09R,,backfill-from-daily,1,-0.14,2,-0.06,3,0.15,4,0.04,5,0.26,6,-0.13
202602181610,2026-02-18,16,10R,,backfill-from-daily,1,-0.14,2,-0.07,3,0.12,4,0.22,5,0.23,6,0.13
202602181611,2026-02-18,16,11R,,backfill-from-daily,1,0.06,2,0.06,3,-0.01,4,0.12,5,0.19,6,0.14
202602181612,2026-02-18,16,12R,,backfill-from-daily,1,0.08,2,0.04,3,0.11,4,0.03,5,0.04,6,0.03
202602181901,2026-02-18,19,01R,,backfill-from-daily,1,0.07,2,0.01,3,0.01,4,0.07,5,0.09,6,0.11
202602181902,2026-02-18,19,02R,,backfill-from-daily,1,-0.13,2,-0.06,3,-0.13,5,0.05,6,-0.01,4,-0.11
202602181903,2026-02-18,19,03R,,backfill-from-daily,1,-0.06,2,-0.09,3,-0.08,4,0.35,5,0.26,6,0.47
202602181904,2026-02-18,19,04R,,backfill-from-daily,1,0.16,2,0.25,3,0.23,4,0.18,5,0.15,6,0.31
202602181905,2026-02-18,19,05R,,backfill-from-daily,1,0.05,2,0.03,4,0.01,3,0.06,5,0.08,6,0.08
202602181906,2026-02-18,19,06R,,backfill-from-daily,1,0.23,2,-0.01,3,-0.01,4,0.04,5,-0.04,6,-0.09
202602181907,2026-02-18,19,07R,,backfill-from-daily,1,-0.01,2,0.03,3,0.02,4,0.21,5,0.22,6,0.3
202602181908,2026-02-18,19,08R,,backfill-from-daily,1,0.05,2,0.06,3,0.02,4,0.06,5,0.08,6,0.12
202602181909,2026-02-18,19,09R,,backfill-from-daily,1,0.09,2,0.17,3,0.04,4,0.08,5,0.05,6,0.04
202602181910,2026-02-18,19,10R,,backfill-from-daily,1,0.04,2,0.09,3,0.07,4,0.23,5,0.72,6,0.18
202602181911,2026-02-18,19,11R,,backfill-from-daily,1,0.18,2,0.09,3,0.13,4,0.2,5,0.09,6,0.08
202602181912,2026-02-18,19,12R,,backfill-from-daily,1,0.14,2,0.06,3,0.04,4,-0.01,5,0.21,6,0.22
202602182001,2026-02-18,20,01R,,backfill-from-daily,1,0.04,2,-0.04,3,0.11,4,0.01,5,0.04,6,-0.01
202602182002,2026-02-18,20,02R,,backfill-from-daily,1,-0.1,2,0.01,3,0.08,4,-0.11,5,-0.14,6,-0.16
202602182003,2026-02-18,20,03R,,backfill-from-daily,1,-0.02,2,-0.04,3,0.01,4,0.02,5,0.05,6,0.07
202602182004,2026-02-18,20,04R,,backfill-from-daily,1,-0.04,2,0.05,3,0.01,4,-0.01,5,-0.04,6,-0.01
