レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202602162301,1,2,3,1,3,5,○,×,×,×,逃げ,逃げ,○,6,1.0,5,2.0,4,3.0,3,4.0,2,5.0,1,6.0,0,×,0.049,0.28,0.045,0.22,0.044,0.2,0.028,0.14,0.008,0.22,0.05,0.24,0.17933333333333334
202602162302,2,1,4,1,2,3,×,×,×,×,逃げ,逃げ,○,2,1.0,5,2.0,1,3.0,3,4.0,6,5.0,4,6.0,0,×,0.065,0.14,0.027,0.14,0.025,0.15,0.021,0.17,0.018,0.17,0.056,0.19,0.12466666666666669
202602162304,2,3,1,2,1,6,○,×,×,×,逃げ,差し,×,4,1.0,1,2.0,6,3.0,5,5.0,2,6.0,3,4.0,1,×,0.034,0.14,0.049,0.21,0.06,0.22,0.056,0.18,0.07,0.29,0.009,0.23,0.16533333333333333
202602162305,3,1,2,1,6,5,×,×,×,×,逃げ,逃げ,○,4,1.0,6,2.0,1,3.0,5,4.0,3,5.0,2,6.0,0,×,0.051,0.13,0.077,0.19,0.047,0.13,0.05,0.06,0.033,0.08,0.027,0.13,0.07250000000000001
202602162306,1,5,2,3,1,4,×,×,×,×,逃げ,まくり,×,1,1.0,5,2.0,3,3.0,6,4.0,4,5.0,2,6.0,2,×,0.014,0.21,0.024,0.17,0.03,0.17,0.06,0.11,0.058,0.13,0.088,0.12,0.10600000000000002
202602162307,5,4,3,1,5,2,×,×,×,×,逃げ,差し,×,6,1.0,2,3.0,4,2.0,3,5.0,1,6.0,5,4.0,0,×,0.085,0.13,0.051,0.23,0.065,0.12,0.055,0.11,0.031,0.05,0.06,0.17,0.07716666666666668
202602162309,2,1,4,2,1,4,○,○,○,○,逃げ,,-,2,1.0,1,2.0,4,3.0,6,4.0,3,5.0,5,6.0,0,×,0.015,0.12,0.031,0.15,0.047,0.18,0.058,0.27,0.033,0.26,0.049,0.21,0.15949999999999998
202602162310,1,6,2,1,5,3,○,×,×,×,逃げ,逃げ,○,4,1.0,2,2.0,5,3.0,3,4.0,6,5.0,1,6.0,1,×,0.076,0.15,0.065,0.18,0.034,0.23,0.028,0.35,0.055,0.34,0.045,0.35,0.21616666666666665
202602162311,1,3,6,4,2,6,×,×,○,×,逃げ,まくり,×,2,1.0,6,2.0,3,3.0,4,4.0,5,5.0,1,6.0,3,×,0.057,0.1,0.058,0.14,0.02,0.23,0.09,0.08,0.041,0.07,0.019,0.03,0.06416666666666669
202602162312,1,2,5,1,2,5,○,○,○,○,逃げ,逃げ,○,5,1.0,3,2.0,4,3.0,6,4.0,1,5.0,2,6.0,0,×,0.091,0.12,0.072,0.12,0.063,0.12,0.065,0.17,0.078,0.18,0.067,0.17,0.07400000000000001
202602162101,1,2,3,1,3,2,○,×,×,×,逃げ,逃げ,○,1,1.0,2,3.0,3,2.0,6,4.0,5,5.0,4,6.0,2,×,0.228,0.06,0.106,0.09,0.111,0.08,0.082,0.15,0.177,0.15,0.115,0.11,0.05249999999999999
202602162102,2,4,3,6,2,4,×,×,×,×,逃げ,差し,×,6,1.0,1,2.0,4,,3,4.0,5,6.0,2,5.0,0,×,0.17,0.21,0.112,0.19,0.041,,0.184,0.15,0.208,0.04,0.248,0.05,0.1036
202602162103,3,1,4,1,3,4,×,×,○,×,逃げ,逃げ,○,3,1.0,6,3.0,1,2.0,2,4.0,4,6.0,5,5.0,1,×,0.103,0.11,0.101,0.22,0.086,0.12,0.106,0.34,0.058,0.19,0.245,0.24,0.08850000000000001
202602162104,2,1,4,1,4,5,×,×,×,×,逃げ,逃げ,○,3,1.0,1,2.0,5,3.0,2,4.0,4,5.0,6,6.0,1,×,0.148,0.08,0.107,0.14,0.144,0.07,0.176,0.08,0.079,0.15,0.068,0.15,0.07066666666666666
202602162106,4,1,2,6,2,3,×,×,×,×,逃げ,差し,×,2,,3,1.0,4,2.0,1,3.0,6,4.0,5,5.0,1,×,0.117,,0.144,0.14,0.083,0.15,0.031,0.14,0.194,0.17,0.207,0.1,0.06219999999999999
