レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202602222401,1,6,2,3,6,2,×,○,○,×,逃げ,差し,×,5,1.0,6,3.0,4,4.0,2,5.0,3,6.0,1,2.0,1,×,0.025,0.21,0.006,0.17,0.13,0.15,0.049,0.25,-0.06,0.33,-0.002,0.19,0.19200000000000003
202602222402,1,6,2,4,5,3,×,×,×,×,逃げ,まくり,×,5,1.0,2,2.0,6,3.0,3,4.0,4,5.0,1,6.0,1,×,0.003,0.13,0.123,0.23,0.018,0.18,0.093,0.06,0.029,0.22,0.031,0.31,0.14983333333333335
202602222403,3,1,6,1,4,2,×,×,×,×,逃げ,逃げ,○,2,1.0,5,2.0,1,3.0,3,4.0,4,5.0,6,6.0,1,×,0.078,0.12,0.054,0.15,0.006,0.11,0.103,0.15,-0.049,0.13,0.021,0.15,0.09949999999999999
202602222404,1,5,2,1,2,3,○,×,×,×,差し,逃げ,×,5,1.0,2,2.0,4,3.0,6,4.0,1,5.0,3,6.0,1,×,0.045,0.15,-0.011,0.16,0.028,0.2,0.032,0.24,0.011,0.19,0.072,0.22,0.16383333333333333
202602222405,1,3,2,1,3,4,○,○,×,×,逃げ,逃げ,○,1,1.0,3,2.0,4,3.0,2,5.0,6,4.0,5,6.0,1,×,-0.027,0.07,0.047,0.16,-0.031,0.15,0.015,0.17,0.013,0.17,-0.004,0.19,0.1495
202602222406,1,4,2,4,1,2,×,×,○,×,逃げ,差し,×,1,1.0,2,2.0,6,3.0,4,4.0,5,6.0,3,5.0,3,×,0.048,0.24,0.028,0.2,-0.046,0.6,-0.011,0.17,0.015,0.17,0.035,0.14,0.24183333333333334
202602222407,1,4,5,1,4,5,○,○,○,○,逃げ,逃げ,○,2,1.0,4,2.0,3,3.0,1,4.0,6,5.0,5,6.0,1,×,0.046,0.16,0.032,0.18,-0.014,0.17,-0.082,0.23,0.0,0.22,0.121,0.25,0.1845
202602222408,1,4,2,6,3,2,×,×,○,×,逃げ,差し,×,5,1.0,2,2.0,4,3.0,1,4.0,3,5.0,6,6.0,2,×,0.027,0.22,-0.001,0.21,0.074,0.24,0.013,0.19,0.09,0.28,-0.007,0.18,0.18733333333333335
202602222409,1,6,4,1,3,4,○,×,○,×,逃げ,逃げ,○,2,1.0,3,2.0,6,3.0,5,4.0,4,5.0,1,6.0,0,×,-0.013,0.03,-0.007,0.04,0.013,0.1,-0.015,0.12,-0.017,0.19,-0.052,0.23,0.1335
202602222410,1,2,4,2,4,1,×,×,×,×,逃げ,差し,×,2,1.0,3,2.0,6,3.0,1,4.0,5,5.0,4,6.0,1,×,0.026,0.02,-0.06,0.08,0.054,0.08,0.054,0.08,-0.017,0.12,-0.036,0.12,0.08183333333333333
202602222411,1,4,2,1,2,4,○,×,×,×,逃げ,逃げ,○,6,1.0,5,2.0,2,3.0,4,4.0,1,5.0,3,6.0,1,×,-0.021,0.07,0.021,0.03,0.016,0.08,0.049,0.09,-0.022,0.08,0.032,0.19,0.07750000000000001
202602222412,1,2,4,1,4,3,○,×,×,×,逃げ,逃げ,○,1,1.0,3,2.0,4,3.0,2,4.0,5,5.0,6,6.0,3,×,0.005,0.16,0.04,0.18,-0.024,0.18,0.028,0.31,0.016,0.25,0.078,0.34,0.21283333333333332
202602222201,5,1,2,1,2,4,×,×,×,×,逃げ,逃げ,○,3,1.0,2,2.0,4,3.0,5,4.0,1,5.0,6,6.0,2,×,0.082,0.12,0.156,0.16,0.164,0.18,0.06,0.19,0.212,0.17,0.212,0.24,0.043000000000000003
202602222202,3,4,5,1,5,2,×,×,×,×,逃げ,逃げ,○,3,1.0,5,2.0,1,3.0,4,4.0,2,5.0,6,6.0,2,×,0.12,0.12,0.17,0.16,0.173,0.17,0.249,0.21,0.08,0.18,0.205,0.28,0.03783333333333334
202602222203,1,3,5,1,2,3,○,×,×,×,逃げ,逃げ,○,1,1.0,5,2.0,3,3.0,4,4.0,2,5.0,6,6.0,4,×,0.092,0.18,0.028,0.21,0.107,0.19,0.193,0.15,0.125,0.16,0.167,0.2,0.07733333333333335
202602222204,1,3,4,3,5,1,×,×,×,×,逃げ,まくり,×,1,1.0,6,2.0,3,3.0,4,4.0,2,5.0,5,6.0,3,×,0.042,0.22,0.101,0.11,0.067,0.09,0.208,0.1,0.073,0.16,0.11,0.2,0.0825
202602222205,2,1,4,2,1,6,○,○,×,×,逃げ,差し,×,4,1.0,1,2.0,5,3.0,3,4.0,2,6.0,6,5.0,0,×,0.167,0.18,0.137,0.17,0.133,0.2,0.158,0.19,0.13,0.22,0.163,0.25,0.05366666666666666
202602222206,4,3,6,1,5,4,×,×,×,×,逃げ,逃げ,○,5,1.0,3,2.0,4,3.0,1,4.0,6,5.0,2,6.0,0,×,0.061,0.17,0.177,0.17,0.203,0.16,0.063,0.21,0.176,0.18,0.141,0.29,0.0765
202602222207,1,4,6,1,3,4,○,×,×,×,逃げ,逃げ,○,1,1.0,2,2.0,6,3.0,3,4.0,5,5.0,4,6.0,3,×,0.193,0.06,0.097,0.13,0.104,0.05,0.058,0.12,0.152,0.12,0.168,0.21,0.05933333333333332
202602222208,4,1,2,1,3,4,×,×,×,×,逃げ,逃げ,○,4,1.0,2,2.0,5,3.0,1,4.0,6,5.0,3,6.0,1,×,0.15,0.14,0.114,0.12,0.2,0.2,0.152,0.2,0.165,0.22,0.222,0.29,0.03116666666666666
202602222209,1,4,3,1,2,6,○,×,×,×,逃げ,逃げ,○,1,1.0,6,2.0,2,3.0,3,4.0,5,5.0,4,6.0,2,×,0.14,0.16,0.026,0.14,0.081,0.21,0.05,0.22,0.046,0.21,0.114,0.24,0.1205
202602222210,1,3,5,2,4,1,×,×,×,×,逃げ,差し,×,1,1.0,6,2.0,2,3.0,3,4.0,4,5.0,5,6.0,1,×,0.09,0.04,0.052,0.1,0.084,0.12,0.099,0.1,0.082,0.11,0.046,0.12,0.0395
202602222211,4,5,3,1,3,2,×,×,×,×,逃げ,逃げ,○,6,1.0,5,2.0,2,3.0,3,4.0,1,5.0,4,6.0,0,×,0.077,0.1,0.121,0.19,0.069,0.16,0.022,0.17,0.184,0.17,0.115,0.16,0.06499999999999999
202602222212,1,6,2,1,3,5,○,×,×,×,逃げ,逃げ,○,2,1.0,4,,6,3.0,3,4.0,5,5.0,1,6.0,1,×,0.121,0.08,0.072,,0.109,0.08,0.176,0.08,0.245,0.11,0.137,0.18,0.0688
202602222102,2,1,5,4,5,2,×,×,×,×,逃げ,まくり,×,3,1.0,1,2.0,5,3.0,6,4.0,2,5.0,4,6.0,0,×,0.136,0.22,0.119,0.25,0.099,0.28,0.124,0.14,0.126,0.22,0.219,0.31,0.09949999999999999
202602222112,1,3,4,1,3,2,○,○,×,×,逃げ,逃げ,○,1,1.0,5,2.0,2,3.0,3,4.0,4,5.0,6,6.0,2,×,0.139,0.2,0.135,0.19,0.153,0.19,0.155,0.27,0.141,0.26,0.108,0.26,0.08983333333333333
202602221901,4,1,6,1,2,3,×,×,×,×,逃げ,逃げ,○,3,1.0,5,2.0,6,3.0,1,4.0,4,5.0,2,6.0,0,×,0.002,0.12,0.054,0.14,-0.006,0.12,-0.037,0.13,0.015,0.11,0.058,0.22,0.12566666666666668
202602221902,6,1,5,1,3,2,×,×,×,×,逃げ,逃げ,○,2,1.0,5,2.0,6,3.0,3,4.0,4,,1,6.0,0,×,0.015,0.25,0.037,0.19,0.046,0.21,0.012,0.19,0.04,,0.006,0.24,0.1928
202602221903,5,1,2,3,1,2,×,○,○,×,逃げ,差し,×,2,1.0,3,2.0,4,3.0,6,6.0,1,4.0,5,5.0,2,×,-0.004,0.07,-0.057,0.09,0.051,0.11,0.001,0.15,-0.016,0.15,0.009,0.13,0.11933333333333333
202602221904,1,4,2,3,1,4,×,×,×,×,逃げ,差し,×,1,1.0,2,3.0,6,2.0,3,4.0,4,5.0,5,6.0,1,×,0.01,0.33,0.021,0.33,0.099,0.25,0.046,0.33,0.02,0.29,0.022,0.44,0.292
202602221905,2,4,1,1,3,2,×,×,×,×,逃げ,逃げ,○,4,1.0,1,2.0,5,3.0,2,4.0,6,5.0,3,6.0,0,×,-0.019,0.11,-0.022,0.12,0.02,0.1,0.01,0.15,-0.023,0.14,-0.017,0.19,0.1435
202602221906,6,1,2,1,2,6,×,×,×,×,逃げ,逃げ,○,2,1.0,3,2.0,5,,6,4.0,4,5.0,1,6.0,0,×,0.103,0.15,-0.015,0.23,-0.031,,0.058,0.49,0.012,0.26,-0.048,0.12,0.22799999999999998
202602221907,2,1,6,4,1,5,×,○,×,×,逃げ,差し,×,2,1.0,1,2.0,5,3.0,6,4.0,4,5.0,3,6.0,0,×,0.024,0.22,0.065,0.19,0.038,0.23,0.012,0.24,0.016,0.21,0.009,0.2,0.18766666666666668
202602221908,3,1,2,3,1,5,○,○,×,×,逃げ,差し,×,5,1.0,4,2.0,1,3.0,3,5.0,6,4.0,2,6.0,0,×,0.058,0.19,0.04,0.29,-0.028,0.16,0.084,0.08,0.012,0.13,0.015,0.12,0.13283333333333333
202602221909,3,1,5,3,6,5,○,×,○,×,逃げ,差し,×,2,1.0,6,2.0,1,3.0,4,4.0,3,5.0,5,6.0,1,×,-0.002,0.22,-0.019,0.17,0.003,0.12,0.051,0.18,-0.002,0.2,-0.007,0.19,0.17600000000000002
202602221910,6,1,2,3,1,6,×,○,×,×,逃げ,差し,×,2,1.0,4,2.0,6,3.0,5,4.0,3,5.0,1,6.0,0,×,-0.051,0.18,0.015,0.21,0.006,0.15,0.064,0.13,-0.015,0.16,0.002,0.12,0.15483333333333332
202602221911,1,2,6,1,3,4,○,×,×,×,逃げ,逃げ,○,1,1.0,2,2.0,4,3.0,5,4.0,6,5.0,3,6.0,2,×,-0.022,0.07,-0.006,0.05,0.016,0.08,0.007,0.1,-0.086,0.11,0.008,0.18,0.11216666666666668
202602221912,4,5,6,1,4,5,×,×,×,×,逃げ,逃げ,○,6,1.0,3,2.0,5,3.0,1,4.0,2,5.0,4,6.0,0,×,-0.01,0.24,-0.039,0.24,-0.008,0.31,0.004,0.19,0.017,0.18,0.006,0.22,0.235
202602221801,2,1,4,1,4,5,×,×,×,×,逃げ,逃げ,○,2,1.0,1,2.0,6,3.0,4,4.0,5,5.0,3,6.0,2,×,0.012,0.15,-0.001,0.34,0.08,0.29,0.019,0.18,-0.049,0.23,0.037,0.24,0.222
202602221802,6,4,2,1,3,4,×,×,×,×,逃げ,逃げ,○,6,1.0,2,2.0,5,3.0,3,4.0,4,5.0,1,6.0,1,×,0.017,0.08,0.005,0.06,0.068,0.06,0.022,0.07,-0.003,0.13,-0.014,0.16,0.08016666666666668
202602221803,4,2,3,3,2,5,×,○,×,×,逃げ,まくり,×,6,1.0,2,2.0,4,3.0,1,4.0,5,5.0,3,6.0,2,×,0.024,0.15,-0.055,0.07,-0.023,0.13,0.015,0.1,-0.011,0.11,0.056,0.2,0.12566666666666668
202602221804,1,5,3,1,2,5,○,×,×,×,逃げ,逃げ,○,1,1.0,6,2.0,4,,5,4.0,3,5.0,2,6.0,1,×,0.022,0.12,-0.049,0.09,0.051,,-0.016,0.18,0.096,0.17,0.067,0.22,0.13200000000000003
202602221805,3,2,1,2,1,5,×,×,×,×,逃げ,差し,×,5,1.0,4,2.0,1,3.0,3,4.0,2,5.0,6,6.0,1,×,-0.002,0.14,0.029,0.11,0.026,0.12,0.05,0.15,-0.007,0.19,-0.007,0.18,0.13350000000000004
202602221806,5,1,4,1,5,3,×,×,×,×,逃げ,逃げ,○,3,1.0,5,2.0,6,3.0,2,4.0,1,5.0,4,6.0,0,×,-0.011,0.13,0.015,0.26,-0.001,0.12,0.021,0.16,-0.025,0.14,0.049,0.21,0.162
202602221807,6,1,4,3,1,4,×,○,○,×,逃げ,まくり,×,4,1.0,2,2.0,6,3.0,3,4.0,5,5.0,1,6.0,2,×,0.013,0.18,0.014,0.19,0.023,0.25,-0.007,0.21,0.021,0.2,0.019,0.2,0.19116666666666668
202602221808,5,1,2,3,1,6,×,○,×,×,逃げ,まくり,×,5,1.0,4,2.0,6,3.0,2,4.0,1,5.0,3,6.0,0,×,-0.038,0.07,0.032,0.08,0.006,0.06,0.006,0.08,0.017,0.07,0.097,0.07,0.06066666666666667
202602221809,5,1,6,1,4,6,×,×,○,×,逃げ,逃げ,○,4,1.0,6,2.0,2,3.0,5,4.0,1,5.0,3,6.0,0,×,-0.01,0.16,-0.018,0.21,-0.018,0.18,0.011,0.17,0.05,0.13,0.016,0.17,0.16483333333333333
202602221810,5,1,6,1,3,5,×,×,×,×,逃げ,逃げ,○,2,1.0,6,2.0,3,3.0,5,4.0,1,5.0,4,6.0,1,×,0.019,0.22,0.02,0.2,0.052,0.14,0.065,0.13,0.011,0.14,-0.018,0.12,0.1335
202602221811,3,1,5,1,3,4,×,×,×,×,逃げ,逃げ,○,2,1.0,6,2.0,1,3.0,4,4.0,3,5.0,5,6.0,1,×,0.018,0.07,-0.027,0.09,0.015,0.1,0.028,0.15,-0.014,0.15,0.045,0.2,0.11583333333333334
202602221812,1,6,4,1,3,2,○,×,×,×,逃げ,逃げ,○,1,1.0,5,2.0,6,3.0,4,4.0,2,5.0,3,6.0,2,×,-0.031,0.05,-0.009,0.09,0.004,0.1,0.022,0.2,-0.048,0.18,-0.054,0.12,0.1426666666666667
202602221701,4,1,3,1,4,6,×,×,×,×,逃げ,逃げ,○,2,1.0,6,2.0,3,3.0,1,4.0,4,6.0,5,5.0,2,×,0.009,0.06,-0.028,0.13,-0.046,0.11,-0.008,0.1,-0.029,0.06,-0.078,0.09,0.12166666666666666
202602221702,4,3,2,1,3,4,×,○,×,×,逃げ,逃げ,○,6,1.0,4,2.0,2,3.0,1,4.0,5,5.0,3,6.0,1,×,0.001,0.11,-0.034,0.11,-0.067,0.15,-0.02,0.23,-0.009,0.17,-0.013,0.11,0.17033333333333334
202602221703,3,1,4,1,2,4,×,×,○,×,逃げ,逃げ,○,3,1.0,5,2.0,1,3.0,2,4.0,4,5.0,6,6.0,1,×,-0.049,0.13,-0.001,0.11,0.003,0.15,-0.056,0.12,0.02,0.12,-0.07,0.19,0.16216666666666665
