レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202602232401,1,4,6,1,3,4,○,×,×,×,逃げ,逃げ,○,4,1.0,5,,3,3.0,1,4.0,2,5.0,6,6.0,2,×,-0.047,0.12,-0.039,,0.051,0.15,-0.028,0.14,0.019,0.12,0.002,0.16,0.1386
202602232402,1,4,3,1,6,4,○,×,×,×,逃げ,逃げ,○,1,1.0,5,2.0,6,3.0,2,4.0,4,5.0,3,6.0,1,×,-0.005,0.21,0.112,0.26,-0.019,0.24,0.051,0.22,0.038,0.21,0.114,0.2,0.17483333333333337
202602232403,3,1,4,1,5,2,×,×,×,×,逃げ,逃げ,○,6,1.0,5,2.0,1,3.0,3,4.0,2,5.0,4,6.0,0,×,0.018,0.1,-0.074,0.14,0.038,0.11,0.008,0.11,0.087,0.08,-0.028,0.07,0.09583333333333334
202602232404,1,3,2,1,2,5,○,×,×,×,逃げ,逃げ,○,1,1.0,2,2.0,4,3.0,5,4.0,6,5.0,3,6.0,2,×,0.01,0.14,0.02,0.16,-0.0,0.23,0.094,0.18,0.027,0.18,-0.029,0.28,0.17466666666666666
202602232405,1,3,6,1,2,6,○,×,○,×,逃げ,逃げ,○,2,1.0,4,2.0,3,3.0,6,4.0,1,5.0,5,6.0,1,×,0.015,0.11,0.037,0.11,0.001,0.14,0.018,0.31,0.023,0.22,0.006,0.12,0.15166666666666667
202602232406,1,4,2,1,2,3,○,×,×,×,逃げ,逃げ,○,6,1.0,3,2.0,4,3.0,1,4.0,2,5.0,5,6.0,0,×,-0.017,0.12,0.046,0.11,0.12,0.14,-0.017,0.15,0.029,0.17,-0.004,0.19,0.12050000000000001
202602232407,1,4,3,1,2,3,○,×,○,×,逃げ,逃げ,○,4,1.0,5,2.0,3,3.0,2,4.0,1,,6,5.0,1,×,-0.024,0.14,0.018,0.18,0.063,0.23,0.012,0.3,-0.027,,0.066,0.33,0.209
202602232408,3,1,6,1,2,3,×,×,×,×,逃げ,逃げ,○,6,1.0,3,2.0,1,3.0,2,4.0,5,5.0,4,6.0,1,×,0.045,0.14,0.082,0.09,0.038,0.06,0.033,0.07,0.135,0.05,-0.01,0.01,0.044500000000000005
202602232409,1,3,6,1,4,6,○,×,○,×,逃げ,逃げ,○,4,1.0,2,2.0,5,3.0,6,4.0,3,5.0,1,6.0,1,×,0.009,0.2,0.018,0.18,0.027,0.14,-0.001,0.16,-0.036,0.12,-0.005,0.07,0.14300000000000002
202602232410,1,2,4,1,2,6,○,○,×,×,逃げ,逃げ,○,2,1.0,1,2.0,4,3.0,3,4.0,6,6.0,5,5.0,2,×,0.021,0.07,-0.047,0.12,0.015,0.06,0.036,0.08,-0.004,0.08,-0.007,0.12,0.08600000000000001
202602232411,1,5,2,2,1,5,×,×,×,×,逃げ,差し,×,4,1.0,2,2.0,6,3.0,5,4.0,1,5.0,3,6.0,1,×,-0.018,0.02,0.005,0.08,0.008,0.17,-0.018,0.2,0.005,0.18,-0.015,0.2,0.14716666666666667
202602232412,1,5,3,1,3,2,○,×,×,×,逃げ,逃げ,○,5,1.0,4,2.0,2,3.0,3,4.0,1,5.0,6,6.0,1,×,0.005,0.11,0.027,0.09,0.105,0.12,-0.081,0.14,0.043,0.16,0.121,0.17,0.09500000000000001
202602232201,6,5,4,1,4,2,×,×,×,×,逃げ,逃げ,○,5,1.0,3,2.0,6,3.0,4,4.0,1,5.0,2,6.0,1,×,0.106,0.18,0.101,0.28,0.165,0.26,0.085,0.22,0.173,0.22,0.066,0.17,0.10566666666666667
202602232202,5,4,3,1,3,2,×,×,×,×,逃げ,逃げ,○,5,1.0,3,2.0,4,3.0,2,4.0,1,5.0,6,6.0,1,×,0.042,0.17,0.074,0.1,0.142,0.19,0.077,0.28,0.034,0.27,0.149,0.16,0.10866666666666668
202602232203,1,2,4,2,3,4,×,×,○,×,逃げ,差し,×,2,1.0,1,2.0,5,3.0,4,4.0,3,5.0,6,6.0,2,×,0.042,0.3,0.129,0.2,0.188,0.18,0.035,0.23,0.194,0.22,0.17,0.18,0.09466666666666668
202602232204,4,5,2,2,3,5,×,×,×,×,逃げ,まくり,×,5,1.0,4,2.0,6,3.0,1,4.0,2,5.0,3,6.0,0,×,0.122,0.37,0.17,0.22,0.066,0.26,0.121,0.2,0.1,0.18,0.091,0.16,0.12
202602232205,1,6,3,1,5,2,○,×,×,×,逃げ,逃げ,○,1,1.0,4,2.0,5,3.0,2,4.0,6,5.0,3,6.0,1,×,0.099,0.14,0.071,0.12,0.146,0.2,0.077,0.3,0.188,0.31,0.095,0.45,0.14066666666666666
202602232206,2,6,4,1,2,5,×,×,×,×,逃げ,逃げ,○,3,1.0,1,2.0,2,3.0,5,4.0,6,5.0,4,,0,×,0.074,0.12,0.17,0.14,0.11,0.11,0.115,0.13,0.076,0.13,0.176,,0.029000000000000005
202602232207,1,4,3,4,1,2,×,×,×,×,逃げ,まくり,×,4,1.0,1,2.0,3,3.0,2,4.0,6,5.0,5,6.0,1,×,0.165,0.15,0.168,0.19,0.097,0.18,0.063,0.06,0.159,0.07,0.109,0.05,0.04516666666666667
202602232208,1,6,5,2,1,5,×,×,○,×,逃げ,差し,×,1,1.0,4,2.0,5,3.0,6,4.0,2,5.0,3,6.0,1,×,0.064,0.15,0.14,0.12,0.048,0.1,0.071,0.25,0.061,0.11,0.163,0.13,0.06983333333333334
202602232209,6,2,3,1,3,2,×,×,×,×,逃げ,逃げ,○,5,1.0,2,2.0,3,3.0,6,4.0,4,5.0,1,6.0,2,×,0.114,0.22,0.137,0.25,0.064,0.22,0.188,0.17,0.087,0.19,0.031,0.24,0.1175
202602232210,5,4,1,1,2,3,×,×,×,×,逃げ,逃げ,○,1,1.0,4,2.0,6,3.0,2,4.0,3,5.0,5,6.0,1,×,0.173,0.12,0.086,0.14,0.074,0.15,0.104,0.12,0.037,0.16,0.123,0.11,0.05583333333333334
202602232211,1,3,6,1,3,5,○,○,×,×,逃げ,逃げ,○,1,1.0,2,2.0,4,3.0,5,4.0,6,5.0,3,6.0,2,×,0.105,0.2,0.089,0.22,0.131,0.15,0.21,0.11,0.172,0.12,0.025,0.17,0.09033333333333333
202602232212,6,3,2,1,2,6,×,×,×,×,逃げ,逃げ,○,6,1.0,3,2.0,2,3.0,5,4.0,4,5.0,1,6.0,0,×,0.026,0.09,0.041,0.16,0.13,0.18,0.148,0.21,0.086,0.12,0.104,0.16,0.06416666666666666
202602232101,3,1,4,1,4,2,×,×,×,×,逃げ,逃げ,○,3,1.0,6,2.0,1,3.0,2,6.0,5,4.0,4,5.0,0,×,0.144,0.2,0.116,0.14,0.153,0.2,0.097,0.17,0.127,0.15,0.119,0.2,0.05066666666666667
202602232102,4,3,2,4,5,3,○,×,×,×,逃げ,まくり,×,6,1.0,2,2.0,3,3.0,1,4.0,4,5.0,5,6.0,2,×,0.142,0.28,0.125,0.27,0.114,0.46,0.123,0.14,0.157,0.12,0.139,0.09,0.12200000000000001
202602232103,1,2,5,3,4,1,×,×,×,×,逃げ,まくり,×,1,1.0,2,2.0,5,3.0,6,4.0,3,5.0,4,6.0,2,×,0.14,0.08,0.166,0.04,0.105,0.01,0.079,0.09,0.141,0.05,0.145,0.05,0.07966666666666666
202602232105,4,2,6,6,1,2,×,×,×,×,逃げ,差し,×,6,1.0,4,2.0,2,3.0,1,4.0,5,6.0,3,5.0,0,×,0.104,0.12,0.266,0.16,0.111,0.07,0.112,0.09,0.144,0.16,0.136,0.09,0.04116666666666667
202602232107,1,2,5,1,4,3,○,×,×,×,逃げ,,-,3,1.0,1,2.0,6,3.0,5,4.0,2,5.0,4,,0,×,0.079,0.09,0.095,0.11,0.137,0.11,0.16,0.12,0.203,0.06,0.322,,0.047200000000000006
202602232108,2,3,5,1,2,6,×,×,×,×,逃げ,逃げ,○,6,1.0,1,2.0,2,3.0,4,4.0,3,5.0,5,6.0,1,×,0.09,0.29,0.166,0.29,0.091,0.34,0.14,0.31,0.142,0.21,0.226,0.21,0.13783333333333334
202602232109,6,4,2,1,3,6,×,×,×,×,逃げ,逃げ,○,2,1.0,3,2.0,6,3.0,4,4.0,5,5.0,1,6.0,2,×,0.128,0.19,0.126,0.25,0.127,0.19,0.135,0.24,0.136,0.34,0.126,0.22,0.10866666666666668
202602232110,2,5,3,1,2,5,×,×,×,×,逃げ,逃げ,○,6,1.0,1,2.0,2,3.0,5,5.0,3,4.0,4,6.0,1,×,0.101,0.24,0.133,0.23,0.24,0.18,0.125,0.2,0.136,0.22,0.143,0.25,0.09366666666666666
202602231801,4,1,5,1,2,3,×,×,×,×,逃げ,逃げ,○,4,1.0,6,2.0,5,3.0,1,4.0,2,5.0,3,6.0,0,×,0.072,0.13,-0.032,0.16,-0.044,0.18,0.029,0.19,-0.038,0.16,-0.019,0.11,0.16033333333333333
202602231802,1,4,3,1,5,4,○,×,×,×,逃げ,逃げ,○,1,1.0,5,2.0,3,3.0,4,4.0,2,5.0,6,6.0,4,×,0.0,0.13,0.027,0.14,0.0,0.15,0.027,0.16,0.012,0.14,-0.022,0.19,0.14433333333333334
202602231803,5,1,6,1,4,2,×,×,×,×,逃げ,逃げ,○,2,1.0,4,2.0,6,3.0,5,4.0,1,5.0,3,6.0,0,×,0.059,0.2,0.059,0.22,-0.017,0.19,-0.01,0.24,0.007,0.29,0.117,0.3,0.2041666666666667
202602231804,5,3,2,3,1,6,×,×,×,×,逃げ,差し,×,6,1.0,2,2.0,4,3.0,3,4.0,1,5.0,5,6.0,1,×,0.042,0.18,0.004,0.21,0.009,0.17,0.061,0.2,0.024,0.16,-0.002,0.09,0.14533333333333334
202602231805,3,1,5,4,3,6,×,×,×,×,逃げ,,-,2,,6,,1,3.0,3,4.0,4,5.0,5,6.0,0,×,0.014,,-0.018,,0.024,0.04,0.009,0.05,0.014,0.12,0.019,0.11,0.0635
202602231806,5,3,4,2,1,5,×,×,×,×,逃げ,差し,×,6,1.0,5,2.0,2,3.0,4,4.0,1,5.0,3,6.0,1,×,-0.04,0.17,0.036,0.17,0.035,0.22,-0.012,0.13,-0.014,0.11,0.045,0.09,0.14
202602231807,4,2,1,2,1,3,×,×,×,×,逃げ,,-,3,1.0,2,2.0,6,3.0,1,4.0,4,5.0,5,6.0,1,×,0.004,0.24,0.071,0.19,0.014,0.15,-0.02,0.17,0.05,0.28,-0.009,0.32,0.20666666666666667
202602231808,3,2,5,4,2,5,×,○,○,×,逃げ,差し,×,6,1.0,3,2.0,1,3.0,5,4.0,2,5.0,4,6.0,0,×,-0.031,0.38,0.046,0.23,-0.005,0.24,0.029,0.22,0.068,0.26,0.05,0.27,0.24049999999999996
202602231809,6,2,3,1,3,5,×,×,×,×,逃げ,逃げ,○,5,1.0,2,2.0,4,3.0,6,4.0,3,5.0,1,6.0,1,×,0.013,0.22,-0.013,0.26,0.003,0.28,-0.011,0.22,-0.03,0.18,0.009,0.2,0.2315
202602231810,4,3,1,1,2,4,×,×,×,×,逃げ,逃げ,○,5,1.0,6,2.0,3,3.0,1,4.0,4,5.0,2,6.0,1,×,0.015,0.19,0.006,0.19,0.072,0.2,0.026,0.16,0.027,0.13,-0.036,0.12,0.14666666666666667
202602231811,2,1,3,1,3,2,×,×,×,×,逃げ,逃げ,○,5,1.0,1,2.0,3,3.0,4,4.0,2,5.0,6,6.0,3,×,-0.005,0.11,0.016,0.19,0.057,0.21,0.056,0.15,-0.02,0.2,0.022,0.22,0.159
202602231812,2,1,4,1,4,2,×,×,×,×,逃げ,逃げ,○,5,1.0,1,2.0,6,3.0,4,4.0,3,5.0,2,6.0,1,×,-0.004,0.04,-0.02,0.12,0.035,0.08,-0.005,0.05,0.04,0.18,-0.006,0.21,0.10666666666666665
202602231701,6,5,2,3,5,2,×,○,○,×,逃げ,まくり,×,6,1.0,4,2.0,5,3.0,3,4.0,2,5.0,1,6.0,0,×,-0.017,0.13,-0.031,0.08,-0.026,0.12,-0.053,0.11,0.011,0.17,0.031,0.16,0.14250000000000002
202602231702,1,2,4,5,1,2,×,×,×,×,逃げ,差し,×,1,1.0,2,2.0,5,3.0,4,5.0,3,4.0,6,6.0,3,×,0.046,0.11,-0.005,0.11,0.051,0.15,-0.007,0.17,-0.077,0.14,-0.014,0.18,0.14433333333333334
202602231703,2,1,6,4,2,1,×,×,×,×,逃げ,まくり,×,4,1.0,1,2.0,6,3.0,5,4.0,3,5.0,2,6.0,0,×,0.014,0.14,0.006,0.13,-0.032,0.09,-0.059,0.05,-0.035,0.1,-0.067,0.11,0.13216666666666665
202602231704,5,1,3,3,2,1,×,×,×,×,逃げ,まくり,×,5,1.0,6,2.0,2,3.0,4,4.0,1,5.0,3,6.0,1,×,0.004,0.14,0.021,0.17,0.013,0.18,-0.011,0.18,0.012,0.14,-0.048,0.17,0.16483333333333336
202602231705,4,1,5,2,6,4,×,×,×,×,逃げ,まくり,×,3,1.0,6,2.0,4,3.0,1,4.0,2,5.0,5,6.0,0,×,0.009,0.13,-0.025,0.08,-0.035,0.13,-0.013,0.12,-0.047,0.1,-0.031,0.15,0.14200000000000002
202602231706,1,2,6,1,2,3,○,○,×,×,逃げ,逃げ,○,1,1.0,2,2.0,3,3.0,6,4.0,5,5.0,4,6.0,4,×,0.041,0.12,-0.07,0.12,-0.04,0.1,0.001,0.21,-0.013,0.2,-0.002,0.18,0.1688333333333333
