レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202602122112,1,2,3,2,1,6,×,×,×,×,逃げ,差し,×,1,1.0,2,2.0,3,3.0,6,6.0,5,5.0,4,4.0,6,○,0.124,0.11,0.185,0.06,0.15,0.14,0.114,0.17,0.12,0.19,0.151,0.19,0.05233333333333334
202602121901,6,1,3,2,6,3,×,×,○,×,逃げ,逃げ,○,2,2.0,6,1.0,3,3.0,4,4.0,5,5.0,1,6.0,4,×,0.056,0.31,-0.014,0.26,0.039,0.24,-0.035,0.18,0.013,0.3,-0.034,0.26,0.25416666666666665
202602121902,6,5,4,2,1,4,×,×,○,×,逃げ,差し,×,5,1.0,2,2.0,6,5.0,4,3.0,3,4.0,1,6.0,1,×,0.026,0.04,0.023,0.11,0.076,0.15,0.106,0.14,0.037,0.15,0.067,0.11,0.06083333333333333
202602121903,4,6,2,2,3,6,×,×,×,×,逃げ,逃げ,○,6,3.0,4,1.0,5,2.0,1,4.0,3,5.0,2,6.0,0,×,0.107,0.09,0.007,0.15,0.056,0.1,0.02,0.14,0.035,0.24,0.006,0.22,0.12383333333333334
202602121904,2,4,3,4,6,1,×,×,×,×,逃げ,まくり,×,6,1.0,1,2.0,2,6.0,3,3.0,5,4.0,4,5.0,1,×,0.056,0.14,0.009,0.15,0.081,0.09,0.026,0.11,0.062,0.11,0.048,0.1,0.06966666666666667
202602121905,2,3,5,3,5,4,×,×,×,×,逃げ,差し,×,6,1.0,1,2.0,3,3.0,4,4.0,2,5.0,5,6.0,2,×,-0.007,0.22,0.034,0.22,0.035,0.24,0.056,0.26,0.027,0.24,0.026,0.25,0.20983333333333334
202602121906,4,1,5,2,5,6,×,×,×,×,逃げ,差し,×,2,1.0,6,3.0,5,5.0,1,2.0,4,4.0,3,6.0,2,×,0.05,0.11,0.069,0.22,-0.024,0.18,0.02,0.09,0.061,0.12,0.069,0.07,0.09083333333333334
202602121907,4,1,2,1,3,4,×,×,×,×,逃げ,逃げ,○,1,1.0,2,2.0,5,3.0,3,4.0,4,5.0,6,6.0,3,×,0.029,0.21,0.026,0.21,0.03,0.24,0.037,0.22,0.007,0.23,-0.022,0.24,0.20716666666666664
202602121908,2,1,4,1,2,3,×,×,×,×,逃げ,逃げ,○,2,1.0,1,2.0,5,3.0,3,4.0,4,5.0,6,6.0,1,×,0.13,0.13,-0.005,0.13,0.029,0.18,0.031,0.27,0.055,0.23,-0.007,0.27,0.16283333333333336
202602121909,5,2,4,1,5,2,×,×,×,×,逃げ,逃げ,○,6,1.0,4,2.0,5,3.0,2,6.0,1,4.0,3,5.0,0,×,0.015,0.16,0.033,0.19,0.03,0.24,0.03,0.14,0.066,0.16,-0.001,0.15,0.1445
