レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202602112301,1,3,2,3,5,1,×,×,×,×,逃げ,,-,6,1.0,2,2.0,4,3.0,5,4.0,3,5.0,1,6.0,1,×,-0.028,0.19,0.001,0.13,-0.027,0.23,-0.045,0.11,-0.011,0.13,-0.02,0.09,0.16833333333333333
202602112302,3,1,2,1,4,2,×,×,○,×,逃げ,差し,×,6,1.0,2,2.0,5,3.0,4,4.0,3,5.0,1,6.0,2,×,-0.018,0.09,-0.003,0.09,-0.015,0.08,0.013,0.17,-0.012,0.13,-0.001,0.15,0.12433333333333335
202602112304,4,5,3,5,1,3,×,×,○,×,差し,差し,○,3,1.0,6,2.0,1,4.0,5,3.0,2,5.0,4,6.0,0,×,0.021,0.01,-0.021,0.05,-0.02,0.11,0.004,0.03,-0.066,0.05,-0.003,0.15,0.0845
202602112305,1,2,3,2,1,3,×,×,○,×,逃げ,差し,×,1,1.0,5,2.0,4,3.0,6,4.0,2,5.0,3,6.0,1,×,-0.036,0.01,-0.02,0.06,-0.035,0.09,-0.043,0.13,0.002,0.07,-0.015,0.16,0.11116666666666668
202602112306,1,2,4,1,3,4,○,×,○,×,逃げ,逃げ,○,2,1.0,6,2.0,1,3.0,3,4.0,4,5.0,5,6.0,0,×,-0.037,0.15,0.001,0.13,-0.006,0.21,-0.036,0.14,-0.013,0.11,-0.027,0.07,0.15466666666666667
202602112307,4,1,6,4,2,3,○,×,×,×,逃げ,逃げ,○,1,1.0,5,2.0,4,3.0,3,4.0,2,5.0,6,6.0,2,×,0.009,0.08,0.016,0.1,0.005,0.11,-0.036,0.16,0.005,0.17,-0.01,0.25,0.14683333333333334
202602112309,2,1,5,1,2,3,×,×,×,×,逃げ,,-,6,1.0,3,2.0,2,3.0,1,4.0,4,5.0,5,6.0,0,×,-0.012,0.18,-0.001,0.15,-0.015,0.18,-0.011,0.13,-0.03,0.12,0.011,0.17,0.16466666666666668
202602112310,1,2,6,1,4,2,○,×,×,×,逃げ,逃げ,○,4,1.0,1,2.0,3,3.0,2,4.0,6,5.0,5,6.0,1,×,0.002,0.17,-0.028,0.12,0.019,0.19,-0.039,0.14,-0.004,0.23,-0.019,0.21,0.18816666666666668
202602112311,3,1,2,1,2,4,×,×,×,×,逃げ,逃げ,○,5,1.0,4,3.0,1,2.0,3,4.0,6,5.0,2,6.0,0,×,-0.063,0.16,-0.033,0.19,0.001,0.19,-0.021,0.21,-0.011,0.21,-0.024,0.23,0.2235
202602112312,1,3,2,1,3,6,○,○,×,×,逃げ,逃げ,○,2,1.0,1,2.0,5,3.0,6,4.0,4,5.0,3,6.0,0,×,-0.032,0.08,0.0,0.11,-0.034,0.11,-0.006,0.11,-0.035,0.11,0.014,0.11,0.1205
202602112001,1,6,4,1,4,6,○,×,×,×,逃げ,逃げ,○,2,1.0,6,2.0,3,3.0,4,4.0,5,5.0,1,6.0,3,×,0.025,0.18,0.018,0.19,0.024,0.15,0.056,0.17,0.038,0.15,-0.028,0.2,0.15116666666666667
202602112002,1,4,2,1,2,6,○,×,×,×,逃げ,逃げ,○,1,1.0,3,2.0,6,5.0,4,3.0,5,4.0,2,6.0,1,×,0.025,0.19,-0.014,0.17,-0.014,0.25,0.064,0.18,0.028,0.16,0.051,0.11,0.15333333333333335
202602112003,4,1,6,1,2,6,×,×,○,×,逃げ,逃げ,○,5,1.0,4,2.0,6,3.0,1,4.0,3,5.0,2,6.0,0,×,0.033,0.18,0.032,0.22,0.045,0.25,0.004,0.27,0.014,0.24,-0.011,0.17,0.2021666666666667
202602112004,2,1,5,1,5,6,×,×,×,×,逃げ,逃げ,○,5,1.0,1,6.0,3,3.0,6,4.0,4,2.0,2,5.0,1,×,0.014,0.23,0.02,0.21,0.011,0.17,0.064,0.18,0.056,0.13,0.001,0.23,0.164
202602112005,2,1,5,2,4,5,○,×,○,×,逃げ,まくり,×,5,1.0,1,2.0,3,3.0,6,4.0,2,5.0,4,6.0,1,×,0.03,0.17,0.019,0.09,0.008,0.13,0.024,0.09,0.053,0.14,0.06,0.21,0.106
202602112006,1,6,3,1,3,6,○,×,×,×,逃げ,逃げ,○,2,1.0,6,2.0,3,3.0,5,6.0,4,4.0,1,5.0,2,×,0.026,0.19,0.049,0.19,0.005,0.23,0.041,0.23,0.082,0.18,0.08,0.17,0.15116666666666667
202602112007,4,5,3,4,1,6,○,×,×,×,逃げ,差し,×,6,1.0,5,2.0,4,3.0,1,4.0,2,5.0,3,6.0,0,×,-0.041,0.1,0.072,0.15,0.054,0.16,-0.016,0.07,0.028,0.09,0.01,0.09,0.09216666666666667
202602112008,6,3,2,6,2,1,○,×,×,×,逃げ,まくり,×,6,1.0,4,5.0,3,2.0,2,3.0,5,6.0,1,4.0,0,×,0.032,0.13,-0.001,0.07,0.023,0.11,0.082,0.12,0.032,0.14,0.065,0.11,0.0745
202602112009,5,1,2,1,3,4,×,×,×,×,逃げ,逃げ,○,3,1.0,2,2.0,4,3.0,5,4.0,1,5.0,6,6.0,2,×,0.022,0.17,0.008,0.23,0.025,0.24,0.026,0.16,0.033,0.17,0.041,0.24,0.1758333333333333
202602112010,4,3,1,4,1,5,○,×,×,×,逃げ,差し,×,6,1.0,5,2.0,4,3.0,1,4.0,3,5.0,2,6.0,0,×,-0.006,0.13,0.049,0.17,0.07,0.2,0.024,0.11,0.008,0.21,0.023,0.15,0.13366666666666666
202602112011,1,3,2,1,2,5,○,×,×,×,逃げ,逃げ,○,5,1.0,2,2.0,1,3.0,6,4.0,4,5.0,3,6.0,1,×,0.032,0.16,0.084,0.17,0.032,0.16,-0.03,0.22,0.005,0.16,-0.01,0.26,0.1695
202602112012,1,3,4,4,2,1,×,×,×,×,逃げ,まくり,×,1,1.0,5,2.0,3,3.0,2,4.0,4,5.0,6,6.0,3,×,0.054,0.24,0.086,0.2,0.026,0.21,0.064,0.14,0.054,0.19,0.013,0.27,0.15883333333333335
202602111901,6,1,3,2,6,3,×,×,○,×,逃げ,差し,×,3,1.0,5,3.0,2,4.0,6,2.0,4,5.0,1,6.0,0,×,0.02,0.16,0.036,0.02,0.07,0.14,0.024,0.07,0.024,0.18,0.011,0.21,0.1045
202602111902,4,2,5,4,2,6,○,○,×,×,逃げ,まくり,×,6,1.0,3,2.0,5,3.0,1,4.0,2,5.0,4,6.0,0,×,-0.003,0.09,0.02,0.13,0.058,0.13,0.026,0.03,0.051,0.04,0.023,0.05,0.05283333333333334
202602111903,4,2,1,1,6,4,×,×,×,×,逃げ,逃げ,○,2,1.0,3,2.0,6,3.0,1,4.0,5,5.0,4,6.0,1,×,0.036,0.15,0.067,0.21,0.037,0.23,0.037,0.34,0.039,0.3,0.016,0.34,0.22300000000000006
202602111904,6,2,5,1,6,2,×,×,×,×,逃げ,逃げ,○,5,1.0,2,2.0,6,3.0,3,6.0,4,4.0,1,5.0,2,×,0.035,0.12,0.051,0.21,0.016,0.16,0.06,0.09,0.021,0.13,-0.005,0.11,0.107
202602111905,2,4,1,2,4,5,○,○,×,×,逃げ,まくり,×,6,1.0,1,2.0,3,6.0,4,3.0,5,4.0,2,5.0,0,×,0.028,0.25,0.031,0.22,0.033,0.18,0.018,0.21,0.021,0.22,0.039,0.15,0.17666666666666667
202602111906,6,1,4,1,2,4,×,×,○,×,逃げ,逃げ,○,3,1.0,6,2.0,4,3.0,2,4.0,5,5.0,1,6.0,1,×,0.019,0.17,0.027,0.41,0.03,0.13,-0.024,0.17,0.034,0.21,0.024,0.24,0.20333333333333334
202602111907,1,4,5,1,2,3,○,×,×,×,逃げ,逃げ,○,1,1.0,6,2.0,5,3.0,3,4.0,4,5.0,2,6.0,1,×,0.033,0.21,0.032,0.21,0.039,0.18,0.038,0.12,0.036,0.15,0.041,0.19,0.14016666666666666
202602111908,4,3,5,2,1,3,×,×,×,×,逃げ,差し,×,6,1.0,5,2.0,2,3.0,1,4.0,3,5.0,4,6.0,0,×,0.021,0.14,0.025,0.1,0.046,0.12,0.025,0.1,0.01,0.11,0.048,0.19,0.09750000000000002
