レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202602152101,5,1,3,1,2,3,×,×,○,×,逃げ,逃げ,○,3,1.0,4,2.0,2,3.0,5,4.0,1,5.0,6,6.0,1,×,0.168,0.11,0.137,0.08,0.067,0.11,0.105,0.16,0.107,0.24,0.059,0.25,0.08950000000000001
202602152102,4,2,1,1,2,4,×,○,×,×,逃げ,逃げ,○,5,1.0,4,2.0,6,3.0,1,4.0,2,5.0,3,6.0,0,×,0.197,0.02,0.095,0.04,0.13,0.09,0.187,0.14,0.117,0.11,0.072,0.09,0.05733333333333334
202602152103,3,4,2,1,2,3,×,×,×,×,逃げ,逃げ,○,4,1.0,3,2.0,1,3.0,2,4.0,6,5.0,5,6.0,0,×,0.059,0.26,0.139,0.23,0.15,0.19,0.146,0.18,0.157,0.21,0.298,0.17,0.09116666666666667
202602152104,4,1,5,1,3,2,×,×,×,×,逃げ,逃げ,○,3,1.0,4,2.0,6,3.0,1,4.0,2,5.0,5,6.0,0,×,0.181,0.12,0.245,0.14,0.078,0.12,0.111,0.23,0.181,0.13,0.254,0.15,0.08033333333333333
202602152106,4,2,6,1,4,3,×,×,×,×,逃げ,逃げ,○,6,1.0,2,2.0,5,3.0,1,4.0,4,5.0,3,6.0,1,×,0.097,0.12,0.153,0.16,0.084,0.11,0.127,0.18,0.156,0.15,0.11,0.15,0.02583333333333333
202602152107,3,1,5,2,1,3,×,○,×,×,逃げ,差し,×,4,1.0,5,2.0,1,3.0,6,4.0,2,5.0,3,6.0,0,×,0.071,0.17,0.077,0.14,0.054,0.14,0.092,0.1,0.138,0.08,0.063,0.06,0.05283333333333334
202602152108,1,6,2,2,1,3,×,×,×,×,逃げ,差し,×,2,1.0,3,2.0,4,3.0,5,,6,5.0,1,6.0,0,×,0.128,0.19,0.129,0.15,0.107,0.14,0.185,,0.234,0.18,0.186,0.21,0.03880000000000001
202602152109,5,2,3,1,5,6,×,×,×,×,逃げ,逃げ,○,6,1.0,3,2.0,2,3.0,4,4.0,1,5.0,5,6.0,1,×,0.07,0.16,0.059,0.18,0.145,0.21,0.109,0.22,0.166,0.23,0.266,0.25,0.07783333333333334
202602152110,2,3,1,1,2,4,×,×,×,×,逃げ,逃げ,○,5,1.0,1,2.0,2,,6,3.0,4,5.0,3,6.0,0,×,0.155,0.21,0.037,0.21,0.185,,0.178,0.23,0.112,0.17,0.163,0.14,0.0722
202602152112,5,1,3,2,5,4,×,×,×,×,逃げ,まくり,×,4,1.0,6,3.0,3,4.0,5,5.0,1,2.0,2,6.0,1,×,0.162,0.18,0.04,0.12,0.122,0.11,0.1,0.15,0.146,0.29,0.146,0.21,0.06133333333333332
202602151801,5,2,6,1,5,3,×,×,×,×,逃げ,逃げ,○,6,1.0,2,2.0,4,3.0,5,4.0,1,5.0,3,6.0,1,×,0.01,0.12,-0.046,0.14,-0.028,0.17,0.013,0.14,0.005,0.13,0.088,0.07,0.12733333333333333
202602151802,1,2,6,1,3,5,○,×,×,×,逃げ,逃げ,○,1,1.0,3,2.0,4,3.0,6,4.0,5,5.0,2,6.0,2,×,0.01,0.12,0.014,0.21,0.025,0.12,0.035,0.17,0.012,0.07,-0.022,0.11,0.12100000000000001
202602151803,6,1,4,5,1,3,×,○,×,×,逃げ,差し,×,4,1.0,5,2.0,2,3.0,3,4.0,6,5.0,1,6.0,0,×,-0.003,0.08,0.022,0.11,0.002,0.15,0.009,0.08,-0.006,0.11,0.024,0.04,0.08700000000000001
202602151804,5,1,2,2,3,1,×,×,×,×,逃げ,差し,×,4,1.0,2,2.0,5,3.0,6,4.0,3,5.0,1,6.0,1,×,-0.005,0.15,0.064,0.18,0.018,0.13,0.036,0.2,0.078,0.22,-0.006,0.14,0.1391666666666667
202602151805,6,1,4,4,1,6,×,○,×,×,逃げ,まくり,×,5,1.0,3,2.0,4,3.0,2,4.0,6,5.0,1,6.0,0,×,0.042,0.28,0.017,0.19,0.04,0.16,0.005,0.09,0.022,0.06,0.009,0.13,0.12916666666666668
202602151806,5,1,3,1,2,5,×,×,×,×,逃げ,逃げ,○,4,1.0,6,2.0,2,3.0,5,4.0,1,5.0,3,6.0,0,×,-0.039,0.2,0.005,0.17,0.027,0.07,0.018,0.12,0.012,0.14,-0.038,0.09,0.13416666666666668
202602151807,2,1,4,1,3,5,×,×,×,×,逃げ,逃げ,○,4,1.0,1,2.0,6,3.0,2,4.0,3,5.0,5,6.0,0,×,-0.034,0.17,0.044,0.13,0.054,0.12,0.041,0.06,0.111,0.04,0.001,0.1,0.09083333333333334
202602151808,6,4,3,1,2,6,×,×,×,×,逃げ,,-,6,1.0,4,2.0,5,3.0,2,4.0,3,6.0,1,5.0,0,×,0.027,0.14,0.036,0.11,-0.008,0.1,0.019,0.14,0.02,0.15,0.047,0.15,0.10816666666666667
202602151809,6,4,1,2,1,5,×,×,×,×,逃げ,差し,×,4,1.0,2,2.0,6,3.0,3,4.0,5,5.0,1,6.0,2,×,0.028,0.1,-0.017,0.11,0.031,0.11,0.074,0.24,-0.006,0.12,0.004,0.15,0.11933333333333335
202602151810,4,3,2,1,2,3,×,×,×,×,逃げ,逃げ,○,6,1.0,4,2.0,3,3.0,1,4.0,2,5.0,5,6.0,1,×,0.033,0.19,-0.008,0.16,0.025,0.14,0.005,0.25,0.009,0.24,0.014,0.19,0.18200000000000002
202602151811,2,5,1,1,3,4,×,×,×,×,逃げ,逃げ,○,3,1.0,1,2.0,4,3.0,6,4.0,2,5.0,5,6.0,0,×,0.067,0.08,0.009,0.16,0.021,0.16,0.01,0.18,0.041,0.19,0.016,0.24,0.141
202602151812,2,1,5,1,3,2,×,×,×,×,逃げ,逃げ,○,5,1.0,3,2.0,2,3.0,6,4.0,1,5.0,4,6.0,0,×,0.014,0.08,0.028,0.11,0.066,0.14,0.053,0.11,-0.019,0.16,-0.004,0.28,0.12366666666666666
202602151701,1,5,3,1,2,4,○,×,×,×,逃げ,逃げ,○,1,1.0,5,2.0,3,3.0,4,4.0,2,5.0,6,6.0,4,×,-0.018,0.18,-0.012,0.1,-0.054,0.13,-0.051,0.12,0.027,0.15,-0.02,0.18,0.16466666666666666
