レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202602242301,5,1,6,5,1,4,○,○,×,×,逃げ,差し,×,6,1.0,3,2.0,4,3.0,5,4.0,1,5.0,2,6.0,0,×,0.031,0.29,0.052,0.33,0.02,0.31,0.113,0.27,0.021,0.32,0.071,0.33,0.25699999999999995
202602242302,2,1,3,2,1,4,○,○,×,×,逃げ,逃げ,○,5,1.0,1,2.0,4,3.0,2,4.0,6,5.0,3,6.0,0,×,0.052,0.16,0.05,0.13,0.113,0.11,0.067,0.2,0.013,0.29,0.026,0.29,0.14416666666666667
202602242304,3,2,1,2,3,1,×,×,○,×,逃げ,差し,×,4,1.0,2,2.0,1,3.0,3,4.0,6,5.0,5,6.0,1,×,0.099,0.22,0.067,0.18,0.05,0.21,0.053,0.23,0.046,0.26,0.019,0.23,0.166
202602242305,1,4,6,1,2,5,○,×,×,×,逃げ,逃げ,○,3,1.0,2,2.0,5,3.0,1,4.0,4,5.0,6,6.0,2,×,0.051,0.19,0.107,0.22,0.049,0.17,0.063,0.17,0.023,0.17,0.045,0.12,0.11699999999999999
202602242306,3,2,1,2,5,3,×,×,×,×,逃げ,逃げ,○,6,2.0,4,1.0,1,3.0,2,4.0,5,6.0,3,5.0,0,×,0.048,0.14,0.047,0.07,0.075,0.15,0.068,0.21,0.037,0.07,0.028,0.07,0.06783333333333334
202602242307,1,6,5,4,2,3,×,×,×,×,逃げ,逃げ,○,1,1.0,5,2.0,4,3.0,6,4.0,3,5.0,2,6.0,1,×,0.029,0.08,0.061,0.06,0.068,0.07,0.079,0.09,0.038,0.1,0.047,0.01,0.027333333333333334
202602242309,3,1,5,6,3,1,×,×,×,×,逃げ,差し,×,5,1.0,6,2.0,1,3.0,3,4.0,4,,2,5.0,0,×,0.045,0.09,0.023,0.04,0.024,0.03,0.071,0.15,0.094,,0.037,0.04,0.030000000000000006
202602242310,3,1,6,5,1,2,×,○,×,×,逃げ,まくり,×,5,1.0,2,2.0,1,3.0,6,4.0,4,6.0,3,5.0,1,×,0.062,0.19,0.04,0.14,0.065,0.11,0.066,0.25,0.101,0.07,0.046,0.14,0.09699999999999999
202602242311,2,1,3,5,3,4,×,×,×,×,逃げ,,-,5,,1,2.0,3,3.0,6,4.0,2,5.0,4,6.0,1,×,0.099,,0.088,0.27,0.041,0.11,0.057,0.03,0.054,0.04,0.052,0.03,0.06280000000000001
202602242312,1,3,4,1,3,2,○,○,×,×,逃げ,逃げ,○,6,1.0,2,2.0,1,3.0,4,4.0,3,5.0,5,6.0,2,×,0.061,0.18,0.053,0.14,0.062,0.12,0.054,0.19,0.058,0.22,0.045,0.11,0.1045
