レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202602202401,3,1,5,2,4,1,×,×,×,×,逃げ,差し,×,6,1.0,4,2.0,3,,2,4.0,1,5.0,5,6.0,0,×,0.038,0.12,-0.001,0.12,-0.033,,0.067,0.09,-0.005,0.07,0.022,0.24,0.1038
202602202402,1,3,2,2,6,1,×,×,×,×,差し,差し,○,2,1.0,4,2.0,1,3.0,5,4.0,6,5.0,3,6.0,0,×,0.067,0.17,-0.013,0.19,-0.018,0.27,0.112,0.15,0.005,0.18,0.062,0.17,0.15250000000000002
202602202403,1,2,5,5,1,3,×,×,×,×,逃げ,差し,×,1,1.0,6,2.0,4,3.0,5,4.0,2,5.0,3,6.0,1,×,0.007,0.13,0.012,0.17,0.04,0.14,0.011,0.2,0.019,0.17,-0.029,0.25,0.16666666666666666
202602202404,5,1,4,1,2,4,×,×,○,×,逃げ,逃げ,○,6,1.0,3,2.0,4,3.0,5,4.0,1,5.0,2,6.0,0,×,0.022,0.2,0.139,0.12,-0.023,0.14,0.047,0.12,-0.021,0.14,-0.005,0.24,0.13983333333333334
202602202405,1,3,2,5,4,3,×,×,×,×,逃げ,差し,×,1,2.0,3,3.0,5,4.0,2,1.0,4,5.0,6,6.0,2,×,-0.025,0.09,0.064,0.16,-0.001,0.07,0.003,0.1,0.093,0.04,0.023,0.13,0.08983333333333333
202602202406,1,4,2,1,3,6,○,×,×,×,逃げ,逃げ,○,6,1.0,5,2.0,2,3.0,1,5.0,4,6.0,3,4.0,0,×,-0.019,0.06,-0.006,0.12,-0.03,0.13,-0.002,0.11,0.029,0.13,0.111,0.1,0.09816666666666667
202602202407,1,4,3,1,3,5,○,×,×,×,逃げ,逃げ,○,5,1.0,6,2.0,2,3.0,1,4.0,4,5.0,3,6.0,0,×,-0.044,0.11,0.007,0.12,0.011,0.15,0.001,0.18,0.031,0.16,0.094,0.29,0.15166666666666664
202602202408,1,2,4,1,6,4,○,×,○,×,逃げ,逃げ,○,5,1.0,6,2.0,4,3.0,1,4.0,2,5.0,3,6.0,0,×,-0.014,0.04,-0.025,0.08,0.004,0.11,0.013,0.19,0.068,0.18,0.047,0.16,0.11116666666666668
202602202409,1,3,2,6,1,2,×,×,○,×,逃げ,差し,×,5,1.0,2,2.0,1,3.0,4,4.0,6,5.0,3,6.0,2,×,-0.001,0.07,0.018,0.13,0.003,0.19,0.07,0.23,0.001,0.19,0.042,0.17,0.1411666666666667
202602202410,6,1,3,2,1,5,×,○,×,×,逃げ,差し,×,3,1.0,6,2.0,4,3.0,5,4.0,2,5.0,1,6.0,0,×,0.017,0.13,0.084,0.15,-0.001,0.15,0.08,0.22,0.029,0.17,-0.027,0.18,0.13633333333333333
