レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中,艇1_予想コース,艇1_実際コース,艇2_予想コース,艇2_実際コース,艇3_予想コース,艇3_実際コース,艇4_予想コース,艇4_実際コース,艇5_予想コース,艇5_実際コース,艇6_予想コース,艇6_実際コース,コース一致数,進入完全一致,艇1_予想ST,艇1_実際ST,艇2_予想ST,艇2_実際ST,艇3_予想ST,艇3_実際ST,艇4_予想ST,艇4_実際ST,艇5_予想ST,艇5_実際ST,艇6_予想ST,艇6_実際ST,ST_MAE
202602262301,1,2,4,1,2,4,○,○,○,○,逃げ,逃げ,○,5,1.0,4,2.0,2,3.0,1,4.0,3,5.0,6,6.0,1,×,0.07,0.07,-0.0,0.06,0.018,0.07,-0.007,0.04,0.111,0.11,0.021,0.07,0.034833333333333334
202602262302,1,3,2,1,2,3,○,×,×,×,逃げ,逃げ,○,1,1.0,2,2.0,5,3.0,4,4.0,3,5.0,6,6.0,4,×,0.029,0.11,0.053,0.16,0.045,0.17,0.02,0.18,0.03,0.11,0.036,0.09,0.10116666666666667
202602262304,3,2,6,3,1,6,○,×,○,×,差し,まくり,×,3,1.0,6,2.0,2,5.0,5,3.0,4,4.0,1,6.0,1,×,0.064,0.11,0.049,0.08,0.053,0.05,0.05,0.12,0.051,0.13,0.065,0.1,0.044000000000000004
202602262305,1,5,3,4,1,2,×,×,×,×,逃げ,差し,×,3,1.0,6,2.0,4,3.0,2,4.0,1,5.0,5,6.0,0,×,0.041,0.07,0.044,0.14,0.039,0.09,0.028,0.13,0.067,0.09,0.006,0.31,0.10083333333333333
202602262306,6,1,2,3,2,6,×,×,×,×,逃げ,まくり,×,4,1.0,5,2.0,6,3.0,3,5.0,2,4.0,1,6.0,0,×,0.006,0.11,0.033,0.11,0.051,0.1,0.06,0.09,0.02,0.06,0.064,0.05,0.052333333333333336
202602262307,2,3,6,4,1,5,×,×,×,×,差し,逃げ,×,6,1.0,1,2.0,5,,3,4.0,2,5.0,4,6.0,0,×,0.056,0.17,0.047,0.14,-0.016,,0.008,0.08,0.057,0.21,0.078,0.25,0.12080000000000002
202602262309,5,4,3,3,1,4,×,×,×,×,差し,,-,4,1.0,6,2.0,5,3.0,2,4.0,1,5.0,3,6.0,0,×,0.053,0.2,0.04,0.21,0.025,0.23,0.058,0.23,0.038,0.24,0.002,0.39,0.214
202602262310,2,6,4,1,3,4,×,×,○,×,差し,逃げ,×,3,1.0,6,2.0,5,3.0,4,4.0,2,5.0,1,6.0,1,×,0.022,0.11,0.052,0.12,0.01,0.11,0.06,0.19,0.031,0.17,0.051,0.13,0.10066666666666668
202602262311,1,4,3,4,3,6,×,×,×,×,逃げ,差し,×,5,1.0,6,2.0,4,3.0,2,4.0,3,5.0,1,6.0,0,×,0.057,0.05,0.059,0.13,0.065,0.07,0.039,0.14,0.041,0.16,0.014,0.13,0.06983333333333334
202602262312,1,4,5,1,3,5,○,×,○,×,逃げ,逃げ,○,3,1.0,4,2.0,5,3.0,1,4.0,2,5.0,6,6.0,1,×,0.015,0.11,-0.041,0.19,0.049,0.2,0.053,0.19,0.04,0.19,0.05,0.29,0.16733333333333333
202602262101,1,4,2,4,1,3,×,×,×,×,逃げ,まくり,×,1,1.0,5,2.0,2,3.0,3,5.0,4,6.0,6,4.0,1,×,0.069,0.26,0.16,0.3,0.092,0.28,0.148,0.13,0.185,0.15,0.093,0.37,0.14150000000000001
202602262102,2,1,6,1,2,4,×,×,×,×,逃げ,逃げ,○,4,1.0,1,2.0,3,3.0,6,4.0,5,5.0,2,6.0,2,×,0.077,0.12,0.082,0.13,0.221,0.12,0.072,0.11,0.302,0.13,0.165,0.24,0.0795
202602262103,2,4,3,4,5,1,×,×,×,×,逃げ,まくり,×,5,1.0,2,2.0,3,3.0,1,4.0,6,5.0,4,6.0,2,×,0.135,0.17,0.234,0.18,0.121,0.23,0.083,0.11,0.218,0.1,0.112,0.42,0.1085
202602262104,1,3,4,1,4,5,○,×,×,×,逃げ,逃げ,○,1,1.0,6,2.0,3,3.0,2,4.0,4,5.0,5,6.0,2,×,0.076,0.16,0.084,0.21,0.143,0.19,0.153,0.19,0.274,0.17,0.268,0.22,0.07433333333333335
202602262105,3,1,4,1,4,2,×,×,×,×,逃げ,逃げ,○,2,1.0,5,2.0,1,3.0,3,4.0,6,5.0,4,6.0,0,×,0.124,0.16,0.163,0.15,0.065,0.19,0.113,0.25,0.081,0.23,0.196,0.2,0.07733333333333335
202602262107,4,3,1,4,2,1,○,×,○,×,逃げ,まくり,×,2,1.0,4,2.0,3,3.0,1,4.0,6,5.0,5,6.0,1,×,0.098,0.16,0.095,0.15,0.068,0.19,0.12,0.11,0.164,0.21,0.314,0.3,0.0515
