レースコード,レース日,レース場,レース回,ステータス,計測数,計測項目1,計測項目2,計測項目3,艇1_選手名,艇1_値1,艇1_値2,艇1_値3,艇2_選手名,艇2_値1,艇2_値2,艇2_値3,艇3_選手名,艇3_値1,艇3_値2,艇3_値3,艇4_選手名,艇4_値1,艇4_値2,艇4_値3,艇5_選手名,艇5_値1,艇5_値2,艇5_値3,艇6_選手名,艇6_値1,艇6_値2,艇6_値3
202604050101,2026-04-05,1,01R,1,3,半周ラップ,まわり足,直線,橋本 久和,18.18,4.43,7.65,黒柳 浩孝,18.58,4.7,7.64,大庭 元明,18.75,4.57,7.59,橋本 英一,18.66,4.49,7.54,牟田 奨太,18.86,4.58,7.7,前田 篤哉,18.38,4.75,7.56
202604050102,2026-04-05,1,02R,1,3,半周ラップ,まわり足,直線,島田 賢人,18.12,4.54,7.5,渡邊 裕貴,19.03,4.71,7.58,大澤 大夢,18.75,4.53,7.64,佐藤 大佑,18.94,4.71,7.67,中 亮太,18.42,4.88,7.67,高橋 英之,18.53,4.61,7.75
202604050103,2026-04-05,1,03R,1,3,半周ラップ,まわり足,直線,寺本 重宣,18.51,4.46,7.56,吉川 昭男,18.59,4.63,7.7,黒崎 竜也,18.48,4.47,7.48,和田 操拓,18.94,4.51,7.5,中井 俊祐,18.84,4.77,7.67,若林 将,18.51,4.58,7.55
202604050104,2026-04-05,1,04R,1,3,半周ラップ,まわり足,直線,笠置 博之,18.74,4.37,7.58,河野 主樹,18.45,4.54,7.58,田頭 実,18.46,4.72,7.66,平田 忠則,19.2,4.75,7.78,平見 真彦,18.78,4.62,7.57,江口 晃生,18.45,4.53,7.6
202604050105,2026-04-05,1,05R,1,3,半周ラップ,まわり足,直線,金田 諭,18.36,4.42,7.62,花田 和明,18.94,4.62,7.79,平石 和男,18.61,4.75,7.62,浜先 真範,18.42,4.4,7.58,野村 誠,18.8,4.72,7.67,杢野 誓良,18.92,4.92,7.77
202604050106,2026-04-05,1,06R,1,3,半周ラップ,まわり足,直線,谷津 幸宏,18.36,4.41,7.69,間嶋 仁志,18.83,4.61,7.76,中里 昌志,18.63,4.58,7.66,井田 涼介,18.61,4.33,7.7,大庭 元明,18.98,4.66,7.69,藤田 康生,18.83,4.6,7.5
202604050107,2026-04-05,1,07R,1,3,半周ラップ,まわり足,直線,中田 友也,18.5,4.55,7.78,橋本 英一,18.5,4.56,7.59,山下 和彦,18.54,4.54,7.62,牟田 奨太,19.07,4.74,7.7,眞崎 武蔵,18.63,5.0,7.59,崎 利仁,18.9,4.8,7.58
202604050108,2026-04-05,1,08R,1,3,半周ラップ,まわり足,直線,黒柳 浩孝,18.55,4.41,7.59,橋本 久和,18.3,4.62,7.62,池本 輝明,18.67,4.43,7.73,大塚 康雅,18.54,4.63,7.74,川崎 智幸,18.25,4.49,7.68,中村 楓,18.59,4.6,7.52
202604050109,2026-04-05,1,09R,1,3,半周ラップ,まわり足,直線,若林 将,18.6,4.24,7.75,中 亮太,18.62,4.51,7.82,平田 忠則,18.73,4.47,7.75,金田 諭,18.53,4.72,7.69,花田 和明,18.95,4.82,7.91,島田 賢人,18.39,4.69,7.66
202604050110,2026-04-05,1,10R,1,3,半周ラップ,まわり足,直線,高橋 英之,18.58,4.62,7.7,浜先 真範,18.49,4.42,7.66,佐藤 大佑,18.89,4.51,7.74,平石 和男,18.25,4.66,7.54,吉川 昭男,18.69,4.62,7.73,笠置 博之,18.8,4.52,7.81
202604050111,2026-04-05,1,11R,1,3,半周ラップ,まわり足,直線,江口 晃生,18.1,4.5,7.56,野村 誠,18.52,4.41,7.62,河野 主樹,18.32,4.7,7.58,黒崎 竜也,18.41,4.41,7.66,谷津 幸宏,18.51,4.58,7.81,寺本 重宣,18.72,4.49,7.7
202604050112,2026-04-05,1,12R,1,3,半周ラップ,まわり足,直線,田頭 実,18.42,4.49,7.62,山下 和彦,18.22,4.49,7.58,中井 俊祐,18.74,4.64,7.55,大澤 大夢,18.7,4.52,7.74,渡邊 裕貴,18.54,4.56,7.67,大塚 康雅,18.77,4.82,7.61
