レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202608270101,2026-08-27,01,01R,寺田 祥,7.9,0.15,3.4,5,,IP,1,,IP,2,,IP,1,,IP,2,,IP,1,,IP,2,,IP,1,,IP,5,,IP,1,,G2,前沢 丈史,6.6,0.15,3.6,6,,IP,3,,IP,2,,IP,4,,IP,3,,G2,2,,IP,3,,IP,2,,IP,2,,IP,1,,IP,篠崎 仁志,6.7,0.15,3.7,2,,IP,4,,SG,3,,G2,4,,G2,2,,G2,3,,G2,3,,G2,2,,G1,6,,G1,3,,G1,下條 雄太郎,5.9,0.12,3.4,3,,IP,2,,IP,2,,IP,3,,IP,2,,IP,3,,IP,3,,IP,5,,G2,5,,G2,4,,G1,河合 佑樹,7.0,0.17,4.0,1,,IP,5,,G2,1,,SG,4,,SG,3,,G1,3,,SG,2,,SG,3,,G1,4,,G1,5,,IP,土屋 智則,5.5,0.14,3.7,1,1,IP,1,5,IP,3,3,IP,3,4,IP,6,,IP,5,,G3,1,4,G3,5,4,G3,5,,SG,5,,SG
202608270102,2026-08-27,01,02R,菅 章哉,7.8,0.14,3.9,1,,IP,3,,IP,1,,IP,1,,IP,3,,IP,F,,SG,1,,G1,1,,G1,6,,SG,1,,IP,関 浩哉,8.7,0.11,2.5,1,,IP,1,,IP,3,,IP,4,,SG,1,,IP,3,,G2,1,,G2,3,,SG,2,,G1,2,,SG,羽野 直也,9.2,0.14,3.1,1,,IP,1,,IP,1,,IP,2,,G2,2,,G1,3,,G1,1,,G1,2,,IP,1,,IP,2,,IP,大峯 豊,7.6,0.17,3.0,6,5,IP,2,,IP,2,,IP,1,,IP,2,,G2,2,,SG,3,,G1,2,,IP,2,,G2,3,,IP,佐藤 隆太郎,7.7,0.16,3.3,1,,IP,5,,SG,2,6,SG,1,,IP,3,2,G2,2,,SG,6,,G1,2,,SG,2,,G2,4,,G2,井口 佳典,5.6,0.16,3.4,1,5,IP,4,,IP,6,,SG,6,,SG,2,5,G2,4,,SG,5,,G1,6,,G1,1,,G3,3,5,G3
202608270103,2026-08-27,01,03R,新田 雄史,9.6,0.09,2.0,F,,IP,1,,IP,1,,SG,1,,IP,1,,IP,1,,IP,1,,G2,2,,G2,1,,SG,1,,SG,森高 一真,6.0,0.13,3.1,4,,IP,2,,IP,2,,IP,4,,SG,5,,G2,1,,IP,5,,IP,4,,SG,5,,SG,2,,G1,長田 頼宗,7.8,0.11,2.1,4,,IP,4,,SG,2,,IP,2,,IP,1,,SG,2,,IP,3,,IP,3,,IP,1,,IP,2,,G2,中島 孝平,6.8,0.15,3.5,4,,IP,1,,IP,2,5,SG,5,,G1,5,,G1,2,,G3,2,,G3,2,,G1,2,,IP,4,,G1,柳生 泰二,7.4,0.17,3.1,1,,IP,1,,IP,3,6,IP,3,,IP,1,4,IP,5,,G1,3,,G1,3,,G2,4,,G2,1,,IP,茅原 悠紀,6.1,0.15,3.8,2,5,IP,2,4,IP,3,,SG,4,5,G3,2,,G3,4,,IP,3,,SG,5,,SG,3,,IP,5,,IP
202608270104,2026-08-27,01,04R,中田 竜太,7.2,0.13,3.2,4,,IP,1,,IP,1,,IP,6,,SG,2,,IP,1,,IP,4,,G2,3,,G2,5,,SG,1,,IP,石渡 鉄兵,6.7,0.14,3.3,4,,IP,1,,IP,6,,SG,1,1,IP,5,,G2,3,,G2,4,,SG,2,,IP,2,,IP,2,,IP,岩瀬 裕亮,6.3,0.18,3.5,3,,IP,1,,IP,2,,IP,6,,SG,5,,SG,5,,G2,2,,IP,1,,IP,2,,IP,6,,G1,桑原 悠,7.5,0.15,2.7,1,,IP,3,,IP,3,,IP,3,,G2,6,,IP,4,,G1,1,,G1,2,3,G1,3,,G1,1,,G1,毒島 誠,7.3,0.13,2.4,3,,IP,3,,IP,4,,IP,5,,IP,1,4,IP,2,2,G2,3,,IP,2,4,IP,1,1,IP,1,,IP,馬場 貴也,6.1,0.16,4.2,3,,IP,2,5,IP,5,4,SG,6,,SG,2,,G2,3,,SG,3,,G1,5,,G1,4,,G1,3,5,SG
202608270105,2026-08-27,01,05R,西岡 顕心,8.9,0.16,3.0,1,,IP,1,,IP,1,,IP,2,,SG,3,,G3,1,,IP,1,,IP,1,,IP,2,,IP,4,,IP,宮之原 輝紀,8.6,0.14,2.3,1,,IP,1,,G3,1,,IP,4,,G2,2,,G2,3,,G2,2,,IP,2,,IP,1,,IP,2,,G1,仲谷 颯仁,7.2,0.14,2.9,1,,IP,2,,IP,1,2,IP,3,,SG,3,,SG,2,,IP,2,,G2,5,4,G2,4,,SG,6,,IP,大上 卓人,6.7,0.12,3.1,3,,IP,4,,IP,2,,SG,4,,SG,4,,IP,2,,IP,1,,IP,4,,SG,3,5,G1,4,,G1,丸野 一樹,7.8,0.1,2.4,3,,IP,4,,SG,1,,G2,3,,SG,6,,G1,2,,G1,1,,SG,3,,G1,3,,G1,1,,IP,松井 繁,6.8,0.14,3.5,2,2,IP,5,2,SG,4,5,G2,1,4,IP,4,,SG,2,4,IP,2,4,IP,2,1,SG,4,2,IP,4,,G1
202608270106,2026-08-27,01,06R,萩原 秀人,9.7,0.12,2.8,1,,IP,3,,IP,1,,IP,1,,IP,1,,G3,1,,G3,1,,G3,1,,G3,1,,IP,1,,IP,山口 剛,6.89,0.14,3.0,1,,IP,エ,,SG,転,,SG,5,,G2,5,,SG,3,,SG,2,,G1,3,,G1,1,,G1,2,,SG,宮地 元輝,6.6,0.12,3.0,6,,IP,2,,SG,2,,G1,5,,G1,2,,SG,2,,SG,4,,G1,6,,G1,2,,IP,2,,IP,寺田 祥,6.5,0.16,2.4,3,,IP,3,,IP,3,,IP,3,,IP,2,,G2,2,,G2,4,,IP,2,,IP,3,,IP,5,,G2,久田 敏之,6.7,0.11,2.2,1,,IP,4,,G3,3,6,IP,2,,IP,1,,IP,4,,G3,1,,G3,6,,G1,3,,G1,4,,G1,磯部 誠,6.3,0.15,3.0,2,5,IP,1,5,IP,3,,SG,2,,G2,4,,SG,5,,G1,6,,G1,4,,G1,4,,G1,4,,G1
202608270107,2026-08-27,01,07R,西山 貴浩,9.9,0.1,1.5,1,,IP,1,,SG,1,,SG,2,,G3,1,,G3,1,,G3,1,,G3,5,,SG,1,,G1,1,,G1,和田 兼輔,6.1,0.15,3.2,2,,IP,5,,IP,2,,IP,3,,IP,3,,IP,5,,G2,2,,IP,1,,IP,転,,IP,1,,IP,白井 英治,8.3,0.11,2.5,1,,IP,3,,SG,2,,SG,2,,IP,3,,G2,1,4,SG,2,,G1,3,,G1,5,,SG,3,,SG,菅 章哉,8.2,0.14,3.2,1,,IP,1,,IP,1,5,IP,6,3,SG,1,,G1,6,6,SG,1,5,IP,1,,IP,1,6,SG,6,,SG,池田 浩二,5.7,0.14,3.9,3,,IP,2,4,IP,4,,SG,5,,G2,4,,SG,4,,SG,3,,G1,5,,G1,5,,SG,3,,SG,坪井 康晴,5.9,0.18,3.1,3,5,IP,6,,IP,4,,SG,3,,IP,1,5,IP,2,5,IP,4,,G2,2,5,IP,4,5,IP,4,,G2
202608270108,2026-08-27,01,08R,下條 雄太郎,9.7,0.13,2.7,1,,IP,1,,IP,1,,IP,1,,IP,2,,IP,1,,IP,2,,IP,1,,IP,1,,IP,1,,IP,井口 佳典,5.9,0.17,3.8,2,,IP,5,,IP,3,3,IP,5,,SG,6,,SG,2,,IP,3,,G2,2,,G2,1,,SG,転,,SG,定松 勇樹,7.1,0.11,3.0,3,,IP,1,,IP,3,,SG,2,,G3,2,,G3,4,,SG,4,,G1,3,,SG,2,2,IP,5,,G1,茅原 悠紀,7.9,0.1,1.8,1,2,IP,3,,SG,2,,SG,2,,G3,4,,IP,1,,IP,3,,SG,2,,IP,6,,IP,1,,IP,石渡 鉄兵,7.0,0.12,2.4,4,,IP,3,4,IP,4,,SG,3,,SG,2,,IP,5,,G2,3,,G2,1,,SG,2,,IP,2,,IP,椎名 豊,6.5,0.14,2.2,2,5,IP,2,5,IP,2,5,IP,5,,IP,1,,IP,4,5,IP,2,,IP,6,,G3,2,,G3,2,,IP
202608270109,2026-08-27,01,09R,吉田 拡郎,10.1,0.14,2.1,1,,IP,2,,IP,2,,IP,1,,SG,1,,G3,1,,G3,1,,G3,1,,G3,1,,G2,1,,G2,佐藤 隆太郎,7.1,0.1,2.0,1,,IP,2,,IP,2,,SG,5,3,IP,2,,IP,2,,G2,5,1,G2,3,,IP,2,,SG,5,,G1,毒島 誠,8.1,0.17,2.7,1,,IP,2,,IP,2,,IP,2,,IP,4,,G2,2,,IP,3,,IP,1,,IP,1,,IP,2,,IP,篠崎 元志,7.5,0.14,2.6,2,,IP,1,,IP,1,,IP,3,,IP,2,,G3,4,,SG,2,,SG,2,,IP,3,,IP,6,3,SG,平本 真之,7.2,0.13,2.5,5,3,IP,3,,IP,1,3,IP,3,,SG,1,,IP,2,4,G2,2,,G2,5,,SG,2,,G1,5,,G1,吉川 元浩,5.5,0.22,4.1,3,5,IP,2,4,G3,3,,G3,4,5,IP,3,,IP,4,,G2,6,,G2,3,4,IP,3,,G2,4,,G2
202608270110,2026-08-27,01,10R,関 浩哉,11.0,0.11,2.3,1,,IP,1,,IP,1,,SG,1,,IP,1,,G2,1,,G2,1,,SG,1,,SG,1,,G1,1,,G1,松井 繁,8.0,0.14,3.3,3,3,IP,2,,SG,1,,SG,3,,G2,2,,IP,1,,SG,5,,SG,2,,IP,6,,IP,1,,IP,新田 雄史,7.5,0.13,2.8,1,,IP,2,,SG,2,,SG,3,,IP,2,,G2,6,,SG,3,2,G1,4,,G1,2,,SG,4,,G1,中田 竜太,6.22,0.16,3.7,3,,IP,転,3,IP,4,,SG,5,,IP,2,,IP,3,,IP,2,,G2,4,,G2,3,,SG,5,,SG,前沢 丈史,5.0,0.13,3.3,3,,IP,3,,IP,5,,IP,4,,IP,2,6,IP,5,,G2,3,,G2,F,,IP,3,,IP,2,,IP,峰 竜太,7.7,0.11,2.6,1,4,IP,2,,SG,1,4,G2,6,,SG,3,,SG,4,,G1,3,,G1,3,,SG,3,,SG,4,,G1
