レースコード,レース日,レース場コード,レース回,艇1_選手名,艇1_枠番別勝率,艇1_枠番別平均ST,艇1_枠番別平均スタート順,艇1_過去1走_着順,艇1_過去1走_進入,艇1_過去1走_グレード,艇1_過去2走_着順,艇1_過去2走_進入,艇1_過去2走_グレード,艇1_過去3走_着順,艇1_過去3走_進入,艇1_過去3走_グレード,艇1_過去4走_着順,艇1_過去4走_進入,艇1_過去4走_グレード,艇1_過去5走_着順,艇1_過去5走_進入,艇1_過去5走_グレード,艇1_過去6走_着順,艇1_過去6走_進入,艇1_過去6走_グレード,艇1_過去7走_着順,艇1_過去7走_進入,艇1_過去7走_グレード,艇1_過去8走_着順,艇1_過去8走_進入,艇1_過去8走_グレード,艇1_過去9走_着順,艇1_過去9走_進入,艇1_過去9走_グレード,艇1_過去10走_着順,艇1_過去10走_進入,艇1_過去10走_グレード,艇2_選手名,艇2_枠番別勝率,艇2_枠番別平均ST,艇2_枠番別平均スタート順,艇2_過去1走_着順,艇2_過去1走_進入,艇2_過去1走_グレード,艇2_過去2走_着順,艇2_過去2走_進入,艇2_過去2走_グレード,艇2_過去3走_着順,艇2_過去3走_進入,艇2_過去3走_グレード,艇2_過去4走_着順,艇2_過去4走_進入,艇2_過去4走_グレード,艇2_過去5走_着順,艇2_過去5走_進入,艇2_過去5走_グレード,艇2_過去6走_着順,艇2_過去6走_進入,艇2_過去6走_グレード,艇2_過去7走_着順,艇2_過去7走_進入,艇2_過去7走_グレード,艇2_過去8走_着順,艇2_過去8走_進入,艇2_過去8走_グレード,艇2_過去9走_着順,艇2_過去9走_進入,艇2_過去9走_グレード,艇2_過去10走_着順,艇2_過去10走_進入,艇2_過去10走_グレード,艇3_選手名,艇3_枠番別勝率,艇3_枠番別平均ST,艇3_枠番別平均スタート順,艇3_過去1走_着順,艇3_過去1走_進入,艇3_過去1走_グレード,艇3_過去2走_着順,艇3_過去2走_進入,艇3_過去2走_グレード,艇3_過去3走_着順,艇3_過去3走_進入,艇3_過去3走_グレード,艇3_過去4走_着順,艇3_過去4走_進入,艇3_過去4走_グレード,艇3_過去5走_着順,艇3_過去5走_進入,艇3_過去5走_グレード,艇3_過去6走_着順,艇3_過去6走_進入,艇3_過去6走_グレード,艇3_過去7走_着順,艇3_過去7走_進入,艇3_過去7走_グレード,艇3_過去8走_着順,艇3_過去8走_進入,艇3_過去8走_グレード,艇3_過去9走_着順,艇3_過去9走_進入,艇3_過去9走_グレード,艇3_過去10走_着順,艇3_過去10走_進入,艇3_過去10走_グレード,艇4_選手名,艇4_枠番別勝率,艇4_枠番別平均ST,艇4_枠番別平均スタート順,艇4_過去1走_着順,艇4_過去1走_進入,艇4_過去1走_グレード,艇4_過去2走_着順,艇4_過去2走_進入,艇4_過去2走_グレード,艇4_過去3走_着順,艇4_過去3走_進入,艇4_過去3走_グレード,艇4_過去4走_着順,艇4_過去4走_進入,艇4_過去4走_グレード,艇4_過去5走_着順,艇4_過去5走_進入,艇4_過去5走_グレード,艇4_過去6走_着順,艇4_過去6走_進入,艇4_過去6走_グレード,艇4_過去7走_着順,艇4_過去7走_進入,艇4_過去7走_グレード,艇4_過去8走_着順,艇4_過去8走_進入,艇4_過去8走_グレード,艇4_過去9走_着順,艇4_過去9走_進入,艇4_過去9走_グレード,艇4_過去10走_着順,艇4_過去10走_進入,艇4_過去10走_グレード,艇5_選手名,艇5_枠番別勝率,艇5_枠番別平均ST,艇5_枠番別平均スタート順,艇5_過去1走_着順,艇5_過去1走_進入,艇5_過去1走_グレード,艇5_過去2走_着順,艇5_過去2走_進入,艇5_過去2走_グレード,艇5_過去3走_着順,艇5_過去3走_進入,艇5_過去3走_グレード,艇5_過去4走_着順,艇5_過去4走_進入,艇5_過去4走_グレード,艇5_過去5走_着順,艇5_過去5走_進入,艇5_過去5走_グレード,艇5_過去6走_着順,艇5_過去6走_進入,艇5_過去6走_グレード,艇5_過去7走_着順,艇5_過去7走_進入,艇5_過去7走_グレード,艇5_過去8走_着順,艇5_過去8走_進入,艇5_過去8走_グレード,艇5_過去9走_着順,艇5_過去9走_進入,艇5_過去9走_グレード,艇5_過去10走_着順,艇5_過去10走_進入,艇5_過去10走_グレード,艇6_選手名,艇6_枠番別勝率,艇6_枠番別平均ST,艇6_枠番別平均スタート順,艇6_過去1走_着順,艇6_過去1走_進入,艇6_過去1走_グレード,艇6_過去2走_着順,艇6_過去2走_進入,艇6_過去2走_グレード,艇6_過去3走_着順,艇6_過去3走_進入,艇6_過去3走_グレード,艇6_過去4走_着順,艇6_過去4走_進入,艇6_過去4走_グレード,艇6_過去5走_着順,艇6_過去5走_進入,艇6_過去5走_グレード,艇6_過去6走_着順,艇6_過去6走_進入,艇6_過去6走_グレード,艇6_過去7走_着順,艇6_過去7走_進入,艇6_過去7走_グレード,艇6_過去8走_着順,艇6_過去8走_進入,艇6_過去8走_グレード,艇6_過去9走_着順,艇6_過去9走_進入,艇6_過去9走_グレード,艇6_過去10走_着順,艇6_過去10走_進入,艇6_過去10走_グレード
202608220201,2026-08-22,02,01R,加藤 高史,6.5,0.23,4.6,6,,G3,3,,IP,2,,IP,2,,IP,2,,IP,1,,IP,3,,IP,5,,IP,1,,IP,3,,IP,江藤 敦宏,4.7,0.2,4.7,4,,IP,6,,IP,3,3,IP,4,,IP,5,,IP,5,,IP,1,,IP,2,,IP,3,,IP,4,,IP,黄金井 力良,5.7,0.11,2.1,1,,IP,3,,IP,3,,IP,6,,G3,4,,IP,5,,IP,3,,IP,2,,IP,3,,IP,2,,IP,中村 楓,2.8,0.13,2.7,4,,IP,4,,IP,5,,IP,5,,IP,5,6,IP,4,,IP,5,,IP,4,,IP,5,,IP,5,,IP,竹内 来,3.7,0.13,3.1,1,,IP,2,,IP,5,6,IP,6,6,IP,6,,IP,5,,IP,3,,IP,6,,IP,4,,IP,5,,IP,山本 稔太朗,4.0,0.21,4.7,2,,IP,6,,IP,3,,IP,4,,G3,3,4,G3,4,,IP,4,,G3,4,,G3,5,,IP,6,,IP
202608220202,2026-08-22,02,02R,中島 航,7.1,0.16,3.9,2,,IP,6,,IP,2,,IP,3,,IP,1,,G3,2,,IP,2,,IP,1,,G3,1,,IP,5,,IP,赤羽 克也,6.2,0.17,4.1,2,,IP,5,,IP,6,,IP,3,,IP,3,,IP,2,,IP,2,,IP,3,,IP,2,,IP,2,,IP,佐竹 友樹,2.9,0.15,3.9,5,,IP,4,,IP,6,2,IP,6,4,IP,5,,G2,6,,G2,2,,IP,5,,IP,4,,IP,5,,IP,浜崎 準也,3.7,0.19,3.8,4,3,IP,6,,IP,6,,IP,5,,IP,4,5,IP,4,5,IP,1,,IP,4,,IP,3,,IP,6,,IP,山本 英志,4.2,0.16,3.1,6,,IP,4,,IP,5,,IP,3,,IP,6,,G2,2,,G2,4,,IP,5,,IP,4,,G3,2,,IP,野中 義生,4.2,0.14,3.1,6,,IP,4,,IP,5,,IP,6,,G3,3,,G3,2,,G3,4,,G3,2,,G3,5,,G3,3,,IP
202608220203,2026-08-22,02,03R,近藤 友宝,7.4,0.18,3.6,3,,IP,3,,IP,2,,IP,4,,IP,1,,IP,1,,IP,2,,IP,1,,IP,2,,IP,4,,IP,妹尾 忠幸,6.0,0.15,2.9,3,,IP,3,,IP,5,,IP,3,,IP,3,,IP,2,,IP,4,,IP,2,,IP,2,,IP,3,,IP,大江 純,4.8,0.14,2.2,1,,IP,6,,IP,転,,IP,4,,IP,2,,IP,1,,IP,5,,IP,2,4,G3,4,,G3,6,4,IP,川上 剛,5.3,0.17,3.5,4,,IP,2,,IP,3,,IP,1,,IP,4,,IP,4,3,IP,5,,IP,3,,IP,6,,IP,2,,IP,内山 文典,3.2,0.15,3.3,3,,IP,5,,IP,6,,IP,2,,IP,5,,IP,2,,IP,5,,IP,6,,IP,6,,IP,6,,IP,吉村 誠,5.2,0.15,3.2,5,,IP,3,,IP,3,,IP,3,,IP,2,5,IP,4,,IP,4,,IP,4,5,IP,2,,IP,4,,IP
202608220204,2026-08-22,02,04R,乃村 康友,6.0,0.18,3.8,1,,IP,2,,IP,3,,IP,3,,IP,F,,IP,1,,IP,2,,IP,3,,G3,4,,IP,5,,IP,吉島 祥之,5.3,0.18,4.2,3,,IP,2,,G3,1,,G3,5,,IP,5,,IP,1,,IP,4,,IP,3,,IP,6,,IP,4,,IP,東本 勝利,5.8,0.18,3.9,4,,IP,2,,IP,4,,IP,2,,IP,5,,IP,2,,IP,3,4,G3,4,,G3,3,,G3,2,,IP,前原 大道,6.0,0.13,2.6,3,,IP,1,,IP,1,,IP,5,,G3,2,,G3,2,,IP,6,,G2,F,,G2,4,,IP,1,,IP,木山 大聖,5.3,0.07,1.1,4,,IP,2,,IP,2,,IP,1,,IP,2,,IP,5,,IP,5,,IP,1,4,IP,落,,IP,6,,IP,三川 昂暁,3.8,0.16,3.6,6,,IP,5,,IP,4,,IP,6,,IP,4,,IP,3,,IP,5,,IP,5,,IP,2,,IP,2,,IP
202608220205,2026-08-22,02,05R,永嶋 裕一,8.0,0.13,1.9,1,,IP,5,,IP,1,,IP,3,,IP,1,,IP,1,,IP,2,,IP,4,,IP,1,,IP,1,,IP,堂原 洋史,3.8,0.16,3.8,2,,IP,3,,IP,転,,IP,4,,IP,2,,G3,6,,G3,6,,IP,4,,IP,4,,IP,5,,IP,加藤 高史,5.11,0.18,4.5,4,,G3,2,4,G3,4,,IP,4,,IP,5,4,IP,2,,IP,転,,IP,3,,IP,4,,IP,3,,IP,常住 蓮,7.5,0.13,2.6,3,,IP,1,,IP,4,,IP,3,,IP,3,,G3,1,,G3,2,,G2,5,,G2,1,,G1,3,,SG,高橋 勲,5.22,0.11,2.8,6,,IP,エ,,IP,4,3,IP,3,,IP,5,,G3,3,,G3,3,3,G3,2,,IP,3,3,IP,2,,G3,鳥本 智史,1.6,0.17,3.4,6,,IP,6,,IP,4,,IP,6,,IP,4,,IP,6,,IP,6,,IP,6,,IP,6,,IP,6,,IP
202608220206,2026-08-22,02,06R,本吉 正樹,5.8,0.18,3.3,1,,IP,5,,IP,2,,IP,6,,IP,2,,IP,1,,IP,6,,IP,4,,IP,3,,IP,2,,IP,鈴木 賢一,5.8,0.15,4.2,4,,G3,2,,IP,5,,IP,2,,IP,2,,G3,6,3,G3,1,,IP,6,,IP,2,,IP,2,,IP,中島 航,4.6,0.21,4.2,2,,IP,3,,IP,4,,IP,5,,IP,4,,IP,3,,IP,5,,IP,5,,IP,4,5,G3,2,,IP,尾嶋 一広,5.6,0.11,1.8,3,,IP,1,,G3,4,,IP,2,,IP,6,,IP,3,,IP,4,,G1,2,,IP,3,,IP,5,,IP,若林 義人,6.0,0.17,3.9,3,,IP,1,4,IP,3,,IP,2,,IP,5,,IP,6,,G3,3,,G3,2,,IP,5,,IP,1,2,IP,柴田 朋哉,5.2,0.13,3.2,3,,IP,2,,IP,5,,IP,6,,G3,3,,IP,4,,IP,4,,IP,1,,IP,1,,IP,6,,IP
202608220207,2026-08-22,02,07R,内堀 学,8.4,0.12,2.6,2,,IP,F,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,3,,IP,1,,IP,近藤 友宝,3.4,0.17,3.3,4,,IP,2,,IP,6,,IP,6,,IP,6,,IP,3,,IP,4,,IP,5,3,IP,3,3,IP,6,,IP,野中 義生,4.5,0.16,3.1,3,,IP,2,,IP,5,,IP,4,,IP,5,,IP,F,,G3,5,,IP,1,4,IP,1,4,IP,6,,G3,木山 大聖,4.5,0.11,2.6,4,,IP,3,,IP,4,,IP,6,,IP,3,,IP,2,,IP,5,,IP,4,,IP,4,,IP,3,,IP,中村 楓,2.5,0.13,2.8,6,6,IP,6,,IP,3,,IP,6,6,IP,6,6,IP,5,,IP,4,,IP,5,,IP,3,,IP,6,,IP,野相 弘司,2.3,0.23,5.1,6,,IP,5,,IP,3,,IP,4,,IP,5,,IP,4,,IP,6,,IP,6,,IP,6,,IP,6,,IP
202608220208,2026-08-22,02,08R,江藤 敦宏,4.8,0.19,4.2,6,,IP,6,,IP,1,,IP,5,,IP,5,,IP,2,,IP,1,,IP,2,,IP,5,,IP,4,,IP,乃村 康友,5.1,0.18,4.2,6,,IP,2,,IP,4,,IP,2,,IP,6,,IP,6,,IP,1,,IP,3,,IP,2,,IP,4,3,G3,川上 剛,5.3,0.16,3.2,2,2,IP,2,,IP,4,,IP,4,,IP,1,,IP,4,,IP,4,,IP,4,,IP,3,,IP,6,,IP,佐竹 友樹,3.9,0.15,2.8,4,,IP,6,,IP,4,,IP,2,,IP,3,,IP,6,,IP,6,,IP,5,5,G2,5,,G2,2,,IP,鳥本 智史,1.8,0.17,3.6,6,6,IP,6,6,IP,6,6,IP,6,6,IP,6,6,IP,6,6,IP,5,6,IP,6,6,IP,6,6,IP,2,6,IP,久富 政弘,3.9,0.21,5.0,1,,IP,4,,IP,3,,IP,6,,IP,5,,IP,6,,IP,3,4,IP,5,,IP,3,,IP,6,,IP
202608220209,2026-08-22,02,09R,東本 勝利,8.6,0.16,3.5,2,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,1,,IP,5,,IP,2,,IP,2,,IP,高橋 勲,6.3,0.12,2.2,6,,IP,5,,IP,5,,IP,2,,IP,1,3,G3,1,,G3,3,,G3,2,,IP,2,,IP,2,,G3,赤羽 克也,7.4,0.13,3.1,3,,IP,3,,IP,2,,IP,1,,IP,2,,IP,4,,IP,3,,IP,1,,IP,1,,IP,3,,IP,竹内 来,2.3,0.21,4.0,3,,IP,5,,IP,4,5,IP,6,5,IP,6,,IP,5,,IP,6,,IP,4,,IP,6,6,IP,6,5,IP,大江 純,1.8,0.13,4.2,6,,IP,6,6,IP,6,,IP,6,,IP,6,,IP,3,,IP,6,,IP,6,,IP,4,,IP,6,,G3,相原 利章,3.6,0.13,2.6,5,,IP,3,,IP,5,,IP,4,,IP,5,,IP,5,,IP,3,,IP,4,,IP,3,,IP,5,,IP
202608220210,2026-08-22,02,10R,吉島 祥之,6.7,0.17,3.8,4,,IP,1,,IP,3,,G3,2,,G3,5,,IP,3,,IP,6,,IP,1,,IP,1,,IP,1,,IP,吉村 誠,8.2,0.18,3.5,2,,IP,1,,IP,1,,IP,2,,IP,4,,IP,3,,IP,1,3,IP,1,,IP,3,,IP,1,,IP,常住 蓮,7.6,0.12,2.4,1,,IP,2,,IP,2,,IP,1,,G3,4,,G2,3,,G2,3,,G2,3,,G1,3,,SG,3,,IP,鈴木 賢一,4.33,0.19,4.3,5,,G3,1,,IP,転,,IP,2,5,G3,3,,IP,4,,IP,6,,IP,4,,IP,5,5,IP,5,,IP,黄金井 力良,5.9,0.16,3.1,3,,IP,3,,G3,5,,IP,3,,IP,6,,IP,2,,IP,2,6,IP,1,,IP,3,,IP,3,,IP,坂東 満,2.0,0.22,4.7,5,,IP,6,,IP,6,,IP,6,,IP,3,,IP,6,,IP,6,,IP,6,,IP,4,,IP,5,,IP
