レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
201911110101,第５回寿司の美喜仁杯,2019-11-11,1,01R,1.0,2,1.0,2,11.0,17.0,1,1,53.9,0.0,6.86,-0.5,0.03,2,2,49.5,1.5,6.81,-0.5,0.04,3,3,52.0,0.0,6.87,-0.5,0.05,4,4,58.2,0.0,6.87,-0.5,0.03,5,5,56.6,0.0,6.85,-0.5,0.04,6,6,46.0,1.0,6.94,-0.5,0.13
201911110102,第５回寿司の美喜仁杯,2019-11-11,1,02R,2.0,1,1.0,3,15.0,17.0,1,1,52.2,0.0,6.87,-0.5,0.06,2,2,47.9,0.0,6.84,-0.5,0.06,3,3,51.9,0.0,6.88,-0.5,0.08,4,4,47.2,0.0,6.87,-0.5,0.21,5,6,55.3,0.0,6.92,-0.5,0.04,6,5,49.5,1.5,6.83,-0.5,0.03
201911110103,第５回寿司の美喜仁杯,2019-11-11,1,03R,1.0,2,1.0,3,15.0,17.0,1,1,47.0,0.0,6.8,-0.5,0.18,2,2,51.3,0.0,6.79,-0.5,0.03,3,3,52.5,0.0,6.85,0.0,0.08,4,6,51.5,0.0,6.84,-0.5,0.0,5,4,51.4,0.0,6.74,-0.5,0.04,6,5,55.8,0.0,6.8,-0.5,-0.07
201911110104,第５回寿司の美喜仁杯,2019-11-11,1,04R,1.0,2,1.0,3,15.0,17.0,1,1,47.2,0.0,6.85,-0.5,0.2,2,2,47.0,0.0,6.84,-0.5,-0.14,3,3,51.1,0.0,6.82,-0.5,-0.05,4,4,52.9,0.0,6.76,-0.5,-0.05,5,5,51.0,0.0,6.78,-0.5,-0.01,6,6,54.7,0.0,6.95,-0.5,0.35
201911110105,第５回寿司の美喜仁杯,2019-11-11,1,05R,0.0,1,0.0,2,14.0,17.0,1,1,50.0,1.0,6.86,-0.5,0.16,2,2,53.9,0.0,6.89,-0.5,0.11,3,3,52.5,0.0,6.79,-0.5,0.15,4,4,51.0,0.0,6.82,-0.5,0.12,5,5,52.8,0.0,6.91,-0.5,0.14,6,6,56.6,0.0,6.98,-0.5,0.13
201911110106,第５回寿司の美喜仁杯,2019-11-11,1,06R,0.0,1,0.0,2,14.0,17.0,1,2,52.6,0.0,6.82,-0.5,0.09,2,1,52.7,0.0,6.95,-0.5,0.05,3,3,48.4,0.0,6.76,-0.5,0.31,4,4,52.2,0.0,6.86,-0.5,0.13,5,6,46.0,1.0,6.9,-0.5,0.13,6,5,51.0,0.0,6.9,-0.5,-0.02
201911110107,第５回寿司の美喜仁杯,2019-11-11,1,07R,0.0,1,0.0,2,14.0,17.0,1,1,50.5,0.5,6.73,-0.5,0.24,2,2,56.0,0.0,6.88,-0.5,0.17,3,4,47.2,0.0,6.86,-0.5,0.45,4,5,53.9,0.0,6.91,-0.5,-0.07,5,6,47.0,0.0,6.87,-0.5,-0.02,6,3,49.5,1.5,6.89,-0.5,0.07
201911110108,第５回寿司の美喜仁杯,2019-11-11,1,08R,0.0,1,0.0,2,13.0,17.0,1,1,51.5,0.0,6.82,-0.5,0.19,2,2,54.7,0.0,6.87,-0.5,0.18,3,3,49.5,1.5,6.84,-0.5,0.26,4,5,51.4,0.0,6.89,-0.5,0.09,5,4,51.1,0.0,6.81,-0.5,0.13,6,6,55.3,0.0,6.93,-0.5,0.31
201911110109,第５回寿司の美喜仁杯,2019-11-11,1,09R,2.0,2,1.0,2,13.0,17.0,1,1,52.1,0.0,6.86,-0.5,0.04,2,2,58.2,0.0,6.89,-0.5,-0.01,3,3,49.5,1.5,6.83,-0.5,-0.01,4,5,47.2,0.0,6.94,-0.5,0.15,5,6,48.4,0.0,6.85,-0.5,0.04,6,4,52.5,0.0,6.93,0.0,0.06
201911110110,第５回寿司の美喜仁杯,2019-11-11,1,10R,1.0,2,1.0,3,13.0,17.0,1,1,51.4,0.0,6.69,-0.5,0.04,2,2,52.9,0.0,6.81,-0.5,0.11,3,3,51.3,0.0,6.85,-0.5,0.08,4,4,56.0,0.0,6.89,-0.5,0.02,5,5,53.9,0.0,6.86,-0.5,0.29,6,6,50.0,1.0,6.84,-0.5,0.09
