レースコード,タイトル,レース日,レース場,レース回,風速(m),風向,波の高さ(cm),天候,気温(℃),水温(℃),艇1_艇番,艇1_コース,艇1_体重(kg),艇1_体重調整(kg),艇1_展示タイム,艇1_チルト調整,艇1_スタート展示,艇2_艇番,艇2_コース,艇2_体重(kg),艇2_体重調整(kg),艇2_展示タイム,艇2_チルト調整,艇2_スタート展示,艇3_艇番,艇3_コース,艇3_体重(kg),艇3_体重調整(kg),艇3_展示タイム,艇3_チルト調整,艇3_スタート展示,艇4_艇番,艇4_コース,艇4_体重(kg),艇4_体重調整(kg),艇4_展示タイム,艇4_チルト調整,艇4_スタート展示,艇5_艇番,艇5_コース,艇5_体重(kg),艇5_体重調整(kg),艇5_展示タイム,艇5_チルト調整,艇5_スタート展示,艇6_艇番,艇6_コース,艇6_体重(kg),艇6_体重調整(kg),艇6_展示タイム,艇6_チルト調整,艇6_スタート展示
201911140201,スカパー・ブロードキャスティング杯,2019-11-14,2,01R,2.0,,1.0,1,19.0,16.0,1,1,51.0,0.0,6.74,-0.5,0.09,2,2,52.9,0.0,6.66,-0.5,0.14,3,3,52.4,0.0,6.62,-0.5,0.07,4,4,52.7,0.0,6.75,-0.5,0.24,5,5,52.0,0.0,6.73,-0.5,0.17,6,6,52.3,0.0,6.73,-0.5,0.11
201911140202,スカパー・ブロードキャスティング杯,2019-11-14,2,02R,1.0,,0.0,1,15.0,14.0,1,1,50.5,0.5,6.74,-0.5,0.17,2,2,53.1,0.0,6.79,-0.5,0.07,3,3,56.7,0.0,6.67,-0.5,-0.03,4,4,50.5,0.5,6.65,-0.5,0.18,5,5,53.3,0.0,6.78,-0.5,0.12,6,6,51.0,0.0,6.73,-0.5,0.18
201911140203,スカパー・ブロードキャスティング杯,2019-11-14,2,03R,0.0,1,0.0,1,15.0,14.0,1,1,51.0,0.0,6.72,-0.5,0.03,2,2,52.0,0.0,6.79,-0.5,0.04,3,3,51.8,0.0,6.81,-0.5,-0.02,4,4,51.6,0.0,6.76,-0.5,0.14,5,5,51.0,0.0,6.68,-0.5,0.22,6,6,52.4,0.0,6.86,-0.5,0.12
201911140204,スカパー・ブロードキャスティング杯,2019-11-14,2,04R,0.0,1,0.0,1,17.0,14.0,1,2,51.0,0.0,6.76,-0.5,0.17,2,1,50.5,0.5,6.84,-0.5,0.13,3,3,51.1,0.0,6.81,-0.5,0.06,4,4,51.6,0.0,6.61,-0.5,-0.09,5,5,52.2,0.0,6.7,-0.5,0.01,6,6,52.6,0.0,6.73,-0.5,0.32
201911140205,スカパー・ブロードキャスティング杯,2019-11-14,2,05R,0.0,1,0.0,1,18.0,14.0,1,1,51.7,0.0,6.86,-0.5,0.21,2,2,51.0,0.0,6.84,-0.5,0.22,3,3,50.5,0.5,6.72,-0.5,0.29,4,4,51.2,0.0,6.81,-0.5,0.46,5,5,50.0,1.0,6.72,-0.5,0.35,6,6,52.4,0.0,6.8,-0.5,0.37
201911140206,スカパー・ブロードキャスティング杯,2019-11-14,2,06R,1.0,,0.0,1,19.0,14.0,1,1,50.0,1.0,6.87,-0.5,0.06,2,2,51.0,0.0,6.7,-0.5,0.07,3,3,51.3,0.0,6.8,-0.5,0.08,4,4,51.0,0.0,6.95,-0.5,-0.03,5,5,52.1,0.0,6.82,-0.5,0.05,6,6,56.7,0.0,6.72,-0.5,0.07
201911140207,スカパー・ブロードキャスティング杯,2019-11-14,2,07R,4.0,,2.0,1,20.0,14.0,1,1,51.3,0.0,6.82,-0.5,0.18,2,2,49.0,2.0,6.69,-0.5,0.16,3,3,51.7,0.0,6.72,-0.5,0.09,4,4,53.1,0.0,6.89,-0.5,0.03,5,5,52.3,0.0,6.85,-0.5,0.11,6,6,53.8,0.0,6.76,-0.5,0.13
201911140208,スカパー・ブロードキャスティング杯,2019-11-14,2,08R,5.0,,3.0,1,21.0,16.0,1,1,52.2,0.0,6.91,-0.5,0.1,2,2,53.2,0.0,6.9,-0.5,0.17,3,3,53.3,0.0,6.91,-0.5,0.07,4,4,52.9,0.0,6.85,-0.5,0.09,5,5,51.0,0.0,6.96,-0.5,0.11,6,6,52.2,0.0,6.79,-0.5,0.07
201911140209,スカパー・ブロードキャスティング杯,2019-11-14,2,09R,4.0,,2.0,1,21.0,16.0,1,1,50.5,0.5,6.82,-0.5,0.47,2,3,52.4,0.0,6.87,-0.5,0.39,3,4,52.0,0.0,6.85,-0.5,0.16,4,5,51.0,0.0,6.79,-0.5,0.15,5,2,50.5,0.5,6.84,-0.5,0.09,6,6,51.2,0.0,6.82,-0.5,0.19
201911140210,スカパー・ブロードキャスティング杯,2019-11-14,2,10R,4.0,,2.0,1,20.0,16.0,1,1,51.4,0.0,6.84,-0.5,0.07,2,2,51.8,0.0,6.8,-0.5,0.01,3,3,51.0,0.0,6.72,-0.5,-0.03,4,4,51.0,0.0,6.88,-0.5,-0.01,5,5,51.0,0.0,6.78,-0.5,0.11,6,6,50.5,0.5,6.8,-0.5,0.26
